,estimate,std_error,z,P>|z|,conf_low,conf_high
Intercept,6.083077599316224,3.3930749369548083,1.7927919990990882,0.07300618931310529,-0.5672270739607148,12.733382272593161
stroop_effect,0.004777514884161847,0.007164875750493734,0.6667966131628489,0.5049020563920679,-0.009265383540510264,0.018820413308833956
prp_bottleneck,0.0017939555684259672,0.004877340956443292,0.36781426282204704,0.7130117332403461,-0.007765457046525025,0.01135336818337696
wcst_total_errors,-0.11795943027773528,0.041150745949201144,-2.866519854180802,0.00415012126599781,-0.19861341027512705,-0.037305450280343516
