prior_scale,ucla_mean,ucla_ci_lower,ucla_ci_upper,ucla_significant,interaction_mean,interaction_ci_lower,interaction_ci_upper,interaction_significant
0.5,-0.08982582425244405,-0.36695924843088834,0.195934924534962,False,0.12838090225714294,-0.127321586608948,0.38960954048850843,False
1.0,-0.21724713578039576,-0.8514588271155131,0.47433753052617555,False,0.32313108750034203,-0.339628210399007,0.941226540585271,False
2.0,-0.3923626669589642,-1.3871344289199592,0.6146300536313518,False,0.5453312366939091,-0.4926339024515899,1.6277346671293444,False
5.0,-0.4093414200839021,-1.665271913534899,1.006096998405242,False,0.6111272716870875,-0.5885172539181575,1.865653678037894,False
10.0,-0.4219358502737519,-1.6246773390017528,0.912707141410603,False,0.6531403081718694,-0.6916932939648803,1.8845752961724727,False
