outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
WCST HMM P(Focus->Lapse),wcst_hmm_trans_to_lapse,212,0.0022956379394519777,0.008945135799853898,0.00982997275102726,0.011367599233625736,-0.007251772223806796,-0.015109593913741781,-0.019150613412357353,-0.02255606157698531,-473.91151607110146,-469.329182705593,-467.51854580811664,-465.84801465786586,0.006649497860401921,0.46072005655251363,0.7100228717954492,0.0008848369511733623,0.18319235080716859,0.6690933275169665,0.6715030107781995,0.0015376264825984753,0.3172825432455352,0.5738639228796918,0.5355875930190896,0.0031975213275289554,0.007528948330428573,0.42469694135182645,0.6710576137917053,z_ucla_score:C(gender_male)[T.1],0.006371014567190593,0.010266702272907375,0.6205512147754546,0.5348949468347102,130,-0.004112853807309004,0.00883740671836644,0.6416511331903031,82,0.018857475951188866,0.013434258622298939,0.16041247957213867,2.6831327529324107,2.1313195480270846,1.732501962881544,0.973154014338117,2.931709556023259e-08
WCST HMM P(Lapse->Focus),wcst_hmm_trans_to_focus,212,0.007933426684570533,0.02905793891759678,0.06892057601398771,0.07218185479263861,-0.0015600333471561534,0.005491384036955926,0.041669470921714136,0.040344957653170255,68.85789049583735,70.29492586983912,63.40741668400932,64.66354373275618,0.02112451223302625,1.4939612754895677,0.21729042278376415,0.03986263709639093,8.77673847605391,0.0034114865173149505,0.0032165567337498094,0.0032612787786509,0.717059559873229,0.39810240647116824,0.41201035566614763,-0.07741817112268687,0.025966964902067898,-2.981410088343502,0.002869242866717645,z_ucla_score:C(gender_male)[T.1],0.03346996092144093,0.04071542554742572,0.8220462016896961,0.41105060229379176,130,-0.0897018613954792,0.032143119961257044,0.005259390974769436,82,-0.0521570799985966,0.05034991526893236,0.30025247862939664,2.6831327529324107,2.1313195480270846,6.159500454912573,0.5212538288978366,6.486005674732641e-05
WCST HMM P(Lapse->Lapse),wcst_hmm_stay_lapse,212,0.007933426684570533,0.02905793891759678,0.06892057601398793,0.07218185479263861,-0.0015600333471561534,0.005491384036955926,0.04166947092171436,0.040344957653170255,68.85789049583735,70.294925869839,63.407416684009206,64.66354373275618,0.02112451223302625,1.4939612754895677,0.21729042278376415,0.03986263709639115,8.776738476053959,0.0034114865173148295,0.003216556733749749,0.003261278778650678,0.7170595598731826,0.3981024064711832,0.41201035566613975,0.07741817112268704,0.025966964902067888,2.9814100883435097,0.002869242866717574,z_ucla_score:C(gender_male)[T.1],-0.03346996092144099,0.04071542554742571,-0.8220462016896979,0.41105060229379076,130,0.089701861395479,0.03214311996125704,0.005259390974769522,82,0.05215707999859666,0.050349915268932344,0.30025247862939597,2.6831327529324107,2.1313195480270846,6.159500454912596,0.5212538288978339,6.486005674735557e-05
WCST HMM P(Focus->Focus),wcst_hmm_stay_focus,212,0.0022956379394519777,0.008945135799853676,0.009829972751027038,0.011367599233625736,-0.007251772223806796,-0.015109593913742003,-0.019150613412357576,-0.02255606157698531,-473.91151607110146,-469.3291827055932,-467.51854580811664,-465.84801465786586,0.0066494978604016985,0.46072005655250164,0.7100228717954545,0.0008848369511733623,0.18319235080716859,0.6690933275169665,0.6715030107782192,0.0015376264825986974,0.3172825432455706,0.5738639228796782,0.5355875930190896,-0.003197521327528749,0.007528948330428574,-0.424696941351799,0.6710576137917255,z_ucla_score:C(gender_male)[T.1],-0.006371014567190653,0.010266702272907368,-0.6205512147754609,0.5348949468347062,130,0.004112853807308803,0.008837406718366466,0.6416511331903203,82,-0.018857475951188814,0.013434258622298927,0.16041247957213967,2.6831327529324107,2.1313195480270846,1.7325019628814498,0.9731540143381211,2.9317095560226464e-08
WCST HMM Lapse RT Mean,wcst_hmm_lapse_rt_mean,212,0.0031091748969857003,0.01822730689113783,0.023166742380364647,0.023189498666002062,-0.006430450223617434,-0.005602127407621005,-0.005423499306063784,-0.010328508732713626,4398.55613446928,4401.316466558169,4402.247172815512,4404.242234010745,0.015118131994152129,1.057385011369431,0.36825205796190463,0.004939435489226818,1.036598894840031,0.30981386852134385,0.44361316965109265,2.2756285637415274e-05,0.0047524901336302005,0.9451062523579055,0.9546135236574901,739.8881102933287,963.9087980215294,0.7675914067928271,0.44272996923961216,z_ucla_score:C(gender_male)[T.1],75.9065802752109,1332.0626744918454,0.056984240853507666,0.9545577487182366,130,564.8287805019036,893.8732526493277,0.5274593351094903,82,1161.6560606141472,2254.1385160376976,0.606312873852966,2.6831327529324107,2.1313195480270846,5.796604314145723,0.5636895951648778,4.030841103145897e-23
WCST HMM Focus RT Mean,wcst_hmm_focus_rt_mean,212,0.057377460976657635,0.08062313548331934,0.09502631396265293,0.09853812350361624,0.04835714959844384,0.0583081630435941,0.06853927924936465,0.06760560813364225,3133.329000833917,3134.035401883499,3132.687868394931,3133.8635881648015,0.023245674506661707,1.7361791930993373,0.16070932261418175,0.01440317847933359,3.2626933067991346,0.07233925802542514,0.17558865207562815,0.0035118095409633066,0.7947192943321212,0.37372716809279094,0.41298658403431676,65.73025426883925,48.36087408163541,1.3591618331356774,0.17409531264641365,z_ucla_score:C(gender_male)[T.1],49.0572237224316,59.80195530515573,0.8203280891419651,0.4120290976634118,130,57.09897864855663,47.288320788766086,0.22725322700646589,82,62.905524737491334,109.46930861464159,0.5655342917788917,2.6831327529324107,2.1313195480270846,14.035915889807209,0.05054622938162097,3.2875967231730254e-13
WCST HMM RT Difference,wcst_hmm_rt_diff,212,0.0037395896051070077,0.017832033526599456,0.022180180800086435,0.02218319968191762,-0.005794002838863221,-0.006006994785861641,-0.006438935859423234,-0.01136933758389902,4386.005579208348,4388.985354998144,4390.044727978975,4392.044073457637,0.014092443921492448,0.9852501632184152,0.40067847941028756,0.00434814727348698,0.9115894089712518,0.34081754902214745,0.4668041755601142,3.0188818311849275e-06,0.0006298233916197248,0.9800026971661371,0.9834276546461027,674.1578560244902,924.7093839034138,0.729048355904763,0.46597208365346354,z_ucla_score:C(gender_male)[T.1],26.849356552779113,1291.0001334486824,0.020797330578933192,0.9834073271690293,130,507.7298018533466,859.2622662849991,0.5545938761416337,82,1098.7505358766557,2156.5152422778565,0.6103998421406267,2.6831327529324107,2.1313195480270846,5.512898873625927,0.5976284810717553,2.4132779052599683e-23
WCST HMM State Changes,wcst_hmm_state_changes,212,0.008965951086631674,0.010669234872478839,0.012956008686504483,0.013762654403506658,-0.0005176283288073069,-0.013343647776247414,-0.015933083742183163,-0.020078823141471247,1529.3486607062998,1534.9839842092429,1536.4933927732434,1538.3200683735936,0.001703283785847165,0.11822013838458618,0.9493306614952842,0.0022867738140256444,0.47494198435008717,0.49150164240010896,0.47379934331119145,0.0008066457170021746,0.1668520534161295,0.6833532195083947,0.6639468107025838,-0.5812303535578135,0.8099247783009915,-0.7176349818276722,0.47298238232772805,z_ucla_score:C(gender_male)[T.1],0.5217704091850376,1.1991851727027885,0.4351041199158952,0.6634868531007339,130,-0.9850731805869686,1.013216694996403,0.3309393233571444,82,0.19844576661508262,1.42117926238992,0.8889487189345255,2.6831327529324107,2.1313195480270846,5.387180966596269,0.6128245215150593,3.017700286830531e-08
WCST RL alpha,wcst_rl_alpha,212,0.0037132766823143593,0.016904888204436253,0.02172863439569339,0.0236017711474914,-0.005820567559960299,-0.006956643635261939,-0.006903698256139901,-0.009902089646467216,67.62622464166037,70.80043024583318,71.75765087119208,73.35133656204908,0.013191611522121893,0.9214001578456382,0.43138527934633086,0.004823746191257139,1.0108319674642128,0.315888857492989,0.40318309677635367,0.0018731367517980102,0.3913566064287777,0.5322863999868532,0.56342742374098,0.026795926997510357,0.03198806354348234,0.8376851871975884,0.40220753489656125,z_ucla_score:C(gender_male)[T.1],0.025238448427985,0.04361203138108374,0.5787038032567294,0.5627890492975139,130,0.004154435607343411,0.03876643276282145,0.9146574503261434,82,0.07275370239525483,0.05147131685792296,0.15751449264831463,2.6831327529324107,2.1313195480270846,4.2863588481564125,0.7462667047130503,5.801234916463894e-22
WCST RL beta,wcst_rl_beta,212,0.0032921528411281598,0.047829744129091134,0.0722556422816556,0.0845727989345838,-0.006245721294363404,0.02471881558853506,0.045102148885021065,0.053161081250966524,652.8858556263983,649.1945223772783,645.6851425355317,644.8516829272683,0.044537591287962974,3.2118708983505746,0.023980771505350825,0.024425898152564463,5.397294070955594,0.021148460901899778,0.09625030988457721,0.012317156652928207,2.7448386439390773,0.0991061135663081,0.0982552780866348,-0.23970631271147425,0.14345200838874184,-1.6709861047179768,0.09472442244876413,z_ucla_score:C(gender_male)[T.1],0.257282816466576,0.1548989959651165,1.660971492187829,0.09671917232619137,130,-0.3461944983029206,0.21503037250828785,0.1074023249260802,82,-0.090476842570991,0.10888879754701447,0.4060242052564481,2.6831327529324107,2.1313195480270846,17.140227424023866,0.016514004767868608,2.73907181351755e-23
