predictor,beta,se,p
Intercept,108.6208829746929,21.069152690178754,2.5302769655965785e-07
C(gender_male)[T.1],34.50329871285301,31.605339863059374,0.2749684744994104
z_ucla,-20.865220428615306,26.659877272993967,0.4338355910733662
z_ucla:C(gender_male)[T.1],-10.568296429514122,36.00707421816067,0.7691353268996584
z_dass_dep,8.233060153653655,25.37451450891284,0.7455884532644446
z_dass_anx,11.015556893410063,23.791695545775298,0.6433643111953962
z_dass_str,-33.809981932837296,22.692519963798798,0.13624593744153662
z_age,-5.871576813378968,19.297680396842132,0.7609272675589421
