participant_id,short_mu,short_sigma,short_tau,short_n,medium_mu,medium_sigma,medium_tau,medium_n,long_mu,long_sigma,long_tau,long_n,mu_bottleneck,sigma_bottleneck,tau_bottleneck
d9rwc0NXArcNlJvFsgKhQqkGxJq2,709.2940588152775,168.53768787671726,560.8330148727607,46,447.0366242239078,19.923851808733957,608.6622984775724,47,361.1106589507506,5.0,480.0154162933187,24,348.1833998645269,163.53768787671726,80.817598579442
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1174.3255730883118,215.32329841222062,278.94638931613804,48,814.0373379476732,181.63288247126897,245.78878271513616,48,471.4322360332461,77.50644623427834,122.95334457404961,24,702.8933370550657,137.81685217794228,155.99304474208844
WqoZv41KTtTCuPKBPyClregrKAi1,1316.8991285328782,469.5733314589459,159.4368565923583,47,698.7050038642941,225.70640196326212,464.55282016443806,48,334.7765902941852,89.64069102580928,367.1520589830155,24,982.122538238693,379.9326404331366,-207.71520239065717
Yco8O7tmHlbsUBfKW2ywcZByGO32,973.5254420300828,308.5251990884714,356.5230962486345,48,611.4714098097998,113.80862285538132,302.9545957606746,48,612.1924102292039,150.57274053486134,234.5098793279628,24,361.33303180087887,157.9524585536101,122.01321692067168
xHctBv4C2EU8rHYRouw0btT3GT02,1246.1479223510803,346.13355802894324,49.999693045563546,48,723.5972189976097,202.53695824961173,354.12714157789384,48,444.5947065962046,5.0,433.4488146749505,24,801.5532157548757,341.13355802894324,-383.4491216293869
SOhR7IO689NQCPQu56SjATO8FR92,1487.7342789776505,369.1825669059227,175.82652068213434,45,1121.756526124687,418.97971935273716,284.7734600588105,47,483.9777763246842,169.3073391727964,540.5817470182064,23,1003.7565026529663,199.87522773312634,-364.7552263360721
idP8RVfm74N86O0dszLXANIpjXv2,597.1054269349381,106.63416551493063,471.984153308121,47,412.829637297475,51.30678916032834,404.1131936733638,48,320.5367168893994,116.91680563177941,202.78179695967557,24,276.56871004553875,-10.282640116848782,269.2023563484454
mweMgSlGM2VxThhwnupYxYzUbR23,895.9925841173873,195.98182015339296,389.4650736509383,48,536.4106936431727,61.01100708940266,387.4285494173198,48,409.85930559359883,5.0,301.8190433585982,24,486.1332785237885,190.98182015339296,87.64603029234007
9Xz1RIwnPXgyRqmucudW9VeuDnq1,759.0496430850621,186.58047618346095,582.9603412835977,47,575.5084840257044,82.44529744817642,512.3833355439973,48,490.13703867761404,5.0,310.49240200722596,24,268.9126044074481,181.58047618346095,272.46793927637174
ohl9pXqpeSMfepC3w9h0tW5SbJw1,948.3102936422679,223.93542290559887,471.41461283419557,48,548.7961768041656,76.29656243635019,366.78064197263404,48,513.4417247675335,87.73471110569861,207.33589245559023,24,434.86856887473436,136.20071179990026,264.07872037860534
9l7DjYLs0XdgwykPZR5E01KTZfu2,1069.7945273881392,346.046040902495,422.3240197359928,48,609.9298139386373,81.20578866137528,520.5350264821003,46,486.30207506506474,5.0,343.9164785343911,22,583.4924523230744,341.046040902495,78.4075412016017
23AEyocWhqY955WHbxhHRSgQ1ms2,525.0711091859647,107.8133300086022,473.2072455659577,46,365.28848423341896,85.45690195116883,363.5353482484926,46,213.96797515583424,5.0,425.2399744101005,24,311.1031340301305,102.8133300086022,47.96727115585719
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,573.3660540579693,120.4045126407777,452.0662795637846,48,355.1112308587488,38.30637900451964,323.83333313322737,48,288.25776311613475,36.2793372945536,208.18271913126583,23,285.1082909418346,84.1251753462241,243.88356043251875
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1040.1434852094872,261.74598287198876,564.1261417861127,45,929.2272020392801,355.9075482100119,475.86077076387346,48,575.6680633557538,92.51050783941766,244.17408716385683,24,464.47542185373334,169.23547503257112,319.9520546222559
bXpFswkI7TfIfL6G4FqWrbaxTGx2,528.5874781089641,93.22352624321375,250.50004964048082,48,332.21325815028007,64.60096922225296,267.03711535680816,48,197.28011552757127,5.0,244.99639096482173,23,331.3073625813928,88.22352624321375,5.503658675659096
XehZHBpwr5MYzUXkj0FAYCsFG922,930.2207093593285,133.38823891424903,513.316610696711,48,544.4810751533897,5.0,578.2282657201324,47,474.18342451004673,5.0,280.45667316163934,23,456.0372848492817,128.38823891424903,232.85993753507165
DAKDKPH698P12JfTbbjemLI6PIH2,1010.5787318569616,138.77821798115463,49.00472652816962,48,499.87910487729545,111.50302945243288,170.45235363489013,48,324.7483508361043,13.795214939468957,103.32604122128116,24,685.8303810208572,124.98300304168566,-54.32131469311154
3WijiOiVCoMbn80F05SPYsxl0TC2,815.7271053398055,89.300410647071,274.89867585339897,48,575.761546203565,92.55843231031386,208.84699620311622,48,360.383435903621,69.7732906997836,203.71802932200688,24,455.3436694361845,19.527119947287403,71.18064653139209
Df83JuPuJkXqTGbENhM2gw5SJM43,,,,16,,,,16,,,,11,,,
qnR5PLX1v3fPi6SwTJMwGcadwyD3,956.2945517127283,302.5556947742469,105.1461347870839,48,401.84248568042716,33.52613740936537,419.59713362634324,48,381.751595424928,104.40378649361912,80.26371391667006,23,574.5429562878003,198.15190828062777,24.88242087041384
DaRehVxIOhXtEtUExdgvUl0mKcx2,1506.2963338322666,362.4661358391107,236.74397312247473,45,1143.1608964907723,208.9105107837145,369.289220838559,46,624.2102824394232,155.23013093942365,463.7733186534984,23,882.0860513928434,207.23600489968703,-227.02934553102367
UbwuSMtBsHdW3Ji41opk3GInMqi2,640.2935657232238,65.91969889837856,397.51413733923977,48,488.1666949162644,31.763154990445468,344.8786378301726,48,367.7699322815538,5.0,257.68777694801616,24,272.52363344167,60.919698898378556,139.8263603912236
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1133.920708373274,234.44088948222392,292.667296045271,47,701.8837902587567,59.81740130753261,553.3721048870764,48,692.5960032453264,142.08981739390552,158.32374985783946,24,441.3247051279476,92.3510720883184,134.3435461874315
Cbkx2NHyF3NrebzXGqNgSfiWent1,896.3699837658581,241.26674332882882,243.75620623038688,48,518.8477680770649,5.0,336.8771845146585,48,620.1133734293178,71.2192600913624,5.439389445333837,24,276.25661033654035,170.04748323746642,238.31681678505305
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,722.3258018679395,94.65101219783418,379.8359086901728,48,437.25528253228055,5.0,331.84513223734854,48,532.9714794326594,161.76008555297332,5.0,24,189.3543224352801,-67.10907335513915,374.8359086901728
146QT9LupyU2BAiTsB3PMIpVXM22,506.8913166752413,66.20792428869716,485.5464256572431,48,358.65947408979696,31.803601652244947,329.87339267604875,47,350.0978441506862,79.51930459637309,176.35366908444453,24,156.79347252455506,-13.311380307675932,309.19275657279854
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1021.960849176758,175.34812462643407,446.69678719298827,43,591.6352433661856,96.8215116641909,539.4399185834884,45,,,,19,,,
87w5Le0CgZhSfYAaOH3Xd2fc98l1,959.9546520447092,105.06505177008724,550.112844808723,48,678.5869345628973,85.35842553458028,415.8293203581906,48,777.8288962673181,192.16738892863216,37.112974942273205,24,182.12575577739108,-87.10233715854493,512.9998698664498
HbydnnT1hUP3WagAy2TJAc6GqVs2,986.0377062105832,265.53949208990343,221.96681059039335,48,735.0636026516397,261.53196037934396,255.1374849459534,48,459.0390524244846,5.0,358.1385584615658,24,526.9986537860987,260.53949208990343,-136.17174787117247
EoToosG69XMp4LTYdB6sB9WTrv22,694.6470765911844,37.31233511447097,426.50637882201823,48,636.4078955202294,66.90577879004306,251.39518789798802,48,480.02199408051325,57.24393484893215,112.43172397597276,24,214.62508251067112,-19.93159973446118,314.07465484604546
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1171.5839640754737,155.42192730095522,352.1615334939223,46,903.0034140850321,333.4138818233651,547.3068729222177,47,491.9083976451993,5.0,372.80712563107755,23,679.6755664302743,150.42192730095522,-20.645592137155234
QbOEVCaZLUMOgltUdXm58oZOALv2,1007.33272636689,192.67526052215987,171.15813508039253,48,620.305240537739,48.79728089582331,396.8702484252871,48,570.400304991918,74.29276231928435,176.71665690398686,24,436.932421374972,118.38249820287552,-5.558521823594333
PkpTH7pWpEOG9A86xSloOSozwTk2,1374.5223586397128,325.15349787111523,325.6125832750323,48,922.2753059525445,196.7678372799605,612.5169065880493,47,676.3551820757839,50.8597290792366,444.44757155683976,24,698.1671765639289,274.2937687918786,-118.83498828180745
8bwaafIhKVMNBoHaXFcY8HirS9u2,926.0194954951676,194.22035649426542,93.31394601136871,48,512.892590141881,39.94227032371112,236.23346785122024,48,402.5965528890406,69.21997588703147,112.16772745217573,24,523.422942606127,125.00038060723395,-18.853781440807012
tv88wS5Nf6SjruozSmXJxQSmx6J3,1010.064472487501,70.65075572122697,709.6692642823913,44,799.995506017187,144.2416176016976,576.9538671656737,45,410.3661011240361,112.07686370544813,433.52544773354225,23,599.698371363465,-41.42610798422116,276.14381654884903
SPCT9D90pRa1ihXS5jEw6vCmquI3,773.8192293617967,240.94224728389227,325.97297470366186,48,365.2494581918292,28.65524264203995,298.5304042402074,46,309.0865536660081,5.0,197.92505294521945,24,464.7326756957886,235.94224728389227,128.0479217584424
3xCaqfcHxRQxuOlEzXz3PNcHODH2,501.55722334095856,65.09307324245557,405.5072273581949,47,336.5318589772622,54.63847789792975,324.32983078294404,48,299.1078482969844,45.4650746581842,108.04708974161987,24,202.44937504397416,19.627998584271374,297.460137616575
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,941.975630748232,113.73323235282578,278.013473430383,48,503.78917597239075,53.32070705752787,373.26954798818315,48,462.98028964926624,28.735048413996886,115.16773779762968,24,478.99534109896575,84.9981839388289,162.8457356327533
5rXSa3anB5ejmFrnwUsTB82byup1,836.517565375775,137.29420277700527,236.08589142931797,48,531.9035039139546,145.19851098214411,342.68681766056505,48,496.25825355581327,109.6670559164935,216.5922709215411,23,340.25931181996174,27.627146860511772,19.493620507776882
btpcu1rB1JeSTo2upeHGPdv8kYG3,835.3810490249472,262.6577606478165,468.12694926029525,45,830.9464663502506,275.8776623430764,323.7323158200275,48,427.7404301415055,58.61031446080247,382.74228374409967,21,407.6406188834417,204.047446187014,85.38466551619558
IaTJhUGICmO9xcL3605RW8QHneN2,879.8612966604386,294.2875305267778,347.4509791070204,48,375.94831245047163,5.0,415.14681401214364,48,328.02953690808545,5.0,215.25077908979895,24,551.8317597523532,289.2875305267778,132.20020001722142
kI0YdycDU0X5hcoEPjEON3Ionyd2,1751.3477735476513,456.35140105539244,207.56217202735425,41,1595.363630680589,610.2235514673182,49.99992610356159,44,482.77595833421003,145.80481189157476,627.8601420725656,24,1268.5718152134414,310.54658916381766,-420.2979700452114
YEU5ox3jteVINfdSTg5ymqYcS9o2,593.8995621089679,95.22723926759987,327.89674786077785,48,367.53359815760643,36.703962916462174,245.6675611212291,48,338.68016035841765,54.51026268219634,109.12293369981384,24,255.21940175055022,40.71697658540353,218.773814160964
GEwkBw3YHaNp3TCh9YS9PKVfavz1,703.3489270373705,201.85187105806708,281.92568353549854,48,377.5556339818871,49.74704856075182,335.0156318523885,48,389.6895833934685,63.22112725762763,153.8021948188625,24,313.65934364390193,138.63074380043946,128.12348871663605
EEodWwGh0wWq5f8JmzfKvq0lyeu1,736.0997801066864,217.87934618392202,484.04742967265383,46,561.5270291589896,158.60451807526002,437.9127409902498,48,378.56904615567197,68.30857161549501,307.89754808728804,24,357.5307339510144,149.570774568427,176.1498815853658
c0hRe9PCPPZs3HWFqhIQargNlp52,1103.969056349342,197.97840563556434,500.10311828837666,48,1091.7866437510463,305.3675578372967,277.8167860974616,46,585.5530230102138,5.0,423.0476420334958,21,518.4160333391283,192.97840563556434,77.05547625488089
biQ16yPcCKSkJQhSxUKcDc8gm8I2,948.5074294962784,150.66673713226155,353.626770113789,48,758.0964547755889,109.33078839038018,388.970037787088,48,682.465115577402,58.424692088602825,257.9168354728711,24,266.0423139188764,92.24204504365872,95.70993464091788
OExlWyngGfPrScDYjaRcv5PIAet1,695.3352506538512,77.7355252643538,539.7108316589075,48,471.8458005542884,5.0,562.1404666207887,48,273.50567845943925,5.0,283.30475545151074,23,421.8295721944119,72.7355252643538,256.4060762073968
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,741.8387765608538,63.015491481837486,510.733327599429,48,455.36268228497863,62.42627937753669,493.03181177832624,48,409.3682392150759,5.0,383.42993071828073,24,332.4705373457779,58.015491481837486,127.30339688114827
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,629.5043181909737,67.19266170881525,768.3674896792256,47,522.4648735796486,64.69804187309933,558.3997582186983,48,369.2963544628197,5.0,390.511753222894,24,260.20796372815397,62.19266170881525,377.8557364563316
VwTymW8T68MfpnJvZ2X97ILqDWS2,723.0236348421024,88.43747555694452,770.9104824820381,48,1132.42301678738,455.40501330223066,178.80621592635626,45,502.3994663674928,53.49986631659327,316.6402253000365,23,220.62416847460963,34.93760924035125,454.2702571820016
hrRr560eFBNwJ0CcUjCqtSD8TdP2,586.277955151676,41.70498204882894,290.8832118349813,48,397.74665329375085,5.0,303.50271634813674,48,309.73741114560335,5.0,185.01650667751593,24,276.54054400607265,36.70498204882894,105.86670515746536
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,537.4941618783062,28.93793763757504,336.8798461386532,48,356.2829275712852,22.695506528916177,212.51354591327174,48,332.4724718118915,5.0,89.28507166249318,24,205.02169006641464,23.93793763757504,247.59477447616
zxG9mUnF7uRkaOKSoCPsiRZzr372,1207.4770592312827,280.80116620022125,266.3361067872799,48,1012.8879421753004,170.4565813551416,463.27887043126333,47,836.7601001195526,297.06618887517357,218.6647632183547,23,370.71695911173015,-16.26502267495232,47.67134356892521
CUNlBEszJVRGK1jWlTaOaCqpDg53,1027.0533797895305,318.0267237876533,348.09399121985325,45,409.23637361841287,20.539503224992696,525.9668607089268,42,487.8822145301229,108.43910664705813,197.1009445897745,23,539.1711652594076,209.58761714059517,150.99304663007874
06qcrpGKL6Vc3LVplFQC90VAcRm1,694.6963669436697,117.09091973453205,122.38137829838308,48,369.38159785121593,28.808514486242675,194.63469743852053,48,455.6750673841328,78.01653363392846,20.08048360369404,24,239.02129955953689,39.07438610060359,102.30089469468905
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,904.8599733147931,141.33006795904134,294.980743013875,48,452.8161919308101,55.549587779844494,442.37756852923286,47,465.9425411879124,100.62026276453102,107.88487855342132,24,438.9174321268807,40.709805194510324,187.09586446045367
g2G9l3no7RbeRA9a1W3JnfegTnh2,703.6854586976314,65.54801252481322,457.25530592370814,48,424.31962887392933,59.29505206212582,432.0365252126545,48,313.2969600998703,92.16582749893436,245.21797154637454,24,390.38849859776104,-26.617814974121146,212.0373343773336
G1Ff3XYUZMRsPafyEQ80ussnVlf1,981.3104657908127,215.03287338264386,201.4587316297863,48,780.1015822371696,342.9513338673243,231.40021688869712,48,442.42735401092796,156.92894405998084,106.0870697130743,24,538.8831117798848,58.10392932266302,95.37166191671201
WnC6Uscb5VMIr43GASKiUCO3AYH2,562.9245091513111,79.00458212811053,462.67814332272235,48,344.1146721272949,20.818824218231267,285.36454641138505,48,245.40075296311133,5.0,172.68924366776213,24,317.52375618819974,74.00458212811053,289.9888996549602
e7NIVznoeNMC7bBejXnMVvFNPfx1,685.3233961536363,5.0,473.7288615973194,48,529.4806908494082,61.69211150184477,305.95198111736624,48,460.9531971373698,33.90374850170312,267.07434810404965,24,224.3701990162665,-28.90374850170312,206.65451349326975
kgSRatooJJfDaMZ2yIURqb8aJuE3,1078.00852955713,252.61570364385227,215.0315097461243,48,541.6434103261562,115.26010711956172,374.40304901965214,48,561.0526069876015,129.86068215367908,93.36232572952517,24,516.9559225695285,122.75502149017319,121.66918401659913
afdTz6deeYWf1qKNdUpKAYKN3hz1,787.8323838887371,201.35076742483005,599.2201677280973,48,863.999260675179,327.10279484040007,375.4403730502581,48,522.1071929728632,19.46657269197849,363.7337915729781,24,265.7251909158739,181.88419473285157,235.48637615511922
sqfXvh6GJLaYAqr3RvHrixP8IOx1,1448.4960923778985,308.2885527975959,131.61722393858068,46,1184.9053517894085,382.13199737593584,170.27420985792247,45,651.1203155809233,128.72667426127958,230.4986473952165,24,797.3757767969753,179.56187853631633,-98.88142345663582
rNe3cRPepZUXbJhmmfQZiGsVzX22,736.6955611970147,91.3352077354835,451.92429438019417,48,509.98582343259784,81.31904146283127,266.8221562806655,47,423.0162325024585,5.0,349.43047143734515,24,313.67932869455626,86.3352077354835,102.49382294284902
