participant_id,short_mu,short_sigma,short_tau,short_n,medium_mu,medium_sigma,medium_tau,medium_n,long_mu,long_sigma,long_tau,long_n,mu_bottleneck,sigma_bottleneck,tau_bottleneck
WbOfW9KmUkPQK8o5hlHJnJFdpp92,600.2456739972897,55.82288615299513,141.36501697675862,48,406.3175568124913,36.307849569011964,248.65849618456835,48,356.96634281018726,54.046391953810144,89.95035071818464,23,243.27933118710246,1.776494199184988,51.41466625857399
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1312.1876655459628,268.4166762168291,361.0614417509887,48,1354.7770947036274,383.28951132324545,49.99957935873523,48,584.2282137326463,79.1341036076049,304.0526404682655,24,727.9594518133165,189.2825726092242,57.0088012827232
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,946.6903868014426,229.54174308050767,335.303607625054,48,431.3812695022727,90.70574383073439,521.8748081814231,48,135.18967269887895,5.0,434.1855477073006,24,811.5007141025637,224.54174308050767,-98.88194008224662
fEq0OghbLpfD1jigl1Mbz96aMbg2,801.7503713243417,293.91438718726874,368.0986141375051,48,356.2988819196681,39.972133936182445,519.676343857485,48,215.14522517712265,5.0,259.0556060001367,24,586.6051461472191,288.91438718726874,109.04300813736836
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,684.7721735411501,81.38806453776,488.5909954942414,48,426.2507713504886,112.86337042271298,454.97409144125476,48,286.4197240951331,47.856146274326655,194.23199840908777,24,398.352449446017,33.53191826343335,294.35899708515365
cEIs6U87xfbSL5eFTXDK77MmvNf1,934.3707867704314,204.31312463175237,379.744345019496,47,580.0701496788492,82.41027221484761,372.071450485951,48,429.5511896373195,51.23975125341782,264.05756966311765,23,504.8195971331119,153.07337337833457,115.68677535637835
AsXBOflrszVNKoFqbN61bMJqS0k2,1243.3810956925995,212.86995672208454,156.7246432036127,48,867.6898413613815,221.30230500764435,206.04249548258983,48,558.9026831657396,41.3669031006867,212.7200772114943,24,684.4784125268599,171.50305362139784,-55.99543400788161
Fz7EUjZCLuUBxLDUVtN6djaBTy42,759.0163556204974,109.82678866714554,380.4427945916804,48,563.8027745379338,85.82764545086535,210.54937018018083,48,614.1078589269849,89.06164121055191,5.0,24,144.90849669351246,20.765147456593624,375.4427945916804
DzB19GqCB7fyrlEPexogWkjFzEx2,1013.143399449217,248.27567508006018,486.7431542911809,46,406.6395986123006,5.0,845.1270160196726,47,368.0901343798332,69.25068405858683,270.5241045340457,23,645.0532650693838,179.02499102147334,216.21904975713517
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1481.5000056844092,416.1414772423957,49.999494093614,48,971.8758364138016,359.96222817772,340.5642436001474,48,489.6906021337925,158.78432645649323,413.37558468406684,24,991.8094035506167,257.3571507859025,-363.37609059045286
xBGZhFOeypWnqzSQClkrwV9z2vF3,620.6560389738352,78.78240472845044,774.648590346322,48,474.8934583937219,116.4605750881711,550.3239470003003,47,480.8886787998853,120.88768251700445,217.7632461951239,24,139.76736017394984,-42.105277788554005,556.8853441511981
MMSYeiMQi3gMr4PrXQcpXzFiegj2,994.9167298273649,192.42720991121269,440.97270315036747,46,643.3696881388915,163.8719397698398,491.419744687289,48,536.3835273420763,171.06292971606652,234.4111410357913,24,458.5332024852886,21.364280195146165,206.56156211457616
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1383.1514222904875,376.3144652389295,64.38375560988467,48,733.1723430005886,173.97181258641547,418.3177745541345,48,596.87048673956,143.98728774958968,184.7064169529834,24,786.2809355509276,232.3271774893398,-120.32266134309873
y1EHXv8tUTa4BRS4fRio7bULYfA2,786.127672279292,42.81279086470077,694.7640163126304,46,615.888084715723,166.23328380611187,506.53565800573267,48,428.7731468186025,57.23837143751372,410.91518643730626,24,357.3545254606895,-14.425580572812947,283.8488298753241
HyQM2xKwwuVfqidmRYF6TiRk90C2,637.0252143381102,62.43600649875419,291.6066289986202,48,501.50078354077556,56.03972290716075,232.80567665385414,48,418.65805331369165,5.0,187.30896492566546,24,218.36716102441858,57.43600649875419,104.29766407295472
roaf78tUWxWSEjAUcUu8O7mrQbl1,727.8280227981406,93.71871184313436,741.4537367972533,46,600.0334465792286,114.42277016449162,672.041019734074,47,428.7288640221267,5.0,575.946636113863,23,299.09915877601395,88.71871184313436,165.50710068339038
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1027.6178868030095,250.58451452202138,350.24828381489607,48,622.5682567997375,71.82960421122895,459.2922366917035,48,384.4729395133747,104.07771229374804,280.8463684976671,24,643.1449472896347,146.50680222827333,69.401915317229
i1tBstVkNiVP0qro7TgGD08IGGa2,1341.5024119564941,399.3059001052762,175.39712196801398,47,552.8450544492018,52.52629121472756,707.2012194931364,46,364.9730511112438,5.0,355.29674058949934,24,976.5293608452503,394.3059001052762,-179.89961862148536
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1212.9176211586405,362.57588100717305,43.908348377385124,48,642.360264778573,122.15000381546052,417.6810823442165,47,383.22808665762915,5.0,304.0118582154313,24,829.6895345010114,357.57588100717305,-260.1035098380462
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1220.3911920464602,236.06776811526683,178.10488200125,48,607.8918445229359,44.81207500139812,416.64863506022755,48,543.4191778579916,80.61781068049115,150.74959975459728,24,676.9720141884686,155.44995743477568,27.355282246652706
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1549.4454659134458,519.322198693387,49.9996759925393,44,1229.3913600350363,552.0519471393998,296.2352895784825,45,494.1423966503827,202.34175042063234,611.2138481932712,24,1055.3030692630632,316.98044827275464,-561.2141722007319
iWsc4pghIEWOQUZKuQJMfe516UI3,742.0362434701964,124.06529372784945,274.52795391373513,48,414.58946016542603,97.39123171502071,275.02290343627214,48,334.1833644134831,85.12668274772594,160.81542083048467,24,407.8528790567133,38.938610980123514,113.71253308325046
lHDkoPQu5reNCO45npeYSS9eLQl1,1181.9630710955578,227.68580544886328,371.43910804605457,48,798.1786869175663,214.80195056996826,418.17246409365833,48,617.3905556073829,136.2390829889251,8.340588733813778,23,564.5725154881749,91.44672245993817,363.0985193122408
WcTsIpSoEhYeIBSNjAbbdaNSBya2,805.2318695185695,103.75585952857574,465.1009462830094,48,510.950140907768,59.7825206528197,521.1537418654434,48,460.3032740215755,34.72817005426309,133.35659659342946,24,344.92859549699403,69.02768947431265,331.74434968957996
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,779.1208624438426,57.345854772506094,546.190533965384,48,520.762096680808,100.54741846712604,484.0005311194883,48,360.5215315481163,5.0,304.43642093596884,24,418.5993308957263,52.345854772506094,241.75411302941518
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1159.896589252969,210.111734476211,365.18659641712594,48,788.6739011904119,102.12075202901458,428.1700092785986,48,502.57718833657435,82.50311805525493,259.2486763940466,24,657.3194009163947,127.60861642095608,105.93792002307936
CDEoAyvS8feXLKMKsaZah9agEhF3,1126.4558846556758,331.27607007803056,190.3865166733607,48,561.1331010064596,65.6715513282056,438.6530844422425,48,421.70036148066197,69.67056140474232,201.32600226497502,24,704.7555231750139,261.6055086732882,-10.939485591614329
GDZGRW51kbWtAdUIHCtEd8sAtqY2,840.1292285357092,187.1770942259393,313.0370080351791,48,398.86899443885534,52.99090850205851,440.2803926451811,48,298.93154027256514,61.4035482189569,152.043849672779,24,541.1976882631441,125.7735460069824,160.9931583624001
QreA2rLiUhV3YHeMfuHMPdGbpJ53,830.921209542157,87.64404223809993,428.651646242899,48,452.049919896479,92.62109849558776,557.8193583193129,48,602.1645357533691,127.56278429692982,5.0,23,228.7566737887879,-39.91874205882989,423.651646242899
AyAnuCaltBbpEYbudoyNzTvXlcC2,1611.5594585922856,680.3400722320412,153.85487213170776,34,1070.210368139795,516.356837628437,246.7173586687975,35,,,,15,,,
azdL1gX79EVd9iepyCAVQrqIaQF3,929.8472224498482,130.61150715549152,254.6281118023289,48,596.1232752707152,159.06596794843838,259.4564374376787,48,356.85792466214707,5.0,192.12108251115367,24,572.9892977877012,125.61150715549152,62.50702929117523
jzdk8E3tVXTXIozlfK5oeEb7wWp2,749.0746608429823,66.54359073623787,328.4650612957311,48,581.1579246716374,97.53423308398919,285.8704772008313,48,537.4907929922055,102.49847224603535,5.0,24,211.58386785077687,-35.954881509797474,323.4650612957311
ORuVuFPU5idz3fMoXTGsbwToW2j2,416.0971258073336,35.49240057204923,211.38869046765356,48,369.0895953555232,49.20422147368507,191.70777131991525,48,408.4260091856761,86.42193772948403,141.58585230125982,24,7.671116621657518,-50.9295371574348,69.80283816639374
pRQimOpZtsekBI2I1kbnD3pycmo1,461.43609849615706,36.28662732416962,301.1630038555771,48,298.62343668606275,63.171682177353794,186.9967972321817,48,338.32529614032836,46.771748483107274,68.10895344276932,23,123.1108023558287,-10.485121158937652,233.05405041280775
yfjd8LbAMrYeG54927d3GiKAyXI2,988.4979408355969,298.89404256656024,373.2352115931279,46,301.73912584505365,5.0,626.393659980098,48,312.9555528338154,43.185352930652314,224.40069041788215,23,675.5423880017815,255.70868963590794,148.83452117524573
HSggdq91WiQp16bOj7V3dABkcgk2,738.3273834161361,115.34061769168238,436.7030711935307,48,493.4463778068503,93.7003187585079,439.6314977819455,48,343.6114957550113,30.940411597778986,221.80984973143455,24,394.7158876611248,84.40020609390339,214.89322146209616
PLreonkqaMeFc0UqxKUelH44UQu1,818.9454137649441,160.40289257239067,250.41216445119107,48,477.5505466478254,102.06497872105156,326.69332582081137,48,293.4169826095255,37.05572381896341,203.9412856639,24,525.5284311554185,123.34716875342727,46.47087878729107
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,894.0184838837872,203.28590482353152,512.8975866786066,48,535.5526340799182,68.71054988168419,624.931851156694,47,491.5263704370042,179.92893810873068,359.5205048056203,24,402.49211344678304,23.356966714800848,153.37708187298625
SdDjNMBD2ZMTEwUphkohi2cZwUx1,480.5521805855862,90.09559113619056,355.83004093628875,48,363.85742515999254,28.401546834280357,167.63515150353106,48,330.39829943595885,5.0,94.82332480974638,24,150.15388114962735,85.09559113619056,261.00671612654236
foaW7wtvY3XLNdguFUK7OvOefP93,846.2288686613442,188.86784194308387,279.32058511199136,48,584.8693559887513,52.080162827760226,357.561339219541,48,593.3301708542893,143.05811004543696,84.88034663145471,24,252.89869780705487,45.80973189764691,194.44023848053666
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1473.7819554942932,405.428680501684,148.7040422595324,47,894.8341041508531,247.6944538625962,397.76834713362143,47,525.198193862555,105.7513959289208,249.09540162577733,24,948.5837616317383,299.67728457276326,-100.39135936624493
6ABZuv4jbjgE0B8TeyUk6nwVb122,1204.8413261894677,226.8126550615228,239.7068680232522,48,649.3184274129611,88.99438882616951,464.62987417871886,48,426.80967655481163,102.12488009870901,279.7134003049964,24,778.0316496346561,124.68777496281379,-40.0065322817442
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1004.6847589077171,184.99747916600595,325.7513567178822,48,717.6853691525857,208.84979801823528,259.52925239436536,48,389.21754941535073,81.74598701786952,171.15926242806214,24,615.4672094923664,103.25149214813642,154.59209428982004
0d841i8KPjdjwCYfDuUUXj0SEjH2,597.8297876487328,42.915745739499734,486.04858807502904,48,386.22404171598913,5.0,591.1702867578138,48,312.08202401670553,24.67981460429375,209.0782357165862,24,285.7477636320273,18.235931135205984,276.9703523584428
0oa5NYVnIBS9NmrmRAZrahXDctP2,415.4250813861389,5.0,431.47528763836783,48,339.66203164983926,46.40174586587811,278.0851386866709,48,410.5784885784353,73.43789147337891,99.54495985540608,24,4.846592807703587,-68.43789147337891,331.93032778296174
5OOi73igsahMZ5IVKQwwyhnj4Cn2,590.2658631703389,33.95240986565111,346.8826338717501,48,426.1977781841774,30.056717724111884,425.5402607343593,48,358.1187515320243,5.0,244.42883078755915,24,232.14711163831458,28.952409865651113,102.45380308419095
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1549.7044321548103,377.95751516342256,36.067692458018286,48,706.9254548250127,56.92599758957581,472.15705330067084,47,689.741408876237,162.1090284519217,5.375083529282942,24,859.9630232785734,215.84848671150087,30.692608928735343
Ub7nV8F55kPruh35ZpUcKoBUyn63,1360.4140231173892,319.4857124125203,345.78908170086976,48,1214.5678647636803,553.4929193910588,241.68665719619418,48,634.2024233958301,93.37192199606105,253.15467303392887,23,726.2115997215591,226.11379041645924,92.63440866694089
Co587hoelyeANqFX7AYvuVQW0lZ2,604.7977728931098,84.86928336291611,295.9852262847519,48,346.15129878612237,68.61289695994262,255.04026932001923,48,325.2178855037719,5.0,104.5773368641153,24,279.5798873893379,79.86928336291611,191.4078894206366
cec6NLR2ZLVVw6h0TEKSNIH11v02,826.6989213871007,73.94951974438493,317.05800710609003,48,481.48904872948555,95.86261889474142,290.8766591835178,48,375.49950456469327,33.259089900314414,105.56497283785001,24,451.1994168224074,40.690429844070515,211.49303426824002
8mscvscxtXf7EbbLqCyy4a4pl2q2,1105.9805419556913,302.6980252764108,262.1696326302975,47,582.6483710161962,5.0,434.76043017744774,47,424.85580559358203,43.38672838965019,220.254953331129,24,681.1247363621092,259.3112968867606,41.91467929916848
M4Km1Q2P2oPliChDQkwl6k20FUI3,668.7387810431519,25.465986707761648,481.50726457078235,48,412.1362335180677,29.672867421462765,352.12063971774694,46,451.4011816432494,101.34469028950248,169.03213937429945,24,217.3375993999025,-75.87870358174084,312.4751251964829
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,819.4679592232676,166.92037977290968,198.57574384851054,48,492.68165507578186,121.39389622241188,299.0446070834673,48,275.4557270185283,5.0,316.4194406075812,24,544.0122322047393,161.92037977290968,-117.84369675907064
Ru3Qf6pXZua1DfNkQdhbor6iJ403,879.2474791153967,114.75821398975363,452.6163175281629,48,683.3924223568273,155.52048462937427,411.74914643627847,48,579.375044190712,71.44285136917328,291.4403224748486,24,299.87243492468474,43.315362620580345,161.1759950533143
6WFCyGwk71XLPBmbe4Vav3eotVm1,446.34942863417746,73.73119134867122,394.2043316504383,48,354.8171269812146,31.90606380623766,248.94586463433984,48,389.7720026631813,90.00754594791728,73.22701924288396,24,56.57742597099616,-16.276354599246062,320.97731240755434
ASGvwW80q7VY7xFaLGZhVuErUQu2,1392.9236062107557,345.6388648472264,184.91505288143114,44,1122.036721607725,394.26025632175543,159.13393716937574,46,635.2652713994843,184.2599079945762,274.6931356679714,24,757.6583348112714,161.3789568526502,-89.77808278654024
JntnHLHjYhc0xJJQALM3h9R5Ozv1,1178.3042854935638,405.3836327471662,269.7756299120635,47,572.790606229499,141.91477779023126,504.0349248189249,47,559.9790526263263,203.46799303094292,152.46273671151997,24,618.3252328672376,201.91563971622327,117.31289320054353
SpSfX0ZcfcPLdlOENlfdfvEPwru2,944.6913119533701,112.87591444899913,395.56626098885306,48,629.8882474935726,169.61995294462523,350.1972615373239,48,511.85558945592044,140.76845097775126,9.539564162182634,24,432.8357224974497,-27.89253652875213,386.02669682667045
aM2995jJmJWvr6cneaGH58HauIg2,1246.5523067477145,273.67698942481644,5.000000003039499,48,806.7743906594795,242.58150476679418,154.36538026950637,48,584.5367327269117,132.35528387593075,40.436811821154876,24,662.0155740208028,141.3217055488857,-35.43681181811537
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,1176.3811937804683,287.8929910286193,12.255969215651579,48,635.5489282449058,198.8205299672996,265.6245388300067,48,364.1423980381234,39.16432038691027,166.16300111215423,24,812.2387957423448,248.72867064170902,-153.90703189650264
m69r9GQTk2b51mvxrFLt4fZeJi52,967.443757497857,380.90025078489026,214.30499268369616,47,511.66549643233293,64.84471418960987,399.60163566548545,48,489.5311105360073,64.00062852497932,108.72173658805593,24,477.91264696184965,316.8996222599109,105.58325609564022
wkhxvE50megJGMA1EiROSZIJWNq1,1161.1658684081542,181.81124750523804,390.57156272911,48,750.0298448004323,77.78126826751256,493.6285564412715,48,549.1457027569311,114.89236729400443,147.80060435496236,24,612.0201656512231,66.91888021123361,242.77095837414763
