﻿participant_id,stroop_rt_interference,stroop_rt_facilitation,stroop_rt_incong_minus_neutral,stroop_rt_neutral_minus_cong,stroop_rt_interference_correct,stroop_rt_facilitation_correct,stroop_rt_incong_minus_neutral_correct,stroop_rt_neutral_minus_cong_correct,stroop_acc_interference,stroop_acc_facilitation,stroop_trials,stroop_ez_congruent_v,stroop_ez_congruent_a,stroop_ez_congruent_t0,stroop_ez_congruent_sv,stroop_ez_congruent_sz,stroop_ez_congruent_st0,stroop_ez_incongruent_v,stroop_ez_incongruent_a,stroop_ez_incongruent_t0,stroop_ez_incongruent_sv,stroop_ez_incongruent_sz,stroop_ez_incongruent_st0,stroop_ez_neutral_v,stroop_ez_neutral_a,stroop_ez_neutral_t0,stroop_ez_neutral_sv,stroop_ez_neutral_sz,stroop_ez_neutral_st0,stroop_ez_congruent_v_sd,stroop_ez_incongruent_v_sd,stroop_ez_neutral_v_sd,stroop_ez_v_sd_interference,stroop_ez_v_interference,stroop_ez_a_interference,stroop_ez_t0_interference,wcst_trials,wcst_total_errors,wcst_error_rate,wcst_perseverative_errors,wcst_perseverative_error_rate,wcst_nonperseverative_errors,wcst_perseverative_responses,wcst_perseverative_response_percent,wcst_error_pr_ratio,wcst_error_npe_ratio,wcst_trials_to_first_category,wcst_categories_completed,wcst_trials_per_category_mean,wcst_trials_per_category_sd,wcst_trials_per_category_1,wcst_trials_per_category_2,wcst_trials_per_category_3,wcst_trials_per_category_4,wcst_trials_per_category_5,wcst_trials_per_category_6,wcst_completed_categories,wcst_total_trials_summary,wcst_total_correct_summary,wcst_failure_to_maintain_set,wcst_clr_count,wcst_clr_percent,wcst_learning_to_learn,wcst_learning_to_learn_heaton_clr_delta,wcst_learning_efficiency_delta_trials,wcst_trials_to_first_conceptual_resp,wcst_trials_to_first_conceptual_resp0,wcst_has_first_clr,wcst_category_clr_percents
6ABZuv4jbjgE0B8TeyUk6nwVb122,114.30833327770222,17.163888825310664,97.14444445239155,17.163888825310664,114.30833327770222,17.163888825310664,97.14444445239155,17.163888825310664,0.0,0.0,108,0.008303563237347945,5.13355502354525,708.3606699623282,0.0,0.0,0.0,0.006784473217917256,6.28299315234073,673.0202020655119,0.0,0.0,0.0,0.009922702504658924,4.2958859998472185,815.6010029161002,0.0,0.0,0.0,,,,,-0.0015190900194306887,1.14943812879548,-35.340467896816335,88,10,0.11363636363636363,7,7.954545454545454,3,22,25.0,0.7,0.3,10.0,6.0,14.666666666666666,7.363574011458175,10.0,31.0,13.0,11.0,12.0,11.0,6.0,88.0,78.0,1.0,76.0,86.36363636363636,,1.452490162167578,6.666666666666666,3.0,2.0,1.0,"[100.0, 83.87096774193549, 76.92307692307693, 90.9090909090909, 83.33333333333334, 90.9090909090909]"
6OwhwWQDThSPHTVAeXugohrYuje2,324.0055555469461,62.04444442854992,261.96111111839616,62.04444442854992,339.6013071819458,62.04444442854992,277.5568627533959,62.04444442854992,-0.05555555555555558,0.0,108,0.007643228846143563,5.577066921386346,561.8194843539397,0.0,0.0,0.0,0.005260979069125322,5.385334757713187,801.1735888930616,0.0,0.0,0.0,0.006699149249650109,6.36301673270521,516.8463767046774,0.0,0.0,0.0,,,,,-0.0023822497770182418,-0.19173216367315948,239.35410453912186,128,75,0.5859375,0,0.0,75,0,0.0,0.0,1.0,128.0,1.0,128.0,0.0,128.0,,,,,,0.0,128.0,53.0,1.0,19.0,14.84375,,0.0,0.0,10.0,9.0,1.0,
6WFCyGwk71XLPBmbe4Vav3eotVm1,30.483333415455263,-38.77777769830493,69.2611111137602,-38.77777769830493,30.483333415455263,-38.77777769830493,69.2611111137602,-38.77777769830493,0.0,0.0,108,0.009794640958383234,4.352053224975942,469.6756741559916,0.0,0.0,0.0,0.008791334351505972,4.848729108239541,448.0454575812695,0.0,0.0,0.0,0.013144312156766334,3.2429843617545315,526.957606054035,0.0,0.0,0.0,,,,,-0.0010033066068772627,0.4966758832635998,-21.630216574722112,69,7,0.10144927536231885,4,5.797101449275362,3,14,20.28985507246377,0.5714285714285714,0.42857142857142855,10.0,6.0,11.5,1.707825127659933,10.0,12.0,15.0,11.0,11.0,10.0,6.0,69.0,62.0,0.0,60.0,86.95652173913044,,10.606060606060607,1.666666666666668,3.0,2.0,1.0,"[100.0, 83.33333333333334, 66.66666666666666, 90.9090909090909, 90.9090909090909, 100.0]"
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,145.64166670375403,161.83055557145008,-16.18888886769605,161.83055557145008,145.64166670375403,161.83055557145008,-16.18888886769605,161.83055557145008,0.0,0.0,108,0.00786395479413807,5.420529477380511,699.4489009029126,0.0,0.0,0.0,0.007521146181048848,5.667593441784262,813.8499028322248,0.0,0.0,0.0,0.006463133288573568,6.595376710824581,700.2924752660795,0.0,0.0,0.0,,,,,-0.0003428086130892226,0.24706396440375045,114.4010019293122,76,12,0.15789473684210525,6,7.894736842105263,6,22,28.947368421052634,0.5,0.5,16.0,6.0,12.666666666666666,1.6996731711975948,16.0,11.0,13.0,11.0,12.0,13.0,6.0,76.0,64.0,0.0,60.0,78.94736842105263,,6.944444444444457,1.333333333333334,9.0,8.0,1.0,"[62.5, 90.9090909090909, 76.92307692307693, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
80UJMJbCOMgs6YVpsMgXfYTzw6o2,74.12777777787096,68.51111111106968,5.6166666668012795,68.51111111106968,74.12777777787096,68.51111111106968,5.6166666668012795,68.51111111106968,0.0,0.0,108,0.009721529992272682,4.384782930700807,480.08690901874013,0.0,0.0,0.0,0.009359431861234805,4.554421614731364,536.9214376393178,0.0,0.0,0.0,0.008413947896385963,5.066206648215953,475.1555358635656,0.0,0.0,0.0,,,,,-0.00036209813103787666,0.16963868403055749,56.83452862057766,71,10,0.14084507042253522,5,7.042253521126761,5,19,26.76056338028169,0.5,0.5,13.0,6.0,11.833333333333334,0.6871842709362769,13.0,12.0,12.0,12.0,11.0,11.0,6.0,71.0,61.0,0.0,60.0,84.50704225352112,,7.187257187257174,1.0,6.0,5.0,1.0,"[76.92307692307693, 83.33333333333334, 83.33333333333334, 83.33333333333334, 90.9090909090909, 90.9090909090909]"
87w5Le0CgZhSfYAaOH3Xd2fc98l1,90.04523809559282,-98.66285714294236,188.70809523853518,-98.66285714294236,90.04523809559282,-98.66285714294236,188.70809523853518,-98.66285714294236,0.02777777777777779,0.0,106,0.005257783021854971,8.053026317361136,627.5324129602474,0.0,0.0,0.0,0.005581389901095036,7.637308900790118,796.3453058677928,0.0,0.0,0.0,0.005924285124333822,7.14703363483604,686.8448198422813,0.0,0.0,0.0,,,,,0.000323606879240065,-0.4157174165710176,168.81289290754546,128,44,0.34375,14,10.9375,30,37,28.90625,0.3181818181818182,0.6818181818181818,46.0,6.0,21.333333333333332,11.827463332806783,46.0,20.0,23.0,16.0,13.0,10.0,5.0,128.0,84.0,0.0,73.0,57.03125,,0.0,0.0,35.0,34.0,1.0,"[28.26086956521739, 50.0, 78.26086956521739, 81.25, 76.92307692307693]"
8bwaafIhKVMNBoHaXFcY8HirS9u2,30.705555518468145,-4.7805555793975145,35.48611109786566,-4.7805555793975145,24.18316989708569,-4.7805555793975145,28.963725476483205,-4.7805555793975145,-0.05555555555555558,0.0,108,0.008629852033042977,4.939458823534723,384.579012119668,0.0,0.0,0.0,0.006204114835642612,4.566668121259488,359.85445587633143,0.0,0.0,0.0,0.009554360523170142,4.461502019631723,431.0389992902202,0.0,0.0,0.0,,,,,-0.002425737197400365,-0.3727907022752355,-24.724556243336565,82,9,0.10975609756097561,7,8.536585365853659,2,25,30.48780487804878,0.7777777777777778,0.2222222222222222,11.0,6.0,13.666666666666666,4.714045207910316,11.0,12.0,13.0,12.0,24.0,10.0,6.0,82.0,73.0,0.0,70.0,85.36585365853658,,5.167055167055167,-3.333333333333334,4.0,3.0,1.0,"[90.9090909090909, 83.33333333333334, 76.92307692307693, 83.33333333333334, 83.33333333333334, 100.0]"
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,317.7583335505592,50.77777788374169,266.9805556668175,50.77777788374169,317.49015896660944,50.77777788374169,266.71238108286775,50.77777788374169,-0.02777777777777779,0.0,108,0.006179859115929206,6.897697499371524,465.3788829570922,0.0,0.0,0.0,0.00491260177434583,7.237199807352287,629.7722744086849,0.0,0.0,0.0,0.006406275676282463,6.6539126513439975,553.8314159487876,0.0,0.0,0.0,,,,,-0.001267257341583376,0.3395023079807631,164.39339145159272,98,28,0.2857142857142857,6,6.122448979591836,22,23,23.46938775510204,0.21428571428571427,0.7857142857142857,38.0,6.0,16.333333333333332,9.706813185707357,38.0,12.0,12.0,11.0,13.0,12.0,6.0,98.0,70.0,0.0,60.0,61.224489795918366,,19.394348341716764,8.666666666666668,31.0,30.0,1.0,"[26.31578947368421, 83.33333333333334, 83.33333333333334, 90.9090909090909, 76.92307692307693, 83.33333333333334]"
9NTZ091xWyOO8DgzyTGY0O3i8IR2,34.01944444457888,42.18611111111625,-8.166666666537367,42.18611111111625,20.5055555556778,28.67222222221517,-8.166666666537367,28.67222222221517,0.05555555555555558,0.05555555555555558,108,0.004959002600877366,5.7132725511274245,309.50504876401806,0.0,0.0,0.0,0.008162398646294781,5.222337283142021,531.0396043245696,0.0,0.0,0.0,0.00828690518805304,5.143874317744923,548.4817771137685,0.0,0.0,0.0,,,,,0.0032033960454174153,-0.4909352679854031,221.53455556055155,91,10,0.10989010989010989,7,7.6923076923076925,3,19,20.87912087912088,0.7,0.3,11.0,6.0,15.166666666666666,4.597704741377907,11.0,20.0,13.0,12.0,23.0,12.0,6.0,91.0,81.0,1.0,77.0,84.61538461538461,,-5.968210533427921,-1.0,4.0,3.0,1.0,"[90.9090909090909, 95.0, 76.92307692307693, 83.33333333333334, 78.26086956521739, 83.33333333333334]"
9Xz1RIwnPXgyRqmucudW9VeuDnq1,228.12745098039204,71.80555555555065,156.3218954248414,71.80555555555065,225.38928571428573,105.48650793650313,119.9027777777826,105.48650793650313,-0.08333333333333337,0.02777777777777779,106,0.005653491256158133,6.288765473222778,532.2005989041578,0.0,0.0,0.0,0.004629070319284118,5.989515239570956,712.0404670009392,0.0,0.0,0.0,0.005356905280891435,7.957355326491742,440.8838826981098,0.0,0.0,0.0,,,,,-0.0010244209368740148,-0.29925023365182213,179.8398680967814,71,9,0.1267605633802817,8,11.267605633802818,1,20,28.169014084507044,0.8888888888888888,0.1111111111111111,13.0,6.0,11.833333333333334,0.6871842709362769,13.0,12.0,12.0,11.0,11.0,12.0,6.0,71.0,62.0,0.0,60.0,84.50704225352112,,7.187257187257174,1.0,6.0,5.0,1.0,"[76.92307692307693, 83.33333333333334, 83.33333333333334, 90.9090909090909, 90.9090909090909, 83.33333333333334]"
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,127.23888889948535,-44.74444444974256,171.9833333492279,-44.74444444974256,127.23888889948535,-44.74444444974256,171.9833333492279,-44.74444444974256,0.0,0.0,108,0.007836085511932179,5.439807759308451,496.1501738846135,0.0,0.0,0.0,0.005516022512864163,7.727814502388512,279.8172798281827,0.0,0.0,0.0,0.006754679623217902,6.3107062285962225,334.70401930799744,0.0,0.0,0.0,,,,,-0.0023200629990680153,2.288006743080061,-216.3328940564308,82,16,0.1951219512195122,9,10.975609756097562,7,24,29.268292682926827,0.5625,0.4375,22.0,6.0,13.666666666666666,3.815174380753199,22.0,11.0,13.0,11.0,12.0,13.0,6.0,82.0,66.0,0.0,60.0,73.17073170731707,,12.62626262626263,3.333333333333334,15.0,14.0,1.0,"[45.45454545454545, 90.9090909090909, 76.92307692307693, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
ASGvwW80q7VY7xFaLGZhVuErUQu2,147.41111124886402,127.1416669421726,20.269444306691412,127.1416669421726,146.64671730272698,127.1416669421726,19.505050360554378,127.1416669421726,-0.08333333333333337,0.0,108,0.011197258831023953,3.806895903156962,612.9102489860907,0.0,0.0,0.0,0.006081730777847174,3.942784316485616,654.7023923212174,0.0,0.0,0.0,0.008047609481143258,5.2968274455034265,585.3704799788775,0.0,0.0,0.0,,,,,-0.005115528053176778,0.13588841332865398,41.79214333512675,80,9,0.1125,7,8.75,2,26,32.5,0.7777777777777778,0.2222222222222222,10.0,6.0,13.333333333333334,3.590109871423003,10.0,21.0,12.0,13.0,11.0,13.0,6.0,80.0,71.0,1.0,67.0,83.75,,-6.51015651015652,2.0,3.0,2.0,1.0,"[100.0, 80.95238095238095, 83.33333333333334, 76.92307692307693, 90.9090909090909, 76.92307692307693]"
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,84.56388889418713,-24.461111108461978,109.02500000264911,-24.461111108461978,88.57119048512175,-24.461111108461978,113.03230159358372,-24.461111108461978,-0.02777777777777779,0.0,108,0.007206271325147744,5.915236444353455,534.2694774487576,0.0,0.0,0.0,0.005785707763694672,6.145052959292604,520.311330099883,0.0,0.0,0.0,0.005932847915212087,7.184879737287076,320.1335381983207,0.0,0.0,0.0,,,,,-0.001420563561453072,0.22981651493914956,-13.958147348874604,94,20,0.2127659574468085,10,10.638297872340425,10,25,26.595744680851062,0.5,0.5,20.0,6.0,15.666666666666666,3.0912061651652345,20.0,16.0,15.0,12.0,19.0,12.0,6.0,94.0,74.0,1.0,66.0,70.2127659574468,,23.90350877192983,2.666666666666666,13.0,12.0,1.0,"[50.0, 62.5, 66.66666666666666, 83.33333333333334, 84.21052631578947, 83.33333333333334]"
AsXBOflrszVNKoFqbN61bMJqS0k2,121.92222222023531,21.04444444179535,100.87777777843996,21.04444444179535,89.18207070682979,28.511507932345012,60.67056277448478,28.511507932345012,-0.08333333333333337,-0.02777777777777779,108,0.00773514340637994,5.510796184496677,379.1796243940252,0.0,0.0,0.0,0.005370956675391582,4.464558956107287,468.3344660815248,0.0,0.0,0.0,0.007538057387064272,4.7165309030289295,458.54682110177936,0.0,0.0,0.0,,,,,-0.0023641867309883583,-1.0462372283893897,89.15484168749958,105,20,0.19047619047619047,19,18.095238095238095,1,46,43.80952380952381,0.95,0.05,10.0,6.0,17.5,7.932002689527196,10.0,17.0,34.0,15.0,11.0,18.0,6.0,105.0,85.0,1.0,81.0,77.14285714285715,,-5.622895622895626,5.666666666666666,3.0,2.0,1.0,"[100.0, 76.47058823529412, 73.52941176470588, 86.66666666666667, 90.9090909090909, 55.55555555555556]"
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,164.60000000003492,34.9138888888798,129.68611111115513,34.9138888888798,164.60000000003492,41.09785714284749,123.50214285718744,41.09785714284749,0.0,-0.02777777777777779,108,0.008209469506313708,5.192393824915232,452.56538526912374,0.0,0.0,0.0,0.006692433858680159,6.369401576546891,461.9776368927732,0.0,0.0,0.0,0.006814010883198388,5.217702352451469,439.52745584341653,0.0,0.0,0.0,,,,,-0.0015170356476335491,1.1770077516316588,9.412251623649468,128,79,0.6171875,1,0.78125,78,2,1.5625,0.012658227848101266,0.9873417721518988,126.0,2.0,64.0,62.0,126.0,2.0,,,,,1.0,128.0,49.0,0.0,16.0,12.5,,0.0,0.0,50.0,49.0,1.0,[12.698412698412698]
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,328.4277777738042,54.525000015894534,273.9027777579097,54.525000015894534,352.5638888848374,54.525000015894534,298.0388888689429,54.525000015894534,-0.05555555555555558,0.0,108,0.008791960385621456,4.848383853062612,567.7169708149144,0.0,0.0,0.0,0.007073306523963977,4.005500587960445,936.6682048331654,0.0,0.0,0.0,0.008090392546273478,5.268817121864817,573.7343157646915,0.0,0.0,0.0,,,,,-0.0017186538616574794,-0.8428832651021665,368.95123401825106,77,10,0.12987012987012986,5,6.493506493506493,5,20,25.97402597402597,0.5,0.5,13.0,6.0,12.833333333333334,1.0671873729054748,13.0,13.0,12.0,14.0,14.0,11.0,6.0,77.0,67.0,0.0,60.0,77.92207792207793,,-1.1377511377511524,-0.3333333333333339,6.0,5.0,1.0,"[76.92307692307693, 76.92307692307693, 83.33333333333334, 71.42857142857143, 71.42857142857143, 90.9090909090909]"
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,15.205555564827478,-113.3250000013245,128.53055556615197,-113.3250000013245,15.205555564827478,-116.14523809523803,131.3507936600655,-116.14523809523803,0.0,-0.02777777777777779,108,0.007507501847931639,5.6778938765305975,525.272761010928,0.0,0.0,0.0,0.007120208214822854,5.986734865656414,499.39564434668256,0.0,0.0,0.0,0.0069968613233675455,5.081347045732568,433.8283741186528,0.0,0.0,0.0,,,,,-0.0003872936331087845,0.3088409891258168,-25.87711666424542,105,17,0.1619047619047619,11,10.476190476190476,6,31,29.523809523809526,0.6470588235294118,0.35294117647058826,27.0,6.0,17.5,5.993051532121734,27.0,17.0,13.0,11.0,24.0,13.0,6.0,105.0,88.0,1.0,83.0,79.04761904761905,,1.1999075724565813,3.0,8.0,7.0,1.0,"[74.07407407407408, 88.23529411764706, 76.92307692307693, 90.9090909090909, 75.0, 76.92307692307693]"
CDEoAyvS8feXLKMKsaZah9agEhF3,194.08888888889408,81.67222222221449,112.41666666667959,81.67222222221449,194.08888888889408,81.67222222221449,112.41666666667959,81.67222222221449,0.0,0.0,108,0.01066215445848629,3.997953597125523,563.3439322263146,0.0,0.0,0.0,0.006528725230242218,6.529115143789216,453.5681903207584,0.0,0.0,0.0,0.00796786190214878,5.349841562755695,500.903300718916,0.0,0.0,0.0,,,,,-0.004133429228244073,2.531161546663693,-109.77574190555617,68,6,0.08823529411764706,6,8.823529411764707,0,20,29.411764705882355,1.0,0.0,10.0,6.0,11.333333333333334,0.9428090415820634,10.0,11.0,11.0,11.0,12.0,13.0,6.0,68.0,62.0,0.0,60.0,88.23529411764706,,-10.217560217560203,-1.333333333333334,3.0,2.0,1.0,"[100.0, 90.9090909090909, 90.9090909090909, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,386.81388890080984,69.18888889418713,317.6250000066227,69.18888889418713,398.02023810488845,69.18888889418713,328.8313492107013,69.18888889418713,-0.02777777777777779,0.0,108,0.006524285578824302,6.53355808163362,416.5063470968104,0.0,0.0,0.0,0.004662304811816079,7.62573063107927,528.955333306864,0.0,0.0,0.0,0.006296769115923104,6.769630263656908,449.8811903118873,0.0,0.0,0.0,,,,,-0.0018619807670082235,1.0921725494456496,112.44898621005359,91,20,0.21978021978021978,11,12.087912087912088,9,24,26.373626373626376,0.55,0.45,16.0,6.0,15.166666666666666,2.91070819942883,16.0,15.0,11.0,12.0,19.0,18.0,6.0,91.0,71.0,0.0,64.0,70.32967032967034,,-2.111022505759351,-2.333333333333332,9.0,8.0,1.0,"[62.5, 66.66666666666666, 90.9090909090909, 83.33333333333334, 52.63157894736842, 77.77777777777779]"
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,82.35277777778936,-56.95000000001164,139.302777777801,-56.95000000001164,82.35277777778936,-56.95000000001164,139.302777777801,-56.95000000001164,0.0,0.0,108,0.008056766342637486,5.290807373279088,600.464011125126,0.0,0.0,0.0,0.006003299610502822,7.1005616137894005,427.0808751790389,0.0,0.0,0.0,0.008119315481342532,5.250048340696431,548.4135201866022,0.0,0.0,0.0,,,,,-0.002053466732134664,1.8097542405103129,-173.38313594608712,81,17,0.20987654320987653,9,11.11111111111111,8,21,25.925925925925924,0.5294117647058824,0.47058823529411764,16.0,6.0,13.5,2.6299556396765835,16.0,12.0,11.0,18.0,11.0,13.0,6.0,81.0,64.0,0.0,60.0,74.07407407407408,,-4.451566951566946,-1.0,9.0,8.0,1.0,"[62.5, 83.33333333333334, 90.9090909090909, 55.55555555555556, 90.9090909090909, 76.92307692307693]"
CUNlBEszJVRGK1jWlTaOaCqpDg53,98.90277777777771,32.136111111017954,66.76666666675976,32.136111111017954,98.90277777777771,32.136111111017954,66.76666666675976,32.136111111017954,0.0,0.0,108,0.00842312804061993,5.06068512372702,453.26263858372687,0.0,0.0,0.0,0.007385874582148892,5.771394883070313,464.37300710940855,0.0,0.0,0.0,0.007534151100838323,5.657810442064286,412.41063470919784,0.0,0.0,0.0,,,,,-0.0010372534584710373,0.7107097593432927,11.110368525681679,76,12,0.15789473684210525,11,14.473684210526317,1,23,30.263157894736842,0.9166666666666666,0.08333333333333333,10.0,6.0,12.666666666666666,1.4907119849998596,10.0,13.0,12.0,15.0,13.0,13.0,6.0,76.0,64.0,0.0,63.0,82.89473684210526,,-6.581196581196593,-2.0,3.0,2.0,1.0,"[100.0, 76.92307692307693, 83.33333333333334, 86.66666666666667, 76.92307692307693, 76.92307692307693]"
Cbkx2NHyF3NrebzXGqNgSfiWent1,205.50555555439655,53.797222222718915,151.70833333167764,53.797222222718915,205.50555555439655,47.44261904821269,158.06293650618386,47.44261904821269,0.0,-0.02777777777777779,108,0.009447246921919946,4.512086867498773,532.4207941660983,0.0,0.0,0.0,0.007476321513639782,5.701573787676864,599.3803711662085,0.0,0.0,0.0,0.007640272439447668,4.6534309995710545,524.4197346643004,0.0,0.0,0.0,,,,,-0.001970925408280164,1.1894869201780907,66.95957700011024,71,8,0.11267605633802817,5,7.042253521126761,3,19,26.76056338028169,0.625,0.375,13.0,6.0,11.833333333333334,0.8975274678557508,13.0,11.0,11.0,11.0,12.0,13.0,6.0,71.0,63.0,0.0,60.0,84.50704225352112,,-2.525252525252526,-0.3333333333333339,6.0,5.0,1.0,"[76.92307692307693, 90.9090909090909, 90.9090909090909, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
Co587hoelyeANqFX7AYvuVQW0lZ2,27.166666668322364,-6.225000000662249,33.39166666898461,-6.225000000662249,26.858888890156663,-6.225000000662249,33.08388889081891,-6.225000000662249,-0.02777777777777779,0.0,108,0.007530194088847739,5.66078354255752,276.42965673034684,0.0,0.0,0.0,0.0072469112262154405,4.906018509828119,349.03470364801643,0.0,0.0,0.0,0.00849395934219865,5.018483966439532,348.42719960465496,0.0,0.0,0.0,,,,,-0.0002832828626322982,-0.7547650327294013,72.6050469176696,82,15,0.18292682926829268,9,10.975609756097562,6,22,26.82926829268293,0.6,0.4,11.0,6.0,13.666666666666666,4.6785562825394,11.0,24.0,11.0,11.0,13.0,12.0,6.0,82.0,67.0,0.0,66.0,80.48780487804879,,0.8935508935509091,3.333333333333334,4.0,3.0,1.0,"[90.9090909090909, 66.66666666666666, 90.9090909090909, 90.9090909090909, 76.92307692307693, 83.33333333333334]"
CtJe4bZZnYUBNrcPk00d3YQFSGp2,107.90833333330613,44.57777777775971,63.330555555546425,44.57777777775971,107.90833333330613,44.57777777775971,63.330555555546425,44.57777777775971,0.0,0.0,108,0.008731051857925748,4.8822065730508815,469.93322526609285,0.0,0.0,0.0,0.007898834556143137,5.396593442669487,517.5460282114836,0.0,0.0,0.0,0.009234282751865622,4.616146149715982,543.3301684761275,0.0,0.0,0.0,,,,,-0.0008322173017826107,0.5143868696186056,47.6128029453908,80,16,0.2,11,13.750000000000002,5,23,28.749999999999996,0.6875,0.3125,13.0,6.0,13.333333333333334,1.3743685418725535,13.0,14.0,13.0,16.0,12.0,12.0,6.0,80.0,64.0,0.0,60.0,75.0,,1.2973137973138051,0.0,6.0,5.0,1.0,"[76.92307692307693, 71.42857142857143, 76.92307692307693, 62.5, 83.33333333333334, 83.33333333333334]"
DAKDKPH698P12JfTbbjemLI6PIH2,65.56111111905841,40.28888889319376,25.272222225864653,40.28888889319376,65.56111111905841,40.28888889319376,25.272222225864653,40.28888889319376,0.0,0.0,108,0.013179693578011815,3.2342784388803327,479.8951218077141,0.0,0.0,0.0,0.008796976481001719,4.845619271856829,396.9837044581951,0.0,0.0,0.0,0.010790080883993962,3.9505541458587135,461.4959573954683,0.0,0.0,0.0,,,,,-0.004382717097010096,1.611340832976496,-82.91141734951896,86,15,0.1744186046511628,7,8.13953488372093,8,23,26.744186046511626,0.4666666666666667,0.5333333333333333,16.0,6.0,14.333333333333334,3.815174380753199,16.0,11.0,11.0,13.0,22.0,13.0,6.0,86.0,71.0,1.0,67.0,77.90697674418605,,-4.399766899766888,-3.333333333333334,9.0,8.0,1.0,"[62.5, 90.9090909090909, 90.9090909090909, 76.92307692307693, 77.27272727272727, 76.92307692307693]"
DPvStUYSmohmXwFwaKRqHv89R3k1,216.9000000026491,25.219444433848025,191.68055556880108,25.219444433848025,217.89949495804433,25.219444433848025,192.6800505241963,25.219444433848025,-0.08333333333333337,0.0,108,0.006729712560676299,6.334118788296277,457.1584807190535,0.0,0.0,0.0,0.004339632523600284,5.525572176348719,602.0601378430683,0.0,0.0,0.0,0.007046204907889072,6.049611007293782,522.556862373661,0.0,0.0,0.0,,,,,-0.002390080037076015,-0.8085466119475582,144.90165712401483,63,3,0.047619047619047616,3,4.761904761904762,0,18,28.57142857142857,1.0,0.0,10.0,6.0,10.5,0.5,10.0,11.0,11.0,10.0,10.0,11.0,6.0,63.0,60.0,0.0,60.0,95.23809523809524,,3.030303030303017,0.3333333333333321,3.0,2.0,1.0,"[100.0, 90.9090909090909, 90.9090909090909, 100.0, 100.0, 90.9090909090909]"
DaRehVxIOhXtEtUExdgvUl0mKcx2,474.18055555721116,115.38055554529024,358.80000001192093,115.38055554529024,480.58873015959125,115.38055554529024,365.208174614301,115.38055554529024,-0.02777777777777779,0.0,108,0.006374802780472446,6.686763534236594,538.105851476553,0.0,0.0,0.0,0.0051196562373921044,6.944505444569592,888.0532725733684,0.0,0.0,0.0,0.006733317376737991,6.330727691179187,706.3399182850364,0.0,0.0,0.0,,,,,-0.0012551465430803415,0.25774191033299854,349.94742109681545,128,64,0.5,38,29.6875,26,62,48.4375,0.59375,0.40625,15.0,5.0,25.6,30.532605522621225,15.0,86.0,13.0,12.0,2.0,,4.0,128.0,64.0,0.0,40.0,31.25,,0.0,0.0,8.0,7.0,1.0,"[66.66666666666666, 11.627906976744185, 76.92307692307693, 83.33333333333334]"
DxSidjznjVSNDJuDqqGgxpMEGtw1,140.70000000794744,14.638888869020775,126.06111113892666,14.638888869020775,140.70000000794744,14.638888869020775,126.06111113892666,14.638888869020775,0.0,0.0,108,0.007403555217078455,5.757612055365249,674.6239997349036,0.0,0.0,0.0,0.007070612999144652,6.028727463314689,778.8833613724767,0.0,0.0,0.0,0.006954256906858438,6.129597934234171,638.8363431106696,0.0,0.0,0.0,,,,,-0.0003329422179338031,0.27111540794943956,104.25936163757308,68,6,0.08823529411764706,5,7.352941176470589,1,21,30.88235294117647,0.8333333333333334,0.16666666666666666,10.0,6.0,11.333333333333334,0.9428090415820634,10.0,13.0,11.0,11.0,12.0,11.0,6.0,68.0,62.0,0.0,60.0,88.23529411764706,,-0.8935508935508949,0.0,3.0,2.0,1.0,"[100.0, 76.92307692307693, 90.9090909090909, 90.9090909090909, 83.33333333333334, 90.9090909090909]"
DzB19GqCB7fyrlEPexogWkjFzEx2,180.58055557183957,89.49722221201523,91.08333335982434,89.49722221201523,180.58055557183957,89.49722221201523,91.08333335982434,89.49722221201523,0.05555555555555558,0.05555555555555558,106,0.00586403225450614,7.170309501895949,558.1013159552288,0.0,0.0,0.0,0.005594510789827561,7.619397007495464,670.0256084110907,0.0,0.0,0.0,0.0057363780519283925,7.430960509320579,611.2841110556636,0.0,0.0,0.0,,,,,-0.00026952146467857947,0.4490875055995147,111.92429245586197,79,13,0.16455696202531644,8,10.126582278481013,5,26,32.91139240506329,0.6153846153846154,0.38461538461538464,15.0,6.0,13.166666666666666,1.7716909687891083,15.0,13.0,12.0,16.0,11.0,12.0,6.0,79.0,66.0,0.0,63.0,79.74683544303798,,9.523115773115762,0.3333333333333339,8.0,7.0,1.0,"[66.66666666666666, 76.92307692307693, 83.33333333333334, 81.25, 90.9090909090909, 83.33333333333334]"
