participant_id,prp_cb_base,prp_cb_bottleneck,prp_cb_r_squared,prp_cb_rmse,prp_cb_slope,prp_cb_n_trials,prp_cb_n_soa_levels
5rXSa3anB5ejmFrnwUsTB82byup1,727.3864130435046,486.5726229687754,0.8262790351694709,65.62166936311624,-0.1779173774357886,112,5
5zxa5CMLGQSSonWOXqXf0QNS3PH3,594.7155297338498,558.7852454527282,0.9019300899831417,61.952681590700436,-0.3734403906234996,113,5
62fAfeQc27bZelkPX7G54T3gvci2,1009.2708333332752,596.0256038648107,0.7340120182173553,133.8263084888159,-0.9088410564454031,119,5
6ABZuv4jbjgE0B8TeyUk6nwVb122,706.5291669955784,843.3132696497795,0.986804431972367,33.807752228536955,-0.6066737222989776,118,5
6WFCyGwk71XLPBmbe4Vav3eotVm1,487.7804348157799,450.4097238755759,0.9781256400671863,24.019158973978303,-1.0111769418170664,100,5
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,475.00000001039564,796.902739895823,0.9722400187102035,50.320864728065516,-0.8909994415596156,74,5
80UJMJbCOMgs6YVpsMgXfYTzw6o2,589.9363636220527,531.6777064970184,0.9529603311232017,43.77579728138675,-1.0404844584289243,115,5
87w5Le0CgZhSfYAaOH3Xd2fc98l1,814.9291667771446,772.1416665872335,0.9512007694487465,62.88968551735488,-1.4123790999229155,118,5
8bwaafIhKVMNBoHaXFcY8HirS9u2,575.5979167105252,551.9895227246342,0.9558891129913151,42.785147597252426,-0.8185522503019917,118,5
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,844.2041666301152,855.0350543781428,0.9502188963755981,71.04344304710627,-0.826692982828406,119,5
9NTZ091xWyOO8DgzyTGY0O3i8IR2,557.5550870677197,561.3772109374087,0.9582451099109058,40.82712427144139,-0.5680509970576617,108,5
9Xz1RIwnPXgyRqmucudW9VeuDnq1,808.0454544406792,674.9020247102787,0.9587838908259829,47.83285060450207,-1.229731682146642,102,5
9l7DjYLs0XdgwykPZR5E01KTZfu2,834.3454545628422,887.2946303488853,0.7807279725982649,140.24720979679807,-1.7896046059032833,62,5
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,626.3437498698579,550.3351232519123,0.8772996303263517,79.59951635168561,-1.2874386960482456,102,5
ASGvwW80q7VY7xFaLGZhVuErUQu2,1063.174999713898,585.5988890859811,0.7679984668856319,116.73945171685607,-0.736235088783397,69,5
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,808.5793569209487,595.676560306547,0.8277770263294018,103.03354695946472,-1.0410041952292302,117,5
AsXBOflrszVNKoFqbN61bMJqS0k2,733.660869291119,778.2557973718212,0.9899620504782799,27.916952485792454,-0.7953815789677576,119,5
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,578.1541674574208,730.2575377207273,0.9862092426648156,28.761990882871487,-0.8064318703370101,117,5
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,403.8999999778133,836.9470633455777,0.988514947961743,32.213673361303464,-0.839164358218584,103,5
CDEoAyvS8feXLKMKsaZah9agEhF3,623.0250006749367,804.0210591075839,0.9939765948518107,20.974352763677153,-0.8488710907707554,119,5
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,532.133333771238,725.1582423031725,0.8347626692184206,105.05699165135815,-1.971330949777779,119,5
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,847.0086956521725,890.1749011857711,0.9103690272668118,88.74578587179906,-1.2599063568010964,110,5
CUNlBEszJVRGK1jWlTaOaCqpDg53,676.222727270787,764.2352594585158,0.9597119445719016,53.8553324689711,-0.7044833291361918,104,5
Cbkx2NHyF3NrebzXGqNgSfiWent1,702.6528076022058,540.0718300013648,0.8736567195982841,70.72351907408299,-0.5887162471462023,108,5
Co587hoelyeANqFX7AYvuVQW0lZ2,448.6625000062459,557.9586956452639,0.9878205808170804,22.246498557467614,-0.7679076086994601,118,5
CtJe4bZZnYUBNrcPk00d3YQFSGp2,772.5409090909048,871.2326416337193,0.9742243384761021,46.50559781734726,-1.1832336956521918,116,5
DAKDKPH698P12JfTbbjemLI6PIH2,428.07500050477535,711.8791661600515,0.9862142863079136,30.33209108844203,-1.3280921052252517,120,5
DPvStUYSmohmXwFwaKRqHv89R3k1,528.6791668014524,840.0164672439109,0.9996064220137068,5.8630039939327006,-0.9865430968704324,114,5
Df83JuPuJkXqTGbENhM2gw5SJM43,1098.1600019515288,916.0043726425959,0.566540162980164,193.38294016261545,-0.18351447368418888,35,5
DxSidjznjVSNDJuDqqGgxpMEGtw1,1260.8113636525395,597.1643506133108,0.5492743447553132,151.40362300393969,0.8060834587298532,106,5
DzB19GqCB7fyrlEPexogWkjFzEx2,641.1772727424449,1017.6520380184486,0.9407521249161466,86.2089547448122,-0.22084426361021403,113,5
EEodWwGh0wWq5f8JmzfKvq0lyeu1,805.7597402597444,582.0079985316823,0.9025477834154414,71.35439642006563,-0.9541157279162037,100,5
EmfmKFDgWJdW47a6CNTNjnbYaPh2,774.2875000089407,919.0029267642557,0.9851229362495894,37.11066115909143,-1.1604547288006926,114,5
EoToosG69XMp4LTYdB6sB9WTrv22,719.9729166240008,503.49652782237655,0.8000487923289004,95.39184323212775,-1.2247741229074047,120,5
Fz7EUjZCLuUBxLDUVtN6djaBTy42,663.6124997622815,523.5990285670675,0.9591021272551812,40.709747910298425,-1.1543974413012732,117,5
G1Ff3XYUZMRsPafyEQ80ussnVlf1,541.4809518891158,819.9627533337904,0.8353224238118665,98.06165635591347,-0.0634531101262995,107,5
GDZGRW51kbWtAdUIHCtEd8sAtqY2,450.9750000337776,789.9114506653395,0.9957009915805043,18.25045241810665,-1.0936236737281329,112,5
GE4hogtdLdTFbNasENgtm6SO3hC3,644.4653082651345,565.1219929740518,0.9866032085916561,25.199312141051443,-1.1837478924747553,112,5
GEwkBw3YHaNp3TCh9YS9PKVfavz1,609.0145217239154,534.8364308857865,0.9265493478275375,60.72551827465179,-1.6041293233250618,76,5
HSggdq91WiQp16bOj7V3dABkcgk2,565.4166667342723,763.6499999357578,0.8941571000296691,91.64637347137602,-0.5012324560943389,120,5
HbydnnT1hUP3WagAy2TJAc6GqVs2,,,,,,23,5
HyQM2xKwwuVfqidmRYF6TiRk90C2,645.7287784674182,415.2211556563439,0.9284389819836603,36.015259888055745,-0.6580239234421577,112,5
IaTJhUGICmO9xcL3605RW8QHneN2,536.9478263645925,728.6550341433868,0.9819278295923605,37.68869064368869,-1.187181064086836,113,5
JOBWLirr6KYf3GXJ3jPFKmd48S93,847.8177777856581,549.0716666562706,0.8272345706034862,93.87237350638648,-1.0603385965060756,65,5
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,574.1652171820353,735.6705812675683,0.9977757788020326,11.975703155863703,-0.9776914160797613,115,5
JvrZiMHtAfP6gvQtlevYWafKy0z2,461.5583322554626,805.3677094072261,0.9653736960804478,53.17466972724617,-0.4588508772222612,120,5
K26uNuY0VNPjJNF26wEx3bFg0kr2,712.7169640518682,536.6207116491162,0.8008130220396616,94.99401431733611,-0.7709296771339345,78,5
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,513.9583328430036,698.1156956063263,0.9900753351811716,24.08246602656904,-0.8720299389778596,117,5
LSLmd8jENtONZFVkIpRDX665Bu73,607.7699989812578,865.2679476948688,0.7717786317705618,213.57198191932775,-2.6354285713963033,40,5
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,463.0645833328419,572.6391002402922,0.9939129725629932,16.735162494496276,-0.9874935164186078,118,5
LliUMEIsrCVZ88YFQfevan2Og4z1,612.6022727272829,454.64759311380465,0.9249731929254816,48.51832509120917,-1.219832035196195,95,5
M4Km1Q2P2oPliChDQkwl6k20FUI3,622.0843681296589,581.790186937725,0.9792940579405522,33.241264437267056,-1.3606721452962074,113,5
O61Eik2zvrSQLMNpFbTNEgjWwMr2,689.0954545456916,946.3933925719997,0.9882397446203366,37.81179423188966,-1.128384118192521,103,5
OExlWyngGfPrScDYjaRcv5PIAet1,556.8130426201462,828.9267262076904,0.9375710253907276,63.31921959111545,-0.5959241124979959,115,5
ORuVuFPU5idz3fMoXTGsbwToW2j2,,,,,,1,1
ORvIk1xRWIQmKuLVe6GXNouvAXx2,573.6952393964555,755.1266033739765,0.9079321177854319,77.82146830784531,-0.7509303693594949,107,5
P8mTl71XaYNvFMTCvlKpzzUdc9W2,650.8227240873097,928.3405911322793,0.9365414862139672,73.27345408035602,-0.9999084668014896,115,5
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1102.2952380918352,850.5170331497203,0.7093418774331433,178.26007740294125,1.0166255589937252,93,5
PLreonkqaMeFc0UqxKUelH44UQu1,579.5184783642289,579.5111885797785,0.9501000071248396,48.79460490678354,-0.8495036504413186,113,5
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,480.6541685806339,795.5065936932259,0.9430573979508567,61.84556519883259,-0.2824343665515362,115,5
QbOEVCaZLUMOgltUdXm58oZOALv2,810.1208338003564,504.03311328016486,0.82610133088639,71.40190217051158,-0.25551221309222066,117,5
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1309.9727272770795,697.1005105296956,0.9065894923604826,80.21127940538666,-1.8955114416124308,113,5
QreA2rLiUhV3YHeMfuHMPdGbpJ53,613.6285709996514,780.1620390525993,0.9503761488779904,61.944639708740084,-0.4049274217936938,107,5
Rc706mP0TSeIoIpMYH1SpRXjOxA2,665.3083335219804,821.003603552682,0.8956213183681172,83.36448812357685,-0.6760111143678145,115,5
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,840.3356060643487,538.8483980917196,0.9753013590881241,32.39803168257382,-1.1476312529165738,104,5
Ru3Qf6pXZua1DfNkQdhbor6iJ403,870.8208332843509,611.5925725250054,0.8955918085575837,71.30258996679363,-0.3418199847445955,118,5
SOhR7IO689NQCPQu56SjATO8FR92,991.8952380952029,827.1644778138593,0.960409127936948,55.09953620667211,-0.6607339712925678,109,5
SPCT9D90pRa1ihXS5jEw6vCmquI3,493.3727286377436,673.5514229128853,0.8989557259538293,89.68334669077971,-0.8086410087401482,97,5
SpSfX0ZcfcPLdlOENlfdfvEPwru2,515.0869565217404,892.762939958589,0.9982342042480256,13.16522448276211,-0.9892677345537318,113,5
SvtOrPatsnWjicxtyndEzSdO5Wp1,845.7990041050439,391.992157190323,0.595977594798483,100.00186643926125,-0.7026164274057889,115,5
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,950.7695651889615,576.2077075566535,0.8652003776156654,80.52697484892808,-0.6079295818591967,114,5
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,448.75952394478037,430.67364094877263,0.9350987861474078,37.195734861680435,-0.753098617770344,103,5
Ub7nV8F55kPruh35ZpUcKoBUyn63,887.3565217431936,972.8760540137787,0.960910142998415,61.086510398291935,-0.41574242425140695,115,5
UbqFccqQZZgcqJIqCn3ErH9zQdM2,387.35909006261255,643.5056823367378,0.8239187630348639,104.88453546242376,-2.1024808612109367,110,5
UbwuSMtBsHdW3Ji41opk3GInMqi2,663.8255432134359,499.5789425695082,0.7559010501566841,82.94196502256614,-0.08189466749849524,116,5
VwTymW8T68MfpnJvZ2X97ILqDWS2,,,,,,23,5
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,873.0000000002342,817.3057065214773,0.9226698110581636,75.07447014636361,-0.06206807780322511,117,5
WbOfW9KmUkPQK8o5hlHJnJFdpp92,507.7947205041411,365.35305381672856,0.7896916538165495,53.89232835762013,-0.61300743705193,112,5
WcTsIpSoEhYeIBSNjAbbdaNSBya2,754.5391666657605,576.8391883123031,0.7168095560891108,120.47681144219737,-0.2127457279655262,111,5
WeHQDy9BWldTlaQDVVlsJNCqwxA2,566.0434782082459,858.8085709726639,0.9984509782167578,11.875207242948363,-0.9154295818598353,113,5
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,530.3041666835638,789.7843750009931,0.9380496462139439,61.58741747469091,-0.9170175439642176,120,5
WnC6Uscb5VMIr43GASKiUCO3AYH2,418.0874999994822,633.3009794355022,0.7714576295869935,116.86895738937442,-2.1478216791866265,107,5
WqoZv41KTtTCuPKBPyClregrKAi1,747.5238094652668,819.6110388244047,0.8879086480825434,93.83808459900976,-1.1660733652312416,103,5
XbHvBButpZS4bapbJXJLAYcHnn12,743.2416660302282,878.4728267233966,0.957542238144327,57.76485519448363,-0.4656916475975402,119,5
XehZHBpwr5MYzUXkj0FAYCsFG922,,,,,,15,5
YEU5ox3jteVINfdSTg5ymqYcS9o2,450.0111118071223,641.1915140984438,0.935444872991589,61.62400874493263,-1.5852368421053378,75,5
Yco8O7tmHlbsUBfKW2ywcZByGO32,851.1956520898927,498.3261474824161,0.8919477295661545,72.55316477748022,-1.846315026721092,116,5
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,1238.261111115416,455.96388887945153,0.32977004691954503,222.8297177411835,-0.8429692981915007,41,5
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,556.7608701814577,655.7186588015802,0.9384913148096066,57.1352209108942,-0.6235553012354581,112,5
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,826.9588235268839,731.2725000061174,0.9395688631225138,65.1328561087937,-0.8394792570414132,84,5
aM2995jJmJWvr6cneaGH58HauIg2,740.383333077302,752.9687502605598,0.9282115224389983,66.13017125457343,-0.1840983710358952,33,5
afdTz6deeYWf1qKNdUpKAYKN3hz1,1017.9316139226995,558.1730341398575,0.7475886365914985,106.55276453490006,-0.25053296399302216,106,5
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,718.6625008823617,719.9658635156406,0.9562936529282545,50.510561928525085,-1.284472921422926,114,5
asKxydfXDkZAk89VaD4hwVovkzJ3,792.5857154481038,857.6065479525757,0.9509801597523779,67.13533304062493,-1.1178820903526345,112,5
azdL1gX79EVd9iepyCAVQrqIaQF3,548.9749994425948,743.6900737630903,0.9773904747708859,36.90201136889515,-0.9299125147356863,117,5
bXpFswkI7TfIfL6G4FqWrbaxTGx2,463.1450986844374,389.38066342211494,0.785805018071399,61.60731682917455,-0.6594601823184696,85,5
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1020.2786956615065,512.2392316777984,0.8590116726567512,70.1135338011868,-0.6018955126898646,87,5
c0hRe9PCPPZs3HWFqhIQargNlp52,1020.8449999332511,723.6767391574447,0.9053724719219791,70.42710471694613,-0.4581967965343535,112,5
c8BtRUVPPPZHjyhX2rn702NoUld2,978.4528260878895,501.8462967184482,0.48995455129154764,154.92746409225344,-0.1916440443222365,101,5
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1013.6577651288683,538.9166372841065,0.678269656131359,122.59007266374793,-0.37572118061698095,112,5
cEIs6U87xfbSL5eFTXDK77MmvNf1,665.4863645461057,732.2912463765517,0.9258859391132027,70.10259424901417,-1.003989547863313,113,5
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,494.0916666657043,694.9874999997606,0.9012125096271044,80.24599964103042,-1.5990350877245267,35,5
cec6NLR2ZLVVw6h0TEKSNIH11v02,481.0666666704977,751.9895833295122,0.9427587550543253,64.25457779306073,-0.8445635964911894,120,5
cfoKz0AGhvYmW0DJmVKAZ01jh752,447.49583525710665,761.5455029573338,0.9312388901972323,61.555966560659186,-0.4827267285758862,97,5
d9rwc0NXArcNlJvFsgKhQqkGxJq2,887.4791443900506,585.5023370880347,0.9875736831772546,24.401011138247352,-0.9119619883204763,93,5
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,720.4399997814052,766.8153612769921,0.9442711091716978,66.89575070095191,-1.5019784411051664,97,5
e7NIVznoeNMC7bBejXnMVvFNPfx1,858.5388889015471,565.2037036850827,0.6915821413469864,134.83199244725404,-0.7088654970547603,36,5
fEL2NrgSd4MmDtLCAcMvCJQXTME2,628.086957490076,911.3561254156656,0.9682961184653949,57.191359408785914,-0.4016141044231592,112,5
fEq0OghbLpfD1jigl1Mbz96aMbg2,632.5107789152377,583.8883120408482,0.8247621896015603,101.05848559816715,-0.9965162679489911,109,5
foaW7wtvY3XLNdguFUK7OvOefP93,742.2716482737935,536.6437553526296,0.8668667382534212,71.9245683876713,-0.5656690590111335,117,5
g2G9l3no7RbeRA9a1W3JnfegTnh2,715.2117585239093,500.3852495640437,0.8104234010015302,95.62699631654432,-1.476080983914772,109,5
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,870.1444444242862,496.0239057575056,0.6928234834412261,136.15716532355498,-1.7457203615098809,53,5
h52Mz0cZjnOsmXT02EgU3JzzRKs2,477.74166666638376,427.00833333388505,0.7085571080715478,69.95964590766363,-0.15519736842248985,99,5
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1011.9199197840564,541.9534135498731,0.6671884555023925,123.424437510819,-0.24241052628190948,94,5
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,682.8736823522989,736.5237141746785,0.9129617031545245,93.50145168748604,-1.5497807017547163,62,5
hrRr560eFBNwJ0CcUjCqtSD8TdP2,559.2187500001552,486.23802248681676,0.8949272299535294,54.33929202548062,-0.5504530492913434,107,5
htPWXDgfuheOJbl6ihHore9XuDp2,774.016667125925,787.1180280069926,0.964613413055611,55.764232890835856,-0.8613436247221362,66,5
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,959.8652174734535,863.2955148368419,0.9153699056549885,77.59758867423005,-0.26475465178996727,107,5
i1tBstVkNiVP0qro7TgGD08IGGa2,703.8043478571866,965.6851407751249,0.9594560207578617,65.21029002442087,-0.788301773395908,115,5
iKVZi0Oo96UrMBhPQMHWFcf55uA3,823.2857143287017,732.2704450915011,0.9350380718390625,70.19693475294845,-1.173379099923813,108,5
iWsc4pghIEWOQUZKuQJMfe516UI3,495.00000083386504,633.0864574990841,0.9840243393733412,28.521202932926304,-0.7701885964669164,120,5
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,764.0074999960393,561.1549183107504,0.885627333334267,68.88182873861184,-0.45191124866416343,92,5
iZX3U88SSqYAtT564nBPgHUBsei1,837.9500988159867,527.6441040821189,0.6019630887813305,143.78257645433817,-0.49936155606461935,114,5
idP8RVfm74N86O0dszLXANIpjXv2,523.3166673214785,677.0460495931583,0.9551549131288135,49.72279725145419,-0.5916014510116526,106,5
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,938.4751462507518,383.7896758493551,0.4979927517424121,98.60633705996086,-0.36825878926566363,105,5
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,628.8181818918381,713.9753788515665,0.9606206235544931,45.540029438007764,-0.5327017543855834,103,5
jzdk8E3tVXTXIozlfK5oeEb7wWp2,637.3690480449425,575.2028717034448,0.8596524440711703,84.12855812008723,-0.7601427346045136,115,5
kI0YdycDU0X5hcoEPjEON3Ionyd2,1145.08260974316,934.6240668463015,0.9905908771005048,30.894844827303185,-0.9098291205503364,100,5
kR2rCtaPyPaj7YMizKUDn5xL2qx1,630.8434786812469,784.0964633389611,0.9922730409276647,25.346294826740802,-1.2265396396128745,113,5
kgSRatooJJfDaMZ2yIURqb8aJuE3,654.4166672463737,730.7710696464025,0.9934475689349535,21.835542647168385,-0.914175083215512,114,5
lHDkoPQu5reNCO45npeYSS9eLQl1,625.7260869497082,1037.350691672257,0.9660408067285259,64.73073631553072,-1.5598743498352625,112,5
lpzDdvuMkKWkPxu6xeclmdctEp42,719.8250007956822,635.451892927378,0.9680291420056161,47.96683911066146,-0.9006989631204125,62,5
m69r9GQTk2b51mvxrFLt4fZeJi52,,,,,,19,5
mUZzgdWKnPb2txOkJg9FHgqX5792,826.2962732896221,582.949301237499,0.9091719970933949,65.99502981726029,-0.6583933065798694,112,5
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,827.1058823431437,884.9438179511191,0.8176859574711828,145.51950948726434,0.6376903622067306,56,5
mweMgSlGM2VxThhwnupYxYzUbR23,787.4478260869627,546.6274452600701,0.7901240261363702,106.20498401063753,-1.116996914222365,112,5
mwsliuPsLFhRFjtjQwYkqcCRDvi2,723.7961054604629,535.6309235421137,0.7161692263748483,112.41242837887285,-0.4378347822817835,110,5
nHy6rdfyacWW9BnyDb1dNvNYWfh1,,,,,,17,5
nT1qJOiMyDdJ9ui4el195A8Hsgs1,630.8545459476211,963.7406726138532,0.9839909680609596,40.76215105764005,-1.1937061403665612,114,5
o4jXmZcjtMVF2ZInToRpVHUhpdV2,719.3893939702867,508.984964968152,0.765632699506946,85.72699705401836,-0.1750931177397073,83,5
ohl9pXqpeSMfepC3w9h0tW5SbJw1,738.9900003922602,685.1617848514172,0.9335258072319742,68.02041848326645,-1.7973827855209576,109,5
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,962.5652174711835,861.6934478748204,0.9107628966836167,81.48600992031776,-0.4313075359011847,102,5
pRQimOpZtsekBI2I1kbnD3pycmo1,450.9619607875693,393.7712733397173,0.9739649944279084,22.745492919979892,-1.0507282267643472,74,5
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,971.7555555555587,978.7387499999853,0.6895236307179757,211.65483840978777,-0.7898459064326421,31,5
pcbRW89vVJcviD87V3uxyG4I9st2,683.6258861031944,299.99999855373574,0.5084980297393062,108.40845674194489,-1.2365013888890162,89,5
q0Atnpm0jZS5swcVmq0EMalQUKw1,453.31818156595915,697.6924702556972,0.9911159736758703,22.54338622580465,-0.8014889991777869,112,5
qnR5PLX1v3fPi6SwTJMwGcadwyD3,464.88571428894204,781.0138670518572,0.8453031951654614,103.10453426725827,-0.26036225132135776,106,5
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,710.4307452586859,484.3533252113745,0.7827088807799018,92.35551999291276,-1.0133542056723894,110,5
rFV2EUbp64f5ORSh7DqwmCQmeqT2,819.8291666693995,973.7127246824822,0.8984027355566384,99.14394927290994,0.0246714513510032,114,5
rNe3cRPepZUXbJhmmfQZiGsVzX22,773.6136375685863,501.3117983024035,0.7977172477906869,98.46713089783653,-1.3967673904707327,62,5
rUuJv5gl7dWVo7UPQWMx4bohxhK2,997.9149995718888,1136.6752664507853,0.9797287806940551,54.18233102436404,-1.25744080790203,91,5
roaf78tUWxWSEjAUcUu8O7mrQbl1,1127.895021656117,475.8366647693566,0.5410677464533249,128.12159769601107,-0.2167617015825062,112,5
s5gTyWKzfkdHXNT3qicwPmdONYv1,577.2166694365733,743.7559754910296,0.9359460674426441,63.521947225424405,-0.2046748665144586,119,5
sqfXvh6GJLaYAqr3RvHrixP8IOx1,881.6125001820781,878.3611271029088,0.9472957951783809,62.82528658508188,-0.516217126143009,105,5
ssPK6ISW0HerTGke9hznqJ2LpKu1,452.1705613109851,553.635499493908,0.9611843458194579,41.888364077358375,-1.0929665073823709,112,5
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,801.1124999381257,808.1702646228514,0.9995696530487794,5.800399094481925,-0.939673988706596,89,5
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,781.5791665261106,792.9385418784125,0.9557336220156845,60.207242318259276,-0.8186644732742988,120,5
tv88wS5Nf6SjruozSmXJxQSmx6J3,771.6619047579316,1060.157035938012,0.9914668091375702,33.04148271621023,-1.145380655557769,101,5
u64Uf920g5VD9Byq26LT2rs5o4t1,435.6958330590406,655.1658311357423,0.9099497986070275,68.1178110090185,-0.6970231259973091,117,5
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,578.991304117847,950.845335432226,0.9686025854034368,58.395455698352976,-1.1960416666653613,118,5
v8nNKiWvPdcjiHXZci39OuFTY6M2,947.2521739195404,783.1146703535213,0.9409619985558679,61.84334473058319,-1.2179263845856485,104,5
wkhxvE50megJGMA1EiROSZIJWNq1,702.9347826080477,953.1198369576664,0.994140154841576,24.556930163026244,-1.128301582763344,118,5
xBGZhFOeypWnqzSQClkrwV9z2vF3,663.495653127681,878.1648606567685,0.8928261424838715,105.27427747598112,-2.1039632766124536,104,5
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,825.7492424298541,529.6832399995915,0.25723003476898354,251.3484766094436,0.2696445721516098,112,5
xHctBv4C2EU8rHYRouw0btT3GT02,887.7448616600602,539.9396190162541,0.9216841720798159,52.886422909082015,-0.45872692601078513,115,5
xyAILKfYP2M8GqAai11x6NT7IcP2,608.7391326040224,929.4062928169743,0.9297981098036407,101.21810745002394,-1.5754018878722946,118,5
y1EHXv8tUTa4BRS4fRio7bULYfA2,853.4954549655174,725.1407325015078,0.7630951198035687,145.8817620131037,-2.109258828855207,110,5
yGTid3RXTdQe5JNosdSxvgktWIW2,746.899999639769,759.7721593670664,0.983870273729177,34.0620634882889,-1.3610948964691982,112,5
