participant_id,prp_cascade_rate,prp_cascade_inflation,prp_pes,prp_post_error_accuracy,prp_post_error_accuracy_drop,prp_t2_rt_t1_error,prp_t2_rt_t1_correct,prp_t2_interference_t1_error,prp_t1_error_run_mean,prp_t1_error_run_max,prp_t2_error_run_mean,prp_t2_error_run_max,prp_cascade_run_mean,prp_cascade_run_max,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_cse_rt,stroop_cse_acc,stroop_post_conflict_slowing,stroop_post_conflict_accuracy,stroop_post_error_accuracy,stroop_post_error_interference_rt,stroop_post_error_interference_acc,stroop_error_run_length_mean,stroop_error_run_length_max,stroop_error_recovery_rt,stroop_post_error_recovery_slope,wcst_pes,wcst_post_error_accuracy_drop,wcst_post_switch_error_rate,wcst_post_switch_error_delta,wcst_post_switch_pe_rate,wcst_post_switch_rt_cost_correct,wcst_trials_to_first_correct_after_shift,wcst_pe_run_length_mean,wcst_pe_run_length_max,wcst_pr_run_length_mean,wcst_pr_run_length_max,wcst_pe_cluster_rate,wcst_rt_jump_at_switch,wcst_failure_to_maintain_set,wcst_trials_to_rule_reacquisition,wcst_post_switch_recovery_slope,wcst_switch_cost_error_k1,wcst_switch_cost_rt_k1,wcst_switch_cost_error_k2,wcst_switch_cost_rt_k2,wcst_switch_cost_error_k3,wcst_switch_cost_rt_k3,wcst_switch_cost_error_k4,wcst_switch_cost_rt_k4,wcst_switch_cost_error_k5,wcst_switch_cost_rt_k5
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.0,0.0,103.73373016399682,0.8571428571428571,-0.09698558322411543,1691.300000011921,1221.8129411781536,469.4870588337674,1.0,1.0,1.0,1.0,0.0,0.0,107.20256403279609,896.733333269755,789.5307692369589,-101.74839741144433,-0.2727272727272727,62.62857144361453,0.13043478260869568,1.0,716.0837499600649,0.1578947368421053,1.0,1.0,-137.36666663487767,-24.433333325386055,2711.1746212316284,-0.15909090909090906,0.27999999999999997,0.27999999999999997,0.24000000000000005,746.5400000333786,2.4,1.0,1.0,1.5333333333333334,4.0,0.14285714285714285,1350.0133333603542,0.0,4.4,-369.8019999980929,0.2,3421.2200000286102,0.2,490.7000000476837,0.0,-49.68000001907346,0.0,24.56000003814695,0.0,-79.84000000953681
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,,,-133.93936775539112,1.0,0.025862068965517238,,855.7675000051657,,0.0,0.0,1.0,1.0,0.0,0.0,,,854.054205607031,-135.14431818506932,0.0,-22.407093787356985,0.0,,,,0.0,0.0,,,912.9474038633016,-0.2990384615384616,0.36,0.36,0.36000000000000004,352.5283332983653,2.6,1.5,3.0,2.4,6.0,0.3333333333333333,261.5066666285197,0.0,5.0,-8.89199999809263,0.4,275.22666668891907,0.4,247.42666659355172,0.0,774.7066666126252,0.0,-32.33333334922793,0.0,306.80666670799246
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.2,7.6000000000000085,252.8793937683106,1.0,0.027272727272727226,1377.160000228882,1314.8128439352054,62.34715629367656,1.25,2.0,1.0,1.0,1.0,1.0,378.3070516097239,1236.5666669209797,858.2596153112559,9.059204194762515,-0.15384615384615385,-64.73662989480158,0.08695652173913049,1.0,,,1.0,1.0,-284.86666679382347,-111.59000008900962,467.92158732035796,-0.12222222222222223,0.32,0.32,0.27999999999999997,378.09166695276895,1.8,1.1666666666666667,2.0,1.5294117647058822,5.0,0.2857142857142857,131.5133332570394,1.0,5.4,125.50400024414071,0.4,38.02666625976567,0.6,486.76666679382333,0.0,201.38666687011718,0.0,415.58666763305666,0.0,130.0866664886475
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.0,0.0,987.3341877419725,1.0,0.017094017094017144,364.30000019073486,1070.9226890291486,-706.6226888384138,1.0,1.0,1.0,1.0,0.0,0.0,48.48679242493972,996.0,947.5132075750603,-6.5412697368198,0.09999999999999998,-66.71617646310847,-0.040000000000000036,1.0,,,1.0,1.0,-199.59999990463274,-127.80000004768381,1342.1059842250636,-0.2993150684931506,0.5199999999999999,0.5199999999999999,0.39999999999999997,579.0750000476837,3.4,1.4285714285714286,2.0,1.5625,3.0,0.2,971.2733333905538,1.0,6.4,498.83399997711194,1.0,1337.7200001398721,0.2,1360.1600000063577,0.2,363.94000021616614,0.4,3196.9999998728435,0.2,734.7000001589456
AsXBOflrszVNKoFqbN61bMJqS0k2,0.0,,,,,1644.6999999284744,1139.6487394911903,505.0512604372841,1.0,1.0,0.0,0.0,0.0,0.0,642.945388354144,1387.625,744.679611645856,-108.00521365358281,-0.09999999999999998,-22.249999994581344,0.04347826086956519,0.75,886.209263026589,0.050000000000000044,1.3333333333333333,2.0,-286.1666666418316,-137.19499999880787,335.79571429973544,-0.2571428571428571,0.5199999999999999,0.5199999999999999,0.5199999999999999,496.69374999900657,2.4,1.7272727272727273,5.0,2.3,12.0,0.2631578947368421,93.26666665871942,1.0,6.6,116.77199999570848,0.6,365.80666665236174,0.6,36.58666664759323,0.2,168.2466666857402,0.6,560.0466666380565,0.0,550.7466666857401
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,,,164.22787307035992,0.9090909090909091,0.002548853016142716,,1228.8752380952305,,0.0,0.0,1.0,1.0,0.0,0.0,116.59811320745177,936.8999999999068,820.301886792455,-16.37666666665268,0.0,-11.7508417507903,0.0,1.0,,,1.0,1.0,-161.14999999990692,-41.879999999934746,211.12214285718665,-0.06959706959706957,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1450.0666666668064,0.0,,,1.0,367.866666666853,,,,,,,,
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.0,0.0,254.16440682289942,1.0,0.008474576271186418,1933.7999999523165,937.8440678018635,995.955932150453,1.0,1.0,1.0,1.0,0.0,0.0,236.71333327634,1193.6999999284744,956.9866666521344,-43.247619085936435,-0.125,-51.361666695276995,0.07692307692307687,1.0,20.96363640915297,0.08333333333333337,1.0,1.0,-32.025000035762965,72.585000038147,265.1718181761828,0.021212121212121238,0.31999999999999995,0.31999999999999995,0.2,5.773333307107237,1.6,1.0,1.0,1.3333333333333333,4.0,0.2,-38.226666704813645,0.0,5.8,12.885999994277977,0.4,-119.11333341598512,0.2,34.906666612625166,0.4,163.82666664123533,0.0,-107.51333336830135,0.0,79.44666666984554
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.0,0.0,-6.671794828186762,1.0,0.017094017094017144,1177.3499999046326,845.7991525500507,331.55084735458183,1.0,1.0,1.0,1.0,0.0,0.0,850.113207497687,1698.7999999523165,848.6867924546295,3.8872526464663224,0.0,36.249782602165055,0.0,1.0,,,1.0,1.0,-313.14999997615826,-134.65999999046318,852.1399709433317,-0.0973630831643002,0.36,0.36,0.36,380.54999999999995,2.0,1.2222222222222223,2.0,1.9375,5.0,0.18181818181818182,473.1333333492279,1.0,5.4,28.486000003814627,0.4,803.0266666571299,0.4,664.1666667143503,0.2,504.04666663805637,0.0,244.12666670481372,0.0,74.82666670481358
CDEoAyvS8feXLKMKsaZah9agEhF3,0.0,,,,,1850.7999999998133,1044.5478991596694,806.2521008401438,1.0,1.0,0.0,0.0,0.0,0.0,,,832.4383177570041,101.5174242424988,0.0,-34.42717391299993,0.0,,,,0.0,0.0,,,2301.3009836066512,0.09836065573770492,0.23999999999999994,0.23999999999999994,0.24000000000000005,2695.08666666674,1.8,1.0,1.0,1.25,3.0,0.16666666666666666,3031.493333333451,0.0,4.6,-554.7100000000288,0.2,7907.406666666796,0.2,1304.1066666667973,0.0,636.306666666704,0.0,744.9666666666667,0.0,33.44666666664803
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,,,,,,,889.4424999932448,,0.0,0.0,0.0,0.0,0.0,0.0,-226.23396212874718,826.1000001430511,1052.3339622717983,146.98911089849514,-0.08333333333333337,-69.78765218776198,0.038461538461538436,1.0,,,1.0,1.0,-145.55000007152583,-133.49000003337878,727.465714291164,-0.37142857142857144,0.44000000000000006,0.44000000000000006,0.31999999999999995,506.9979166636865,1.6,1.2222222222222223,2.0,1.6,4.0,0.18181818181818182,637.4399999936423,0.0,6.8,-3.9159999942779793,0.8,812.9,0.2,1275.9,0.4,186.57999992370605,0.4,117.10000004768376,0.0,119.8
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.0,0.0,429.23369369368424,0.8,-0.16396396396396395,1511.3000000000466,1343.594782608695,167.70521739135165,1.0,1.0,1.25,2.0,0.0,0.0,,,923.7626168224177,-79.10079365087745,0.0,0.9452380952527619,0.0,,,,0.0,0.0,,,1085.3296918768183,-0.34360410830999066,0.4,0.4,0.32,610.9466666666714,2.8,1.5,2.0,1.5,2.0,0.2222222222222222,661.3466666667102,0.0,6.0,-81.93800000002621,0.6,992.1466666668033,0.2,1015.1466666666171,0.0,169.12666666669156,0.2,-21.433333333364363,0.2,314.6266666666917
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.0,0.0,820.5601851844092,1.0,0.0092592592592593,1306.2250000000931,1073.8471698113278,232.3778301887653,1.3333333333333333,2.0,1.0,1.0,0.0,0.0,,,788.0102803739327,27.145357143293495,0.0,-37.708653845794515,0.0,,,,0.0,0.0,,,648.9396825398851,-0.40476190476190477,0.48,0.48,0.44000000000000006,723.2233333334327,2.8,1.8333333333333333,3.0,1.6428571428571428,4.0,0.2727272727272727,320.18666666659215,0.0,5.4,103.0860000000149,0.8,274.919999999553,0.6,418.62000000029786,0.0,843.820000000298,0.2,497.99999999962745,0.0,414.8000000000002
Cbkx2NHyF3NrebzXGqNgSfiWent1,,,,,,,923.4449999996772,,0.0,0.0,0.0,0.0,0.0,0.0,297.74150942828294,1144.5999999940395,846.8584905657566,311.2966131909142,0.0,65.51269841064061,0.0,1.0,,,1.0,1.0,-283.79999999701994,-103.23000000119212,1330.460887095921,-0.012096774193548376,0.27999999999999997,0.27999999999999997,0.2,490.09166666567324,2.2,1.0,1.0,1.1875,3.0,0.2,796.3600000003973,0.0,4.6,-194.7940000003577,0.2,2049.96666666766,0.2,204.02666666706403,0.0,91.78666666646794,0.0,140.20666666527592,0.0,-23.71333333055179
Co587hoelyeANqFX7AYvuVQW0lZ2,0.0,0.0,505.63220339962993,1.0,0.008474576271186418,1454.5,680.2966386575658,774.2033613424342,1.0,1.0,1.0,1.0,0.0,0.0,516.8349056395717,1158.399999976158,641.5650943365862,-51.73942309789936,0.0714285714285714,-59.21238095169974,-0.045454545454545414,1.0,,,1.0,1.0,-204.44999998807904,-111.18000000119197,841.9175757565282,-0.4424242424242424,0.32,0.32,0.27999999999999997,217.0866666684548,2.2,1.2857142857142858,2.0,1.2941176470588236,3.0,0.2222222222222222,256.3266666650772,0.0,4.8,14.286000001430477,0.6,786.1333333253859,0.2,129.63333333730702,0.0,398.4733333349228,0.0,118.4733333349227,0.0,-102.34666665792467
CtJe4bZZnYUBNrcPk00d3YQFSGp2,,,59.96978260870287,1.0,0.034782608695652195,,1249.1374999999923,,0.0,0.0,1.0,1.0,0.0,0.0,,,791.4289719626247,-366.62999999988983,0.0,29.099999999986608,0.0,,,,0.0,0.0,,,264.96954365075567,-0.373015873015873,0.52,0.52,0.44000000000000006,935.4805555554985,3.2,2.2,4.0,2.3,5.0,0.36363636363636365,637.7999999998447,0.0,6.4,207.32200000003908,0.8,734.8066666665798,0.6,1087.346666666524,0.4,460.4266666665984,0.0,1265.0466666666168,0.2,861.3866666666543
DAKDKPH698P12JfTbbjemLI6PIH2,,,,,,,777.578333332638,,0.0,0.0,0.0,0.0,0.0,0.0,,,632.8392523354458,25.274450527788417,0.0,-0.30517598980452476,0.0,,,,0.0,0.0,,,1451.3319047581583,-0.2047619047619048,0.27999999999999997,0.27999999999999997,0.24,240.578333334128,1.8,1.1666666666666667,2.0,1.6428571428571428,3.0,0.2857142857142857,305.1733333349228,1.0,4.8,-44.3999999988079,0.2,348.15999999443693,0.4,303.6600000063578,0.0,242.519999996821,0.0,94.520000008742,0.0,-23.48000000317895
DPvStUYSmohmXwFwaKRqHv89R3k1,0.0,0.0,471.33826085095825,0.75,-0.2239130434782609,1194.3500000238419,982.5491525298459,211.800847493996,1.0,1.0,1.3333333333333333,2.0,0.0,0.0,155.65128204761413,1141.6666666666667,986.0153846190526,-297.3661227943179,-0.15384615384615385,82.68090907822966,0.09090909090909094,1.0,78.15954533056765,0.09090909090909094,1.0,1.0,219.01666665077187,12.44666666587193,1457.0847457431805,0.05084745762711862,0.11999999999999997,0.11999999999999997,0.12000000000000002,932.702000020345,1.6,1.0,1.0,1.3846153846153846,4.0,0.3333333333333333,1221.9533333381016,0.0,3.6,-293.31199999094014,0.0,1526.6599999984105,0.0,659.4599999984106,0.0,187.50000003178917,0.0,682.7600000460941,0.0,245.72000003655748
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.0,0.0,210.29464286778648,1.0,0.008928571428571397,2312.233333349228,1501.2936363648284,810.9396969843995,1.0,1.0,1.0,1.0,0.0,0.0,477.2660377565421,1716.600000023842,1239.3339622673,-411.897619054904,-0.06666666666666665,-85.46921738769697,0.04166666666666663,1.0,,,1.0,1.0,-439.3500000238423,-106.86999999880798,141.62857143368046,-0.3070436507936508,0.6,0.6,0.39999999999999997,535.7166666835548,2.75,1.5833333333333333,3.0,2.3846153846153846,10.0,0.07894736842105263,844.3250000153979,0.0,30.0,-123.52999999920537,0.5,987.8833333700896,0.6666666666666666,1552.6666666732897,0.3333333333333333,658.1333333518771,0.3333333333333333,-119.16666664017566,0.0,247.13333333200887
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.0,0.0,562.8330275471058,1.0,0.03669724770642202,2055.6999999284744,1508.9871559558658,546.7128439726087,1.0,1.0,1.0,1.0,0.0,0.0,,,1103.2775700849907,-58.69416658679643,0.0,-234.8175000091395,0.0,,,,0.0,0.0,,,597.1661202177977,-0.08469945355191255,0.23999999999999994,0.23999999999999994,0.2,186.70666668812433,2.0,1.0,1.0,1.6153846153846154,4.0,0.2,172.00000000000009,0.0,4.6,3.6060000133514194,0.2,422.76000000635804,0.2,79.560000006358,0.0,211.86000010172535,0.0,137.16000000635785,0.0,188.53999997774767
DzB19GqCB7fyrlEPexogWkjFzEx2,,,692.9086307947125,1.0,0.0267857142857143,,1228.5724137877596,,0.0,0.0,1.0,1.0,0.0,0.0,,,1237.1828571364993,-343.6482600661426,0.0,-195.63416664799047,0.0,,,,0.0,0.0,,,699.0615384615382,-0.36923076923076925,0.32,0.32,0.32,13.579999975363489,1.6,1.6,2.0,1.8571428571428572,5.0,0.25,122.96666663487763,0.0,4.6,-58.20999999523163,0.6,154.73999999364213,0.2,64.63999999364209,0.2,131.95999992688516,0.2,-130.1400000254313,0.2,313.1999999841056
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.0,0.0,294.29629629629096,1.0,0.08333333333333337,906.6666666666666,1024.817391304353,-118.15072463768627,1.0,1.0,1.0,1.0,0.0,0.0,247.58431372548648,961.7999999999971,714.2156862745106,-57.07272727273187,0.0888888888888888,-112.71428571428658,0.1578947368421053,0.6,,,1.5,2.0,71.33333333333688,-14.149999999997831,1890.1402116401396,-0.24603174603174593,0.4,0.4,0.4,1087.3541666666035,2.2,1.8333333333333333,4.0,1.5789473684210527,5.0,0.36363636363636365,412.86666666660466,1.0,5.8,405.80000000000007,0.6,1044.7999999999533,0.6,321.99999999990683,0.2,2155.599999999953,0.0,1345.3999999999537,0.2,-94.40000000009316
EUhcW9kURScie1DwGPHqmNqotJB2,0.0,0.0,135.86818178350268,1.0,0.026548672566371723,1941.2999999523165,1059.7654867130043,881.5345132393122,1.0,1.0,1.0,1.0,0.0,0.0,637.1396227332782,1762.9000000953674,1125.7603773620892,270.31454550118156,-0.07692307692307687,-126.89202897502605,0.04166666666666663,1.0,,,1.0,1.0,-340.9500000476839,-139.36000001430506,270.334674906989,-0.2791537667698658,0.6666666666666666,0.6666666666666666,0.5333333333333333,1177.0416666467986,3.0,1.9523809523809523,9.0,3.0454545454545454,11.0,0.21951219512195122,118.03333335452612,2.0,22.0,301.9699999888739,0.6666666666666666,-52.266666677263025,0.6666666666666666,187.76666670375394,0.6666666666666666,636.0333332750533,0.3333333333333333,1384.3000000052982,0.3333333333333333,267.6666666401757
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.0,0.0,594.799999934846,1.0,0.008620689655172376,2593.0666666428247,1285.3399999939877,1307.726666648837,1.0,1.0,1.0,1.0,0.0,0.0,,,901.5719626228386,-69.99273505692292,0.0,-98.29502163253312,0.0,,,,0.0,0.0,,,1480.5142125683467,-0.265044814340589,0.27999999999999997,0.27999999999999997,0.2,791.7773333239556,2.2,1.5,3.0,1.7692307692307692,5.0,0.3333333333333333,753.3599999904633,0.0,4.8,-164.05599999666228,0.2,1610.440000009537,0.2,-93.16000001430521,0.2,485.11999995708476,0.0,485.1800000190735,0.0,354.8200000047683
EoToosG69XMp4LTYdB6sB9WTrv22,,,,,,,922.0708333174388,,0.0,0.0,0.0,0.0,0.0,0.0,187.72358461146075,913.7999997138976,726.0764151024368,50.4400793616735,0.0,-126.1034420530001,0.0,1.0,,,1.0,1.0,-145.649999856949,,2267.450819565299,-0.31693989071038253,0.039999999999999994,0.039999999999999994,0.04,549.074333434105,1.0,1.0,1.0,1.4,3.0,1.0,713.1266668001812,0.0,3.6,-335.20400004386903,0.0,307.2133335113525,0.2,44.65333337783816,0.0,713.2133334159852,0.0,-91.50666666030884,0.0,702.7533333778381
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.0,,,,,1900.100000023842,872.2093220322819,1027.89067799156,1.0,1.0,0.0,0.0,0.0,0.0,,,978.9728971942563,-239.3018181800843,0.0,14.565384608812792,0.0,,,,0.0,0.0,,,41.57023412607168,-0.2412008281573499,0.36,0.36,0.36,199.37666665713,2.6,1.6666666666666667,3.0,1.6666666666666667,3.0,0.3,95.46666665077214,0.0,5.0,66.13400000572206,0.8,156.88666665554052,0.2,195.90666666030907,0.0,188.62666666507735,0.0,248.40666666030893,0.0,40.4866666555406
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.0,0.0,137.55482862820134,0.5,-0.4439252336448598,2249.2999999523163,976.8159663837497,1272.4840335685667,1.0,1.0,2.0,5.0,0.0,0.0,,,969.0336448578076,-144.1560256702777,0.0,-95.86121738102122,0.0,,,,0.0,0.0,,,454.25663864919784,-0.2529411764705882,0.4,0.4,0.32,404.3049999892711,1.6,1.7058823529411764,5.0,2.888888888888889,9.0,0.1724137931034483,119.57999998728428,1.0,10.2,155.1440000081062,0.8,169.4199999729792,0.2,391.0800000111261,0.4,606.9799999872841,0.2,355.1800000111262,0.2,584.3999999682108
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.14285714285714285,8.571428571428545,73.54658125914057,1.0,0.017094017094017144,1358.1571428094592,857.9353982452798,500.2217445641794,1.0,1.0,1.0,1.0,1.0,1.0,,,953.7345794517303,-227.80630237475168,0.0,-93.9988142209562,0.0,,,,0.0,0.0,,,809.6848958643773,-0.5173611111111112,0.44000000000000006,0.44000000000000006,0.4,106.38666671117149,2.6,2.0,3.0,2.0,4.0,0.3,294.50000006357834,0.0,5.6,38.999999995231576,0.6,295.0800000508626,0.4,733.6000000794727,0.2,-208.11999999682115,0.2,301.42000006039945,0.0,38.72000006039921
GE4hogtdLdTFbNasENgtm6SO3hC3,0.0,0.0,985.3311965772484,1.0,0.017094017094017144,1007.5,871.947058824431,135.552941175569,1.0,1.0,1.0,1.0,0.0,0.0,183.582200654502,1382.366666674614,1198.784466020112,-250.37309523274507,0.08974358974358976,-151.41388889319364,-0.024291497975708398,1.0,,,1.0,1.0,-166.53333334128072,23.229999999205358,739.9987893497107,-0.37772397094431,0.19999999999999998,0.19999999999999998,0.12000000000000002,165.131333338817,2.0,1.0,1.0,1.2222222222222223,2.0,0.3333333333333333,291.8133333384991,0.0,4.0,-180.1,0.2,64.09333333571757,0.2,-93.14666665593776,0.0,49.173333342870116,0.0,11.453333332141302,0.0,-102.8466666678587
GEwkBw3YHaNp3TCh9YS9PKVfavz1,,,-121.43135593402178,1.0,0.008474576271186418,,787.8375000019868,,0.0,0.0,1.0,1.0,0.0,0.0,52.30943393651046,767.8999999761581,715.5905660396477,-147.69070705946058,-0.09090909090909094,23.181547611242195,-0.045454545454545414,1.0,,,1.0,1.0,-136.14999997615837,-47.43999999165536,1606.1650349696201,-0.255944055944056,0.2799999999999999,0.2799999999999999,0.27999999999999997,814.1499999890724,2.0,1.4,3.0,1.9166666666666667,5.0,0.42857142857142855,706.2999999841053,0.0,4.8,17.72599999904628,0.6,695.8199999610582,0.2,1387.6799999872842,0.0,484.4399999896685,0.0,229.71999998490014,0.0,111.0999999920527
HSggdq91WiQp16bOj7V3dABkcgk2,,,,,,,956.3366666684548,,0.0,0.0,0.0,0.0,0.0,0.0,,,716.2018691524167,-16.541111067930842,0.0,-37.212833319306355,0.0,,,,0.0,0.0,,,930.1961025565713,-0.11076923076923073,0.27999999999999997,0.27999999999999997,0.24,233.49166666070613,2.0,1.1666666666666667,2.0,2.0,3.0,0.2857142857142857,127.69999997615805,1.0,4.8,106.27200001239775,0.2,484.83999996980026,0.2,158.71999998887375,0.2,-208.91999997297916,0.0,617.7800000031787,0.0,-400.2600000063579
HbydnnT1hUP3WagAy2TJAc6GqVs2,,,,,,,1030.3886956608815,,0.0,0.0,0.0,0.0,0.0,0.0,,,956.1869158878504,17.485957783383128,0.0,-12.510153863246614,0.0,,,,0.0,0.0,,,1386.975737699915,-0.15081967213114744,0.11999999999999997,0.11999999999999997,0.08,650.8960000061988,1.4,1.0,1.0,1.3636363636363635,2.0,0.5,594.0599999904632,0.0,4.0,-51.27399998188018,0.0,181.83999996185315,0.2,567.3800000190737,0.0,813.9000000476838,0.0,460.56000003814717,0.0,415.3
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.0,,,,,604.2999999970198,787.8999999996995,-183.60000000267974,1.0,1.0,0.0,0.0,0.0,0.0,,,647.6971962628799,-52.13811188196382,0.0,-60.73623481652271,0.0,,,,0.0,0.0,,,1145.109722222305,-0.0888888888888888,0.27999999999999997,0.27999999999999997,0.24,320.49766666650777,1.4,1.0,1.0,1.2857142857142858,3.0,0.14285714285714285,379.7799999992053,1.0,5.0,3.5400000002979652,0.4,406.9400000005959,0.4,676.219999998808,0.2,358.66000000238427,0.0,98.01999999880793,0.0,301.5400000035762
IaTJhUGICmO9xcL3605RW8QHneN2,0.0,0.0,244.03891303668854,1.0,0.034782608695652195,1648.4666666686535,897.2401709406295,751.226495728024,1.0,1.0,1.0,1.0,0.0,0.0,404.66714286264914,1120.1500000059605,715.4828571433113,-110.56041666819817,0.02020202020202022,-179.30066666477262,-0.09999999999999998,1.0,,,1.0,1.0,-177.62500000000003,-78.80500000119207,313.7555747089373,-0.07758620689655171,0.39999999999999997,0.39999999999999997,0.32,524.2399999981124,2.8,1.1818181818181819,2.0,1.5,4.0,0.15384615384615385,467.89999999602634,0.0,5.2,-3.8760000002385113,0.6,920.2733333269755,0.4,380.4733333269755,0.0,624.0333333412806,0.0,231.69333332578336,0.0,139.05333332816753
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.0,0.0,474.9811403414137,1.0,0.03508771929824561,1658.5666666428249,1042.123893806892,616.4427728359328,1.0,1.0,1.0,1.0,0.0,0.0,29.899056619630528,977.3000000119208,947.4009433922903,-1.7608974169717158,-0.07692307692307687,-81.8609848467238,0.040000000000000036,1.0,,,1.0,1.0,-67.90000000596051,-86.73999999761585,1012.9225108211517,-0.2683982683982684,0.32,0.32,0.24,189.97500000596045,2.6,1.2,2.0,1.2,3.0,0.3333333333333333,250.28666667540864,0.0,4.6,-45.58800000309946,0.6,632.5066666762034,0.0,256.10666666428244,0.0,-11.453333326180722,0.0,-43.71333332856498,0.0,22.966666678587558
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.0,0.0,-171.84396551395287,1.0,0.017241379310344862,799.0000000298023,955.8948717968077,-156.89487176700538,1.0,1.0,1.0,1.0,0.0,0.0,,,736.7299065417218,16.010137074200884,0.0,-72.79999999896336,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,279.4506666580836,1.0,0.0,0.0,1.2222222222222223,2.0,,484.92666666110347,0.0,3.0,-234.06799999952312,0.0,-0.15333332618085932,0.0,391.06666666666666,0.0,98.04666664997735,0.0,-155.5733333428701,0.0,-61.613333328564906
JvrZiMHtAfP6gvQtlevYWafKy0z2,,,,,,,885.8525000015894,,0.0,0.0,0.0,0.0,0.0,0.0,545.4886786622824,1802.5999994277956,1257.1113207655133,150.0570449412371,-0.0625,-25.433272802179545,0.04347826086956519,1.0,,,1.0,1.0,-169.94999980926576,-166.95999994277955,587.5626344347511,-0.3198924731182795,0.4,0.4,0.24,357.02666683197015,2.4,1.2,2.0,1.2142857142857142,4.0,0.3333333333333333,398.5600001017253,0.0,5.4,31.85599996566765,0.6,605.0733333587647,0.2,364.9533334732056,0.2,945.5533334732056,0.2,214.69333324432372,0.0,393.11333332061764
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.0,0.0,94.36571428569152,1.0,0.044642857142857095,1609.9749999999767,874.7350877193048,735.2399122806719,1.0,1.0,1.0,1.0,0.0,0.0,109.47830188670196,860.8999999999069,751.4216981132049,-309.02251082251667,0.0,-90.35952380950937,0.0,1.0,,,1.0,1.0,337.30000000004657,-5.830000000027959,794.8235023040615,-0.20506912442396308,0.27999999999999997,0.27999999999999997,0.27999999999999997,274.9616666666931,1.8,1.4,2.0,1.368421052631579,4.0,0.2857142857142857,326.3400000000373,0.0,5.0,-14.174000000013132,0.4,667.8399999999443,0.2,385.30000000009323,0.2,134.25999999996284,0.0,121.8,0.0,11.58000000007462
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,,,22.02586206896956,0.6666666666666666,-0.3160919540229885,,850.3333333333295,,0.0,0.0,1.5,2.0,0.0,0.0,,,731.6635514018745,-163.13186813189236,0.0,-42.641325536074646,0.0,,,,0.0,0.0,,,1813.4117647058715,-0.32352941176470584,0.44000000000000006,0.44000000000000006,0.27999999999999997,683.9166666666667,2.2,1.0,1.0,1.4705882352941178,4.0,0.14285714285714285,1654.4000000000312,0.0,5.6,256.739999999972,0.6,1526.6000000000308,0.4,3683.3999999999833,0.4,1435.6000000000308,0.0,1082.3999999999376,0.0,-229.19999999992243
KtKj6zUKc5Oogd2itg2jdwkchnf2,,,406.0923076914862,0.5,-0.5,,644.9083333334161,,0.0,0.0,0.0,0.0,0.0,0.0,603.8679245284073,1205.0,601.1320754715927,117.9321428581053,0.0,-4.336120400914183,0.0,1.0,,,1.0,1.0,-81.54999999888268,-150.98999999985105,1357.283870969068,0.048387096774193505,0.07999999999999999,0.07999999999999999,0.04,382.11466666610295,1.0,1.0,1.0,1.1,2.0,1.0,535.3466666663687,0.0,3.8,-104.52000000014905,0.4,329.46666666616994,0.0,808.726666667064,0.0,-22.93333333383007,0.0,121.44666666512687,0.0,-10.593333333979036
LSLmd8jENtONZFVkIpRDX665Bu73,0.0,0.0,1007.339380539624,1.0,0.017699115044247815,1128.99999996594,1000.627586222243,128.37241374369705,1.75,4.0,1.0,1.0,0.0,0.0,,,969.4084112153989,-6.7424359291028395,0.0,-87.14365941890776,0.0,,,,0.0,0.0,,,1030.9493939168528,-0.19696969696969702,0.4,0.4,0.27999999999999997,740.5729165921609,2.6,1.5,2.0,1.5714285714285714,3.0,0.2222222222222222,711.6866665681204,0.0,5.2,-10.511999988555925,0.6,1067.3399999141695,0.0,1021.0399999141695,0.2,57.0199999332428,0.2,499.2799999237062,0.2,187.8199999332428
