participant_id,prp_cascade_rate,prp_cascade_inflation,prp_pes,prp_post_error_accuracy,prp_post_error_accuracy_drop,prp_t2_rt_t1_error,prp_t2_rt_t1_correct,prp_t2_interference_t1_error,prp_t1_error_run_mean,prp_t1_error_run_max,prp_t2_error_run_mean,prp_t2_error_run_max,prp_cascade_run_mean,prp_cascade_run_max,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_cse_rt,stroop_cse_acc,stroop_post_conflict_slowing,stroop_post_conflict_accuracy,stroop_post_error_accuracy,stroop_post_error_interference_rt,stroop_post_error_interference_acc,stroop_error_run_length_mean,stroop_error_run_length_max,stroop_error_recovery_rt,stroop_post_error_recovery_slope,wcst_pes,wcst_post_error_accuracy_drop,wcst_post_switch_error_rate,wcst_post_switch_error_delta,wcst_post_switch_pe_rate,wcst_post_switch_rt_cost_correct,wcst_trials_to_first_correct_after_shift,wcst_pe_run_length_mean,wcst_pe_run_length_max,wcst_pr_run_length_mean,wcst_pr_run_length_max,wcst_pe_cluster_rate,wcst_rt_jump_at_switch,wcst_failure_to_maintain_set,wcst_trials_to_rule_reacquisition,wcst_post_switch_recovery_slope,wcst_switch_cost_error_k1,wcst_switch_cost_rt_k1,wcst_switch_cost_error_k2,wcst_switch_cost_rt_k2,wcst_switch_cost_error_k3,wcst_switch_cost_rt_k3,wcst_switch_cost_error_k4,wcst_switch_cost_rt_k4,wcst_switch_cost_error_k5,wcst_switch_cost_rt_k5
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.0,0.0,317.2794736841954,1.0,0.04385964912280704,1091.3666666671634,757.8435897434401,333.52307692372324,1.0,1.0,1.0,1.0,0.0,0.0,506.1397435901065,1081.266666666915,575.1269230768085,4.2983516474685075,0.0535714285714286,-36.31181818196046,0.09090909090909094,1.0,,,1.0,1.0,-314.6833333335818,-93.36666666691497,-99.41870208090904,-0.32721796276013143,0.7333333333333334,0.7333333333333334,0.7333333333333334,-1371.1000000002487,6.333333333333333,1.9333333333333333,6.0,2.0,6.0,0.20689655172413793,-321.6333333330437,4.0,10.666666666666666,-59.81666666666664,1.0,-427.1111111106973,0.6666666666666666,-389.97777777723974,0.6666666666666666,-521.2777777773639,0.6666666666666666,-399.8111111111939,0.3333333333333333,-453.0444444442789
5rXSa3anB5ejmFrnwUsTB82byup1,,,-278.68717948690005,1.0,0.008547008547008517,,923.19579831933,,0.0,0.0,1.0,1.0,0.0,0.0,,,852.936448598137,-227.08397435906636,0.0,-12.29761904770669,0.0,,,,0.0,0.0,,,192.43237858028692,-0.05853051058530501,0.27999999999999997,0.27999999999999997,0.24000000000000005,163.9616666667551,1.6,1.0,1.0,1.4736842105263157,6.0,0.14285714285714285,150.56000000005582,1.0,5.0,22.772000000011168,0.4,233.26666666672872,0.2,228.40666666667275,0.2,23.106666666766,0.0,208.94666666680328,0.0,-34.613333333345736
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.0,0.0,-353.62627125493555,1.0,0.008474576271186418,1977.0666666428249,832.6658119625515,1144.4008546802734,1.0,1.0,1.0,1.0,0.0,0.0,89.35660373264886,724.7999999523163,635.4433962196674,-57.93688809788307,0.09999999999999998,-54.051000031232775,0.04761904761904767,1.0,,,1.0,1.0,-15.699999988079218,-21.269999992847428,616.4149631052046,-0.01685985247629085,0.31999999999999995,0.31999999999999995,0.2,307.14333333571756,2.0,1.0,1.0,1.5294117647058822,4.0,0.14285714285714285,435.94666666189823,0.0,5.4,-40.69599999904623,0.6,766.8666666666666,0.2,262.8466666380564,0.2,267.1466666857402,0.0,324.5066666762035,0.0,562.9466666618985
62fAfeQc27bZelkPX7G54T3gvci2,,,343.2254237286286,1.0,0.008474576271186418,,1267.1141666666604,,0.0,0.0,1.0,1.0,0.0,0.0,732.2447619047637,1743.5,1011.2552380952363,-105.84993006996103,0.0,40.700988142184315,0.0,1.0,,,1.0,1.0,-96.54999999981435,-96.19999999990681,3141.373302107834,0.11475409836065575,0.23999999999999994,0.23999999999999994,0.24,2285.093333333328,2.0,1.0,1.0,1.0666666666666667,2.0,0.16666666666666666,2803.49333333342,0.0,4.4,-587.6200000001121,0.0,6978.20000000031,0.2,1442.0999999997516,0.0,376.0800000000124,0.0,353.13999999978887,0.0,258.78000000019864
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.0,,,,,1376.3500001430511,1161.1313559322034,215.21864421084774,1.0,1.0,0.0,0.0,0.0,0.0,,,1050.5719626417783,-44.59876142577093,0.0,0.6248677067023891,0.0,,,,0.0,0.0,,,1172.9864934654977,-0.09610389610389602,0.23999999999999994,0.23999999999999994,0.2,459.81499993801117,1.8,1.0,1.0,1.2941176470588236,3.0,0.14285714285714285,576.9066665331522,1.0,4.6,-30.38999997138986,0.2,1289.3933332761128,0.2,816.4533331235249,0.0,-92.02666670481362,0.0,163.63333333333344,0.0,-185.6066666285197
6OwhwWQDThSPHTVAeXugohrYuje2,0.2,5.850000000000002,12.840486779677121,1.0,0.03539823008849563,1344.3200000286101,1359.2794642799668,-14.959464251356621,1.0,1.0,1.0,1.0,1.0,1.0,45.460952386401914,1087.5,1042.039047613598,-85.44752525344029,-0.07692307692307687,-56.35036230065691,0.04166666666666663,1.0,,,1.0,1.0,256.69999998807873,-45.43500000238424,-222.42228205732795,-0.009743589743589742,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,
6WFCyGwk71XLPBmbe4Vav3eotVm1,,,315.85482444052116,1.0,0.034782608695652195,,670.9076271137949,,0.0,0.0,1.0,1.0,0.0,0.0,,,679.1373831891568,-75.4559722046057,0.0,48.70246706118712,0.0,,,,0.0,0.0,,,778.837704917586,-0.36299765807962536,0.27999999999999997,0.27999999999999997,0.16,649.5808332840602,1.4,1.3333333333333333,2.0,1.4,2.0,0.5,802.9666665712994,0.0,4.8,-205.81599994659422,0.4,1090.4599999745687,0.2,313.5799998601279,0.2,594.1800000508626,0.2,223.92000010808314,0.0,217.22000001271567
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.0,0.0,682.3564102293079,1.0,0.017094017094017144,579.0999999046326,920.8991596678726,-341.79915976324,1.0,1.0,1.0,1.0,0.0,0.0,,,1132.4915887774707,91.68941732369944,0.0,-118.07804348987088,0.0,,,,0.0,0.0,,,493.3920634994431,-0.30555555555555547,0.27999999999999997,0.27999999999999997,0.24000000000000005,267.4166666150093,1.6,1.2,2.0,2.2,5.0,0.3333333333333333,306.3733332792918,0.0,5.0,-0.3359999942779403,0.4,522.1066666444142,0.4,269.1466666062674,0.0,226.90666664441443,0.0,273.7866666158041,0.0,76.60666659673052
80UJMJbCOMgs6YVpsMgXfYTzw6o2,,,187.78894736776942,1.0,0.04385964912280704,,810.5500000000155,,0.0,0.0,1.0,1.0,0.0,0.0,,,742.0355140188378,-139.3370329669334,0.0,10.404515050071382,0.0,,,,0.0,0.0,,,747.9700000000498,-0.31666666666666665,0.27999999999999997,0.27999999999999997,0.2,203.69166666641829,2.2,1.0,1.0,1.5833333333333333,3.0,0.2,355.6133333331595,0.0,4.6,-25.213999999985116,0.6,642.9066666667661,0.0,522.8866666660955,0.0,173.12666666631895,0.0,9.866666666915034,0.0,82.3666666665425
87w5Le0CgZhSfYAaOH3Xd2fc98l1,,,124.89957264920645,1.0,0.017094017094017144,,1204.7916666666356,,0.0,0.0,1.0,1.0,0.0,0.0,,,1362.1542857142786,-491.1417249429271,0.0,-246.91775362275234,0.0,,,,0.0,0.0,,,1453.5114457830437,-0.38608981380065716,0.44000000000000006,0.44000000000000006,0.39999999999999997,481.2625000001862,3.0,1.4,4.0,1.6818181818181819,5.0,0.2857142857142857,428.9133333337803,0.0,6.0,114.02600000001492,0.2,861.2466666671137,0.4,367.9866666677097,0.4,1139.5466666678585,0.4,488.4866666662198,0.6,1217.8666666674117
8bwaafIhKVMNBoHaXFcY8HirS9u2,,,342.76837608855,1.0,0.017094017094017144,,810.3383333365123,,0.0,0.0,1.0,1.0,0.0,0.0,174.2704762788045,837.8000000715255,663.529523792721,-47.53377287396586,-0.0714285714285714,-0.24901186901593064,0.04166666666666663,1.0,344.1659999752043,0.04761904761904767,1.0,1.0,-64.2750000357628,-14.700000023841847,1448.0111110872695,-0.13888888888888884,0.19999999999999998,0.19999999999999998,0.16,583.342333316803,1.6,1.1666666666666667,2.0,1.7857142857142858,4.0,0.2857142857142857,532.4066666603088,0.0,4.6,33.38800001144417,0.4,568.0866666316986,0.2,1007.1066667079928,0.0,807.8466665744781,0.0,69.08666672706605,0.2,174.80666666030885
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,,,,,,,1310.4831932612828,,0.0,0.0,0.0,0.0,0.0,0.0,-398.78396263662376,729.8999996185303,1128.683962255154,-64.43035726912285,0.0,-75.7833333545259,0.0,1.0,,,1.0,1.0,52.55000019073475,-9.44000005722051,888.323602485854,-0.5124223602484472,0.27999999999999997,0.27999999999999997,0.24,836.7833333174389,1.6,1.2,2.0,1.7692307692307692,4.0,0.3333333333333333,674.6466665903727,0.0,5.0,80.90800001144414,0.8,514.446666463216,0.2,1434.946666653951,0.0,519.846666653951,0.0,476.386666615804,0.0,459.9066665013631
9NTZ091xWyOO8DgzyTGY0O3i8IR2,,,140.4254347822589,0.75,-0.2239130434782609,,784.055833333296,,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,203.37714285697518,1030.8999999999069,827.5228571429317,-354.828926237995,-0.125,-187.98339920945784,-0.07999999999999996,1.0,194.0455465586706,-0.09523809523809523,1.0,1.0,-213.07499999995363,-78.79499999987884,490.93749999962756,-0.11249999999999993,0.24,0.24,0.2,139.97399999960015,1.6,1.1666666666666667,2.0,1.5833333333333333,6.0,0.2857142857142857,218.27333333306007,1.0,4.6,-101.39400000005958,0.6,-122.5266666668156,0.2,310.4333333325883,0.0,248.65333333288623,0.0,-225.6466666667412,0.0,-148.5266666664432
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.0,0.0,529.7672413793064,1.0,0.017241379310344862,1667.249999999971,1110.3805309734555,556.8694690265154,1.0,1.0,1.0,1.0,0.0,0.0,829.303921568629,1994.3333333333333,1165.0294117647043,-12.940476190467507,-0.1777777777777778,224.7033248081798,-0.01388888888888895,1.0,,,1.0,1.0,-138.83333333333357,-245.19999999999823,223.09289617488912,-0.23497267759562845,0.32,0.32,0.32,-60.916666666635635,2.6,1.6,2.0,1.5384615384615385,3.0,0.25,100.46666666669769,0.0,4.6,-23.33999999999069,0.6,421.60000000006204,0.0,-87.39999999998449,0.0,-237.00000000003106,0.0,179.80000000010864,0.0,123.39999999996894
