gender,mean,se,ci_lower,ci_upper,significant
Female,0.005858600486913544,0.03001414307826358,-0.05100446361346533,0.07015337033905916,False
Male,-0.007102142831590697,0.06245146360533921,-0.14750496214419018,0.10152297679212009,False
