path,female_beta,female_se,male_beta,male_se
DASS Stress -> Loneliness,0.44541110737960954,0.09770780596085288,0.6105017303440456,0.11896570669206637
Loneliness -> EF,0.01146851696287478,0.06818308845163985,-0.003733321245736365,0.09960159958044044
DASS Stress -> EF (direct),-0.1256685790332771,0.07387479361432603,0.08728400860155683,0.10329629389869015
