gender,mean,se,ci_lower,ci_upper,significant
Female,-0.057044691791659975,0.03263387068544234,-0.12906991920349883,-0.0019036889518327994,True
Male,0.02339829266141481,0.057528677907225885,-0.08115564504947653,0.1471123983597675,False
