path,female_beta,female_se,male_beta,male_se
UCLA -> DASS Stress,0.426474860903976,0.08283297755717844,0.6239558536768445,0.08946691829869217
DASS Stress -> EF,-0.12573955890836938,0.068316292703094,0.02296464311196858,0.09351647001437154
UCLA -> EF (direct),0.005884788512696533,0.05903163005880265,0.043595647203249634,0.08653577922754473
