task,metric,beta_ucla,se_ucla,p_ucla,r_squared,n
stroop,pes,-11.636894757462986,81.58553136707117,0.8865790108171321,0.09418964984804956,38
stroop,acc_diff,-0.009829114573227394,0.03237060148942572,0.761399699161609,0.1283492715235265,38
stroop,cv_reduction,-0.031906915467046985,0.05364991199527081,0.5520276623581476,0.0749286609113089,38
wcst,pes,-8.605862488963826,37.98816389558316,0.8207809642040457,0.030504562715123695,158
wcst,acc_diff,0.024933257253349068,0.017778022968441106,0.1607730397344429,0.07199174897589755,158
wcst,cv_reduction,0.0003496076545086461,0.011167776983657179,0.9750262746594763,0.04634746289754865,158
