task,metric,beta_ucla,se_ucla,p_ucla,r_squared,n
stroop,n_bursts,0.0410310403866022,0.028913156188455094,0.15586602842137473,0.04271387942246441,171
stroop,mean_burst_length,0.08478258877693554,0.057379331379732966,0.1395200613196652,0.042328541204331604,171
stroop,burst_proportion,0.0333360375512578,0.019828354751432575,0.09271812420732391,0.035200310159852366,171
wcst,n_bursts,-0.4409783914466754,0.44316855429230795,0.31970808239240023,0.053322500532503536,171
wcst,mean_burst_length,-0.05001874656960893,0.09441856101190527,0.5962815021559629,0.036254885218809485,171
wcst,burst_proportion,-0.031277088807373954,0.023613454917061884,0.18532203572637695,0.04661315632224694,171
