nll,bic,aic,n_trials,alpha_pos,alpha_neg,beta,participant_id,alpha_asymmetry
177.44519896823553,369.4464887282299,360.89039793647106,128,0.01,0.01,0.18010091971624262,DaRehVxIOhXtEtUExdgvUl0mKcx2,0.0
121.83926361283166,257.11053766909794,249.67852722566332,88,0.99,0.99,0.18146981567730475,Df83JuPuJkXqTGbENhM2gw5SJM43,0.0
92.0698016260972,196.79812636772272,190.1396032521944,68,0.9348773688404066,0.01,1.2382318412872018,DxSidjznjVSNDJuDqqGgxpMEGtw1,0.9248773688404066
109.24108283449102,231.59050922638312,224.48216566898205,79,0.3936065489678498,0.01,0.6244557129824705,DzB19GqCB7fyrlEPexogWkjFzEx2,0.3836065489678498
133.08848704260197,279.87001865960747,272.17697408520394,96,0.01,0.010000000000000009,0.1,EEodWwGh0wWq5f8JmzfKvq0lyeu1,-8.673617379884035e-18
176.86380804646456,368.28370688468794,359.7276160929291,128,0.8992628548877606,0.99,0.2577801492004495,EUhcW9kURScie1DwGPHqmNqotJB2,-0.0907371451122394
114.0675142094852,241.39155024236018,234.1350284189704,83,0.189464452236978,0.01,1.25485760103877,EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.179464452236978
90.11911216781981,192.76138614532653,186.23822433563961,65,0.99,0.01,0.1,EoToosG69XMp4LTYdB6sB9WTrv22,0.98
116.44663153563916,246.18571346780826,238.8932630712783,84,0.031366817147420824,0.99,0.1,Fz7EUjZCLuUBxLDUVtN6djaBTy42,-0.9586331828525791
176.29245237963707,367.140995551033,358.58490475927414,128,0.01,0.99,5.595730861445281,G1Ff3XYUZMRsPafyEQ80ussnVlf1,-0.98
137.06355768442577,287.9124749192553,280.12711536885155,99,0.7576093585402235,0.01,0.45124285561031574,G9VruXninjUdE9czK2DambZl5li2,0.7476093585402235
115.03807431947803,243.33267046234585,236.07614863895606,83,0.99,0.99,0.1,GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.0
104.66015672637434,222.35172971830974,215.32031345274868,77,0.01,0.99,8.745635934711041,GEwkBw3YHaNp3TCh9YS9PKVfavz1,-0.98
121.79831543780895,257.06253998481435,249.5966308756179,89,0.06221266540275029,0.30213367734641783,2.4970532909544656,HSggdq91WiQp16bOj7V3dABkcgk2,-0.23992101194366755
92.88697272124557,198.38802330066403,191.77394544249114,67,0.01,0.01,0.1,HbydnnT1hUP3WagAy2TJAc6GqVs2,0.0
115.07531975015924,243.40716132370827,236.15063950031848,83,0.01,0.2942419597158987,0.1,HyQM2xKwwuVfqidmRYF6TiRk90C2,-0.2842419597158987
149.56279183643633,313.1719773542453,305.12558367287266,108,0.01,0.31296065667587974,2.1822073420955928,IaTJhUGICmO9xcL3605RW8QHneN2,-0.30296065667587974
103.95139193341164,220.85524820743223,213.90278386682328,75,0.99,0.01,0.17776062643766288,JOBWLirr6KYf3GXJ3jPFKmd48S93,0.98
123.4021944577904,260.2702980247772,252.8043889155808,89,0.01,0.01,0.1,JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.0
83.09552702809435,178.474087742855,172.1910540561887,60,0.8885909220168933,0.9240562979701061,0.33062788117390096,Jp6aXC9KLjcFZBaQdZl4i9dUscl1,-0.03546537595321286
103.7006935409477,220.35385142250433,213.4013870818954,75,0.2001706015897704,0.5813776851851592,0.4412725240024961,JvrZiMHtAfP6gvQtlevYWafKy0z2,-0.3812070835953888
96.74491912306625,206.23532397228058,199.4898382461325,70,0.01,0.8298459348786488,2.7056567857948557,K26uNuY0VNPjJNF26wEx3bFg0kr2,-0.8198459348786488
128.94055130608913,271.478901091638,263.88110261217827,93,0.01,0.6758567080331792,0.1,K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-0.6658567080331792
91.50859114419082,195.58614651446092,189.01718228838163,66,0.99,0.01,0.1,KtKj6zUKc5Oogd2itg2jdwkchnf2,0.98
113.68595773447369,240.59207321074012,233.37191546894738,82,0.01,0.01,0.1,LSLmd8jENtONZFVkIpRDX665Bu73,0.0
98.43974794010477,209.66753551133348,202.87949588020953,71,0.01,0.01,0.1,Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.0
134.4211946249026,282.56652218531536,274.8423892498052,97,0.99,0.01,0.22816605971130405,LliUMEIsrCVZ88YFQfevan2Og4z1,0.98
141.0381815249395,295.9512814897318,288.076363049879,102,0.01,0.99,3.6740952727233527,M4Km1Q2P2oPliChDQkwl6k20FUI3,-0.98
151.82396863002546,317.74937835742816,309.6479372600509,110,0.99,0.99,0.2891560766305081,MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.0
107.42703327613675,227.9241930323423,220.8540665522735,78,0.99,0.01,0.7271572175499826,O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.98
90.49390334153365,193.5567709091466,186.9878066830673,66,0.4512112722246981,0.01,1.061015114220385,OExlWyngGfPrScDYjaRcv5PIAet1,0.4412112722246981
122.01469982229197,257.46141008801857,250.02939964458395,88,0.01,0.01,0.1,ORuVuFPU5idz3fMoXTGsbwToW2j2,0.0
110.88646915098919,234.919018206,227.77293830197837,80,0.44540251014827253,0.01,0.18788527898572213,P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.4354025101482725
94.12395143322404,200.90642598197638,194.24790286644807,68,0.2901127760156851,0.99,0.22442306341302465,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,-0.6998872239843149
132.13888361064664,277.9708117956968,270.2777672212933,96,0.99,0.99,0.3930078593540851,PLreonkqaMeFc0UqxKUelH44UQu1,0.0
177.25289502978458,369.061880851328,360.50579005956916,128,0.01,0.99,6.483800318534067,PXesLO51qlY7lJBrLdOAZiHmUR72,-0.98
176.87583543818246,368.30776166812376,359.7516708763649,128,0.01,0.99,8.936268023635405,PkpTH7pWpEOG9A86xSloOSozwTk2,-0.98
102.3431235144451,217.5984423085027,210.6862470288902,74,0.01,0.99,3.989153174707232,QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,-0.98
138.64584699306425,291.1072045440928,283.2916939861285,100,0.01,0.8343595077754034,0.1,QbOEVCaZLUMOgltUdXm58oZOALv2,-0.8243595077754033
94.21547561285696,201.1332707395057,194.43095122571393,69,0.39688430659357093,0.99,0.6815811325415949,Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-0.593115693406429
131.5608092432389,276.78324916127946,269.1216184864778,95,0.01,0.01,3.528427523947141,QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.0
83.49748662128084,179.3275948350816,172.99497324256168,61,0.99,0.99,0.8284163648618177,Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.0
112.28976221851805,237.76287190105342,230.5795244370361,81,0.01,0.99,0.1,Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,-0.98
119.2254222351788,251.81388635911813,244.4508444703576,86,0.01,0.99,0.1,Ru3Qf6pXZua1DfNkQdhbor6iJ403,-0.98
138.63142453743683,291.07835963283793,283.26284907487366,100,0.01,0.3291570918307088,0.1,SOhR7IO689NQCPQu56SjATO8FR92,-0.3191570918307088
176.94469018696446,368.44547116568776,359.88938037392893,128,0.01,0.99,4.851694582354059,SPCT9D90pRa1ihXS5jEw6vCmquI3,-0.98
115.96543673480045,245.22332386613084,237.9308734696009,84,0.99,0.01,0.803070644075044,SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.98
98.05525945278124,208.94051726261065,202.1105189055625,72,0.9870422883856727,0.99,0.6726978137649159,SpSfX0ZcfcPLdlOENlfdfvEPwru2,-0.0029577116143273408
119.22740785469048,251.8178575981415,244.45481570938097,86,0.01,0.5788756640532987,0.1,SvtOrPatsnWjicxtyndEzSdO5Wp1,-0.5688756640532987
108.19095504206736,229.4520365642035,222.38191008413472,78,0.99,0.01,0.1,ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.98
175.563421111966,365.6829330156908,357.126842223932,128,0.6779175202747533,0.01,1.1492158237413097,UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.6679175202747533
110.84391431834389,234.8711761007051,227.68782863668778,81,0.99,0.99,0.5532126494802886,Ub7nV8F55kPruh35ZpUcKoBUyn63,0.0
124.12315172915469,261.74573246930015,254.24630345830937,90,0.9444668868221316,0.99,0.3337755511117952,UbqFccqQZZgcqJIqCn3ErH9zQdM2,-0.045533113177868345
104.12577422696293,221.28296471948693,214.25154845392586,77,0.99,0.7835509414499687,0.9126801098658461,UbwuSMtBsHdW3Ji41opk3GInMqi2,0.20644905855003126
104.96067581014871,222.91355164115643,215.92135162029743,76,0.5417821734863068,0.99,0.3350115036893342,Uryn3G6dNMRdHjTi9jSNnuXQYTf1,-0.44821782651369324
111.56525560580235,236.31385867562201,229.1305112116047,81,0.99,0.99,0.3803026132017256,VwTymW8T68MfpnJvZ2X97ILqDWS2,0.0
120.69317559743777,254.81836163831017,247.38635119487554,88,0.99,0.01,0.8623997873832069,WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.98
135.49572993992447,284.74636231586067,276.99145987984895,98,0.20401720289589506,0.01,0.7772485785298429,WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.19401720289589505
129.64204171100442,272.91396776881885,265.28408342200885,94,0.99,0.32838643109776466,0.615034602015648,WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.6616135689022353
148.03645177856913,310.09139006052396,302.07290355713826,107,0.99,0.667038674985064,0.2697918842495589,WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.322961325014936
99.64421045267603,212.11841926240024,205.28842090535207,72,0.19059217122088953,0.99,0.26847363314226613,Wfo71fsX1VVfPZnzhT7HEYBTwnq1,-0.7994078287791104
102.44177217701102,217.79573963363455,210.88354435402204,74,0.8857053522178366,0.1914961380741973,0.37190448491088757,WnC6Uscb5VMIr43GASKiUCO3AYH2,0.6942092141436393
123.27748356905657,260.02087624730956,252.55496713811314,89,0.06990773564650807,0.01,0.479328593123632,WqoZv41KTtTCuPKBPyClregrKAi1,0.059907735646508066
157.53129433222895,329.29738504954764,321.0625886644579,115,0.016080468891078795,0.99,10.0,XehZHBpwr5MYzUXkj0FAYCsFG922,-0.9739195311089212
94.27101967005515,201.20056245563862,194.5420393401103,68,0.39474659167386134,0.01,0.1,YEU5ox3jteVINfdSTg5ymqYcS9o2,0.3847465916738613
91.00829583836355,194.5855559028064,188.0165916767271,66,0.99,0.99,0.4563854299824558,Yco8O7tmHlbsUBfKW2ywcZByGO32,0.0
120.61521152153557,254.6281473990349,247.23042304307114,87,0.01,0.99,0.1,Z3GikGkUkjMOa6UK1xdIDvuGRHp2,-0.98
110.79539331184117,234.73686652770397,227.59078662368233,80,0.1593511096761163,0.25321306666823656,0.44321245503513784,ZEd5KGl23wS7rvzDkxzgqmCgLaC3,-0.09386195699212027
120.55921386480729,254.51615208557834,247.11842772961458,87,0.43270242554942856,0.99,0.11351128534605633,aM2995jJmJWvr6cneaGH58HauIg2,-0.5572975744505715
177.45188920054585,369.45986919285053,360.9037784010917,128,0.01,0.01,0.1,afdTz6deeYWf1qKNdUpKAYKN3hz1,0.0
164.9228989584858,344.1831683963062,335.8457979169716,119,0.01,0.16611855307858028,1.3721298193363847,aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-0.15611855307858027
112.01716427185988,237.21767600773708,230.03432854371977,81,0.5033067049013595,0.01,0.6823202177507426,asKxydfXDkZAk89VaD4hwVovkzJ3,0.4933067049013595
111.92891378230277,237.04117502862286,229.85782756460554,81,0.01,0.99,3.659450668714763,azdL1gX79EVd9iepyCAVQrqIaQF3,-0.98
124.32523956904187,262.1499081490745,254.65047913808374,90,0.6867420754070177,0.45990508357331433,0.5231459519083639,bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.22683699183370337
176.84715332128357,368.250397434326,359.69430664256714,128,0.23398259740754943,0.99,0.3418391635901394,biQ16yPcCKSkJQhSxUKcDc8gm8I2,-0.7560174025924505
97.02165766265088,206.78880105144984,200.04331532530176,70,0.01,0.99,0.5433255616629836,btpcu1rB1JeSTo2upeHGPdv8kYG3,-0.98
117.84100877424927,249.0099713179695,241.68201754849855,85,0.01,0.23623233676203423,0.1,c0hRe9PCPPZs3HWFqhIQargNlp52,-0.22623233676203422
133.03732465046875,279.767693875341,272.0746493009375,96,0.99,0.01,0.12940590809468447,c8BtRUVPPPZHjyhX2rn702NoUld2,0.98
166.36881969591394,347.100114620174,338.7376393918279,120,0.01,0.99,0.1,cC0BEsQjfrcuCyoaOas9zJT0MNs2,-0.98
142.61658671657386,299.13736039783663,291.2331734331477,103,0.99,0.01,0.47750419099870695,cEIs6U87xfbSL5eFTXDK77MmvNf1,0.98
164.6240316871647,343.585433853664,335.2480633743294,119,0.10546157836200597,0.99,0.37296743242576325,cUugYJoOmOSFc0Mh5JD0ZXJrYN52,-0.884538421637994
175.90011148082363,366.3563137534061,357.80022296164725,128,0.01,0.01,8.903613005786493,cec6NLR2ZLVVw6h0TEKSNIH11v02,0.0
106.76502784795186,226.56147196146478,219.5300556959037,77,0.01,0.01,0.1,cfoKz0AGhvYmW0DJmVKAZ01jh752,0.0
121.94568225673181,257.32337495689825,249.89136451346363,88,0.99,0.99,0.10101869410073638,d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.0
100.80216757089848,214.47571346524214,207.60433514179695,73,0.6036267802093602,0.99,0.3301166632948798,dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,-0.38637321979063977
104.9272563988587,222.8467128185764,215.8545127977174,76,0.4619933075666194,0.8092686936853094,0.3940332713837152,e7NIVznoeNMC7bBejXnMVvFNPfx1,-0.34727538611869
112.30057550286644,237.7844984697502,230.60115100573287,81,0.4893448217405503,0.01,0.1,fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.47934482174055026
122.00398455635742,257.43997955614947,250.00796911271485,88,0.01,0.3868537399402982,0.1,fEq0OghbLpfD1jigl1Mbz96aMbg2,-0.3768537399402982
106.75086727163445,226.53315080882996,219.5017345432689,77,0.01,0.01,0.1,foaW7wtvY3XLNdguFUK7OvOefP93,0.0
139.99886725859133,293.8430960677064,285.99773451718266,101,0.13614675798863551,0.01,0.24541653119993634,g2G9l3no7RbeRA9a1W3JnfegTnh2,0.1261467579886355
99.67144693820259,212.17289223345335,205.34289387640518,72,0.99,0.01,0.4052561358466317,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.98
96.2313929352743,205.20827159669668,198.4627858705486,70,0.99,0.6060279663043275,0.7729083783241618,h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.38397203369567245
173.8555985011401,362.2200427231346,353.7111970022802,126,0.99,0.7492663540162156,0.33269900388316637,h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.24073364598378444
102.33414911299809,217.5804935056087,210.66829822599618,74,0.01,0.99,3.6228098469015557,hOrA1ssI5vaeeeXRJhtjrGrqHQn1,-0.98
119.72468940509373,252.84710316615121,245.44937881018745,87,0.27341435769062084,0.01,1.0277089184486938,hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.2634143576906208
112.14097273598988,237.46529293599707,230.28194547197975,81,0.9464658432774271,0.01,0.3115249290881744,htPWXDgfuheOJbl6ihHore9XuDp2,0.9364658432774271
98.6250020720881,210.08000250122436,203.2500041441762,72,0.1718451768597284,0.5036826607203745,0.9169236196938361,i1bdbtLuM9UR71xKs8yOhuCwJ9o1,-0.3318374838606461
110.5358183425274,234.21771658907645,227.0716366850548,80,0.99,0.01,0.44475282062242255,i1tBstVkNiVP0qro7TgGD08IGGa2,0.98
94.08792021976923,200.83436355506677,194.17584043953846,68,0.527855588494996,0.99,0.27282437583743,iKVZi0Oo96UrMBhPQMHWFcf55uA3,-0.46214441150500396
108.13482122232512,229.41572234867186,222.26964244465023,80,0.030956511068067565,0.9262311477592183,4.2859579239821075,iWsc4pghIEWOQUZKuQJMfe516UI3,-0.8952746366911508
174.3788979550483,363.266641630951,354.7577959100966,126,0.99,0.12769070665680557,0.4975262871219654,iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.8623092933431944
144.19467695390392,302.322526605232,294.38935390780784,104,0.01,0.01,0.1,iZX3U88SSqYAtT564nBPgHUBsei1,0.0
102.36576827156189,217.6437318227363,210.73153654312378,74,0.01,0.7583444326309297,2.6874448449838835,idP8RVfm74N86O0dszLXANIpjXv2,-0.7483444326309296
108.65678418576914,230.42191192893935,223.31356837153828,79,0.01,0.822339960998431,9.275761459626327,iv9ew8Ci8lOzvXFiJw1acJfuRAl2,-0.812339960998431
88.71674017439578,189.91012959887058,183.43348034879156,64,0.7209876204991225,0.99,0.1,jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,-0.26901237950087753
108.08602400955417,229.2421744991771,222.17204801910833,78,0.07124815311446665,0.9625551323644188,0.16739138193598602,jzdk8E3tVXTXIozlfK5oeEb7wWp2,-0.8913069792499522
140.09919711215406,294.0437557748319,286.1983942243081,101,0.99,0.01,0.1,k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.98
120.4569054808132,254.31153531759017,246.9138109616264,87,0.99,0.99,0.17940735819165046,kI0YdycDU0X5hcoEPjEON3Ionyd2,0.0
116.34803682166435,245.98852403985865,238.6960736433287,84,0.99,0.3428131769189247,0.28312264787201674,kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.6471868230810753
92.19995475436721,197.01398736690732,190.39990950873442,67,0.99,0.22403865041940046,0.6919710141014808,kgSRatooJJfDaMZ2yIURqb8aJuE3,0.7659613495805995
176.46314480907506,367.48238040990896,358.9262896181501,128,0.453485046011313,0.7378241227943556,0.6279507572266508,kxerHPSL3bQjD74HhiebYf3blPr1,-0.2843390767830426
150.35903807024127,314.79211978716995,306.71807614048254,109,0.4866549715350673,0.273661258201025,0.6668816156435055,lHDkoPQu5reNCO45npeYSS9eLQl1,0.21299371333404232
115.84093211081358,244.9743146181571,237.68186422162717,84,0.1719864423909973,0.4995939153648229,0.6014549007439487,lpzDdvuMkKWkPxu6xeclmdctEp42,-0.3276074729738256
111.96804736124794,237.1194421865132,229.93609472249588,81,0.01,0.35229520209135534,4.590235589357557,m69r9GQTk2b51mvxrFLt4fZeJi52,-0.34229520209135533
148.11104545523554,310.2405774138568,302.2220909104711,107,0.99,0.99,0.1840034879616888,mUZzgdWKnPb2txOkJg9FHgqX5792,0.0
100.4560585492334,213.82431237807933,206.9121170984668,74,0.01170380492102065,0.7374601080850824,10.0,mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,-0.7257563031640618
174.67294806260674,363.8547418460679,355.34589612521347,126,0.01,0.99,0.1,mg2WZiRBn4NQDKiMK43Y8dBqyG53,-0.98
110.90548652574101,234.95705295550366,227.81097305148202,80,0.01,0.99,0.1,mweMgSlGM2VxThhwnupYxYzUbR23,-0.98
99.53456430756643,211.89912697218102,205.06912861513285,72,0.8202731631816499,0.01,0.590408968672229,mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.8102731631816499
109.54144786349923,232.19123928439953,225.08289572699846,79,0.01,0.01,0.1,nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.0
102.47404105781759,217.8602773952477,210.94808211563517,74,0.01,0.99,1.581450950748782,o4jXmZcjtMVF2ZInToRpVHUhpdV2,-0.98
102.28678837887561,217.48577203736374,210.57357675775123,74,0.1976123321799834,0.02898895345324706,0.9200155700936344,ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.16862337872673633
