model,n_participants,mean_bic,sd_bic,mean_aic,sd_aic,mean_nll
basic_rw,206,254.11251733178753,51.57887715063676,249.18218625987194,51.18666434387482,122.59109312993597
asymmetric_rw,206,258.0151351809172,51.64973431492073,250.6196385730437,51.06277778275344,122.30981928652184
forgetting_rw,206,258.33352320008555,51.746943175439746,250.93802659221208,51.16076214115606,122.46901329610604
