task,metric,beta_ucla,se_ucla,p_ucla,r_squared,n
wcst,pre_switch_slowing,-24.568770446636865,62.2417315272888,0.6930410719786037,0.029123428554419517,164
wcst,switch_cost,29.898783991712204,91.50441014741934,0.7438593108440518,0.022167299759515258,164
