task,metric,beta_ucla,se_ucla,p_ucla,r_squared,n
stroop,overall_interference,3.5342656805719974,13.344951134217782,0.791133366506389,0.04377911368517806,171
stroop,interference_change,46.26370478650356,17.83811948352008,0.009499614626816628,0.058412534518382686,171
