participant_id,wcst_switch_cost_rt_k1_sd,wcst_switch_cost_error_k1_sd,wcst_switch_cost_rt_early,wcst_switch_cost_rt_late,wcst_switch_cost_rt_early_late_delta,wcst_switch_cost_error_early,wcst_switch_cost_error_late,wcst_switch_cost_error_early_late_delta,wcst_exploration_rt_mean,wcst_exploration_rt_sd,wcst_exploitation_rt_mean,wcst_exploitation_rt_sd,wcst_switch_first_trial_rt,wcst_switch_first_trial_correct,wcst_switch_first_error_latency,wcst_switch_first_error_rt,wcst_switch_signal_rt,wcst_switch_signal_delta,wcst_lucky_streak_len,wcst_exploration_rt_slope,wcst_exploration_error_rate,wcst_confirmation_rt_mean,wcst_confirmation_rt_slope,wcst_confirmation_error_rate,wcst_post_reacq_rt_cv,wcst_exploitation_rt_slope,wcst_exploitation_error_rate,wcst_shift_pe_rt_mean,wcst_shift_pe_count_mean,wcst_shift_pe_rate_mean,wcst_post_shift_pe_rt_mean,wcst_post_shift_pe_slowing,wcst_shift_pe_rt_mean_reacq,wcst_shift_pe_count_mean_reacq,wcst_shift_pe_rate_mean_reacq,wcst_post_shift_pe_rt_mean_reacq,wcst_post_shift_pe_slowing_reacq,wcst_stable_pe_rt_mean,wcst_stable_pe_count_mean,wcst_stable_pe_rate_mean,wcst_shift_error_rt_mean,wcst_post_shift_error_rt_mean,wcst_shift_post_error_slowing,wcst_stable_error_rt_mean,wcst_post_stable_error_rt_mean,wcst_stable_post_error_slowing,wcst_nonshift_error_rt_mean,wcst_shift_error_count_total,wcst_shift_error_rate,wcst_nonshift_error_count_total,wcst_nonshift_error_rate,wcst_pe_context_rt_delta,wcst_pe_context_rate_delta,wcst_pe_context_rt_delta_reacq,wcst_pe_context_rate_delta_reacq,wcst_error_context_post_error_rt_delta,wcst_error_context_pes_delta,wcst_exploration_penalty,wcst_switch_cost_rt_k1_to_colour,wcst_switch_cost_error_k1_to_colour,wcst_switch_cost_rt_k1_to_shape,wcst_switch_cost_error_k1_to_shape,wcst_switch_cost_rt_k1_to_number,wcst_switch_cost_error_k1_to_number,wcst_switch_cost_rt_mean_k1_k5,wcst_switch_cost_error_mean_k1_k5,wcst_switch_cost_rt_slope_k1_k5,wcst_switch_cost_error_slope_k1_k5
23AEyocWhqY955WHbxhHRSgQ1ms2,699.9139012129814,0.0,494.38333333407854,780.8333333333334,-286.4499999992548,1.0,1.0,0.0,1540.376666666861,541.789286524582,1158.031428571684,329.64540189239835,1026.3,0.6,1.6,1391.340000002086,2229.380000001192,1156.6066666667662,0.6,140.05458874479902,0.7424242424242424,1632.6533333321413,-604.8400000005965,0.0,0.28887547137718655,-53.09571428522459,0.0,1095.2000000029802,0.6,0.1619047619047619,1638.175000000745,542.9749999977648,1426.866666668157,1.6,0.21841269841269845,1883.7166666676599,456.8499999995032,,0.0,0.0,2049.217647058999,2122.535294116858,73.31764705785932,,,,,17.0,0.4358974358974359,1.0,0.021739130434782608,,-0.1619047619047619,,-0.21841269841269845,,,382.3452380951769,105.20000000049663,1.0,1266.8500000002484,1.0,8.366666667163486,1.0,588.4026666649183,0.4800000000000001,-156.26400000065578,-0.19999999999999996
23hG7h2ByUZDbmOMTDtp0HT0xRb2,1774.9016758417072,0.5,686.8333331743879,1627.7999997933707,-940.9666666189828,0.0,0.5,-0.5,1344.666666587194,403.275042498206,1316.056043943206,552.5817723945968,1223.0499999523163,0.25,1.25,1197.75,3356.4999998807907,2209.4166665077214,0.25,-332.05000019073486,0.7916666666666667,1692.8916666905084,-696.4375000000007,0.0,0.37499003035852096,-93.41579667355988,0.038461538461538464,1314.4666666984558,0.75,0.375,2789.9999998410544,1475.5333331425984,1114.7374999523163,1.25,0.2583333333333333,2967.7749999165535,1853.0374999642372,1016.5999999046326,0.25,0.019230769230769232,1216.279999923706,2909.1999999046325,1692.9199999809266,3255.399999856949,4106.849999904633,851.4500000476837,2769.902325641277,5.0,0.2631578947368421,43.0,0.3944954128440367,-297.86666679382324,-0.3557692307692308,-98.13750004768372,-0.23910256410256409,1197.65,-841.4699999332429,28.61062264398788,-127.86666695276892,1.0,2582.9499998092656,0.0,-408.7666667302449,0.0,410.70166659355164,0.15,-378.7624999761583,-0.025000000000000005
28nQWMwCaSNFBEXlicY3eHqpwKU2,220.35897801727455,0.447213595499958,95.7666664918263,-179.78333330154408,275.5499997933704,0.0,0.5,-0.5,1344.2799999634424,59.984380775217275,1531.0030075295526,367.71763262566697,1295.2599999427796,0.0,1.0,1295.2599999427796,1600.739999961853,25.58666659990954,0.0,56.99999999999982,0.9333333333333333,1606.15333331426,-75.71999998092676,0.0,0.22623249725301314,17.430984963779224,0.06315789473684211,1326.1199999570847,1.2,0.5333333333333333,1617.2099999427796,291.08999998569493,1337.5199999570846,1.4,0.29666666666666663,1626.139999961853,288.6200000047684,2444.0,0.6,0.031578947368421054,1322.0857142380305,1582.91428569385,260.82857145581926,2356.5666666825614,2427.3000000317893,70.73333334922783,2395.0125000178814,7.0,0.30434782608695654,8.0,0.12307692307692308,1117.8800000429153,-0.5017543859649123,1106.4800000429154,-0.2650877192982456,844.3857143379394,-190.0952381065914,-186.72300756611025,295.96666661898325,0.0,-0.9166667064031344,0.5,-83.10000010331464,0.0,-9.765333379109618,0.12000000000000002,-38.71400000095368,-0.04
2FHuv7L9nWPdbIiWHRIuXtcoyw83,379.4370391338205,0.44721359549995804,508.6666666666667,215.16666666670545,293.49999999996123,0.5,0.0,0.5,1591.56666666662,183.4779619424139,1167.2857142857142,481.72663097434935,1422.5999999999535,0.2,1.4,1590.3999999999535,1414.8,368.5333333333644,0.4,356.49999999999994,0.9,1602.9999999999845,-170.30000000004696,0.0,0.3990195168547973,-38.135714285717555,0.0,1651.083333333275,1.2,0.45,1493.75,-157.3333333332751,1640.9666666666199,1.6,0.3071428571428571,1607.6,-33.366666666620084,,0.0,0.0,1605.249999999971,1683.875,78.6250000000291,,,,1406.9999999997672,8.0,0.32,1.0,0.021739130434782608,,-0.45,,-0.3071428571428571,,,424.2809523809058,246.00000000007765,0.0,124.66666666674422,0.5,599.1666666666279,0.0,425.61333333336444,0.16,-46.120000000004666,-0.08000000000000002
2h5FgHUEvBS1twD5DqbTIRrMm1f2,3131.733001653029,0.5477225575051662,1253.2499999701975,5291.516666650771,-4038.2666666805735,0.0,0.5,-0.5,2145.997666654289,1177.0565818954085,1469.0857142936616,861.4216976128075,965.9799999833107,0.2,1.2,1050.1199999928474,4076.939999985695,2852.8733333110804,0.2,533.1398809607895,0.7583333333333334,2294.379999999205,-1770.8300000011932,0.0,0.5309316308984077,-15.247929403738945,0.05217391304347827,1076.4874999821186,1.0,0.36666666666666664,4441.949999988079,3365.46250000596,1554.7599999884765,2.0,0.27835497835497836,4167.193333325783,2612.4333333373065,8385.199999988079,0.6,0.02608695652173913,2445.0466666579246,3314.7133333245915,869.6666666666665,4991.1500000059605,3266.900000011921,-3399.5,4910.160000002385,15.0,0.4166666666666667,7.0,0.1111111111111111,7308.7125000059605,-0.3405797101449275,6830.439999999602,-0.2522680218332392,-47.81333331267069,-4269.166666666666,676.9119523606273,-420.46666663885117,1.0,1719.4666666487853,0.5,4825.299999972183,0.0,1293.737333319187,0.36,-255.8599999964234,-0.10000000000000003
2zDXvJKvjeejeOSNbtDbtSI5cdz1,787.8432970957597,0.5477225575051662,57.80000000167604,-79.90000000099326,137.7000000026693,0.5,1.0,-0.5,1785.976666667002,597.7106935726285,1472.2314285713649,526.940239033802,1349.0400000002235,0.2,1.2,1485.7200000002981,2581.360000000894,852.1800000009437,0.2,1832.0000000009313,0.9333333333333333,1776.8200000004224,-401.5900000000377,0.0,0.33346605985160366,67.65071428581815,0.0,1490.7500000004657,0.8,0.3333333333333333,2115.150000000838,624.4000000003725,1485.7200000002981,1.0,0.21333333333333332,2581.360000000894,1095.640000000596,,0.0,0.0,1949.4000000003725,2548.0625000004657,598.6625000000931,,,,1795.9000000003723,8.0,0.3333333333333333,1.0,0.02127659574468085,,-0.3333333333333333,,-0.21333333333333332,,,313.7452380956372,1324.5000000018624,0.0,493.6833333335816,1.0,-515.7833333328988,0.5,83.70800000016872,0.16,-158.244000000246,-0.14
3FSnTCSiUodLp5u3bE0xaUjLk0b2,713.9988987698148,0.5477225575051662,742.7833333333643,465.7499999999222,277.03333333344216,0.5,0.5,0.0,1491.060000000091,485.11044290680667,1166.5497142857064,253.78059119215177,1153.3800000000745,0.4,1.4,1150.3800000000745,2046.6799999999814,967.8666666666355,0.4,136.4142857142891,0.825,1559.2733333333085,-238.6799999999351,0.0,0.22076753514357642,-19.289571428567324,0.01333333333333333,1140.0000000001553,0.6,0.26666666666666666,2419.066666666729,1279.0666666665734,1223.0800000001211,1.6,0.25272727272727274,2165.1899999999905,942.1099999998696,,0.0,0.0,1507.0600000000559,2128.3099999999627,621.2499999999069,886.5,1245.9000000003723,359.4000000003723,2959.149999999907,10.0,0.3448275862068966,3.0,0.05454545454545454,,-0.26666666666666666,,-0.25272727272727274,-882.4099999995904,-261.8499999995346,324.5102857143845,1777.9666666667908,1.0,804.6666666665112,0.5,403.86666666677525,0.5,433.67066666665795,0.2,-118.01599999995894,-0.08
3WijiOiVCoMbn80F05SPYsxl0TC2,729.7062503578995,0.44721359549995804,-96.71666663885105,577.1166667143501,-673.8333333532012,0.5,1.0,-0.5,1790.7466666777932,538.5626704590728,1141.025714288439,253.4208395307936,1577.3600000143051,0.2,1.2,1603.4400000095368,1810.3800000429153,612.4533333698906,0.2,434.1814285743804,0.7666666666666668,1495.826666649183,-324.91000001430547,0.0,0.20619303156406849,-3.8585714306149343,0.0,1914.5875000059605,1.2,0.36666666666666664,1983.1875000447035,68.60000003874302,1776.8599999944367,1.8,0.27999999999999997,2123.153333365917,346.2933333714801,,0.0,0.0,1875.0416666766007,2033.1416666805744,158.10000000397366,,,,4060.0500000417233,12.0,0.3870967741935484,4.0,0.08163265306122448,,-0.36666666666666664,,-0.27999999999999997,,,649.7209523893541,1636.5666666030884,1.0,372.3333333134651,1.0,108.06666676203395,0.5,350.14133331934613,0.31999999999999995,-154.07600001573564,-0.18000000000000002
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,332.80714519612866,0.5773502691896257,-241.11666711171472,32.88333288828534,-274.00000000000006,0.5,0.5,0.0,1113.7093748092652,311.2503191847926,1122.3909357170958,326.1060134804027,905.7999999523163,0.5,1.5,968.375,1178.6499996185303,25.633332888285338,0.5,109.31470582485203,0.746875,1166.1916666030884,-151.21249985694908,0.0,0.2861796118644794,7.14849650415626,0.12074592074592072,957.8000001907349,0.5,0.25,1118.8499994277954,161.04999923706055,1191.1487498760223,4.0,0.36907894736842106,1238.447499716282,47.298749840259546,1055.4916667143505,1.25,0.1015151515151515,1037.9352939269122,1100.1941174338845,62.258823506972384,1008.9666666984558,1182.8999999364216,173.93333323796585,1375.847058688893,17.0,0.4722222222222222,17.0,0.18478260869565216,97.6916665236156,-0.1484848484848485,-135.65708316167184,-0.26756379585326956,82.70588250253718,111.67450973099346,-8.681560907830544,-323.33333365122473,1.0,94.68333307902014,0.5,-282.5000009536743,0.0,-23.106666882832847,0.45,11.345000076293935,-0.05000000000000002
3xCaqfcHxRQxuOlEzXz3PNcHODH2,924.5700458359719,0.44721359549995804,774.0833333283664,134.00000000745047,640.0833333209159,0.5,0.0,0.5,2291.14999999851,638.7295554437011,1178.0077922090697,370.68392936688906,1573.119999998808,0.6,8.5,2265.25,1821.8500000052154,587.0333333363136,7.5,,1.0,1303.1333333363134,-67.51999999731792,0.0,0.3089792481946145,12.6691818182984,0.018181818181818188,1891.2999999970198,0.4,0.13333333333333333,1882.8499999940395,-8.450000002980232,1891.2999999970198,0.4,0.08,1882.8499999940395,-8.450000002980232,1911.1000000089407,0.2,0.01818181818181818,2157.86666666468,1754.43333333234,-403.43333333233994,1911.1000000089407,1644.7000000029802,-266.40000000596046,2367.0500000044703,3.0,0.16666666666666666,2.0,0.0392156862745098,19.80000001192093,-0.11515151515151514,19.80000001192093,-0.06181818181818182,-109.73333332935977,137.03333332637948,1113.1422077894401,965.4666666636865,0.0,1209.2833333313465,0.5,-301.1999999955297,0.0,86.38666666706406,0.08,-89.63400000005959,8.611689126458168e-18
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,898.9128759538113,0.5477225575051662,727.383333333341,1002.5000000000776,-275.1166666667366,0.5,0.0,0.5,1424.423333333328,580.9333833174039,1042.6719327731057,293.991949441879,1086.5999999999535,0.4,1.4,1070.8600000000092,3162.1600000000094,1992.3800000000124,0.4,565.660000000021,0.7333333333333334,1646.379999999997,-491.9099999999864,0.0,0.2829862247944863,24.52981092436557,0.011764705882352944,932.8999999999845,0.6,0.3,2225.6666666667443,1292.7666666667599,1198.05,1.2,0.2304761904761905,2665.2000000000235,1467.1500000000233,1060.5,0.2,0.011764705882352941,1344.0999999999933,2607.8714285714086,1263.7714285714153,1060.5,1951.8999999999069,891.3999999999069,2735.399999999907,7.0,0.2692307692307692,2.0,0.03571428571428571,127.60000000001548,-0.28823529411764703,-137.54999999999995,-0.21871148459383755,-655.9714285715017,-372.37142857150843,381.75140056022224,-76.06666666649596,1.0,1581.4833333333954,0.0,148.40000000002328,0.5,561.4439999999975,0.16,-307.1280000000028,-0.10000000000000003
50R0P1MIMvRvK1qpqfGROchII6R2,387.683375425406,0.5,-73.98333334922785,241.1666669050852,-315.15000025431306,1.0,0.5,0.5,1104.4107143070016,313.3700127958892,1110.6122764823613,416.23146785572044,987.9249999523163,0.5,1.5,1087.9499999284744,879.5749999284744,-156.2083332935969,0.5,70.72481276674579,0.7708333333333334,1008.3555555343627,-120.69999988873816,0.0,0.3659978444607825,-16.10195140617958,0.35065453384418904,900.5333332220713,1.0,0.3125,939.7000000476837,39.166666825612424,1103.984027809567,5.75,0.5395833333333333,1123.746527797646,19.76249998807907,1260.109523821634,5.0,0.24018199233716475,1117.817857180323,1117.9888888994853,0.13333331214057076,1295.0249999960263,1208.8333333532016,-86.19166664282481,1316.6692307728988,28.0,0.5714285714285714,26.0,0.3291139240506329,359.57619059956266,-0.07231800766283525,156.12549601206706,-0.29940134099616855,90.84444445371628,-86.32499995496538,-6.201562175359641,-178.0999997456869,0.0,292.3166668415069,1.0,-72.1666668256122,1.0,-44.14388879405129,0.5166666666666667,-36.97083334525427,-0.19166666666666682
5OOi73igsahMZ5IVKQwwyhnj4Cn2,345.74425487300425,0.0,-57.44999999956576,65.73333333316236,-123.18333333272813,0.0,0.0,0.0,2845.109523809471,401.47894678179165,1514.4514285714233,433.2745951685788,3319.2200000000184,0.4,3.5,3790.5250000000233,1897.0249999999069,310.7666666666045,2.5,-48.974999999993216,0.8571428571428571,1977.3266666667223,-329.43000000002843,0.0,0.2734255692301829,11.83500000001936,0.0,2162.899999999907,0.2,0.1,1833.9000000003723,-328.99999999953457,1898.2999999999302,0.6,0.09,2701.4500000001863,803.150000000256,,0.0,0.0,2934.7333333333177,2311.0833333333335,-623.6499999999845,,,,4395.700000000186,6.0,0.25,1.0,0.021739130434782608,,-0.1,,-0.09,,,1330.6580952380475,514.6999999998764,0.0,245.51666666675942,0.0,-237.23333333316282,0.0,131.6133333333209,0.08,63.56199999996465,0.019999999999999983
