participant_id,wcst_switch_cost_rt_k1_sd,wcst_switch_cost_error_k1_sd,wcst_switch_cost_rt_early,wcst_switch_cost_rt_late,wcst_switch_cost_rt_early_late_delta,wcst_switch_cost_error_early,wcst_switch_cost_error_late,wcst_switch_cost_error_early_late_delta,wcst_exploration_rt_mean,wcst_exploration_rt_sd,wcst_exploitation_rt_mean,wcst_exploitation_rt_sd,wcst_switch_first_trial_rt,wcst_switch_first_trial_correct,wcst_switch_first_error_latency,wcst_switch_first_error_rt,wcst_switch_signal_rt,wcst_switch_signal_delta,wcst_lucky_streak_len,wcst_exploration_rt_slope,wcst_exploration_error_rate,wcst_confirmation_rt_mean,wcst_confirmation_rt_slope,wcst_confirmation_error_rate,wcst_post_reacq_rt_cv,wcst_exploitation_rt_slope,wcst_exploitation_error_rate,wcst_shift_pe_rt_mean,wcst_shift_pe_count_mean,wcst_shift_pe_rate_mean,wcst_post_shift_pe_rt_mean,wcst_post_shift_pe_slowing,wcst_shift_pe_rt_mean_reacq,wcst_shift_pe_count_mean_reacq,wcst_shift_pe_rate_mean_reacq,wcst_post_shift_pe_rt_mean_reacq,wcst_post_shift_pe_slowing_reacq,wcst_stable_pe_rt_mean,wcst_stable_pe_count_mean,wcst_stable_pe_rate_mean,wcst_shift_error_rt_mean,wcst_post_shift_error_rt_mean,wcst_shift_post_error_slowing,wcst_stable_error_rt_mean,wcst_post_stable_error_rt_mean,wcst_stable_post_error_slowing,wcst_nonshift_error_rt_mean,wcst_shift_error_count_total,wcst_shift_error_rate,wcst_nonshift_error_count_total,wcst_nonshift_error_rate,wcst_pe_context_rt_delta,wcst_pe_context_rate_delta,wcst_pe_context_rt_delta_reacq,wcst_pe_context_rate_delta_reacq,wcst_error_context_post_error_rt_delta,wcst_error_context_pes_delta,wcst_exploration_penalty,wcst_switch_cost_rt_k1_to_colour,wcst_switch_cost_error_k1_to_colour,wcst_switch_cost_rt_k1_to_shape,wcst_switch_cost_error_k1_to_shape,wcst_switch_cost_rt_k1_to_number,wcst_switch_cost_error_k1_to_number,wcst_switch_cost_rt_mean_k1_k5,wcst_switch_cost_error_mean_k1_k5,wcst_switch_cost_rt_slope_k1_k5,wcst_switch_cost_error_slope_k1_k5
DAKDKPH698P12JfTbbjemLI6PIH2,480.42453067735676,0.44721359549995804,391.9833333094915,496.8166666626931,-104.83333335320157,0.0,0.0,0.0,1243.0200000007947,194.5099324938679,917.0930158684178,205.6500324339907,1190.160000002384,0.2,1.2,1111.3600000023841,1594.499999988079,668.0399999896684,0.2,264.24999999999983,0.8666666666666668,1133.2666666666667,-442.6099999964241,0.0,0.21568032795909148,-22.797202566804252,0.033333333333333326,1225.5,0.8,0.4,1429.574999988079,204.07499998807913,1271.3,1.2,0.25,1585.7899999916553,314.48999999165534,752.7999999523163,0.2,0.01111111111111111,1213.2714285765376,1635.399999993188,422.1285714166505,1403.5999999841054,1649.1000000039737,245.50000001986817,3186.7874999940395,7.0,0.2916666666666667,8.0,0.12903225806451613,-472.7000000476837,-0.3888888888888889,-518.5000000476837,-0.2388888888888889,13.700000010785743,-176.62857139678235,325.9269841323769,-36.79999997218454,1.0,408.816666652759,0.0,479.9833333194256,0.0,193.07600000063576,0.12000000000000002,-95.24199999928479,-0.08000000000000004
DPvStUYSmohmXwFwaKRqHv89R3k1,1121.6487473461839,0.0,2149.449999988079,1252.4333333571751,897.016666630904,0.0,0.0,0.0,1860.133333325386,0.0,1269.508571430615,428.15982445460577,2624.9200000047686,0.4,7.0,2121.0799999952314,2608.0599999904634,1462.8800000031788,6.0,,1.0,2271.9333333333334,-867.2599999904636,0.0,0.3164564177120644,-81.67000000817418,0.0,1860.133333325386,0.6,0.3,2919.0999999841056,1058.9666666587193,1860.133333325386,0.6,0.15,2919.0999999841056,1058.9666666587193,,0.0,0.0,1860.133333325386,2919.0999999841056,1058.9666666587193,,,,,3.0,0.16666666666666666,0.0,0.0,,-0.3,,-0.15,,,590.6247618947712,829.5333333015442,0.0,1230.616666674614,0.0,2171.26666667064,0.0,660.4200000222523,0.0,-253.85799998760228,0.0
DaRehVxIOhXtEtUExdgvUl0mKcx2,550.1649809978318,0.5773502691896257,894.6000000437103,1081.166666696469,-186.56666665275873,0.5,0.5,0.0,2092.953947364369,992.020627670787,1547.7476190470516,415.3223901006715,1567.574999988079,0.0,1.0,1567.574999988079,2301.7750000208616,987.8833333700896,0.0,86.60474983209969,0.805921052631579,1815.0333333346578,-850.3833333452548,0.0,0.25359512531484785,-69.77261905443088,0.0,1432.6624999940395,1.25,0.4583333333333333,2484.2250000163913,1051.5625000223517,1688.4264705790315,9.5,0.3659282700421941,2363.7095588283505,675.2830882493188,,0.0,0.0,2088.88032786768,2068.462295083726,-20.41803278395387,,,,2257.433333337307,61.0,0.6630434782608695,3.0,0.08333333333333333,,-0.4583333333333333,,-0.3659282700421941,,,545.2063283173175,1147.5000000397365,1.0,1283.4333333770437,0.0,237.16666668653488,1.0,665.3300000174179,0.3666666666666666,-315.33333333896275,-0.1333333333333333
Df83JuPuJkXqTGbENhM2gw5SJM43,157.11971833259076,0.5477225575051662,140.85000000005437,22.299999999968918,118.55000000008545,0.0,1.0,-1.0,1199.6766666666838,212.59173208491407,1232.7014996767857,394.2709170798609,1101.2000000000467,0.2,1.2,1124.3800000000278,1969.7400000000373,483.9200000000495,0.2,118.99999999999983,0.8333333333333334,1556.793333333296,-440.7800000000283,0.0,0.29610131058602407,13.760991704364026,0.03891402714932126,1299.9500000000407,1.0,0.39999999999999997,1732.9624999999942,433.0124999999534,1192.1000000000233,1.2,0.24333333333333332,1961.3100000000327,769.2100000000094,1369.5999999999767,0.4,0.02714932126696833,1231.4750000000058,1904.8624999999884,673.3874999999825,1774.266666666682,2161.533333333364,387.26666666668217,1932.4000000000233,8.0,0.32,4.0,0.06349206349206349,69.64999999993597,-0.3728506787330316,177.4999999999534,-0.21618401206636498,256.67083333337587,-286.12083333330037,-33.02483301010193,-20.700000000031082,1.0,-47.96666666671331,0.5,211.1166666667366,0.5,-92.08000000001556,0.16,-150.5440000000084,-0.14
DxSidjznjVSNDJuDqqGgxpMEGtw1,701.9058458353904,0.447213595499958,82.54999999205279,461.71666669845615,-379.16666670640336,0.0,0.5,-0.5,1676.6333333333337,195.44493354516868,1577.8428571428572,278.45289085088007,1576.6199999809264,0.2,1.4,1530.2,2194.3800000190736,631.4400000254316,0.4,-116.04999995231658,0.8666666666666668,1802.660000006358,-298.18999998569535,0.0,0.17720621737396614,-45.72642857006606,0.0,1571.6749999523163,0.8,0.36666666666666664,2106.25,534.575000047684,1530.2,1.0,0.22333333333333333,2194.3800000190736,664.1800000190735,,0.0,0.0,1709.866666674614,2238.8333333333335,528.9666666587194,,,,,6.0,0.2608695652173913,0.0,0.0,,-0.36666666666666664,,-0.22333333333333333,,,98.79047619047651,1025.266666650772,0.0,628.983333428701,0.5,-84.71666673819209,0.0,207.97600001970937,0.08,-41.084000005722096,-0.06
DzB19GqCB7fyrlEPexogWkjFzEx2,560.1777934506786,0.5477225575051662,105.11666667461384,351.5000000000001,-246.38333332538627,1.0,0.5,0.5,1660.787499954303,118.41718742288586,1642.8327472466688,480.5132362651413,1669.7599999427796,0.6,2.0,1728.6599999427795,1926.2,405.95999997456863,1.0,-70.89999997615847,0.7916666666666667,1661.6933333396912,-204.75000000000045,0.0,0.2928555265529444,-33.12989010850148,0.04615384615384614,1789.6999999284744,0.6,0.2333333333333333,1953.7500000596046,164.0500001311301,1682.9999999701977,1.2,0.23666666666666666,2035.050000011921,352.05000004172325,1729.4499999284744,0.4,0.03076923076923077,1720.0333333015442,1964.2000000079472,244.1666667064031,1786.6666665871937,2441.3666666348777,654.7000000476838,3047.1285714081355,6.0,0.2608695652173913,7.0,0.125,-60.25,-0.20256410256410254,46.44999995827675,-0.2058974358974359,477.16666662693046,410.5333333412807,17.95475270763427,-139.5333333810172,0.0,637.6499999761581,0.5,-181.0333333015442,1.0,106.87999997456875,0.27999999999999997,12.213999996185365,-0.07999999999999999
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1648.915242751372,0.5477225575051662,1026.4999999999611,-70.83333333341096,1097.3333333333721,0.5,1.0,-0.5,1234.1333333332866,728.8567326301296,894.6671428571356,189.0697548905022,774.8,0.4,1.4,823.4,2291.7999999999533,1388.799999999907,0.4,563.757142857104,0.8333333333333334,1946.3333333333333,-1668.2999999999774,0.0,0.2119700298994537,-17.51549803137514,0.0425,1020.4166666666084,1.2,0.36,3481.0833333333335,2460.6666666667247,1098.4499999999418,2.0,0.3222222222222222,3531.0499999999533,2432.6000000000117,1103.0,0.2,0.013333333333333332,1228.3636363636363,3269.1818181817757,2040.8181818181395,1030.6666666666667,1019.9999999998448,-10.666666666821888,1030.6666666666667,11.0,0.3793103448275862,3.0,0.04477611940298507,82.58333333339158,-0.3466666666666667,4.550000000058162,-0.3088888888888889,-2249.181818181931,-2051.4848484849613,339.46619047615104,3312.6666666666665,0.0,-188.50000000003882,1.0,1144.166666666589,0.5,954.6799999999346,0.31999999999999995,-125.5000000000045,-0.14
EUhcW9kURScie1DwGPHqmNqotJB2,531.6542495681937,0.5773502691896258,506.9666666984558,-112.56666684150696,619.5333335399628,0.0,1.0,-1.0,2210.2049501796882,933.0242435673402,1990.2186268502464,706.4488805911196,1867.8333333333337,0.0,1.0,1867.8333333333337,1596.966666618983,-52.266666677263025,0.0,-21.9136924490615,0.8220689655172414,2494.1444444391464,-641.2166666984562,0.0,0.34092086801335,62.380160091969564,0.15014367816091956,1715.6416666309037,1.6666666666666667,0.47222222222222215,2367.1333332657814,651.4916666348776,2247.390767982972,12.0,0.5342261904761905,2556.7500408204164,309.35927283744417,1735.4250000417233,1.6666666666666667,0.09482758620689656,2394.780952379817,2361.7547618888675,-33.02619049094973,2269.344444460339,1944.5444444550408,-324.8000000052983,2269.344444460339,42.0,0.6363636363636364,9.0,0.14516129032258066,19.783333410819523,-0.3773946360153256,-511.96576794124894,-0.4393986042692939,-417.21031743382673,-291.77380951434856,219.9863233294418,-112.56666684150696,1.0,506.9666666984558,0.0,-551.1999998887379,1.0,484.69999998940364,0.5333333333333334,183.6399999936422,-0.10000000000000002
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1475.4196957654412,0.447213595499958,1292.6833332777023,1552.9500000079474,-260.2666667302451,0.0,0.5,-0.5,1836.5229166671634,769.3116267639616,1420.5704761902493,480.1748936872564,2227.2599999904633,0.2,3.0,1868.160000014305,3563.920000052452,2079.460000038147,2.0,-579.1749999940397,0.875,2345.4733333349227,-804.5800000071531,0.0,0.33378024898699515,-31.033532467755332,0.03809523809523809,2044.6166666547458,0.8,0.3,2925.7500000198684,881.1333333651224,1778.5374999791384,1.0,0.1952380952380952,3221.5125000327826,1442.9750000536442,2154.649999976158,0.8,0.03809523809523809,2006.9857142993383,3371.0714286225184,1364.0857143231801,2154.649999976158,2272.7499999701977,118.09999999403942,2154.649999976158,7.0,0.2916666666666667,4.0,0.06779661016949153,110.03333332141233,-0.2619047619047619,376.11249999701977,-0.1571428571428571,-1098.3214286523207,-1245.9857143291406,415.95244047691403,2360.933333476385,0.0,1343.5499999523163,0.0,1502.0833333333335,0.5,568.4799999952317,0.12000000000000002,-193.2899999976158,-0.06000000000000001
EoToosG69XMp4LTYdB6sB9WTrv22,514.3893350489985,0.0,640.2000002066294,119.8000001907348,520.4000000158946,0.0,0.0,0.0,1083.4666668574016,209.4412167088567,1139.9657142502922,307.2699417639008,2846.9000000953674,1.0,3.0,1318.0,1970.7999997138977,1012.8999999364218,2.0,201.449999809265,0.33333333333333337,2027.4933333396912,-703.819999980927,0.0,0.2573801866801129,-41.178571438789284,0.0,,0.0,0.0,,,1318.0,0.2,0.03333333333333333,1970.7999997138977,652.7999997138977,,0.0,0.0,1318.0,1970.7999997138977,652.7999997138977,,,,5400.800000190735,1.0,0.05555555555555555,2.0,0.0425531914893617,,0.0,,-0.03333333333333333,,,-56.49904739289059,16.066666762034174,0.0,60.11666695276887,0.0,699.8833334445953,0.0,335.265333404541,0.04,65.49199996948242,-0.020000000000000004
Fz7EUjZCLuUBxLDUVtN6djaBTy42,752.2065417454612,0.4472135954999579,-519.7499999999998,480.2833333611487,-1000.0333333611485,1.0,0.5,0.5,1657.9199999849,173.412175788002,1699.117142866339,335.5416746706457,1632.839999985695,0.2,1.2,1661.2399999856948,1885.3600000143051,186.12666666507735,0.2,-48.9999999403954,0.9,1944.9400000095368,54.749999999999716,0.0,0.19394081990556042,-7.244406593369862,0.01428571428571428,1699.6749999870856,1.6,0.5166666666666666,1962.2458333522081,262.57083336512255,1672.1199999849,1.8,0.35,1911.4166666865349,239.29666670163488,1244.5,0.2,0.014285714285714285,1699.4333333306843,1826.6111111243565,127.17777779367248,1244.5,1146.9000000953674,-97.59999990463257,2953.3400000333786,9.0,0.36,5.0,0.0847457627118644,-455.1749999870856,-0.5023809523809524,-427.6199999849,-0.3357142857142857,-679.7111110289891,-224.77777769830504,-41.19714288143905,863.3666665554047,1.0,-11.68333329757047,0.5,-27.78333334128058,1.0,166.0626666593553,0.2,-18.029999999999987,-0.17999999999999997
G1Ff3XYUZMRsPafyEQ80ussnVlf1,653.6200363920614,0.4472135954999579,-34.66666670640308,-109.88333332538616,75.21666661898308,1.0,1.0,0.0,1356.9511999885242,412.3829868729939,1604.9766666867904,482.9206217534378,1074.499999976158,0.6,1.6,1045.1,2031.9199999809266,755.659999982516,0.6,207.40387181526566,0.6973333333333334,1849.2933333237968,-213.8899999856952,0.0,0.2940088355004925,-70.97098292028122,0.09166666666666667,1211.3499999940395,0.6,0.2333333333333333,2023.4249999523163,812.0749999582766,1278.2986666615805,4.0,0.2804761904761905,2081.3399999841054,803.0413333225249,1840.4333333174388,1.8,0.075,1769.4559999895096,1948.695999994278,179.24000000476838,1899.6090908917513,1891.7181818268516,-7.890909064899791,1814.6999999915852,25.0,0.49019607843137253,17.0,0.22077922077922077,629.0833333233993,-0.15833333333333333,562.1346666558584,-0.20547619047619048,-56.97781816742645,-187.13090906966818,-248.0254666982662,1136.1999999284744,0.0,144.71666663885128,1.0,-289.2666666706405,1.0,421.4119999901453,0.36,79.40599999904632,-0.12000000000000001
G9VruXninjUdE9czK2DambZl5li2,492.51923820303045,0.5477225575051662,51.16666666662786,825.0000000001553,-773.8333333335274,0.5,0.5,0.0,1394.300000000008,460.67212805774545,1251.8696428571513,404.1354535083486,1021.5999999999534,0.0,1.0,1021.5999999999534,1639.4000000000465,363.800000000031,0.0,16.420579420593576,0.8666666666666668,1669.33333333338,-313.3000000000235,0.0,0.309470749266083,-19.57037815124628,0.025,1437.4999999999534,1.4,0.5,1605.4000000000233,167.90000000006984,1396.8833333333064,2.2,0.29888888888888887,1622.4333333333643,225.55000000005816,2192.0,0.2,0.0125,1665.7647058823393,1918.8235294117785,253.05882352943917,1675.5,2775.5,1100.0,3052.666666666628,17.0,0.4473684210526316,6.0,0.09836065573770492,754.5000000000466,-0.4875,795.1166666666936,-0.28638888888888886,856.6764705882215,846.9411764705608,142.43035714285656,66.6666666665891,1.0,610.8333333334498,0.5,265.3333333333333,0.5,393.6399999999938,0.31999999999999995,-85.16000000002792,-0.05999999999999998
GDZGRW51kbWtAdUIHCtEd8sAtqY2,412.41484408635273,0.5477225575051662,662.4833333492281,-90.98333319028245,753.4666665395106,0.5,0.5,0.0,1868.4979999987286,477.70311575211053,1694.5542856829506,318.169316836818,1561.9,0.2,1.4,1568.4,2040.1599999904633,333.0800000508626,0.4,579.5800000190735,0.9199999999999999,1837.55333331426,-443.7200000047686,0.0,0.1881072342466905,-34.68714287281023,0.0,1936.5874999960265,1.6,0.5166666666666666,2530.6374999682107,594.0499999721843,1829.2400000015896,2.0,0.36,2434.9599999745687,605.719999972979,,0.0,0.0,1926.7545454502106,2324.6999999826603,397.9454545324499,,,,2537.8666667143502,11.0,0.39285714285714285,7.0,0.12727272727272726,,-0.5166666666666666,,-0.36,,,173.94371431577792,332.39999993642164,1.0,127.5166667302451,0.5,443.9833334287006,0.5,232.14000005086254,0.27999999999999997,-94.49000000000005,-0.14
GE4hogtdLdTFbNasENgtm6SO3hC3,210.62967158115197,0.44721359549995804,-75.23333331942547,164.8999999960264,-240.13333331545186,0.0,0.0,0.0,2016.1888888875644,140.8968587844225,1574.394285713775,363.770773652857,2521.839999997616,0.4,3.5,2162.39999999851,1577.3999999985099,-125.1249999975164,2.5,-95.84999999403998,1.0,1863.4133333345253,-402.26999999880843,0.0,0.23084104284458223,-29.996428571428442,0.0,2126.4749999940395,0.6,0.2,1810.6750000044703,-315.7999999895692,2126.4749999940395,0.6,0.11666666666666665,1810.6750000044703,-315.7999999895692,,0.0,0.0,1983.3,1820.2200000047683,-163.07999999523162,,,,4281.34999999404,5.0,0.25,2.0,0.0425531914893617,,-0.2,,-0.11666666666666665,,,441.7946031737895,141.13333332538605,1.0,18.616666669646975,0.0,71.05000000695395,0.0,-14.254666662613493,0.08,-22.928000001907346,-0.06
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1064.8072933574606,0.5477225575051662,35.53333329161012,1775.7666666309037,-1740.2333333392935,1.0,0.0,1.0,1095.9633333285649,108.71569577752037,1033.4657142826488,269.7137398065348,1066.3400000095367,0.4,1.4,1018.7599999904633,3330.9199999809266,2299.9799999753636,0.4,78.69999998807877,0.8,1974.1733333230015,-1282.8800000011927,0.0,0.25425797875054845,-48.50142856921457,0.0,1323.1888888809415,1.0,0.35,2573.922222190433,1250.7333333094916,1072.1733333190282,1.4,0.27999999999999997,3426.7733333190276,2354.6,,0.0,0.0,1125.5714285543986,3051.99999998297,1926.4285714285713,,,,2183.3250000029802,7.0,0.2916666666666667,4.0,0.07547169811320754,,-0.35,,-0.27999999999999997,,,62.49761904591605,-143.5000000397364,1.0,845.0333333114783,0.5,966.2666666110357,0.5,581.7519999829927,0.16,-232.73999999403958,-0.14
HSggdq91WiQp16bOj7V3dABkcgk2,629.6422178456723,0.44721359549995804,243.08333329359675,481.33333331346523,-238.25000001986848,0.0,0.0,0.0,1203.1249999582767,216.6245369602164,1144.9987499920385,606.971935549374,1041.7199999570846,0.2,1.4,1159.4199999809266,1885.8599999666214,583.6799999793371,0.4,204.5700000166893,0.9,1572.039999985695,-411.6299999833112,0.0,0.5140507027019374,68.55279564281247,0.03068181818181819,1241.6249999552965,1.0,0.4333333333333333,2072.9124999791384,831.2875000238419,1267.9599999785423,1.2,0.25857142857142856,1911.589999973774,643.6299999952316,732.6000000238419,0.2,0.01818181818181818,1408.314285687038,2249.6857142618724,841.3714285748346,1911.1000000238419,1537.5999999642372,-373.50000005960464,2355.8333333333335,7.0,0.2916666666666667,6.0,0.09230769230769231,-509.02499993145466,-0.4151515151515151,-535.3599999547005,-0.24038961038961038,-712.0857142976351,-1214.8714286344393,58.12624996623822,975.3666666348774,1.0,42.54999997218431,0.0,681.8666666348777,0.0,130.43199999650307,0.12000000000000002,-131.11399999380117,-0.06000000000000001
HbydnnT1hUP3WagAy2TJAc6GqVs2,750.8640509932641,0.0,516.08333337307,54.116666634877674,461.9666667381923,0.0,0.0,0.0,2084.54444442855,777.935622418071,1708.7628571442197,681.4978511844924,2471.9199999809266,0.6,1.6666666666666667,2047.300000031789,2936.9000000158944,1476.6888888941874,0.6666666666666666,-1249.6999999284749,0.7777777777777778,1937.8066666444142,-393.2599999904636,0.0,0.3818211876675177,-116.03857143436146,0.0,1183.7999999523165,0.2,0.1,1317.0,133.2000000476835,2254.7000000476837,0.4,0.08333333333333333,3053.75,799.0499999523162,,0.0,0.0,2047.300000031789,2936.9000000158944,889.5999999841055,,,,2603.8499999046326,3.0,0.15,2.0,0.0425531914893617,,-0.1,,-0.08333333333333333,,,375.78158728433027,-231.2000002066295,0.0,-139.61666663487745,0.0,709.8166666428251,0.0,487.79600001335155,0.04,36.01000000953672,-0.020000000000000004
HyQM2xKwwuVfqidmRYF6TiRk90C2,1030.095569843462,0.5477225575051662,908.1666666716335,-248.58333333333337,1156.7500000049668,0.5,0.5,0.0,1117.1666666592162,378.09964957910313,947.4863492049868,311.71083795864695,1006.0399999946355,0.6,3.0,1036.1999999940394,2346.819999998808,1396.9600000023843,2.0,547.3649999991059,0.7291666666666667,1475.6333333313464,-398.4599999994042,0.0,0.3262386429600307,13.132074303105872,0.022222222222222233,799.3499999940395,0.4,0.2,2340.14999999851,1540.8000000044701,1076.3624999932945,1.2,0.2138095238095238,2203.424999995157,1127.0625000018624,1366.5,0.2,0.01111111111111111,1363.0714285650424,2136.2285714234627,773.1571428584201,1819.89999999851,1778.2000000104308,-41.69999998807924,2154.63333333532,7.0,0.28,3.0,0.05172413793103448,567.1500000059605,-0.1888888888888889,290.1375000067055,-0.2026984126984127,-358.02857141303184,-814.8571428464993,169.68031745422934,715.5333333263794,0.0,-284.1666666716337,1.0,943.7500000099337,0.0,368.2760000008345,0.2,-78.89999999940402,-0.12000000000000002
IaTJhUGICmO9xcL3605RW8QHneN2,594.3298576245948,0.5477225575051662,772.8500000039736,1149.766666650772,-376.9166666467985,1.0,0.5,0.5,1218.1899999996026,548.0544094915861,1070.638947370514,405.1929177772511,984.2600000023842,0.0,1.0,984.2600000023842,1801.5799999952317,920.2733333269755,0.0,-160.30000000447058,0.9333333333333333,1310.5866666654747,-269.92999999821217,0.0,0.36476797075800554,-16.719610304777152,0.042105263157894736,1019.9800000041723,1.4,0.5,1847.8499999940395,827.8699999898672,1024.410000002384,1.6,0.30333333333333334,1781.9599999934435,757.5499999910593,1871.5599999964238,1.0,0.02631578947368421,1223.3199999988078,1573.0999999970197,349.77999999821185,1976.4874999970198,1334.4625000022352,-642.0249999947847,1954.3,10.0,0.38461538461538464,10.0,0.12195121951219512,851.5799999922515,-0.4736842105263158,847.1499999940397,-0.27701754385964916,-238.63749999478455,-991.8049999929965,147.55105262908864,756.133333325386,0.0,1511.266666660706,1.0,411.34999999403954,0.5,459.1053333298365,0.2,-171.1219999998808,-0.1600000000000001
JOBWLirr6KYf3GXJ3jPFKmd48S93,598.6940024312327,0.5477225575051662,557.0,343.3333333532015,213.6666666467985,1.0,0.5,0.5,1262.6900000035762,186.74690090293782,1316.6457142795834,326.26404102357054,1130.6400000095368,0.0,1.0,1130.6400000095368,1900.9,632.5066666762034,0.0,,1.0,1512.2866666634877,-357.1400000035768,0.0,0.2436201196588134,-0.8557142866508514,0.0,1134.4000000059605,1.2,0.4666666666666667,2065.5800000011923,931.1799999952316,1134.4000000059605,1.2,0.26,2065.5800000011923,931.1799999952316,,0.0,0.0,1313.4250000044703,1898.6499999985099,585.2249999940395,,,,3844.1666666666665,8.0,0.34782608695652173,3.0,0.057692307692307696,,-0.4666666666666667,,-0.26,,,-53.95571427600726,1361.866666674614,0.0,334.15000000596046,0.5,566.183333347241,1.0,171.28266667286553,0.12,-151.8899999988079,-0.11999999999999998
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,563.4125188849397,0.0,478.9666666587194,-125.48333331942581,604.4499999781452,0.0,0.0,0.0,,,1174.9628571408134,323.37308388334907,2236.4599999785423,1.0,,,,,,,,1657.5199999968208,-336.3999999880797,0.0,0.27225959370620867,-2.312142855354632,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,-707.7333333094915,0.0,67.53333335121471,0.0,285.9499999880789,0.0,54.35466666380563,0.0,-66.95600000143051,0.0
JvrZiMHtAfP6gvQtlevYWafKy0z2,973.5111421302969,0.5477225575051662,252.93333339691173,105.08333349227905,147.84999990463268,0.0,1.0,-1.0,1965.3939999389647,476.79237311181606,1646.6857142584663,283.5328584942999,1736.6800001144409,0.2,1.4,1717.739999961853,2443.8,932.7733333587646,0.4,374.10999984741215,0.9199999999999999,2018.6000001271568,-234.33000011444128,0.0,0.16848238949100083,-53.934285688400166,0.0,1854.875,0.8,0.29999999999999993,2328.1500000953674,473.27500009536743,1891.4599999427796,1.2,0.21999999999999997,2384.6800000190733,493.22000007629396,,0.0,0.0,2104.0999999046326,2338.4300000190733,234.3300001144409,,,,3487.5,10.0,0.37037037037037035,2.0,0.041666666666666664,,-0.29999999999999993,,-0.21999999999999997,,,318.7082856804984,2309.333333015442,1.0,87.09999974568689,0.5,270.9166671435039,0.5,504.6773333740234,0.24,-57.41800003051765,-0.12000000000000002
K26uNuY0VNPjJNF26wEx3bFg0kr2,958.1212334565058,0.5477225575051662,1090.5666666665738,141.91666666666669,948.6499999999071,0.5,0.5,0.0,1039.7649999999908,104.45569039278753,1050.0685714285953,180.23345827777777,949.4800000000745,0.4,1.6,1035.9,1965.1,941.5000000000002,0.6,288.28999999994403,0.8,1385.6266666666604,-471.33999999999116,0.0,0.17391069766458306,6.89714285713696,0.0,991.9666666666357,0.8,0.3333333333333333,2276.2666666666046,1284.2999999999688,1091.3499999999535,1.4,0.27714285714285714,1996.5099999999627,905.1600000000093,,0.0,0.0,1151.5571428571295,1860.1428571427907,708.5857142856611,,,,,7.0,0.28,0.0,0.0,,-0.3333333333333333,,-0.27714285714285714,,,-10.303571428604528,874.2333333332402,0.0,109.46666666655818,0.5,1123.0166666666823,0.5,264.15600000001507,0.16,-157.60199999998338,-0.10000000000000003
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,2275.6532810504023,0.5477225575051662,2300.3333333332166,1888.5000000000778,411.83333333313885,1.0,0.5,0.5,2045.8333333333412,1699.852305975484,1296.3428571428572,425.1334424016915,1005.6000000000465,0.2,1.2,998.6,3196.000000000058,1965.1666666667636,0.2,1181.0142857142473,0.9,1900.9999999999534,-682.499999999977,0.0,0.32437048532105045,9.192857142847247,0.0,970.5000000000582,0.8,0.3333333333333333,3196.000000000058,2225.5,1270.7,1.4,0.24428571428571427,4168.7000000000235,2898.000000000023,,0.0,0.0,2353.1,3285.2999999999765,716.4444444443927,,,,3992.75,11.0,0.39285714285714285,13.0,0.2,,-0.3333333333333333,,-0.24428571428571427,,,749.4904761904841,-744.6666666664339,0.0,3763.833333333333,0.5,424.9999999999611,1.0,818.3133333333448,0.27999999999999997,-270.53666666666163,-0.16000000000000006
KtKj6zUKc5Oogd2itg2jdwkchnf2,565.2784205835567,0.5477225575051662,215.7666666656733,178.2333333324642,37.5333333332091,1.0,0.0,1.0,1502.6749999998137,223.33967683750762,931.5371428568449,199.97949183036388,1422.139999999851,1.0,2.0,1344.75,2941.10000000149,1812.1166666671634,1.0,,0.5,1467.2600000003974,-342.59000000022377,0.0,0.19782510595452105,-4.742142856945888,0.0,,0.0,0.0,,,882.8000000007451,0.2,0.04,2063.800000000745,1181.0,,0.0,0.0,1344.75,2941.10000000149,1596.3500000014901,,,,1369.800000000745,2.0,0.10526315789473684,1.0,0.02127659574468085,,0.0,,-0.04,,,571.1378571429689,859.3333333345748,0.0,345.44999999925517,0.5,48.549999998882356,0.5,245.2226666661104,0.08,-136.74000000022352,-0.08
