participant_id,wcst_hmm_lapse_occupancy,wcst_hmm_trans_to_lapse,wcst_hmm_trans_to_focus,wcst_hmm_stay_lapse,wcst_hmm_stay_focus,wcst_hmm_lapse_rt_mean,wcst_hmm_focus_rt_mean,wcst_hmm_rt_diff,wcst_hmm_state_changes,wcst_hmm_n_trials,wcst_hmm_lapse_dwell_mean,wcst_hmm_focus_dwell_mean,wcst_hmm_long_lapse_episode_rate,wcst_hmm_lapse_rt_sd,wcst_hmm_focus_rt_sd,wcst_hmm_state_entropy,wcst_slow_prob_baseline,wcst_slow_prob_shift_k0,wcst_slow_prob_shift_k0_delta,wcst_slow_prob_shift_k1,wcst_slow_prob_shift_k1_delta,wcst_slow_prob_shift_k2,wcst_slow_prob_shift_k2_delta,wcst_slow_prob_shift_k3,wcst_slow_prob_shift_k3_delta,wcst_slow_prob_shift_k4,wcst_slow_prob_shift_k4_delta,wcst_slow_prob_shift_k5,wcst_slow_prob_shift_k5_delta,wcst_slow_prob_post_error,wcst_slow_prob_post_error_delta,wcst_slow_prob_stable,wcst_slow_prob_stable_delta,wcst_hmm2d_lapse_occupancy,wcst_hmm2d_trans_to_lapse,wcst_hmm2d_trans_to_focus,wcst_hmm2d_stay_lapse,wcst_hmm2d_stay_focus,wcst_hmm2d_lapse_dwell_mean,wcst_hmm2d_focus_dwell_mean,wcst_hmm2d_state_entropy,wcst_rl_alpha,wcst_rl_beta,wcst_rl_n_trials,wcst_rl_negloglik,wcst_rl_aic,wcst_rl_bic,wcst_rl_alpha_pos,wcst_rl_alpha_neg,wcst_rl_alpha_asymmetry,wcst_rl_beta_asym,wcst_rl_asym_n_trials,wcst_rl_asym_negloglik,wcst_rl_asym_aic,wcst_rl_asym_bic,wcst_rl_sticky_alpha,wcst_rl_sticky_beta,wcst_rl_stickiness,wcst_rl_lapse,wcst_rl_sticky_n_trials,wcst_rl_sticky_negloglik,wcst_rl_sticky_aic,wcst_rl_sticky_bic,wcst_rl_alpha0,wcst_rl_alpha_decay,wcst_rl_beta_decay,wcst_rl_decay_n_trials,wcst_rl_decay_negloglik,wcst_rl_decay_aic,wcst_rl_decay_bic,wcst_wsls_p_stay_win,wcst_wsls_p_shift_lose,wcst_wsls_p_shift_win,wcst_wsls_p_stay_lose,wcst_wsls_p_stay_win_switch,wcst_wsls_p_shift_lose_switch,wcst_wsls_p_stay_win_stable,wcst_wsls_p_shift_lose_stable,wcst_wsls_p_stay_win_colour,wcst_wsls_p_shift_lose_colour,wcst_wsls_p_stay_win_shape,wcst_wsls_p_shift_lose_shape,wcst_wsls_p_stay_win_number,wcst_wsls_p_shift_lose_number,wcst_wsls_win_n,wcst_wsls_lose_n,wcst_wsls_pair_n,wcst_wsls_excluded_n,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials,wcst_brl_posterior_entropy_mean,wcst_brl_entropy_drop_mean,wcst_brl_p_rule_max_mean,wcst_brl_change_point_prob_mean,wcst_brl_surprise_mean
Cbkx2NHyF3NrebzXGqNgSfiWent1,28.169014084507044,0.3082874482694064,0.6294233132987666,0.3705766867012334,0.6917125517305936,1734.6400805713638,869.3298478906789,865.3102326806849,27,71,1.4285714285714286,3.642857142857143,0.0,897.5976870935832,130.74967739580603,0.5945425145058163,0.3378833685209435,0.3191779244916621,-0.0187054440292813,0.9997222538293136,0.6618388853083701,0.444162211879873,0.1062788433589295,0.2044688388154098,-0.1334145297055336,0.3236905062165007,-0.0141928623044427,0.142727304817369,-0.1951560637035744,0.8797001918034806,0.5418168232825371,0.2246628573156464,-0.113220511205297,11.267605633802818,0.1129032258064513,0.8749999999999998,0.1250000000000002,0.8870967741935486,1.1428571428571428,7.875,0.3520739601947625,0.2470356162992119,1.04713793989989,71,97.53869731065906,199.0773946213181,203.6027543754008,0.01,0.8974818573086352,-0.8874818573086352,8.144237582464635,71,96.13166807516376,198.26333615032755,205.0513757814515,0.2555377076209043,1.1227554954643035,0.3212422952360131,0.2,71,97.07158617140983,202.14317234281967,211.19389185098493,0.4474949762904002,0.0121245419228828,0.9613969029652162,71,97.51091662211736,201.02183324423476,207.80987287535868,1.0,1.0,0.0,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,15,1,16,35,0.1881909639436049,0.0547723465161687,7.5375721647001726,11.161418625310878,71,0.3645784107040275,0.3998085386768817,0.8643858234417849,0.2921189929292277,0.3944293754342386
Co587hoelyeANqFX7AYvuVQW0lZ2,3.658536585365853,0.0263676312448642,0.9999999999967416,3.258385604405974e-12,0.9736323687551356,3561.8032421746007,932.8116375124474,2628.9916046621533,5,82,1.0,26.33333333333333,0.0,410.3204926155943,344.3103553685463,0.1569361105459723,0.037113502799674,1.9434723787737924e-10,-0.0371135026053268,0.2004829238530628,0.1633694210533887,7.000254118833133e-10,-0.0371135020996486,0.1999999081155425,0.1628864053158684,3.4196893000631626e-06,-0.037110083110374,1.7028183230780796e-09,-0.0371135010968557,0.1335058863813475,0.0963923835816734,0.0010710896688709,-0.0360424131308031,18.29268292682927,0.0909090909090909,0.4666666666666627,0.5333333333333373,0.9090909090909092,2.142857142857143,9.571428571428571,0.475802679999279,0.01,0.1,82,113.67967669394366,231.35935338788727,236.17279188241585,0.8894030108437249,0.8889995221940381,0.0004034886496867,0.600813993713573,82,112.23831934983257,230.47663869966516,237.69679644145788,0.8305820772017166,0.7495427265943767,-0.4737399883512845,0.0,82,110.79274025227495,229.5854805045499,239.21235749360693,0.8892672968788048,0.0,0.6007134100316879,82,112.23831942482762,230.47663884965525,237.696796591448,1.0,0.75,0.0,0.25,1.0,0.8333333333333334,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,20,8,28,33,0.1520689961872857,0.0762180771034159,4.837186381477607,33.36065085913441,82,0.3534329959496722,0.3439963275342177,0.8776885326436179,0.2525231609666832,0.3623611781190615
CtJe4bZZnYUBNrcPk00d3YQFSGp2,22.5,0.1445573707738213,0.4839603288531412,0.5160396711468587,0.8554426292261788,2618.813469431126,1148.332870114893,1470.480599316233,17,80,2.0,6.888888888888889,0.0,1110.5810286112678,207.4210879373684,0.5331638407372986,0.2457133668449373,0.0197773142933668,-0.2259360525515704,0.2615191911279868,0.0158058242830494,0.3402004402121784,0.0944870733672411,0.5041923551077168,0.2584789882627794,0.6287949302350888,0.3830815633901515,0.5716614532308546,0.3259480863859172,0.4242561443860716,0.1785427775411343,0.0682501976856411,-0.1774631691592961,20.0,0.1269841269841286,0.4999999999999996,0.5000000000000003,0.8730158730158714,2.0,7.111111111111111,0.5004024235381879,0.01,0.1,80,110.90998199747052,225.81996399494105,230.5840172642888,0.01,0.01,0.0,0.1,80,110.90998199747052,227.81996399494105,234.96604389896268,0.01,0.1,-0.064970941660484,0.2,80,110.88914100017143,229.7782820003429,239.30638853903844,0.5536712521391188,0.1,0.2628818936659489,80,110.7961990831906,227.59239816638123,234.7384780704029,0.9629629629629628,0.8,0.037037037037037,0.1999999999999999,0.75,0.75,1.0,1.0,1.0,0.5,1.0,,0.8888888888888888,1.0,27,5,32,32,0.1602578559515163,0.3,7.722384466214882,23.70835294720184,80,0.7273987706279215,0.1641517710261189,0.7223823999042965,0.3745242734465959,0.5691334107573341
DAKDKPH698P12JfTbbjemLI6PIH2,26.744186046511626,0.1061377245892363,0.3053255967774274,0.6946744032225726,0.8938622754107637,2598.3079039715967,875.6716097447816,1722.6362942268152,13,86,3.2857142857142856,9.0,0.1428571428571428,1628.9087132206157,158.44239795194207,0.5806978226600542,0.2833040325984519,0.2168583632585479,-0.0664456693399039,0.4412849913043919,0.15798095870594,0.4207108490652877,0.1374068164668358,0.3173975816285097,0.0340935490300577,0.2103099947363819,-0.0729940378620699,0.0860970871248273,-0.1972069454736245,0.7310027709805628,0.4476987383821109,0.1265566953514244,-0.1567473372470274,19.76744186046512,0.1470842589929399,0.6464575739979216,0.3535424260020784,0.85291574100706,1.5454545454545454,6.2727272727272725,0.4971615326934313,0.01,0.1,86,119.23648969987408,242.4729793997481,247.38167399225517,0.01,0.3882268282938065,-0.3782268282938065,0.1,86,119.23379900356126,244.4675980071225,251.83063989588305,0.01,0.1,-0.2744830113296169,0.2,86,118.88834929447592,245.77669858895183,255.5940877739659,0.01,0.1,2.7723676187960784,86,119.21464815702478,244.4292963140496,251.7923382028101,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,24,3,27,42,0.2936131891751231,0.1540071890170777,7.330254880018944,29.81575903543578,86,0.6207460959194833,0.3370386141076241,0.7678893633451389,0.4248627117713118,0.5053327574626589
DPvStUYSmohmXwFwaKRqHv89R3k1,36.507936507936506,0.178948811505457,0.3056553230485327,0.6943446769514672,0.821051188494543,2273.8733741621345,1104.546860152348,1169.3265140097865,13,63,3.2857142857142856,5.714285714285714,0.2857142857142857,931.9756389311572,178.26335040078186,0.6562848036783915,0.3966954842955264,0.8289073940648114,0.432211909769285,0.9999151234111292,0.6032196391156028,0.8128263320665241,0.4161308477709977,0.4907493406244251,0.0940538563288986,0.5462866805725982,0.1495911962770718,0.4289958892485761,0.0323004049530497,0.9998861494191722,0.6031906651236458,0.1374742049632287,-0.2592212793322976,4.761904761904762,0.0508474576271187,1.0,0.0,0.9491525423728812,1.0,15.0,0.1914440819577173,0.01,0.1,63,87.34837404985765,178.6967480997153,182.9830175524984,0.01,0.99,-0.98,0.1,63,87.34354853830557,180.68709707661117,187.11650125578572,0.01,0.1,0.1547992542814547,0.2,63,87.25185678148573,182.50371356297143,191.0762524685376,0.01,0.1,0.1,63,87.33975470372782,180.67950940745564,187.10891358663025,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,18,1,19,28,0.257392042902754,0.001,7.901425605156657,10.441525076626297,63,0.2283109776427611,0.5957664995631778,0.9084009006048944,0.3201153156918331,0.4076021592571916
DaRehVxIOhXtEtUExdgvUl0mKcx2,14.0625,0.1021549728086376,0.5479067855810221,0.4520932144189779,0.8978450271913623,4491.047522343451,1630.3040435216017,2860.7434788218497,19,128,1.8,11.0,0.1,2218.206868897437,606.0350637103786,0.4060964211126113,0.1693156772991211,0.1050390386534149,-0.0642766386457061,0.1162658925351391,-0.0530497847639819,0.6156210646315454,0.4463053873324243,0.2053644061969168,0.0360487288977957,0.0296168339300382,-0.1396988433690828,0.1625959280563415,-0.0067197492427795,0.1833016926770924,0.0139860153779713,0.0167420869342763,-0.1525735903648447,50.0,0.3437500000000024,0.3492063492063545,0.6507936507936454,0.6562499999999978,2.782608695652174,2.909090909090909,0.6931471805599453,0.01,0.1799588015202177,128,177.4451989684822,358.8903979369644,364.59445846480367,0.01,0.01,0.0,0.1800690376146398,128,177.44519896823874,360.8903979364775,369.4464887282363,0.01,2.4954438724068884,-0.7800311196049894,0.0,128,172.14016998086055,352.2803399617211,363.6884610173996,0.0125099236594549,0.0656041993070016,8.584762465940573,128,176.91918719252786,359.8383743850557,368.39446517681455,0.8461538461538461,0.4838709677419355,0.1538461538461538,0.5161290322580645,1.0,0.75,0.6666666666666666,0.391304347826087,1.0,1.0,0.5,0.4230769230769231,1.0,0.6666666666666666,13,31,44,53,0.3,0.3,4.11100270687972,115.97886076937996,128,0.9387831053652896,0.1124376221816771,0.5732124376553035,0.5355670767593248,0.5860048072966362
Df83JuPuJkXqTGbENhM2gw5SJM43,14.772727272727272,0.1641241277448634,0.661614340919021,0.3383856590809789,0.8358758722551366,2307.184183415224,1138.269888922302,1168.9142944929222,17,88,1.4444444444444444,8.333333333333334,0.0,588.9222939268274,338.3767172342472,0.4187464717256693,0.2124781334639069,0.0707510356473475,-0.1417270978165594,0.2609176883658495,0.0484395549019426,0.357479034884762,0.145000901420855,0.2392959862453333,0.0268178527814264,0.0289288458837581,-0.1835492875801488,0.0531858310900014,-0.1592923023739055,0.4960765853147671,0.2835984518508602,0.1720042591529159,-0.040473874310991,13.636363636363637,0.1199999999999986,0.7499999999999947,0.2500000000000053,0.8800000000000012,1.3333333333333333,7.6,0.3983071138052841,0.01,0.1,88,122.01549256801196,248.0309851360239,252.98565876498031,0.99,0.99,0.0,0.1814702558534927,88,121.83926361283253,249.67852722566505,257.11053766909964,0.99,0.2049377116476079,-0.1913762567065002,0.0,88,121.5604984765066,251.1209969530132,261.03034421092605,0.01,0.1,0.1,88,122.00078159993856,250.00156319987715,257.4335736433118,0.9583333333333334,1.0,0.0416666666666666,0.0,0.875,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,24,6,30,34,0.1421344245474907,0.001,5.2091153775710906,23.461731776064507,88,0.1856210210917448,0.4199231431977614,0.9333408985503368,0.2005408050915569,0.2837695701223289
DxSidjznjVSNDJuDqqGgxpMEGtw1,1.4705882352941175,0.0,1.0,0.0,1.0,13906.400000095367,1695.1447761201148,12211.255223975251,1,68,1.0,67.0,0.0,0.0,483.4111871952893,0.0766488007761842,0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,0.0,-0.0147058823529411,91.17647058823528,0.8333333333333373,0.0819672131147541,0.918032786885246,0.1666666666666627,10.333333333333334,1.2,0.2984358127031066,0.01,0.1220498908823993,68,94.26779700507012,192.53559401014024,196.97460942049244,0.9348767034368588,0.01,0.9248767034368588,1.2382302703265844,68,92.06980162609987,190.13960325219975,196.7981263677281,0.6527316781918346,0.5137463233507668,-0.1340131011970821,0.2,68,93.90812569515784,195.81625139031567,204.6942822110201,0.99,0.0685109942531568,0.7531580670082862,68,93.14554331314662,192.29108662629324,198.94960974182155,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,13,1,14,36,0.0197908383534971,0.0069183252882383,6.436955125935911,6.87137004372585,68,0.1470440928699332,0.1041205722421991,0.9392732248742508,0.0882246840847789,0.3264557385209744
DzB19GqCB7fyrlEPexogWkjFzEx2,1.2658227848101269,0.0,1.0,0.0,1.0,7012.900000095367,1686.2410256373576,5326.65897445801,1,79,1.0,78.0,0.0,0.0,544.1571041223245,0.0678872387735005,0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,0.0,-0.0126582278481012,16.455696202531644,0.0923076923076931,0.5384615384615395,0.4615384615384605,0.907692307692307,1.8571428571428568,9.428571428571429,0.4471496927107674,0.01,0.1,79,109.51844395758494,223.03688791516987,227.7757836201039,0.3936071296918846,0.01,0.3836071296918846,0.6244493078707655,79,109.24108283450605,224.4821656690121,231.5905092264132,0.01,0.1,0.1238091861652652,0.2,79,109.44318496381248,226.88636992762497,236.36416133749304,0.01,0.0147617347162742,0.1,79,109.51810957905056,225.03621915810112,232.1445627155022,1.0,0.7,0.0,0.3,1.0,0.5714285714285714,1.0,1.0,1.0,0.8333333333333334,1.0,0.0,1.0,0.6666666666666666,15,10,25,35,0.1214139448718162,0.1919068085636359,6.4552434638374185,20.676234155256587,79,0.5388090289473958,0.2096050663065037,0.806754019473625,0.2859095630286024,0.4398394248240475
EEodWwGh0wWq5f8JmzfKvq0lyeu1,9.375,0.0673347529746342,0.6715465990504608,0.3284534009495392,0.9326652470253656,3964.308519157081,898.5553207107566,3065.753198446325,11,96,1.5,14.5,0.0,2661.5574387939982,233.78601578336205,0.3111291548118492,0.1044372911030541,0.0157292873870157,-0.0887080037160383,0.4046852047410914,0.3002479136380372,0.2245158582848973,0.1200785671818432,0.4089104256315985,0.3044731345285444,0.2064215288070821,0.1019842377040279,0.1675667072325588,0.0631294161295046,0.5103427488531195,0.4059054577500653,0.0050262640124213,-0.0994110270906327,85.41666666666666,0.6428571428571447,0.1111111111111114,0.8888888888888886,0.3571428571428552,8.2,1.5555555555555556,0.4154129738607282,0.01,0.1,96,133.08848704260197,270.17697408520394,275.3056704681396,0.01,0.01,0.0,0.1,96,133.08848704260197,272.17697408520394,279.87001865960747,0.01,0.1,0.1512531301902173,0.2,96,132.95006163549576,273.9001232709915,284.15751603686283,0.012925713514438,0.1,10.0,96,132.7208177069314,271.4416354138628,279.1346799882663,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,21,6,27,40,0.0813945347754076,0.150348077045471,4.674271521886626,32.82194450434271,96,0.3536906560594376,0.2097631608887007,0.8800668316031478,0.192537465212484,0.374090490732441
EUhcW9kURScie1DwGPHqmNqotJB2,24.21875,0.2534572833224248,0.6410565167842565,0.3589434832157436,0.7465427166775753,3195.4648978308023,1709.4186185787662,1486.046279252036,42,128,1.4090909090909092,4.619047619047619,0.0,1023.4735701028724,374.836273040109,0.553588324436276,0.2908814172321067,0.1807550090441217,-0.110126408187985,0.0504750237013989,-0.2404063935307077,0.1286038326571857,-0.162277584574921,0.4311759392002789,0.1402945219681722,0.6828046494458135,0.3919232322137068,0.1460647426312301,-0.1448166746008765,0.3584379230631322,0.0675565058310255,0.1040656527882722,-0.1868157644438344,39.84375,0.2894736842105094,0.431372549019586,0.5686274509804139,0.7105263157894905,2.3181818181818183,3.347826086956522,0.6723730392971619,0.01,0.1,128,177.4669829353351,358.9339658706702,364.6380263985095,0.8992585103496825,0.99,-0.0907414896503174,0.2577810731958151,128,176.86380804649602,359.72761609299204,368.28370688475087,0.01,0.1,-0.208172772403046,0.2,128,177.15799204070598,362.315984081412,373.7241051370904,0.01,0.1,0.1,128,177.45300761462133,360.90601522924266,369.4621060210015,0.9375,0.5,0.0625,0.5,1.0,0.3333333333333333,0.9333333333333332,0.5384615384615384,1.0,0.4285714285714285,1.0,0.4285714285714285,0.8571428571428571,1.0,16,16,32,63,0.3,0.3,5.515792323898158,93.66086503486775,128,0.9225300082813356,0.1244978830178028,0.5872141931640733,0.5288197324650732,0.583053327043545
EmfmKFDgWJdW47a6CNTNjnbYaPh2,10.843373493975903,0.1483384944536242,0.9999997306770791,2.6932292075769764e-07,0.8516615055463758,3786.7529101454897,1418.7874361003292,2367.9654740451606,17,83,1.0,8.222222222222221,0.0,934.3251753732206,410.0725509424722,0.3432281006503987,0.1366234752995888,0.2058241319706578,0.069200656671069,0.6020202803631438,0.4653968050635549,0.0097252261794816,-0.1268982491201071,0.2547521568023102,0.1181286815027214,0.2057109272746188,0.06908745197503,0.1085758298068286,-0.0280476454927602,0.5686891481288394,0.4320656728292505,0.0573510443327089,-0.0792724309668799,13.253012048192772,0.0985915492957748,0.6363636363636275,0.3636363636363725,0.9014084507042252,1.5714285714285714,9.0,0.3911682153877056,0.1039528920370209,1.327442195304532,83,114.24670058988376,232.49340117976757,237.33108239536077,0.1894645772625999,0.01,0.1794645772625999,1.254864508661953,83,114.06751420950252,234.13502841900507,241.39155024239489,0.1038287898201001,1.5128840539518746,0.1840296865339047,0.2,83,114.06076518205892,236.12153036411783,245.79689279530425,0.1225585336804727,0.0085498402778446,1.3497323854517207,83,114.20413960696,234.40827921392,241.6648010373098,0.9047619047619048,0.75,0.0952380952380952,0.25,0.8333333333333334,0.75,0.9333333333333332,,0.8,,1.0,1.0,1.0,0.6666666666666666,21,4,25,36,0.2622519631644713,0.1888637174223619,6.54750538825641,36.439934032799805,83,0.6727739116012389,0.2777608227925306,0.7424620030409462,0.4219491506850581,0.5206585028461209
EoToosG69XMp4LTYdB6sB9WTrv22,1.5384615384615383,0.0,1.0,0.0,1.0,14831.0,1454.635937474668,13376.364062525332,1,65,1.0,64.0,0.0,0.0,988.9341725577048,0.079487003203037,0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,0.0,-0.0153846153846153,4.615384615384616,0.0163934426229506,0.666666666666673,0.333333333333327,0.9836065573770494,1.5,31.0,0.1870308277602523,0.01,0.1,65,90.12683198499695,184.2536639699939,188.6024385097852,0.99,0.01,0.98,0.1,65,90.1191121678198,186.2382243356396,192.76138614532653,0.99,0.1,-0.3465217348223731,0.2,65,89.75304063253397,187.50608126506796,196.2036303446505,0.01,0.1,0.1,65,90.11659964508364,186.23319929016728,192.7563610998542,0.925925925925926,1.0,0.074074074074074,0.0,0.8333333333333334,1.0,1.0,,0.9166666666666666,1.0,0.8888888888888888,,1.0,,27,1,28,24,0.0973062879450721,0.001,4.1337114009734925,23.31652282535267,65,0.1024195753035427,0.3499689729637596,0.9729797676585816,0.1283974616101347,0.3127038146380396
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.1904761904761905,0.0121951219512186,1.0,0.0,0.9878048780487814,16770.0,1816.7084337415463,14953.291566258453,2,84,1.0,41.5,0.0,0.0,686.75945478308,0.0645814363776275,0.0119047619047619,0.0,-0.0119047619047619,0.0,-0.0119047619047619,0.0,-0.0119047619047619,0.0,-0.0119047619047619,0.0,-0.0119047619047619,0.0,-0.0119047619047619,0.0714285714285714,0.0595238095238095,0.0,-0.0119047619047619,16.666666666666664,0.1159420289855086,0.6428571428571408,0.3571428571428592,0.8840579710144914,1.5555555555555556,7.777777777777778,0.4505612088663046,0.01,0.1,84,116.45796772524456,236.91593545048917,241.77756904817576,0.01,0.01,0.0,0.1,84,116.45796772524456,238.91593545048917,246.2083858470191,0.01,0.1,0.3166269845255046,0.2,84,115.9011718479137,239.8023436958274,249.52561089120064,0.01,0.1,0.1,84,116.4514193084657,238.9028386169314,246.19528901346132,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,,1.0,,1.0,0.6666666666666666,1.0,,23,3,26,38,0.1775367721276775,0.2660016382953781,8.485205023723896,18.787920016355574,84,0.7131985772429459,0.1871775605346108,0.7279218313571112,0.3818214204007314,0.5482228850223065
G1Ff3XYUZMRsPafyEQ80ussnVlf1,25.0,0.2134512272458893,0.5504075747263648,0.4495924252736351,0.7865487727541106,2450.070738402849,1363.660367918782,1086.4103704840672,37,128,1.6842105263157894,5.052631578947368,0.0,550.6796504441514,263.9832526363692,0.5623351446188083,0.2888146242647135,0.0250899781794329,-0.2637246460852805,0.2310861580341645,-0.0577284662305489,0.3791321233337782,0.0903174990690647,0.4177473603951302,0.1289327361304167,0.2412375248162386,-0.0475770994484748,0.3658895341405763,0.0770749098758628,0.4675549180728605,0.178740293808147,0.0907688400557383,-0.1980457842089751,32.8125,0.247058823529409,0.5000000000000017,0.4999999999999983,0.7529411764705909,2.0,3.909090909090909,0.6328428307500615,0.01,0.1,128,177.46192890096503,358.92385780193007,364.6279183297693,0.01,0.99,-0.98,5.595727075485386,128,176.29245237963804,358.58490475927607,367.1409955510349,0.01,0.1,-0.2676443201232242,0.2,128,176.9669129316072,361.9338258632144,373.34194691889286,0.01,0.1,0.1,128,177.45234180710906,360.9046836142181,369.46077440597696,0.95,0.6666666666666666,0.05,0.3333333333333333,1.0,0.6666666666666666,0.9444444444444444,0.6666666666666666,0.8888888888888888,1.0,1.0,0.625,1.0,,20,9,29,58,0.3,0.2659950107805559,5.980506956684327,81.97476900746925,128,0.8490520395345207,0.175945193808301,0.643882092135633,0.4973203103976359,0.5761314632845015
G9VruXninjUdE9czK2DambZl5li2,12.12121212121212,0.0862106115994692,0.5625955713671612,0.4374044286328387,0.9137893884005308,3624.374022877848,1354.477050591265,2269.896972286583,13,99,1.7142857142857142,12.428571428571429,0.0,1242.3765196858285,495.36924657054607,0.3693331216456527,0.1462306396976279,0.0091460418261437,-0.1370845978714842,0.0483455100581494,-0.0978851296394785,0.4010081319950573,0.2547774922974293,0.025610223266549,-0.1206204164310789,0.0552307233119604,-0.0909999163856675,0.0418562073445001,-0.1043744323531278,0.3305401484532926,0.1843095087556646,0.0162115927326802,-0.1300190469649477,23.232323232323232,0.1599999999999984,0.5652173913043448,0.4347826086956552,0.8400000000000016,1.7692307692307692,5.846153846153846,0.5420683266181091,0.01,0.1,99,137.25674153415991,278.51348306831983,283.703722768589,0.01,0.7263793331240068,-0.7163793331240068,0.1,99,137.24863037985486,280.4972607597097,288.2826203101135,0.01,0.1,-0.0347461829868918,0.2,99,137.2469921173607,282.4939842347214,292.87446363525976,0.01,0.1,0.1,99,137.25190840560904,280.5038168112181,288.28917636162186,0.9444444444444444,0.7777777777777778,0.0555555555555555,0.2222222222222222,1.0,1.0,0.9166666666666666,0.6,1.0,1.0,0.875,0.6,1.0,1.0,18,9,27,46,0.2752829491546842,0.1519620790571655,6.867043225623263,40.98574395436359,99,0.6356293969072966,0.31463339244037,0.7540909740955177,0.4228834204691889,0.4831391754353809
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.2048192771084338,0.0,1.0,0.0,1.0,22038.900000095367,1812.084146325181,20226.815853770186,1,83,1.0,82.0,0.0,0.0,524.9950679251467,0.0652143635114322,0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,0.0,-0.0120481927710843,21.686746987951807,0.0937499999999992,0.388888888888886,0.6111111111111139,0.9062500000000008,2.571428571428572,9.285714285714286,0.5229145332743403,0.01,0.1,83,115.07196936056464,234.1439387211293,238.9816199367225,0.01,0.99,-0.98,1.108321097630766,83,115.03949484362788,236.07898968725576,243.3355115106456,0.01,0.1,-0.5152775988710101,0.2,83,114.01361144250254,236.02722288500507,245.70258531619143,0.01,0.1,0.1,83,115.06583866124716,236.13167732249437,243.38819914588413,1.0,0.25,0.0,0.75,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,20,4,24,36,0.166715234559992,0.2703113105342854,6.386583541497066,29.362354297469484,83,0.7032768375126838,0.1826030610133483,0.7346372783470952,0.3702194331703253,0.5418735912444866
GE4hogtdLdTFbNasENgtm6SO3hC3,7.462686567164178,0.0210113050295811,0.4537319489007588,0.5462680510992411,0.9789886949704188,3709.55310993036,1649.9427717955205,2059.61033813484,3,67,2.5,31.0,0.0,677.5389364523778,395.97943322813336,0.2654460308093813,0.0754356120317254,0.2532860906943255,0.1778504786626,0.0027278049065228,-0.0727078071252025,0.0001578202106352,-0.0752777918210901,0.000283509028658,-0.0751521030030673,9.597700893924956e-05,-0.0753396350227861,8.218727702349621e-05,-0.0753534247547019,0.2859896797251652,0.2105540676934397,0.0209411086354955,-0.0544945033962298,10.44776119402985,0.0508474576271196,0.5714285714285697,0.4285714285714302,0.9491525423728804,1.75,15.0,0.3348113540668879,0.99,0.3797323242833705,67,92.47236597539676,188.94473195079357,193.35411718957548,0.99,0.99,0.0,0.3797316251260237,67,92.47236597539715,190.9447319507943,197.5588098089672,0.99,0.5176894628788962,-0.1069423110284422,0.2,67,92.4241781716158,192.8483563432316,201.66712682079543,0.01,0.1,0.1,67,92.88410354936256,191.76820709872516,198.382284956898,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,14,4,18,30,0.2548573523071901,0.1081614126705036,6.104540748591965,27.139285538272443,67,0.5124143975274581,0.3838695713162069,0.814267764883766,0.375280763381056,0.4795372543531732
