participant_id,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials,wcst_brl_posterior_entropy_mean,wcst_brl_entropy_drop_mean,wcst_brl_p_rule_max_mean,wcst_brl_change_point_prob_mean,wcst_brl_surprise_mean
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.16025785595151634,0.3,7.722384466214882,23.70835294720184,80,0.7273987706279215,0.1641517710261189,0.7223823999042965,0.37452427344659595,0.5691334107573341
DAKDKPH698P12JfTbbjemLI6PIH2,0.29361318917512313,0.15400718901707774,7.330254880018944,29.81575903543578,86,0.6207460959194833,0.3370386141076241,0.7678893633451389,0.42486271177131185,0.5053327574626589
DPvStUYSmohmXwFwaKRqHv89R3k1,0.257392042902754,0.001,7.901425605156657,10.441525076626295,63,0.22831097764276118,0.5957664995631778,0.9084009006048945,0.3201153156918331,0.4076021592571916
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.3,0.3,4.11100270687972,115.97886076937995,128,0.9387831053652897,0.11243762218167719,0.5732124376553035,0.5355670767593248,0.5860048072966362
Df83JuPuJkXqTGbENhM2gw5SJM43,0.14213442454749076,0.001,5.2091153775710906,23.461731776064507,88,0.18562102109174486,0.4199231431977614,0.9333408985503368,0.2005408050915569,0.2837695701223289
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.019790838353497105,0.006918325288238309,6.436955125935911,6.87137004372585,68,0.1470440928699332,0.10412057224219912,0.9392732248742508,0.08822468408477899,0.3264557385209744
DzB19GqCB7fyrlEPexogWkjFzEx2,0.12141394487181625,0.19190680856363596,6.4552434638374185,20.676234155256587,79,0.5388090289473958,0.20960506630650375,0.806754019473625,0.2859095630286024,0.43983942482404753
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.08139453477540766,0.150348077045471,4.674271521886626,32.82194450434271,96,0.35369065605943767,0.20976316088870076,0.8800668316031478,0.19253746521248405,0.374090490732441
EUhcW9kURScie1DwGPHqmNqotJB2,0.3,0.3,5.515792323898158,93.66086503486775,128,0.9225300082813355,0.12449788301780285,0.5872141931640733,0.5288197324650732,0.583053327043545
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.26225196316447136,0.18886371742236197,6.54750538825641,36.439934032799805,83,0.6727739116012389,0.2777608227925306,0.7424620030409462,0.42194915068505817,0.5206585028461209
EoToosG69XMp4LTYdB6sB9WTrv22,0.09730628794507218,0.001,4.1337114009734925,23.31652282535267,65,0.10241957530354272,0.3499689729637596,0.9729797676585817,0.12839746161013474,0.31270381463803965
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.17753677212767752,0.26600163829537815,8.485205023723896,18.787920016355578,84,0.7131985772429459,0.18717756053461085,0.7279218313571112,0.3818214204007314,0.5482228850223065
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.3,0.2659950107805559,5.9805069566843265,81.97476900746925,128,0.8490520395345207,0.17594519380830106,0.643882092135633,0.4973203103976359,0.5761314632845015
G9VruXninjUdE9czK2DambZl5li2,0.2752829491546842,0.15196207905716555,6.867043225623263,40.98574395436359,99,0.6356293969072966,0.31463339244037,0.7540909740955177,0.4228834204691889,0.48313917543538093
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.16671523455999204,0.2703113105342854,6.386583541497066,29.362354297469484,83,0.7032768375126838,0.18260306101334836,0.7346372783470952,0.3702194331703253,0.5418735912444866
GE4hogtdLdTFbNasENgtm6SO3hC3,0.2548573523071901,0.10816141267050368,6.104540748591965,27.139285538272443,67,0.5124143975274581,0.38386957131620697,0.814267764883766,0.37528076338105604,0.4795372543531732
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.21367813987913642,0.10468071324558531,6.914367390222433,20.43860275553688,77,0.4701785519711383,0.3659330968509249,0.826991202834608,0.33678696428706995,0.42771382725491053
HSggdq91WiQp16bOj7V3dABkcgk2,0.24433353567683358,0.1348010028531177,7.448174073487285,23.657562849062582,89,0.5272350294692738,0.35965120822224206,0.808930656513664,0.36881173279216395,0.45983531184786136
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.21940128284315363,0.04811970321372721,5.498917485861458,25.722820591955596,67,0.33900213425468995,0.4593867699528838,0.8795184973406411,0.3066852199391279,0.39561169573436555
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.2627916752648813,0.08966857721108351,7.744668015411271,21.18095830584456,83,0.4451982307627034,0.43695378743195523,0.8469009742811905,0.3599927729760862,0.4379187815071393
IaTJhUGICmO9xcL3605RW8QHneN2,0.2423900306573063,0.22107533057821874,7.282689953254142,41.32717099079938,108,0.7069727405269691,0.24085307703121497,0.7257784206610146,0.420113326641956,0.5213097067667709
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.1851015748415226,0.001,6.4120122387764615,16.276938184616824,75,0.2509235150465642,0.4697218171049341,0.9005748340239308,0.26333978330303126,0.30876708035593337
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.3,0.001,6.935681560995295,18.330427040214474,60,0.2707525359142718,0.6213128045754642,0.8777977689864467,0.3733162952363688,0.4099903283140577
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.09223490161083811,0.001,5.81062264427662,14.455618716104617,75,0.17213271795027552,0.3137744813914364,0.9281297883394342,0.16126426453508771,0.2758599591517724
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.16551261604508127,0.06681131575155919,10.0,4.539279677534919,70,0.32029858358495,0.3822357082889296,0.8894869160632431,0.2537631563237919,0.36727665026100487
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.2862505286742959,0.17586153796415083,6.225089284737126,46.97081975736779,93,0.69985608009713,0.2771097279295239,0.7238789772764741,0.4472189783425864,0.5036561798121834
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.22396978668138062,0.001,5.4106984472964035,23.386534157354507,66,0.2260966318934362,0.5477085602885815,0.9138249240446075,0.28789855859612734,0.36923935614871556
LSLmd8jENtONZFVkIpRDX665Bu73,0.22376448695265896,0.15234210105942275,6.019250426669927,31.53031573470701,82,0.5734753721345632,0.3110797962773372,0.7855651294562411,0.3710905874134574,0.4600877513624412
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.22826441293652586,0.01931462225437058,9.01425483966324,7.68461980257776,71,0.28172266051073797,0.5111954851499512,0.8949105824006895,0.3023091836479064,0.36822407981857086
LliUMEIsrCVZ88YFQfevan2Og4z1,0.28329598362341707,0.029984538261216987,5.512156468609992,43.92420322715338,97,0.35789626561505106,0.5276049436079928,0.8599840435713941,0.36673215825332395,0.3954515447798242
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.22537736808650335,0.14886308028707876,5.934829298559348,40.59454800406979,102,0.5647982912163679,0.31548125119014675,0.7945957183572453,0.36415341502933823,0.4494653184238064
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.20296045478128433,0.2126529734732639,7.445679234439992,22.21235335614963,78,0.6309925427898575,0.25484884852981854,0.7725028843721317,0.3662829456867488,0.5084524456033471
OExlWyngGfPrScDYjaRcv5PIAet1,0.015535649187470517,0.001,4.610548646421114,14.56373837021695,66,0.10407672190734642,0.09364210516703834,0.9600738292863412,0.06439678878838348,0.3749598592343468
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.13605266090057838,0.18116883279280024,5.117554925075918,35.528910388406466,88,0.5255249498891843,0.23594992586126892,0.8096736059518178,0.2931724547946184,0.4367064722756655
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.20701772419430903,0.2311567882626312,5.110733016298323,56.347446570293,101,0.6830855575993521,0.22765066979061316,0.7437212190270979,0.38728040038763906,0.513266712326545
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.05489967833235707,0.00784640437011502,4.644997989179081,23.066959704811357,80,0.1862801689772399,0.20707183527629,0.9190348526712558,0.13650421598230067,0.253332099415604
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.03560850316743637,0.011632929743500471,5.615777485769731,12.570424233078693,68,0.17483997482597066,0.15294185313400624,0.9217663867364715,0.11843349814300941,0.33466206108580837
PLreonkqaMeFc0UqxKUelH44UQu1,0.23254689173100057,0.25496107705784005,6.659164050985033,43.14522484317694,96,0.786731671147871,0.18504375149566873,0.6806916511119333,0.443853319027636,0.5468347031018727
PXesLO51qlY7lJBrLdOAZiHmUR72,0.3,0.3,2.841580356482824,142.264454980907,128,0.9405733715073288,0.11094483521247911,0.5725826869334161,0.5356650071697382,0.5600794197223653
PkpTH7pWpEOG9A86xSloOSozwTk2,0.3,0.3,4.048802907374308,116.39040356163987,128,0.9419531356988271,0.11073278686208844,0.5699452938517545,0.5379150410127405,0.5668598013709706
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.001990793540013704,0.001,5.859798844275758,11.503616903341207,74,0.10397279371421235,0.028129522495312444,0.9392718227992036,0.07151970431049595,0.4563854435183594
QbOEVCaZLUMOgltUdXm58oZOALv2,0.2534376396081688,0.26803455539658005,7.970424369974513,43.854625873072436,100,0.819230579693054,0.1756783644296843,0.6608826661149755,0.46651979170770524,0.5648657875560081
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.1500267198240044,0.2106579636033027,7.935020216590943,14.098514675287449,69,0.5739008244760477,0.2294278087558004,0.7980464877293928,0.3132184539849068,0.48814368457163215
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.1107054883475241,0.267806759182588,4.5341305007502415,49.497110571105665,95,0.6223190665496171,0.16112990363962224,0.7676663578881244,0.30940524695638877,0.5066767089122456
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.3,0.001,7.632823235458205,16.3216910696836,61,0.27057740329995456,0.6217298162423452,0.8773932672591167,0.3734407612444794,0.41490171828903166
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.0038304413691071567,0.001,4.809089387625189,17.5780094473024,81,0.11646112677100093,0.03646537761119662,0.9437895251153018,0.06787751190948764,0.37843779045585263
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.19503225014460324,0.047737275608492585,5.74744708239087,27.106275042844764,86,0.3604109058501922,0.4102565390889193,0.872669786203273,0.2904890927715206,0.3492534513981406
SOhR7IO689NQCPQu56SjATO8FR92,0.17413572810652447,0.3,5.850781756106876,47.0344783966179,100,0.8180230598167536,0.1316166930040787,0.6612454115107327,0.4265318889956437,0.5467811359776661
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.2704586792822445,0.3,7.318502722588372,64.54038696274215,128,0.8878534551818686,0.13780709658079932,0.6209528841672186,0.4972836364237202,0.5898799441693787
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.06580082688667592,0.02107378326098341,5.743419142680425,12.14430143374721,72,0.18738410932871133,0.2353031865137287,0.9326576072126412,0.13439675317054775,0.2917740952936067
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.2166820641082958,0.2698057654236999,8.384063770957143,25.53404960544734,86,0.7854696674223036,0.17549130582889994,0.6836195800826975,0.4332947955208509,0.5493421182462588
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.1028485950609361,0.17828488178307095,7.495330465290607,10.886138412152318,78,0.4485079252992698,0.21667658224343073,0.840264651646994,0.244570605979463,0.41937274181520307
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.22013707597148152,0.001,4.635358960527493,61.46711076496909,128,0.25112104467065455,0.5232108210694921,0.8999909881431699,0.29060958331227826,0.2871511810456919
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.22552160319896747,0.3,10.0,19.94490943971599,81,0.8261001549977612,0.15595648350579527,0.6638021181979632,0.45045720244666826,0.5888860593387174
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.24083129488617072,0.192243504716395,6.371939237838335,39.57660688370733,90,0.6600228086198208,0.271270802782974,0.7423246255075244,0.4094639398296873,0.5061944423622072
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.07546045121690477,0.001,6.27128459862656,10.145382680422419,77,0.15311802343104663,0.2773879436335732,0.9322091799442874,0.14325504286417787,0.26254666642953906
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.10228035776336204,0.17529657078406607,6.2643129719140385,17.787486162945882,81,0.4470350115970906,0.21579958090759457,0.8435933259616629,0.24068588689417983,0.42772369320644044
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.2980087920612624,0.001,6.995915166432235,24.81833640095523,88,0.2794060480099376,0.6116939992199915,0.8717991148313134,0.3730873806433969,0.39235908944536924
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.20924060036671216,0.24367141091748712,6.1601920818845155,44.462032403887434,98,0.7240810224138059,0.2066776044844798,0.7128269461981479,0.4097764054834167,0.5141681745893909
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.13920335212622734,0.3,6.495317042641767,30.398441747586944,94,0.736463442104978,0.14430461277498244,0.7106944171018796,0.37221570665539305,0.545132201277404
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.21867285468719114,0.25812124016119786,5.803847842506699,54.99373425423137,107,0.7848103839203211,0.17759460974533461,0.6832923306887717,0.4343713314004429,0.526487691748513
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.13390031231074745,0.2653006181388582,7.633954791862246,19.641443040284965,72,0.6960433449819183,0.15843689828558907,0.7257058590786711,0.35882842151442434,0.5373787785968753
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.2669053752333909,0.006530555191003824,7.668937527207571,18.751003626703277,74,0.31033222143490063,0.5474722242716239,0.865780944670101,0.3506629128234875,0.40370973591009474
WqoZv41KTtTCuPKBPyClregrKAi1,0.260441392709173,0.11885030383875467,5.605012914549398,40.632831487085184,89,0.5502543152211758,0.3636114321539186,0.7846546734649724,0.3956892436843031,0.4498671170148205
XbHvBButpZS4bapbJXJLAYcHnn12,0.3,0.3,6.595094262660583,80.47736486164666,128,0.9120687053918174,0.13069239189599077,0.5952309837478089,0.5229501863226361,0.598105031075756
XehZHBpwr5MYzUXkj0FAYCsFG922,0.15094438989792605,0.3,5.4748563417435365,56.22314652763214,115,0.7109261244198702,0.16438345579848967,0.7278413487003621,0.3650208573915923,0.5423444066635504
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.3,0.08622317277168061,7.330924303623687,22.772286861675965,68,0.5116899968143227,0.4265906249968749,0.8018587667633643,0.4120767726757069,0.45229721709513393
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.07311037056914035,0.031206864888571637,4.291714818858925,24.679676732402466,66,0.22019952997523748,0.2467589425074937,0.9066813955776767,0.16515241941524644,0.3581330299107993
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.15789245174852587,0.27305489139632116,6.327444834806388,28.991740066156456,84,0.7072470573100325,0.17384705561549285,0.7229427720952873,0.3738436570928478,0.5423322230776998
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.16734795661007745,0.084815760778126,6.424227347751356,20.23416663695585,87,0.3978880179882634,0.3462633456459524,0.8484606426616932,0.28631898483251833,0.37303112273621386
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.20764449681154643,0.18656986489261104,7.929488166119496,18.62383469964604,80,0.5839325516980438,0.2850423177122498,0.7872232879544148,0.35753939865333195,0.497744246704462
aM2995jJmJWvr6cneaGH58HauIg2,0.21956637299835668,0.14669992766360596,7.750910300659014,21.01561928451751,87,0.5834078098635452,0.30027832995471626,0.7802855977879287,0.3705161819100095,0.44504304575384285
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.22252178118379254,0.3,4.3312473476686515,100.98417098347582,128,0.8331340507705703,0.14987457053678432,0.6648230430909433,0.44737379392790955,0.5610102009482317
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.2373597135337445,0.22915695954117957,6.146827156240041,54.37686130360231,119,0.7268970453253885,0.2247606636985336,0.7114842181044241,0.4256785476202906,0.5189808725329154
asKxydfXDkZAk89VaD4hwVovkzJ3,0.13822838417898803,0.15563570919113556,7.083886194405308,14.829729525132453,81,0.49682768049315246,0.25375672025808393,0.8091603148774876,0.2956745351325766,0.3998904910138987
