participant_id,wcst_pes,wcst_post_error_accuracy_drop,wcst_post_switch_error_rate,wcst_post_switch_error_delta,wcst_post_switch_pe_rate,wcst_post_switch_rt_cost_correct,wcst_trials_to_first_correct_after_shift,wcst_pe_run_length_mean,wcst_pe_run_length_max,wcst_pr_run_length_mean,wcst_pr_run_length_max,wcst_pe_cluster_rate,wcst_rt_jump_at_switch,wcst_failure_to_maintain_set,wcst_trials_to_rule_reacquisition,wcst_post_switch_recovery_slope,wcst_switch_cost_error_k1,wcst_switch_cost_rt_k1,wcst_switch_cost_error_k2,wcst_switch_cost_rt_k2,wcst_switch_cost_error_k3,wcst_switch_cost_rt_k3,wcst_switch_cost_error_k4,wcst_switch_cost_rt_k4,wcst_switch_cost_error_k5,wcst_switch_cost_rt_k5
HSggdq91WiQp16bOj7V3dABkcgk2,930.1961025565713,-0.11076923076923073,0.27999999999999997,0.27999999999999997,0.24,233.49166666070613,2.0,1.1666666666666667,2.0,2.0,3.0,0.2857142857142857,127.69999997615805,1.0,4.8,106.27200001239775,0.2,484.83999996980026,0.2,158.71999998887375,0.2,-208.91999997297916,0.0,617.7800000031787,0.0,-400.2600000063579
HbydnnT1hUP3WagAy2TJAc6GqVs2,1386.975737699915,-0.15081967213114744,0.11999999999999997,0.11999999999999997,0.08,650.8960000061988,1.4,1.0,1.0,1.3636363636363635,2.0,0.5,594.0599999904632,0.0,4.0,-51.27399998188018,0.0,181.83999996185315,0.2,567.3800000190737,0.0,813.9000000476838,0.0,460.56000003814717,0.0,415.3
HyQM2xKwwuVfqidmRYF6TiRk90C2,1145.109722222305,-0.0888888888888888,0.27999999999999997,0.27999999999999997,0.24,320.49766666650777,1.4,1.0,1.0,1.2857142857142858,3.0,0.14285714285714285,379.7799999992053,1.0,5.0,3.5400000002979652,0.4,406.9400000005959,0.4,676.219999998808,0.2,358.66000000238427,0.0,98.01999999880793,0.0,301.5400000035762
IaTJhUGICmO9xcL3605RW8QHneN2,313.7555747089373,-0.07758620689655171,0.39999999999999997,0.39999999999999997,0.32,524.2399999981124,2.8,1.1818181818181819,2.0,1.5,4.0,0.15384615384615385,467.89999999602634,0.0,5.2,-3.8760000002385113,0.6,920.2733333269755,0.4,380.4733333269755,0.0,624.0333333412806,0.0,231.69333332578336,0.0,139.05333332816753
JOBWLirr6KYf3GXJ3jPFKmd48S93,1012.9225108211517,-0.2683982683982684,0.32,0.32,0.24,189.97500000596045,2.6,1.2,2.0,1.2,3.0,0.3333333333333333,250.28666667540864,0.0,4.6,-45.58800000309946,0.6,632.5066666762034,0.0,256.10666666428244,0.0,-11.453333326180722,0.0,-43.71333332856498,0.0,22.966666678587558
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,,,0.0,0.0,0.0,279.4506666580836,1.0,0.0,0.0,1.2222222222222223,2.0,,484.92666666110347,0.0,3.0,-234.06799999952312,0.0,-0.15333332618085932,0.0,391.06666666666666,0.0,98.04666664997735,0.0,-155.5733333428701,0.0,-61.613333328564906
JvrZiMHtAfP6gvQtlevYWafKy0z2,587.5626344347511,-0.3198924731182795,0.4,0.4,0.24,357.02666683197015,2.4,1.2,2.0,1.2142857142857142,4.0,0.3333333333333333,398.5600001017253,0.0,5.4,31.85599996566765,0.6,605.0733333587647,0.2,364.9533334732056,0.2,945.5533334732056,0.2,214.69333324432372,0.0,393.11333332061764
K26uNuY0VNPjJNF26wEx3bFg0kr2,794.8235023040615,-0.20506912442396308,0.27999999999999997,0.27999999999999997,0.27999999999999997,274.9616666666931,1.8,1.4,2.0,1.368421052631579,4.0,0.2857142857142857,326.3400000000373,0.0,5.0,-14.174000000013132,0.4,667.8399999999443,0.2,385.30000000009323,0.2,134.25999999996284,0.0,121.8,0.0,11.58000000007462
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1813.4117647058715,-0.32352941176470584,0.44000000000000006,0.44000000000000006,0.27999999999999997,683.9166666666667,2.2,1.0,1.0,1.4705882352941178,4.0,0.14285714285714285,1654.4000000000312,0.0,5.6,256.739999999972,0.6,1526.6000000000308,0.4,3683.3999999999833,0.4,1435.6000000000308,0.0,1082.3999999999376,0.0,-229.19999999992243
KtKj6zUKc5Oogd2itg2jdwkchnf2,1357.283870969068,0.048387096774193505,0.07999999999999999,0.07999999999999999,0.04,382.11466666610295,1.0,1.0,1.0,1.1,2.0,1.0,535.3466666663687,0.0,3.8,-104.52000000014905,0.4,329.46666666616994,0.0,808.726666667064,0.0,-22.93333333383007,0.0,121.44666666512687,0.0,-10.593333333979036
LSLmd8jENtONZFVkIpRDX665Bu73,1030.9493939168528,-0.19696969696969702,0.4,0.4,0.27999999999999997,740.5729165921609,2.6,1.5,2.0,1.5714285714285714,3.0,0.2222222222222222,711.6866665681204,0.0,5.2,-10.511999988555925,0.6,1067.3399999141695,0.0,1021.0399999141695,0.2,57.0199999332428,0.2,499.2799999237062,0.2,187.8199999332428
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1246.6633064597845,0.12903225806451613,0.27999999999999997,0.27999999999999997,0.24000000000000005,492.44666667381915,2.0,1.0,1.0,1.2666666666666666,2.0,0.16666666666666666,537.646666677793,0.0,4.8,-63.464000002145816,0.0,1287.2666666785876,0.2,362.8666666785876,0.0,-9.133333333333372,0.2,293.686666671435,0.0,551.2066666762032
LliUMEIsrCVZ88YFQfevan2Og4z1,631.0076923076797,-0.11111111111111116,0.31999999999999995,0.31999999999999995,0.27999999999999997,182.5266666666798,1.6,1.3,2.0,1.7,7.0,0.15384615384615385,238.86666666669765,0.0,6.4,-37.212000000011194,0.4,402.3066666666882,0.4,314.5466666666791,0.0,50.62666666661384,0.2,-10.473333333292999,0.2,74.22666666670698
M4Km1Q2P2oPliChDQkwl6k20FUI3,1083.7011244321923,-0.13319946452476572,0.48,0.48,0.36,1938.6354167163372,2.6,1.25,2.0,1.3333333333333333,2.0,0.2,1475.7800000190734,3.0,6.0,921.6020000171662,0.4,935.2799998601279,0.6,3219.8000001271566,0.2,4328.900000031788,0.4,3183.4600000699356,0.0,155.60000003178908
O61Eik2zvrSQLMNpFbTNEgjWwMr2,722.9227272727048,-0.25757575757575757,0.27999999999999997,0.27999999999999997,0.27999999999999997,209.34999999826158,1.6,1.1666666666666667,2.0,2.1818181818181817,4.0,0.2857142857142857,170.39999999850988,0.0,5.6,29.373999999910495,0.0,548.5066666662693,0.4,82.9266666635871,0.4,142.72666666656727,0.0,229.52666666507716,0.0,-75.37333333492279
OExlWyngGfPrScDYjaRcv5PIAet1,2040.9163933963073,0.049180327868852514,0.11999999999999997,0.11999999999999997,0.12000000000000002,657.0303333238761,1.4,1.0,1.0,1.6,4.0,0.3333333333333333,829.0466666698455,0.0,4.0,-293.07400000572204,0.0,780.293333331744,0.2,309.67333332697564,0.0,304.23333329359696,0.0,169.83333334128056,0.0,84.85333332220713
ORuVuFPU5idz3fMoXTGsbwToW2j2,440.3568066901521,-0.4882352941176471,0.6399999999999999,0.6399999999999999,0.39999999999999997,147.86250011126197,3.2,1.2222222222222223,3.0,1.4,4.0,0.2727272727272727,255.3066666603088,0.0,6.6,-14.825999994277964,0.8,424.9800000826517,0.8,414.07999989191694,0.6,160.8400000254313,0.2,-15.199999936421728,0.0,493.539999930064
ORvIk1xRWIQmKuLVe6GXNouvAXx2,2224.6832535962735,-0.287280701754386,0.36,0.36,0.36,1326.6416666924954,2.0,1.3076923076923077,2.0,1.85,5.0,0.11764705882352941,586.0000000238418,0.0,7.4,60.67200000762938,0.2,1561.526666688919,0.4,628.3266667127609,0.2,1206.0466666698453,0.2,49.246666717529344,0.2,-174.0533333063127
P8mTl71XaYNvFMTCvlKpzzUdc9W2,951.4010695227007,-0.15508021390374327,0.4,0.4,0.27999999999999997,336.5083333353201,2.0,1.1666666666666667,2.0,1.5625,3.0,0.2857142857142857,724.5866666754085,0.0,7.0,-69.33800000190737,1.0,1212.6933333436648,0.2,991.4733333508173,0.0,100.19333334366475,0.4,179.15333332220712,0.2,467.21333332459125
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1244.275952395087,-0.20238095238095233,0.2799999999999999,0.2799999999999999,0.27999999999999997,238.62499999602633,2.2,1.4,3.0,1.4615384615384615,3.0,0.42857142857142855,556.7800000071526,0.0,4.6,-114.05400000452997,0.4,1240.2000000079472,0.2,397.1800000031788,0.0,190.97999999125804,0.0,-12.700000003973718,0.0,446.7200000007948
PLreonkqaMeFc0UqxKUelH44UQu1,532.9767775614707,-0.12640099626401002,0.43999999999999995,0.43999999999999995,0.4,330.69999999975164,2.6,1.1538461538461537,2.0,1.75,4.0,0.13333333333333333,2901.5266666680577,0.0,8.2,-755.224000000656,0.6,8020.880000002186,0.0,589.4799999992052,0.4,675.3200000027816,0.2,-9.120000000794722,0.2,391.53999999860923
PXesLO51qlY7lJBrLdOAZiHmUR72,320.70034722226865,-0.07971014492753625,,,,,,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,
PkpTH7pWpEOG9A86xSloOSozwTk2,-157.10625000563232,-0.19498261301539987,0.6000000000000001,0.6000000000000001,0.4,-546.2999998728435,3.0,1.7083333333333333,4.0,2.739130434782609,11.0,0.0975609756097561,-16.999999880790597,0.0,15.0,-122.82500004768369,0.5,-331.16666646798444,1.0,618.0333333412809,1.0,-935.5166666110356,0.0,-649.816666682561,1.0,864.3833333651224
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,815.3839682533568,-0.2047619047619048,0.36,0.36,0.24,702.1983333326256,1.8,1.0,1.0,1.3636363636363635,3.0,0.16666666666666666,268.9399999996026,0.0,5.6,283.0159999998659,0.8,-19.766666667411663,0.6,860.6533333328862,0.0,751.3533333321413,0.0,995.4533333328864,0.0,-161.6466666671137
QbOEVCaZLUMOgltUdXm58oZOALv2,956.8901666707795,-0.22999999999999998,0.43999999999999995,0.43999999999999995,0.27999999999999997,489.837499992301,2.4,1.3333333333333333,3.0,1.8235294117647058,5.0,0.25,659.2199999928474,0.0,7.4,-32.668000003099436,0.6,1684.773333323002,0.4,364.4133333325386,0.2,1054.4133333206175,0.2,80.3133333086968,0.0,281.233333337307
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,2034.0980951950667,-0.15000000000000002,0.31999999999999995,0.31999999999999995,0.27999999999999997,1094.4899999618533,2.2,1.1666666666666667,2.0,1.2,2.0,0.2857142857142857,1401.3266666253407,0.0,4.8,-365.6819999933244,0.2,3835.5066666285193,0.2,-46.17333339055367,0.2,665.5266666571299,0.0,171.22666665712995,0.0,-117.73333328564968
QreA2rLiUhV3YHeMfuHMPdGbpJ53,263.7889758661845,-0.4005218525766471,0.44000000000000006,0.44000000000000006,0.44000000000000006,196.06875003377598,2.6,1.8333333333333333,5.0,1.8125,5.0,0.45454545454545453,-277.1399999459584,1.0,5.8,69.76199998855591,0.2,-90.05999995867406,0.6,-342.65999995867406,0.4,125.36000002225235,0.2,-157.5999999682109,0.0,178.56000006993614
Rc706mP0TSeIoIpMYH1SpRXjOxA2,3811.5169497182815,0.016949152542372836,0.039999999999999994,0.039999999999999994,0.04,697.9100001589458,1.2,1.0,1.0,1.3,3.0,1.0,892.8133334477741,0.0,3.2,-307.66599998474123,0.0,1237.8799999872842,0.0,-24.53999989827478,0.0,483.3799999872843,0.0,304.02000033060705,0.0,110.60000025431304
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,3024.248262043305,-0.06587615283267456,0.31999999999999995,0.31999999999999995,0.24,1612.2866666793823,1.6,1.2,2.0,1.4375,4.0,0.3333333333333333,1138.280000034968,1.0,5.2,94.1319999885559,0.4,2151.593333419164,0.6,1294.69333337148,0.0,2563.7933333237966,0.0,233.11333330472297,0.0,315.11333330472314
Ru3Qf6pXZua1DfNkQdhbor6iJ403,1793.8928418802793,-0.2735042735042734,0.44000000000000006,0.44000000000000006,0.27999999999999997,1099.529166666626,2.2,1.3333333333333333,3.0,1.6470588235294117,4.0,0.375,1400.3133333332528,1.0,6.0,20.32399999998514,1.0,1598.9199999999566,0.4,2259.719999999864,0.4,1512.3599999999938,0.0,487.19999999984486,0.0,1213.9799999999193
SOhR7IO689NQCPQu56SjATO8FR92,634.2278714435031,-0.3356164383561644,0.44000000000000006,0.44000000000000006,0.36,451.61458333308104,2.2,1.3076923076923077,3.0,1.894736842105263,5.0,0.17647058823529413,236.20666666645556,0.0,8.8,-4.563999999929246,0.6,718.5666666666045,0.2,122.50666666645546,0.4,131.60666666664173,0.2,138.20666666664164,0.4,359.706666666828
SPCT9D90pRa1ihXS5jEw6vCmquI3,1424.8394598164184,-0.14023210831721467,0.4,0.4,0.32,257.6350000048677,2.2,1.4285714285714286,3.0,1.6875,7.0,0.3,144.92000000278156,2.0,6.4,65.02600000202654,0.4,414.11333334048595,0.4,110.09333333571753,0.2,293.17333333690965,0.2,296.15333334406216,0.2,183.31333334048594
SpSfX0ZcfcPLdlOENlfdfvEPwru2,1092.8369175626963,-0.1254480286738351,0.31999999999999995,0.31999999999999995,0.24,455.93333333331594,2.2,1.0,1.0,1.25,3.0,0.16666666666666666,607.7333333333178,0.0,5.2,-103.57999999999768,0.2,1153.1999999999457,0.6,522.5999999999922,0.0,474.99999999996896,0.0,-31.39999999998447,0.0,75.19999999996897
SvtOrPatsnWjicxtyndEzSdO5Wp1,1076.5470588119592,-0.13235294117647056,0.4,0.4,0.32,1264.2016666789848,2.0,1.125,2.0,1.5333333333333334,4.0,0.2222222222222222,744.9866666634877,0.0,6.4,130.2400000071525,0.4,1698.706666636467,0.4,836.7466666936874,0.0,1201.906666660309,0.4,599.1066666841507,0.0,111.14666666984553
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1290.019696969426,-0.2727272727272727,0.32,0.32,0.32,87.37333333243933,1.4,1.6,2.0,2.4,5.0,0.25,130.01999999483425,0.0,5.8,91.2700000017881,0.6,371.14666665792475,0.6,222.88666666150098,0.2,248.48666666150098,0.0,313.7066666722297,0.0,-56.55333333611484
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,272.63957680864576,-0.20376175548589337,0.0,0.0,0.0,477.10999999741705,1.0,0.0,0.0,1.25,2.0,,609.9333333298564,8.0,3.0,-224.60249999985092,0.0,1028.0499999995031,0.0,-79.67500000943741,0.0,566.6249999950329,0.0,-10.874999997516511,0.0,-68.53333333465802
Ub7nV8F55kPruh35ZpUcKoBUyn63,881.1015151515926,-0.23593073593073588,0.36,0.36,0.32,477.49374999602634,2.0,1.2857142857142858,2.0,1.8461538461538463,5.0,0.2222222222222222,569.9133333305518,0.0,6.2,35.30799999892709,0.2,953.0266666591167,0.4,752.5866666674615,0.2,661.9066666603088,0.2,326.22666665911663,0.4,88.24666666388507
UbqFccqQZZgcqJIqCn3ErH9zQdM2,344.89173913546233,-0.3050724637681159,0.36,0.36,0.27999999999999997,9.58500002622593,2.6,1.4,2.0,1.6363636363636365,4.0,0.2857142857142857,72.32666668097178,0.0,5.0,-11.037999994754795,0.8,117.10666666825617,0.2,218.38666668732952,0.0,-15.233333269755189,0.0,-107.53333331743886,0.0,-55.77333330313363
UbwuSMtBsHdW3Ji41opk3GInMqi2,365.70082918768287,-0.0066334991708126845,0.23999999999999994,0.23999999999999994,0.24,194.84833333299804,1.8,1.2,2.0,1.6923076923076923,5.0,0.3333333333333333,79.33999999972684,0.0,4.8,47.0739999999851,0.4,11.393333332861493,0.2,380.753333333383,0.0,414.2933333328614,0.0,-120.20666666713858,0.2,-265.3666666665425
VwTymW8T68MfpnJvZ2X97ILqDWS2,516.8249138936519,-0.2652123995407577,0.4,0.4,0.4,226.07333332896232,2.0,1.6666666666666667,2.0,2.142857142857143,6.0,0.2,233.89999999602634,0.0,5.6,6.4300000023841575,0.8,440.3399999976159,0.2,244.21999999284753,0.2,438.5200000166893,0.2,50.2,0.0,263.23999999761577
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1026.157323688981,0.08750000000000002,0.15999999999999998,0.15999999999999998,0.12000000000000002,883.0833333333588,1.6,1.0,1.0,1.5384615384615385,4.0,0.16666666666666666,1473.866666666698,0.0,4.0,-736.0600000000093,0.0,852.33333333338,0.2,327.93333333333334,0.0,665.33333333338,0.0,-345.46666666666664,0.0,201.7333333333799
WbOfW9KmUkPQK8o5hlHJnJFdpp92,663.1220588224776,-0.2992647058823529,0.36,0.36,0.24,353.5291666671013,2.4,1.2,2.0,1.3333333333333333,3.0,0.3333333333333333,394.1199999998014,2.0,5.4,-15.35400000035771,0.6,351.34666666189844,0.4,416.18666666845473,0.2,443.5666666666668,0.0,291.94666666487853,0.0,-123.43333333035307
WcTsIpSoEhYeIBSNjAbbdaNSBya2,287.7066438369452,-0.2993150684931506,0.5599999999999999,0.5599999999999999,0.43999999999999995,-9.095833335692816,3.0,1.625,2.0,1.8888888888888888,8.0,0.15384615384615385,14.299999999999955,1.0,7.4,40.94399999946354,1.0,97.23333333532,0.2,19.71333333055163,0.6,-139.00666666527596,0.2,248.79333333174372,0.2,95.29333333472422
WeHQDy9BWldTlaQDVVlsJNCqwxA2,455.6221153846034,-0.2865384615384615,0.44000000000000006,0.44000000000000006,0.32,213.7333333333489,1.6,1.1818181818181819,2.0,1.9,8.0,0.15384615384615385,68.60000000001553,1.0,9.4,11.339999999981412,0.6,10.266666666666698,0.6,6.866666666666697,0.4,-78.33333333342644,0.2,289.6666666666667,0.0,269.8666666666201
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,1309.9984463614933,-0.4152542372881356,0.36,0.36,0.36,402.74500007629393,2.8,1.8,3.0,1.7692307692307692,4.0,0.3333333333333333,230.9800000190735,0.0,4.8,10.46600002288815,0.4,627.0400000572205,0.4,53.94000005722046,0.0,176.8600001335144,0.0,289.38000001907346,0.0,154.02000007629397
WnC6Uscb5VMIr43GASKiUCO3AYH2,1449.0054252237258,-0.05278592375366564,0.23999999999999994,0.23999999999999994,0.2,397.9483333359162,2.0,1.0,1.0,1.4285714285714286,3.0,0.2,434.04000000357627,0.0,4.4,-35.22200000107297,0.0,895.3333333432674,0.2,420.0733333349229,0.0,169.8733333349228,0.0,173.33333333134655,0.0,-83.82666666507717
WqoZv41KTtTCuPKBPyClregrKAi1,523.9787644787937,-0.1505791505791506,0.2,0.2,0.16,479.4166666666357,1.4,1.0,1.0,2.0,4.0,0.16666666666666666,307.8,1.0,3.8,60.69999999997674,0.0,370.06666666668224,0.2,-28.933333333364363,0.2,69.46666666663563,0.2,1036.066666666589,0.2,171.06666666649593
XbHvBButpZS4bapbJXJLAYcHnn12,682.6233913501947,-0.2631856540084388,0.6,0.6,0.5,635.377777777845,2.4,1.5789473684210527,3.0,2.0714285714285716,5.0,0.1,356.7433333334513,0.0,9.5,188.94999999995343,0.4,808.806666666704,0.25,751.50833333338,0.75,1370.783333333287,0.5,697.3583333333568,0.75,1332.083333333217
XehZHBpwr5MYzUXkj0FAYCsFG922,563.6288767970732,-0.3031480761756704,0.64,0.64,0.56,-28.605555557128355,1.4,1.6428571428571428,4.0,2.3157894736842106,7.0,0.17391304347826086,-33.066666665176605,0.0,9.0,-2.402000000774906,1.0,59.18666666845479,0.6,-97.77333333094911,0.6,-36.19333333571744,0.8,-24.93333333482351,0.4,527.2066666657727
YEU5ox3jteVINfdSTg5ymqYcS9o2,2099.396904769824,-0.37857142857142856,0.15999999999999998,0.15999999999999998,0.08,818.4236666695277,1.4,1.0,1.0,1.4615384615384615,3.0,0.5,732.3266666650773,0.0,4.0,-57.91200000047688,0.2,1141.340000005563,0.2,491.7199999888738,0.0,1401.3400000055633,0.0,144.35999999841073,0.0,99.23999999364216
Yco8O7tmHlbsUBfKW2ywcZByGO32,1390.894086017724,0.048387096774193505,0.11999999999999997,0.11999999999999997,0.12000000000000002,694.4463333335518,1.2,1.0,1.0,1.2727272727272727,3.0,0.3333333333333333,957.6533333341282,0.0,4.2,-295.30999999940394,0.2,541.2933333396911,0.2,914.7933333277703,0.0,609.6733333289624,0.0,-93.86666665673258,0.0,-12.52666666507721
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,445.2778632452855,-0.3769230769230769,0.52,0.52,0.4,392.2916666616996,3.2,1.3,2.0,1.5,6.0,0.15384615384615385,539.6866666595141,0.0,6.4,-15.744000002145722,0.6,472.0266666491827,0.4,724.9066666563353,0.2,95.42666666110361,0.4,531.7066666563351,0.4,396.66666667064027
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,691.1115440128515,0.11688311688311692,0.27999999999999997,0.27999999999999997,0.28,350.386666671435,1.8,1.0,1.0,2.0,5.0,0.125,403.2733333587647,1.0,4.6,-8.582000021934505,0.2,324.06666668256145,0.2,640.5666666348776,0.0,147.12666667302443,0.2,290.7466666539512,0.0,-33.673333279291775
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,890.0652406889806,-0.06417112299465233,0.36,0.36,0.27999999999999997,572.3250000039736,2.0,1.1428571428571428,2.0,1.5714285714285714,4.0,0.25,244.9666666666667,0.0,5.6,114.88000000000002,0.2,693.2466666857403,0.4,50.76666666666672,0.2,263.4866666475931,0.2,780.1666666666666,0.0,518.7866666952768
aM2995jJmJWvr6cneaGH58HauIg2,339.8716269881718,-0.31746031746031744,0.4,0.4,0.27999999999999997,272.6066666553418,2.6,1.125,2.0,1.7058823529411764,4.0,0.2222222222222222,258.09999999205274,0.0,6.0,61.844000000953656,0.6,90.26666665871944,0.4,711.446666665872,0.2,249.06666665871927,0.0,202.4066666563353,0.0,236.646666665872
afdTz6deeYWf1qKNdUpKAYKN3hz1,-108.41513888997315,-0.2718733225979603,0.7999999999999999,0.7999999999999999,0.6666666666666666,-438.4833333368101,2.0,1.75,4.0,2.111111111111111,11.0,0.19047619047619047,-296.2555555552245,1.0,12.0,787.4466666668658,1.0,-591.5555555572113,0.6666666666666666,57.444444447755664,1.0,3587.311111107469,0.6666666666666666,1493.1444444457686,0.0,316.7000000104308
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,124.32499999949277,-0.11081560283687941,0.43999999999999995,0.43999999999999995,0.36,-308.49791668355465,2.2,1.3,2.0,2.1176470588235294,8.0,0.15384615384615385,-157.040000017484,1.0,6.4,-57.665999999046356,0.6,34.68666667143498,0.0,-103.13333338101693,0.4,-490.1733333190282,0.4,-428.57333334286994,0.2,132.4266666809719
asKxydfXDkZAk89VaD4hwVovkzJ3,702.5724637674141,-0.1567852437417655,0.36,0.36,0.32,165.27500000029494,2.0,1.2857142857142858,2.0,2.5454545454545454,8.0,0.2222222222222222,264.06666666666666,0.0,5.0,20.3959999998659,0.6,437.8599999996524,0.0,312.21999999980125,0.4,-41.78000000019874,0.2,383.91999999980146,0.0,100.2999999995034
azdL1gX79EVd9iepyCAVQrqIaQF3,904.239705882421,-0.13235294117647056,0.36,0.36,0.27999999999999997,680.8866666665921,2.4,1.3333333333333333,2.0,1.4666666666666666,3.0,0.25,783.0333333333022,1.0,5.4,-68.86000000001874,0.4,1711.2333333333331,0.2,668.1533333331656,0.0,330.1533333332588,0.2,315.95333333335185,0.2,103.15333333325873
bXpFswkI7TfIfL6G4FqWrbaxTGx2,318.4557657657757,-0.2783783783783784,0.27999999999999997,0.27999999999999997,0.16,315.08099999998683,2.0,1.4,3.0,1.7333333333333334,5.0,0.42857142857142855,450.9666666666045,1.0,5.0,-101.87599999998694,0.2,284.8866666665921,0.4,502.5666666665735,0.0,69.92666666672251,0.2,163.54666666664804,0.2,213.40666666670396
biQ16yPcCKSkJQhSxUKcDc8gm8I2,-103.05846774377801,-0.050739247311827884,0.4,0.4,0.4,675.9229166507722,2.5,1.2352941176470589,3.0,1.7142857142857142,6.0,0.14285714285714285,494.14166665077215,0.0,7.0,77.05999999642378,0.5,115.16666658719387,0.0,1278.2416666348777,0.0,379.5666666229568,0.5,342.1166666944824,0.5,248.66666670640313
btpcu1rB1JeSTo2upeHGPdv8kYG3,1798.8033333546587,-0.12222222222222223,0.31999999999999995,0.31999999999999995,0.28,932.1783333579699,2.4,1.4,2.0,1.9090909090909092,4.0,0.2857142857142857,698.7999999841055,0.0,4.8,-5.607999980449608,0.4,1592.1466666777928,0.2,365.2666666587195,0.0,1389.7466667016347,0.0,212.14666670163479,0.0,868.9666666348776
c0hRe9PCPPZs3HWFqhIQargNlp52,832.5177680766724,-0.27193932827735645,0.48,0.48,0.4,522.6541666388512,2.6,1.25,2.0,1.75,3.0,0.2,273.05333331425993,1.0,6.0,182.0659999847412,0.6,575.4266666094462,0.6,401.9066666285197,0.4,752.3666665712993,0.0,663.6866666475933,0.0,230.7466666857402
c8BtRUVPPPZHjyhX2rn702NoUld2,396.4065789564661,-0.1578947368421052,0.32,0.32,0.27999999999999997,261.70100000758964,2.2,1.2857142857142858,2.0,1.368421052631579,2.0,0.2222222222222222,390.54000000556306,1.0,5.4,-87.91799999833107,0.2,134.38666666746138,0.2,604.0466666817666,0.4,165.84666666984558,0.0,-22.133333325386047,0.0,434.30666667222965
cC0BEsQjfrcuCyoaOas9zJT0MNs2,184.0823809351241,-0.39285714285714285,0.68,0.68,0.6,282.9250000516574,2.8,2.066666666666667,6.0,3.111111111111111,17.0,0.1935483870967742,173.60000003178916,1.0,10.8,16.30999998092653,0.8,312.9399999777476,0.2,48.14000002543135,0.8,151.9600000540415,0.6,321.75999995867426,0.4,305.5999999682108
cEIs6U87xfbSL5eFTXDK77MmvNf1,1387.7552326640418,-0.27034883720930236,0.27999999999999997,0.27999999999999997,0.24,-194.7516665538152,1.6,1.2222222222222223,2.0,1.7647058823529411,4.0,0.18181818181818182,-61.21999982198074,0.0,4.2,43.23999996185301,0.2,71.56000022888183,0.2,-203.7399997711181,0.2,-274.719999885559,0.2,337.8599999427796,0.0,78.95999994277956
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,717.6172976119569,-0.03785672684915553,0.19999999999999998,0.19999999999999998,0.2,819.1050000003975,1.8,1.1111111111111112,2.0,1.5454545454545454,5.0,0.2,757.7066666667662,3.0,4.4,-134.94399999976162,0.0,2108.419999999801,0.0,146.8800000006955,0.2,502.41999999980146,0.0,146.1000000009935,0.0,68.20000000248362
cec6NLR2ZLVVw6h0TEKSNIH11v02,-61.556527347777546,-0.18085655314757482,0.19999999999999996,0.19999999999999996,0.0,233.4833333333179,1.0,1.0,1.0,1.25,2.0,1.0,335.79999999981374,2.0,3.0,715.6500000000932,0.0,-99.96666666710098,0.0,1701.4333333332713,0.0,-73.46666666616989,1.0,2970.9333333332715,0.0,-27.166666666356377
cfoKz0AGhvYmW0DJmVKAZ01jh752,308.13132865628984,-0.058741258741258684,0.27999999999999997,0.27999999999999997,0.24,18.13833334247272,2.2,1.1428571428571428,2.0,1.4285714285714286,3.0,0.25,129.16000000635785,0.0,6.2,-58.30799999713897,0.4,221.06000000635768,0.2,135.90000001589456,0.0,-196.09999998410544,0.0,-52.43999999364212,0.2,-152.6399999936422
d9rwc0NXArcNlJvFsgKhQqkGxJq2,1339.1893333379428,-0.22666666666666668,0.36,0.36,0.27999999999999997,616.4783333440622,2.0,1.0,1.0,1.5625,5.0,0.125,554.9333333373072,0.0,5.2,84.70800000071522,0.6,646.7733333428702,0.4,1307.173333330949,0.2,751.6533333500225,0.0,81.95333333810171,0.0,403.03333333333336
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,3859.9078688492546,-0.26527570789865873,0.4,0.4,0.32,1942.5166666780908,1.8,1.3333333333333333,2.0,1.8,3.0,0.25,2069.7066666841506,0.0,5.4,-270.49400000095403,0.2,3928.10666668415,0.4,1002.3666666984558,0.4,1270.6066666841505,0.2,1254.926666665077,0.0,314.746666717529
