participant_id,wcst_cv_rt,wcst_rt_sd_all,wcst_rt_iqr_all,wcst_rt_skew_all,wcst_rt_mssd_all
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.3505988707394353,446.62926740198753,533.0000002384182,2.555780815494651,287358.658160503
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,1.1266662307689561,2511.1641268495314,770.0,5.912755893734195,10625142.4455313
CDEoAyvS8feXLKMKsaZah9agEhF3,2.1731024679179836,4676.484553570207,585.5250000001399,5.929653223424849,40192004.881045125
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.9126972888112797,1429.6319827840337,667.0999999046326,6.973217066813323,2173518.867737078
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.5685366688265895,1059.9671312121036,636.7999999998135,2.872619986573266,970130.9943750419
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.5262592460454335,740.8130633191463,624.8749999999999,3.1083448568348064,672187.2881336648
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.5867084006087449,682.1956059821077,485.84999999403954,3.3145212733479843,928649.413001358
Co587hoelyeANqFX7AYvuVQW0lZ2,0.5928384178402679,611.0768748699171,358.875,3.1022813953854014,519577.310733712
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.5844120193691817,883.2803260745882,555.3749999997672,2.5393765439061027,762634.7034176958
DAKDKPH698P12JfTbbjemLI6PIH2,0.8661096576556627,1180.6675929594685,505.6999999731779,3.0299375409590574,1138859.8717612873
DPvStUYSmohmXwFwaKRqHv89R3k1,0.5409631635560571,847.8069153150559,726.3999999761581,2.0450314117813075,973370.8188799585
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.7320551849533342,1544.9858822178414,1207.1500000059611,3.07434590751924,3592299.38646501
Df83JuPuJkXqTGbENhM2gw5SJM43,0.4730697806718242,654.7291140290977,696.6250000000582,1.781908472611857,558540.0163218575
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.8309172387426054,1557.7388765292474,435.625,7.107942804947015,1871416.4510707716
DzB19GqCB7fyrlEPexogWkjFzEx2,0.4615944069555586,809.4829197621893,590.4499998092651,3.862096675062231,581854.0646483472
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1.0700290164812387,1303.473680243557,353.5,4.881861826339046,2951433.294736739
EUhcW9kURScie1DwGPHqmNqotJB2,0.4639403646018335,992.2778265299964,1003.5249999761584,2.0679457179773713,1793072.5840411233
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.5792978710937288,1011.3731208198753,744.2500001192093,2.3679309959667583,2077160.2967477227
EoToosG69XMp4LTYdB6sB9WTrv22,1.1632592353077247,1931.5060579790088,486.7999997138977,5.383647941398981,2711617.780587218
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.8874335540062046,1770.184839552303,629.0499999821186,7.4052859877517925,5520419.966344597
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.38741145881401007,649.1826575461572,692.2000000178814,1.4543541818249357,679313.2758097333
G9VruXninjUdE9czK2DambZl5li2,0.6401461115669034,1080.7412216280816,1011.9999999998836,2.391617685339652,1543517.3775510518
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.1097529333369989,2281.408687509995,581.9000000953674,8.399197976411731,4549519.294566606
GE4hogtdLdTFbNasENgtm6SO3hC3,0.3838076683315889,692.5763547259838,536.5,2.084991427161929,414767.7507592546
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.8416374210587201,1227.5041318275573,633.3000000119213,3.958881017551027,2181268.8992262655
HSggdq91WiQp16bOj7V3dABkcgk2,0.5784489253952705,783.3608825255114,787.3999999761581,1.6664923652496384,982567.9218323149
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.5346610395597008,1004.5650512017314,729.5000001192093,2.2640274817971093,1943409.03892963
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.5988174674143129,708.3844702132448,617.25,1.8671361299238816,479441.7156114223
IaTJhUGICmO9xcL3605RW8QHneN2,0.5150613841201216,653.7373696169456,528.9500000104308,2.1013971222246512,571832.1304639521
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.6580784747110581,1070.0338450027834,511.34999999403954,2.8426263969574754,711142.1791883307
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.4371709214497295,561.0571457886168,509.4999999701977,2.665090228601679,613820.5028705983
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.3179616360068975,572.0104394938326,529.5,1.8538272845407546,375449.5062137505
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.405053782622725,477.31306284957884,262.62499999965064,3.1684302198070236,326430.7672463356
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1.108878561508064,2740.8020247115446,1784.0,3.558314110085611,11783548.021739224
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.5136548253102068,581.2082174873673,487.62500000186265,2.519467078299307,418941.0961536461
LSLmd8jENtONZFVkIpRDX665Bu73,0.4972095516953693,842.379698716167,593.0749999880793,2.1623215861552634,1244733.301250193
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.6441357596766819,897.0198299928633,360.349999964237,4.186778117978577,984576.3187226834
LliUMEIsrCVZ88YFQfevan2Og4z1,0.5880199433737673,680.2790600768477,688.3000000000466,3.530606287396567,591009.0702083128
M4Km1Q2P2oPliChDQkwl6k20FUI3,1.1514418664726422,2510.077794773624,1023.3250002861023,4.4387208203462585,8880447.372523792
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.35410072071223603,549.3187179171645,544.1999999992549,1.2550820330233252,277280.5659742527
OExlWyngGfPrScDYjaRcv5PIAet1,0.8183273990236622,1098.9008669045297,324.0500000119207,3.2432252415873233,1420130.209850566
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.3814693054655924,622.4872480123416,689.7250001430511,1.4560331822855523,488185.5508019512
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.8419277625381467,2207.6146181922527,1380.4000000953677,3.1572434602528996,8392016.585716851
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.6670377020890488,897.0506453065578,334.1749999970199,4.312202353558362,1025716.8730355394
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.5878144671989645,850.9660376700926,481.0749999880793,3.600559881222568,1229910.7798470247
PLreonkqaMeFc0UqxKUelH44UQu1,2.2167429575890054,4176.200567449993,584.9749999940395,7.742398663678254,32437879.819688685
PXesLO51qlY7lJBrLdOAZiHmUR72,0.784789447761878,3452.274065902399,3962.1500000001397,1.514359755998248,16688589.01606271
PkpTH7pWpEOG9A86xSloOSozwTk2,2.156160363731396,9418.687936841952,2032.5750000476842,7.539985258083845,173067995.7638105
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.5765240543732765,651.3623302367778,563.0750000048429,3.3523561232786245,611431.2294517679
QbOEVCaZLUMOgltUdXm58oZOALv2,0.5224127425313633,1012.1156560126797,718.625,3.304945757699126,1383637.086777303
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.8694324795411328,2166.0335168717284,1255.5,3.4782274737554517,7487181.043803295
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.4065805009537567,586.4397311557134,561.8499999046326,2.736766704778141,583395.1043887995
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1.0486492945594474,2006.8414133542676,530.3000001907353,6.2762926590634365,4484076.251145376
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.9468294938016304,2003.0692268405598,1237.7000000476837,3.1339333426676985,5903415.027533947
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.8400102117743345,1886.4011650210184,1027.0500000005122,3.884965086266861,4887443.060000218
SOhR7IO689NQCPQu56SjATO8FR92,0.547167238987564,805.5800996131788,621.6249999997674,2.4663280210001033,907741.7763634023
SPCT9D90pRa1ihXS5jEw6vCmquI3,1.4026069006034965,3161.7137396635544,1545.2500000074506,5.096386279784317,12880952.635416029
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.5561876282048992,717.4897652124814,613.75,2.9152477082708455,588642.450704191
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.6130492321131349,1201.167320225275,1194.5250000357628,1.9004180120233638,1977833.151542818
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1.0577819565749937,1897.1671985177438,828.5499999970198,6.307169895619229,2107500.7410440156
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.6680169436974638,662.8116304189651,303.8000000119208,2.9895869341598806,471527.2151167218
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.5548232581188419,854.4887795639354,824.3000000119209,2.4777554393979706,1145987.3197470156
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.3378519155294603,503.4511580977555,516.9249999523165,2.5020561188511943,316044.5164114541
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.6994027716778947,769.1632024187422,437.5,6.250907820181649,608731.9989474998
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.3560267565407429,509.7586704749917,668.1000000238421,1.3653646135306405,355243.4352617048
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.7233184877948736,1387.0536151576368,901.0,3.0914375772693,3242796.63218396
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.4677840016549354,754.5274800488886,605.9500000104308,3.8080089804182813,688979.0835044261
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.35593000109699435,630.3429443683148,530.0000000111759,2.5891710067080242,468949.7419378809
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.3828837055537405,515.6298441044579,469.0,2.242990416529574,433882.0566037665
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.7434667520332311,1038.3349592082548,697.450000166893,4.352539257491429,962393.946539449
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.7762859423040693,1053.4640831760844,567.7500000149012,3.314192356947088,821101.124521796
WqoZv41KTtTCuPKBPyClregrKAi1,0.4536848121587866,699.8674449497543,748.0,1.8163782575297989,836195.4204545491
XbHvBButpZS4bapbJXJLAYcHnn12,0.4628743884035095,1030.5478777889593,1350.6499999997905,1.2403229288997728,1355614.8893700314
XehZHBpwr5MYzUXkj0FAYCsFG922,0.6774737942255187,985.4368860660734,569.25,5.407349781796682,1113535.525439713
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.6804937930291808,1194.8870569898647,893.0749999731779,2.2481908110275874,1207741.0477697144
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.9035373590863173,1475.109616459756,878.4250000044703,3.65060294167382,1901551.985840062
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.4756534202199713,830.4874741791672,544.4249999970198,3.293391942548509,640152.5579422308
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.6148055971297876,909.7483355992534,524.9499999284744,5.496294668317005,828452.9146665264
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.3853517907633135,557.5645426780286,453.125,2.3721623787416286,433173.7691410397
aM2995jJmJWvr6cneaGH58HauIg2,0.3504194212849987,389.69821616315886,349.69999995827675,1.6032121863000968,155648.08372353288
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.5247621802674901,1988.9343470383753,2305.124999988824,1.5400595402191526,6230733.705513715
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.39981748711836157,447.08733745268694,413.8499999642372,2.0518337241499633,359986.8714301182
asKxydfXDkZAk89VaD4hwVovkzJ3,0.3589696602801842,528.3151486207885,608.400000002235,1.1926622190279856,358429.6786247447
azdL1gX79EVd9iepyCAVQrqIaQF3,0.4682057498751286,667.7440578678979,539.5,2.2442978575471315,631839.9357499902
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.37990768907843436,395.5978766373791,382.42499999993015,1.187513581668049,183878.61898878065
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.3875315075960559,682.4553979978558,917.6250001192093,0.9598721622817935,875867.3889327634
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.8977992068975309,1522.8021247792472,734.2250000238417,3.6095417257872855,2957112.7569120405
c0hRe9PCPPZs3HWFqhIQargNlp52,0.45469807563767944,698.6532221136384,574.1999998092651,2.0143864766730006,507290.5391460154
c8BtRUVPPPZHjyhX2rn702NoUld2,0.9818310780322076,1481.3345707576332,470.37499997019756,5.072292889496264,1383018.203800227
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.3465294546086783,394.20295555082015,292.6999999880792,2.1993481102489305,239433.81653734844
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.8152790481876018,1266.6317768434228,589.0499999523163,4.5315996880039195,1861961.8502206153
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.8222736929332402,1155.4375727343067,713.6499999985099,3.2181980759071864,2358190.7231369563
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.4737611757081089,733.5684733331667,569.9249999999302,3.7847054105390647,774241.6062993056
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.34338099048068604,343.6989523554821,336.4000000953672,1.7765352399888574,160628.78263393603
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.675077894746643,1130.5445118585187,957.6749999821186,2.44398855140823,1636051.8082834687
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.9883793902009416,2705.9322906584744,1247.7000000476842,2.8649802196324976,8516017.353309818
e7NIVznoeNMC7bBejXnMVvFNPfx1,1.3601259598931872,2775.603677442805,786.0249999910593,4.459771644203224,6516513.941442206
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.42066579762300776,750.4319484657755,638.7000000178814,2.9666000642178143,837796.212873908
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.7330850025929909,1023.6507408303808,613.8999999947846,5.5579845307445614,1849885.1827537518
foaW7wtvY3XLNdguFUK7OvOefP93,0.6320979254001469,857.7166603545539,510.7999999998136,3.5673823176100794,1255081.2548684268
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.7837543183292984,1160.018470669003,758.4000000953672,4.212836036150863,1560322.330537502
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.585266169325056,1159.818716272745,1197.25,2.517608463836861,2264814.971830922
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.6524375506776318,798.9890053644853,452.1750000026077,2.444282366801873,746814.9368119139
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.6571102035272413,1105.653106936104,843.6500000208616,2.4917969133279154,2241694.40407754
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.4423982306854922,611.3985396554739,814.25,1.346440473075645,528374.3712328424
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.47395793590227986,553.9449509522918,483.3000000016764,1.5767161302102732,435931.92600026843
htPWXDgfuheOJbl6ihHore9XuDp2,0.5243861853429571,802.2008071777935,848.3999996185305,3.0532171859139443,815185.4767984782
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.46157805853166867,793.610388455049,708.4500000178812,1.7536873295531703,987598.6147793955
i1tBstVkNiVP0qro7TgGD08IGGa2,0.46653064756241924,940.4837977342303,801.5250001549718,2.3370352052835175,1181056.4478227715
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.46776286326360705,798.3817823377078,509.5,3.024888149781093,822775.7761193771
iWsc4pghIEWOQUZKuQJMfe516UI3,1.1995121158635547,1591.5951417830488,507.7750000208616,5.003915434018046,2434189.9093731605
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1.4184875864487234,5797.908148305169,2932.1249999701977,5.748920827827915,55757910.90789305
iZX3U88SSqYAtT564nBPgHUBsei1,0.33029008374468233,413.9846382054818,458.62500002235174,2.049769330048103,234418.01378435845
idP8RVfm74N86O0dszLXANIpjXv2,0.47797016594691577,753.2725847598466,570.3250000029805,2.9822137319149924,810790.945353656
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.6840169357654028,1305.5545524360741,949.5,2.441024315599844,2597656.6923076585
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.45824930098742356,1057.664447186341,853.4499999880791,2.427641642323626,1785355.4615965737
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.3158240769914485,414.087474815038,372.67500004172325,3.5369102237745285,184462.83182816318
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.8024097524497532,1522.6749912911912,836.2000007629397,4.567367760966147,2906667.961343229
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.8750904110867799,1601.1680129327483,546.4000000059605,4.485823438604833,1919309.2741940005
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.6536928943130909,894.9102415495779,703.2749999999651,3.286621539575347,975278.8528916362
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.6762948384204756,950.5414799575697,610.4500000029802,3.3265220470048957,935565.4560597052
kxerHPSL3bQjD74HhiebYf3blPr1,0.7656832868068678,527.4437333972437,697.7500000002328,2.4806230712953554,158180.9012345601
lHDkoPQu5reNCO45npeYSS9eLQl1,0.768529632124585,1297.9351471409705,1019.6000003814703,5.504285134758578,1492501.9763424324
lpzDdvuMkKWkPxu6xeclmdctEp42,0.6201976805516674,927.6222874985766,650.9000001549721,3.0468244118828745,1083443.407102626
m69r9GQTk2b51mvxrFLt4fZeJi52,0.533818451119615,734.8373448980209,696.9999999995343,2.1279006313803195,863364.0500000033
mUZzgdWKnPb2txOkJg9FHgqX5792,0.6109882381881705,1167.003523415033,708.0999999046326,3.111967551651998,2217985.211812635
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,0.638052381023516,1359.3559398100851,1371.324999988079,1.6369699284814825,2297717.276303234
mg2WZiRBn4NQDKiMK43Y8dBqyG53,1.1766049785159691,1433.375669740217,317.4999999998254,6.183800892635615,1712444.176000039
mweMgSlGM2VxThhwnupYxYzUbR23,0.430018231562849,512.8155544363245,425.7249999998603,2.2529195330990244,424140.1950632982
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.7916695819578489,1101.9446828656303,496.10000002384186,3.876891331089972,1358425.97432976
nHy6rdfyacWW9BnyDb1dNvNYWfh1,0.9217422942721358,1647.6378648455504,902.1500000003723,4.763384476318771,4852779.633918563
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1.0106134085771958,2332.8820827417753,988.6999999880791,3.5463295339648515,8688854.194856197
o4jXmZcjtMVF2ZInToRpVHUhpdV2,0.42742159176541544,810.8453290301183,737.3499998450279,2.689450273394228,1192235.2574256142
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.48689678987045276,922.9970851847261,503.77500000013947,3.30283284981116,939559.9815068088
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.9318461040082227,1324.8659019928443,345.0,4.730139255409595,2428454.7857142547
pRQimOpZtsekBI2I1kbnD3pycmo1,2.6119302440634047,6661.721303227477,559.5,8.182069580676547,90251093.38009316
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,0.4399768370999939,391.5462631672131,298.8000000002795,3.457967107354922,273715.71613636956
pcbRW89vVJcviD87V3uxyG4I9st2,0.8196284047069556,1203.4084383520599,631.8000000000466,2.975196174298752,2278785.3662856976
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.4708913402894931,729.3178342948497,501.5000000000582,2.6478505633363953,349234.8714285764
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.45751683688204964,702.1639572236633,591.7000000327826,3.114925057908325,662176.5807854668
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.4596524218784123,480.0380067889872,483.4749999791384,1.889650334240847,412969.7370368027
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1.1621308214938186,2120.325336435528,590.9499999999534,4.027313879628762,5675923.624615522
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.8088260880662206,1529.022716194112,752.5999999940393,3.8798417188590615,2935945.3070204607
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.584283539684575,953.1996449602436,622.7500000223517,2.4241089013344204,1153885.8628839038
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.6159891170047519,1241.0152788417806,1135.7999999998133,2.0286474986857903,1879875.5565909839
roaf78tUWxWSEjAUcUu8O7mrQbl1,1.0854126697808038,2117.226826992686,968.374999910593,4.089946134060654,5955195.844477739
s48aCkolCSNbBRSSRPle0r61a7H2,2.1830137384351547,5922.011112170601,2153.000000000233,5.938903228027436,72255874.95833312
s5gTyWKzfkdHXNT3qicwPmdONYv1,0.3419873436972828,506.4918056992722,524.7750000001397,1.5667926221319026,421484.33468364866
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.6708716123321669,1290.1781403430111,1081.824999988079,2.651473452298426,2433039.558195603
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.47473255405795123,646.612621088035,574.75,4.1309818329973,600674.4544627036
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1.1112720588857086,2677.2028872644187,974.7000002861023,5.510531966275554,13887834.602625687
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1.151860600682078,2148.3018190938283,626.60000038147,7.1933297658840925,4362624.501571991
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.6406535721551492,1351.1771392619562,714.5,3.0637236433075414,2268893.628997959
u64Uf920g5VD9Byq26LT2rs5o4t1,0.5832125301776228,857.7551957638229,506.75000002980255,3.3455153708365937,846398.3473663281
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1.0257842018357568,2097.8448659043975,788.2000000029802,3.777399618093219,4222525.041943231
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.7356379118125392,1840.5534720753642,1065.6500000059605,2.0678471709116923,4634115.770815433
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.7250538404875101,984.847882072968,843.5250000031665,2.1136226303867183,1181074.013193618
