participant_id,wcst_exploration_rt,wcst_confirmation_rt,wcst_exploitation_rt,wcst_confirmation_minus_exploitation_rt,wcst_pre_exploitation_rt,wcst_pre_exploitation_minus_exploitation_rt
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1321.8333333333333,2838.3944444391464,1837.0132075300758,1001.3812369090706,2459.254166662693,622.2409591326173
o4jXmZcjtMVF2ZInToRpVHUhpdV2,3159.800000190735,2140.594444460339,1794.4018181757494,346.1926262845898,2194.23684213036,399.8350239546105
ohl9pXqpeSMfepC3w9h0tW5SbJw1,2445.421428571455,2067.716666666713,1638.6904761904761,429.02619047623693,2232.962500000038,594.2720238095617
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1530.5624999999127,1844.6666666666797,1054.7599999999813,789.9066666666984,1696.8529411764364,642.092941176455
pRQimOpZtsekBI2I1kbnD3pycmo1,2836.658333301544,1744.461111108462,1376.2955555518467,368.16555555661535,2181.3399999856947,805.044444433848
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,926.3374999999942,939.1555555555582,863.2200000000017,75.93555555555645,933.1235294117633,69.90352941176161
pcbRW89vVJcviD87V3uxyG4I9st2,2850.475000000093,1978.6277777777416,1167.9102040816535,810.717573696088,2137.1454545454417,969.2352504637881
q0Atnpm0jZS5swcVmq0EMalQUKw1,2068.545454545465,1850.722222222248,1283.2857142857115,567.4365079365366,1933.344827586227,650.0591133005155
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,1787.5657142860548,1170.2999999821184,1458.144827586481,-287.84482760436254,1697.2341463391374,239.08931875265648
qnR5PLX1v3fPi6SwTJMwGcadwyD3,1052.4533333381016,1313.155555556218,943.1244897951885,370.03106576102937,1194.6545454570742,251.53005566188563
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,2391.954545454503,2626.2388888888786,1137.1265306122345,1489.112358276644,2537.372413793081,1400.2458831808462
rFV2EUbp64f5ORSh7DqwmCQmeqT2,2513.615384617677,1687.2055555532377,1660.5825396828236,26.623015870414065,2033.7645161286478,373.18197644582415
rNe3cRPepZUXbJhmmfQZiGsVzX22,2084.2605263167306,1409.3444444487493,1395.4749999998935,13.869444448855802,1867.3232142877366,471.8482142878431
rUuJv5gl7dWVo7UPQWMx4bohxhK2,2312.7000000000594,3030.6277777777545,1655.2449999999837,1375.3827777777708,2758.3103448275942,1103.0653448276105
roaf78tUWxWSEjAUcUu8O7mrQbl1,1962.2249999940395,2088.8777777817513,1410.6739130382953,678.203864743456,2038.2166666666667,627.5427536283714
s48aCkolCSNbBRSSRPle0r61a7H2,1420.2499999999914,1206.666666666589,2777.53333333331,-1570.8666666667211,1405.3488372092888,-1372.1844961240213
s5gTyWKzfkdHXNT3qicwPmdONYv1,1802.6444444444237,1652.305555555452,1368.2396226415656,284.0659329138864,1702.4185185184426,334.17889587687705
sqfXvh6GJLaYAqr3RvHrixP8IOx1,3017.8636364069853,2304.1611111164093,1537.4142857133127,766.7468254030966,2574.8758620886965,1037.4615763753839
ssPK6ISW0HerTGke9hznqJ2LpKu1,1350.930769260113,1796.3166667090522,1214.5173077216516,581.7993589874006,1609.5419355207873,395.0246277991357
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,2110.8236842029974,2226.1944444179535,1881.8703703703704,344.32407404758305,2147.907142843519,266.03677247314863
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1748.6777779261272,2059.594444380866,1396.8682927154914,662.7261516653748,1955.9555555626198,559.0872628471284
tv88wS5Nf6SjruozSmXJxQSmx6J3,2030.7999999932945,2696.4722222189107,1910.7361702170779,785.7360520018328,2383.2147058774444,472.47853566036656
u64Uf920g5VD9Byq26LT2rs5o4t1,2004.1125000081956,1777.4944444497426,1278.2013698644835,499.2930745852591,1884.1382353007793,605.9368654362959
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,2678.595238095238,1784.0722222228844,1357.86428571386,426.2079365090244,2265.7384615387673,907.8741758249073
v8nNKiWvPdcjiHXZci39OuFTY6M2,3535.224999997765,3056.6111111078,1661.3609756136814,1395.2501354941185,3281.8411764677835,1620.4802008541021
wdppvL4tIkVlGjou6aYzzjlaZXB2,1535.7861111116492,2133.7333333343267,1180.0706666671235,953.6626666672032,1655.3755555561847,475.3048888890612
wkhxvE50megJGMA1EiROSZIJWNq1,2569.235714285501,1929.43333333234,1436.9857142855014,492.44761904683855,2318.8782608690467,881.8925465835453
xBGZhFOeypWnqzSQClkrwV9z2vF3,1724.3722222222714,1325.611111111137,1079.061904761918,246.54920634921905,1524.991666666704,445.9297619047861
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,1154.0380952381086,1200.3833333333023,954.7017241379262,245.68160919537604,1175.428205128198,220.72648099027174
xHctBv4C2EU8rHYRouw0btT3GT02,1991.2433333332806,1749.3222222222378,1381.626190476175,367.6960317460628,1900.5229166666395,518.8967261904645
xyAILKfYP2M8GqAai11x6NT7IcP2,2288.282352941001,1622.794444444434,1148.2739130434095,474.5205314010245,1946.0314285713382,797.7575155279287
y1EHXv8tUTa4BRS4fRio7bULYfA2,1970.2999999788071,1774.722222275204,1588.270909092643,186.45131318256108,1892.068888897366,303.7979798047229
yGTid3RXTdQe5JNosdSxvgktWIW2,2817.099999996332,2807.7722222275206,2070.52619049095,737.2460317365708,2811.68387096928,741.1576804783303
yatBVTBMCSMp0wJluOCLzTFKMyP2,2438.000000000162,1718.7222222222222,1418.6600000002236,300.0622222219986,2122.2195121952127,703.5595121949891
yfjd8LbAMrYeG54927d3GiKAyXI2,1914.7555555555607,1818.7722222222042,1131.5380952380863,687.2341269841179,1866.7638888888823,735.225793650796
zw1w9FipI9RjJsuhHse6UZavBxs2,1906.578947368421,1436.3888888889019,1044.7534246575437,391.6354642313581,1677.837837837844,633.0844131803003
zxG9mUnF7uRkaOKSoCPsiRZzr372,2169.9214285782405,2651.5722222261957,1697.1750000044703,954.3972222217253,2440.8500000052154,743.6750000007451
