participant_id,wcst_exploration_rt,wcst_confirmation_rt,wcst_exploitation_rt,wcst_confirmation_minus_exploitation_rt,wcst_pre_exploitation_rt,wcst_pre_exploitation_minus_exploitation_rt
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1962.7799999999581,1522.0833333333592,1291.8785714286025,230.20476190475665,1754.0289473684113,462.1503759398088
DAKDKPH698P12JfTbbjemLI6PIH2,2256.6133333365124,1640.7888888882267,1016.047169807947,624.7417190802797,1920.7090909101746,904.6619211022277
DPvStUYSmohmXwFwaKRqHv89R3k1,1860.133333325386,2279.1000000039735,1241.2023809552193,1037.8976190487542,2219.2476190498896,978.0452380946704
DaRehVxIOhXtEtUExdgvUl0mKcx2,2212.863636362282,2002.125,1494.1481481459405,507.97685185405953,2187.574999998808,693.4268518528675
Df83JuPuJkXqTGbENhM2gw5SJM43,1567.8583333333565,1508.4222222222015,1307.34827586206,201.07394636014146,1532.1966666666635,224.84839080460347
DxSidjznjVSNDJuDqqGgxpMEGtw1,1669.8875000178814,1998.3555555608536,1566.9560975563236,431.39945800453006,1897.2884615476314,330.33236399130783
DzB19GqCB7fyrlEPexogWkjFzEx2,2409.630769216097,1653.388888888889,1613.6145833333333,39.77430555555566,1970.5225806390085,356.9079973056753
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1594.5714285714287,2030.5,907.3593749999927,1123.1406250000073,1839.78125,932.4218750000073
EUhcW9kURScie1DwGPHqmNqotJB2,2268.492982437736,2611.041666666667,1917.4644067934005,693.5772598732665,2328.066666651463,410.60225985806255
EmfmKFDgWJdW47a6CNTNjnbYaPh2,2087.7777777910233,2477.805555562178,1455.6410714302745,1022.1644841319037,2347.796296305127,892.1552248748524
EoToosG69XMp4LTYdB6sB9WTrv22,2162.800000190735,2039.483333349228,1136.5428570792787,902.9404762699492,2061.904545502229,925.3616884229505
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2095.8625000044703,1842.5222222275204,1716.07346939554,126.4487528319803,1961.7411764754968,245.6677070799567
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1775.6846153736115,1886.8055555489327,1567.2464788732395,319.5590766756932,1810.775438586871,243.52895971363137
G9VruXninjUdE9czK2DambZl5li2,2039.2499999999807,1843.611111111137,1491.4385964912117,352.1725146199253,1955.404761904762,463.96616541355024
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2041.9937500059605,1929.8444444338481,1691.2874999741714,238.55694445967674,1982.6205882324891,291.33308825831773
GE4hogtdLdTFbNasENgtm6SO3hC3,2639.885714284011,1975.9277777771156,1591.7809523805267,384.14682539658884,2161.835999999046,570.0550476185194
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1918.19411764776,1952.7111111051506,1060.5761904716492,892.1349206335015,1935.9457142829895,875.3695238113403
HSggdq91WiQp16bOj7V3dABkcgk2,1686.8812499716878,1542.5722222129505,1195.841818174449,346.73040403850155,1610.4823529229445,414.6405347484956
HbydnnT1hUP3WagAy2TJAc6GqVs2,2619.4285713945114,2090.649999976158,1664.6999999909174,425.94999998524077,2238.7079999732973,574.0079999823799
HyQM2xKwwuVfqidmRYF6TiRk90C2,1629.8583333293598,1524.5388888873988,965.786792452043,558.7520964353558,1566.6666666641831,600.8798742121402
IaTJhUGICmO9xcL3605RW8QHneN2,1264.6545454534617,1345.9722222222222,1252.397468356392,93.57475386583019,1315.1275862064854,62.73011785009339
JOBWLirr6KYf3GXJ3jPFKmd48S93,1876.2300000011921,2079.699999998013,1398.997872337382,680.702127660631,2007.0321428562913,608.0342705189094
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,,1609.111111111111,1143.7833333341848,465.32777777692627,1609.111111111111,465.32777777692627
JvrZiMHtAfP6gvQtlevYWafKy0z2,2160.5533332824707,1944.78333346049,1607.380952403659,337.402381056831,2042.860606106845,435.47965370318593
K26uNuY0VNPjJNF26wEx3bFg0kr2,1096.5400000000373,1510.9222222222015,1055.3714285714418,455.5507936507597,1362.9285714285713,307.5571428571295
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,3104.8,2039.5555555555297,1342.5714285714287,696.9841269841011,2705.3333333333235,1362.7619047618948
KtKj6zUKc5Oogd2itg2jdwkchnf2,1767.016666666915,1399.6555555560108,925.8119047616741,473.84365079433667,1491.495833333737,565.6839285720629
LSLmd8jENtONZFVkIpRDX665Bu73,1878.1499999364216,1969.833333293597,1556.3615384789614,413.4717948146356,1933.1599999507268,376.79846147176545
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1793.1000000021675,1766.1888888974984,1127.5880952363923,638.6007936611061,1776.3965517303038,648.8084564939115
LliUMEIsrCVZ88YFQfevan2Og4z1,1239.4000000000165,1541.7388888888786,1022.5483870967479,519.1905017921307,1394.888571428574,372.3401843318262
M4Km1Q2P2oPliChDQkwl6k20FUI3,2336.611764711492,2270.5,1552.1093750074506,718.3906249925494,2302.6114285741533,750.5020535667027
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1932.449999999255,1630.9999999983443,1353.8047619050458,277.1952380932985,1781.7249999987996,427.9202380937538
OExlWyngGfPrScDYjaRcv5PIAet1,1823.3500000039737,2054.4666666520966,969.2476190640813,1085.2190475880152,1996.6874999900658,1027.4398809259847
ORuVuFPU5idz3fMoXTGsbwToW2j2,1671.8611111376022,1954.5166667302449,1506.248076943251,448.26858978699397,1813.1888889339234,306.9408119906725
ORvIk1xRWIQmKuLVe6GXNouvAXx2,2844.949999998916,2535.444444437822,2205.6372881400384,329.8071562977834,2705.6724999964235,500.0352118563851
P8mTl71XaYNvFMTCvlKpzzUdc9W2,1638.4400000065566,1679.344444443782,1061.6476190459161,617.696825397866,1657.8157894768212,596.1681704309051
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1821.712500013411,1776.4611111150848,1235.526190476758,540.9349206383267,1790.3846153914928,554.8584249147348
PLreonkqaMeFc0UqxKUelH44UQu1,1500.8769230791008,1953.844444443782,1144.7440000006557,809.1004444431264,1686.1818181828341,541.4378181821785
PXesLO51qlY7lJBrLdOAZiHmUR72,4198.725000000093,2154.7000000001863,3388.5281690141237,-1233.8281690139374,4068.255319149035,679.7271501349114
PkpTH7pWpEOG9A86xSloOSozwTk2,2166.0404761802583,4211.099999984105,3255.7171052443355,955.3828947397697,2421.6729166557393,-834.0441885885962
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1202.499999999734,1563.922222221684,919.5309523810588,644.3912698406252,1405.799999999581,486.2690476185221
QbOEVCaZLUMOgltUdXm58oZOALv2,2253.854545449669,2249.7999999986755,1727.6249999960264,522.1750000026491,2252.029999996722,524.4050000006955
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,3058.1444444126555,2335.1999999549653,1943.7174999892711,391.48249996569416,2576.181481440862,632.463981451591
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1479.5480000305176,1591.138888888889,1373.00000000917,218.13888887971893,1526.2604651340218,153.26046512485186
Rc706mP0TSeIoIpMYH1SpRXjOxA2,2667.3999996185303,2110.34444448683,1460.997560989566,649.3468834972641,2139.6631579148143,678.6655969252483
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,2403.983333349228,3141.161111103164,1460.8719999837876,1680.2891111193762,2846.2900000015893,1385.4180000178017
Ru3Qf6pXZua1DfNkQdhbor6iJ403,2535.313333333315,2751.1499999999587,1753.3403846153972,997.8096153845615,2653.0424242423933,899.7020396269961
SOhR7IO689NQCPQu56SjATO8FR92,1768.40303030294,1752.6666666666147,1169.8387755102915,582.8278911563232,1762.8490196077664,593.0102440974749
SPCT9D90pRa1ihXS5jEw6vCmquI3,1747.5227272754366,1241.1722222235467,2185.01395348962,-943.8417312660731,1519.6650000020861,-665.3489534875337
SpSfX0ZcfcPLdlOENlfdfvEPwru2,1965.8333333333333,1327.6111111110981,1080.8095238095043,246.80158730159383,1582.8999999999921,502.09047619048783
SvtOrPatsnWjicxtyndEzSdO5Wp1,2462.4576923021905,1833.3777777883743,1701.8547619155474,131.52301587282682,2205.106818182902,503.2520562673544
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1913.1470588235295,1797.5222222275204,1396.1238095249448,401.39841270257557,1853.682857145582,457.5590476206371
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,,1689.373333332936,899.6637168141593,789.7096165187767,1689.373333332936,789.7096165187767
Ub7nV8F55kPruh35ZpUcKoBUyn63,1902.371428570577,1936.1444444408019,1189.2499999992904,746.8944444415115,1917.9589743568347,728.7089743575443
UbqFccqQZZgcqJIqCn3ErH9zQdM2,1822.3500000039737,1471.5277777711551,1385.6296296230068,85.89814814814827,1646.9388888875644,261.30925926455757
UbwuSMtBsHdW3Ji41opk3GInMqi2,1428.8076923076924,1238.1166666667496,952.6000000001134,285.5166666666362,1318.08387096779,365.4838709676767
VwTymW8T68MfpnJvZ2X97ILqDWS2,1676.9687499888241,1685.077777783076,1251.3361702104833,433.7416075725928,1681.261764703428,429.9255944929448
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,2251.2,2298.5555555555297,1657.7968749999927,640.758680555537,2288.260869565197,630.4639945652043
WbOfW9KmUkPQK8o5hlHJnJFdpp92,2117.4363636360927,1649.59444444461,1410.2758620687086,239.31858237590131,1906.9074999999254,496.6316379312168
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1928.1769230784132,1945.3277777764533,1626.4619999998808,318.8657777765725,1935.1931818185205,308.7311818186397
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1507.7499999999807,1309.8888888889019,1249.8113207547083,60.0775681341936,1441.7962962962877,191.9849755415794
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,2195.0916665792465,1575.4166666931576,1091.8452380725316,483.57142862062597,1823.2866666475932,731.4414285750615
WnC6Uscb5VMIr43GASKiUCO3AYH2,2437.8928571385995,1434.8833333320088,963.4238095191263,471.4595238128825,1873.6999999973923,910.276190478266
WqoZv41KTtTCuPKBPyClregrKAi1,2035.5833333333721,1529.7222222222222,1446.305084745743,83.41713747647918,1732.0666666666823,285.7615819209393
XbHvBButpZS4bapbJXJLAYcHnn12,2506.827027027017,2011.0933333332962,2132.3868421052557,-121.29350877195952,2363.826923076905,231.44008097164942
XehZHBpwr5MYzUXkj0FAYCsFG922,1626.5914285715137,1437.872222221146,1362.319354838301,75.55286738284508,1562.4981132072378,200.17875836893677
YEU5ox3jteVINfdSTg5ymqYcS9o2,2337.9124999940395,2410.2111111117733,1364.6404761927467,1045.5706349190266,2387.965384614009,1023.3249084212623
Yco8O7tmHlbsUBfKW2ywcZByGO32,1955.8333333383005,2125.011111108793,1164.2365853655629,960.7745257432302,2082.71666666617,918.4800813006073
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,1937.2111111117733,2010.2444444398086,1575.1916666664183,435.0527777733903,1973.7277777757909,398.53611110937254
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,1543.6625000536442,2016.2444444364971,1313.0344262396702,703.2100181968269,1870.8346153956193,557.800189155949
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,1426.6857142959323,1844.5444444550408,1303.6750000019867,540.869444453054,1661.7312500104308,358.05625000844407
aM2995jJmJWvr6cneaGH58HauIg2,1347.3888888855774,1222.3833333187633,990.1176470634985,232.26568625526488,1284.8861111021704,294.76846403867194
afdTz6deeYWf1qKNdUpKAYKN3hz1,3260.831428570407,3887.400000002649,3804.479268292465,82.9207317101841,3388.9931818179107,-415.4860864745542
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,889.7882352927152,1348.0333333412807,1115.2166666658152,232.8166666754655,1125.4571428605489,10.240476194733674
asKxydfXDkZAk89VaD4hwVovkzJ3,1760.6076923075777,1567.550000000124,1362.1659999997914,205.38400000033266,1648.509677419379,286.3436774195875
azdL1gX79EVd9iepyCAVQrqIaQF3,1808.430769230848,1666.8222222222378,1240.1579999999701,426.66422222226765,1726.2064516129453,486.0484516129752
bXpFswkI7TfIfL6G4FqWrbaxTGx2,1437.6124999999884,1103.966666666655,907.92500000003,196.04166666662513,1260.9764705882237,353.05147058819375
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1698.5473684386204,2008.6733332951865,1734.144680862731,274.5286524324554,1835.3676470518112,101.22296618908013
btpcu1rB1JeSTo2upeHGPdv8kYG3,2388.6199999809264,2171.577777802944,1327.5214285651844,844.0563492377598,2249.0928571522236,921.5714285870392
c0hRe9PCPPZs3HWFqhIQargNlp52,1641.8933332761128,2112.0666666825614,1306.898076919409,805.1685897631523,1898.3515151341755,591.4534382147665
c8BtRUVPPPZHjyhX2rn702NoUld2,1946.4291666671634,1389.583333339956,1147.354716975734,242.22861636422203,1707.7809523840745,560.4262354083405
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1193.0487179572765,1318.6222222248714,1051.5047618926517,267.1174603322197,1232.7035087786223,181.19874688597065
cEIs6U87xfbSL5eFTXDK77MmvNf1,2444.828571455819,1337.4444444974263,1523.5230768827291,-186.07863238530285,1647.5120000457764,123.98892316304728
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,1563.9285714285713,2063.6499999993375,1267.2606382975553,796.3893617017823,1923.7279999995233,656.467361701968
cec6NLR2ZLVVw6h0TEKSNIH11v02,,2605.7499999999222,1496.391803278687,1109.3581967212353,2605.7499999999222,1109.3581967212353
cfoKz0AGhvYmW0DJmVKAZ01jh752,1173.529411743669,973.1277777685059,942.9761904705139,30.151587297992023,1070.465714270728,127.48952380021422
d9rwc0NXArcNlJvFsgKhQqkGxJq2,1672.3636363636363,2511.5888888935247,1419.7949152528229,1091.7939736407018,2193.2620689683945,773.4671537155716
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,3420.2166666686535,3465.4222222235467,1665.5536585319333,1799.8685636916134,3447.3400000015895,1781.7863414696562
e7NIVznoeNMC7bBejXnMVvFNPfx1,2822.950000013624,1791.9333333472412,1205.7428571425733,586.1904762046679,2243.0031250137836,1037.2602678712103
fEL2NrgSd4MmDtLCAcMvCJQXTME2,2225.061538464748,1862.1166666679912,1641.0639999994635,221.05266666852776,2014.3193548408246,373.25535484136117
fEq0OghbLpfD1jigl1Mbz96aMbg2,1765.385714283479,1588.37777777844,1068.0499999995034,520.3277777789367,1696.1217391293335,628.0717391298301
foaW7wtvY3XLNdguFUK7OvOefP93,1554.5615384614882,1599.0166666666435,1206.3586956521688,392.6579710144747,1580.3741935483527,374.0154978961839
g2G9l3no7RbeRA9a1W3JnfegTnh2,1407.1611111031639,1641.905555539661,1455.458461528558,186.447094011103,1524.5333333214123,69.07487179285431
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,2786.2500000000387,2339.111111111072,1598.6428571428628,740.4682539682094,2517.966666666659,919.3238095237962
h52Mz0cZjnOsmXT02EgU3JzzRKs2,2280.429999999702,1340.4666666661699,923.59047619076,416.8761904754099,1676.1678571424313,752.5773809516713
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1788.8299999952317,2240.9833333260485,1472.302941173315,768.6803921527335,1929.1534482703128,456.8505070969977
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,1699.680000000028,1673.6944444444316,1198.8130434782436,474.88140096618804,1682.9750000000017,484.16195652175816
hrRr560eFBNwJ0CcUjCqtSD8TdP2,1529.1333333335817,1339.7277777774466,1008.7094339621517,331.0183438152949,1425.8212121211443,417.1117781589926
htPWXDgfuheOJbl6ihHore9XuDp2,2045.8187500238419,1709.6666667726304,1285.231914723173,424.4347520494573,1867.8558824202594,582.6239676970863
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,2035.0583333273728,2186.6777777870498,1428.850000006812,757.8277777802377,2126.030000003179,697.1799999963669
i1tBstVkNiVP0qro7TgGD08IGGa2,2202.02666665713,2169.5611111323037,1897.6659574660848,271.8951536662189,2184.3181818254066,286.65222435932174
iKVZi0Oo96UrMBhPQMHWFcf55uA3,2486.250000000029,1917.3333333333333,1468.1190476190477,449.21428571428555,2092.3846153846243,624.2655677655766
iWsc4pghIEWOQUZKuQJMfe516UI3,1853.4,1715.716666665342,865.9431372518633,849.7735294134787,1764.8892857134342,898.9461484615709
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,3960.0843137105308,3163.8055555423102,1676.0541666770976,1487.7513888652127,3752.3594202753425,2076.305253598245
iZX3U88SSqYAtT564nBPgHUBsei1,1199.1875,1336.8055555555557,1250.1661290310083,86.63942652454739,1258.1666666666667,8.000537635658475
idP8RVfm74N86O0dszLXANIpjXv2,1708.8785714336805,1965.4111111097866,1364.7857142871335,600.6253968226531,1853.1781250014901,488.39241071435663
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,2285.9473684210648,2623.388888888863,1431.6666666666501,1191.722222222213,2450.108108108102,1018.4414414414518
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,4363.5999999940395,2576.7888888882267,1997.1166666632607,579.6722222249659,2901.663636362011,904.5469696987502
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1078.574999988079,1441.1388888822662,1301.9096153997457,139.2292734825205,1329.5807692225162,27.67115382277052
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,2240.090909090909,2356.638888835907,1570.4845070906088,786.1543817452982,2312.431034449873,741.9465273592643
kI0YdycDU0X5hcoEPjEON3Ionyd2,2052.7599999904633,1733.8111111190585,1455.417307694371,278.3938034246876,1878.7878787878788,423.3705710935078
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1898.4312499999942,1640.7388888888786,1101.7679999999982,538.9708888888804,1762.005882352933,660.2378823529348
kgSRatooJJfDaMZ2yIURqb8aJuE3,2329.7714285701513,1667.5000000008279,1139.1904761904761,528.3095238103517,1852.9360000002384,713.7455238097623
kxerHPSL3bQjD74HhiebYf3blPr1,536.0000000000127,1114.3333333333721,967.6190476190809,146.71428571429124,592.8852459016546,-374.73380171742633
lHDkoPQu5reNCO45npeYSS9eLQl1,1972.7458333969116,1480.3666666878594,1199.959523814065,280.4071428737943,1838.4606061126246,638.5010822985596
lpzDdvuMkKWkPxu6xeclmdctEp42,2082.4285713945114,1863.055555568801,1210.553846166684,652.5017094021171,1959.0312499925494,748.4774038258654
m69r9GQTk2b51mvxrFLt4fZeJi52,1669.5,1615.1111111110852,1223.4509803921796,391.6601307189055,1636.866666666651,413.41568627447145
mUZzgdWKnPb2txOkJg9FHgqX5792,2449.4500000008516,1843.388888888889,1682.0852458965583,161.30364299233065,2212.2956521744313,530.2104062778731
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,2787.650000001703,2909.372222224871,1577.6071428543046,1331.7650793705666,2856.118750002235,1278.5116071479306
mg2WZiRBn4NQDKiMK43Y8dBqyG53,1584.6206896551805,1018.8333333333334,981.9358974359094,36.897435897423975,1367.936170212771,386.0002727768616
mweMgSlGM2VxThhwnupYxYzUbR23,1530.7466666666326,1290.233333333318,1047.1936170212787,243.03971631203922,1399.5575757575518,352.36395873627316
mwsliuPsLFhRFjtjQwYkqcCRDvi2,2137.0499999523163,1832.9611110952164,990.0166666848319,842.9444444103846,1954.5966666380564,964.5799999532245
nHy6rdfyacWW9BnyDb1dNvNYWfh1,1930.4733333333086,1958.955555556342,1407.0428571427356,551.9126984136064,1941.1541666669461,534.1113095242106
