participant_id,wcst_pre_switch_n_switches,wcst_pre_switch_rt_mean_w1,wcst_pre_switch_rt_delta_w1,wcst_pre_switch_n_valid_w1,wcst_pre_switch_n_valid_delta_w1,wcst_pre_switch_rt_mean_w2,wcst_pre_switch_rt_delta_w2,wcst_pre_switch_n_valid_w2,wcst_pre_switch_n_valid_delta_w2,wcst_pre_switch_rt_mean_w3,wcst_pre_switch_rt_delta_w3,wcst_pre_switch_n_valid_w3,wcst_pre_switch_n_valid_delta_w3,wcst_pre_switch_rt_mean_w4,wcst_pre_switch_rt_delta_w4,wcst_pre_switch_n_valid_w4,wcst_pre_switch_n_valid_delta_w4,wcst_pre_switch_rt_mean_w5,wcst_pre_switch_rt_delta_w5,wcst_pre_switch_n_valid_w5,wcst_pre_switch_n_valid_delta_w5
mUZzgdWKnPb2txOkJg9FHgqX5792,5.0,1537.6200000047684,-373.9521111023426,5.0,5.0,1985.200000011921,158.75757747277893,5.0,5.0,1962.9533333381016,153.45124220624544,5.0,5.0,1861.5149999976159,38.26824819741314,5.0,5.0,1764.4759999990463,-96.3863484809538,5.0,5.0
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,5.0,1391.3199999809265,-948.7416862978731,5.0,5.0,1454.4299999952316,-965.4069444531895,5.0,5.0,1608.213333328565,-881.1427142949333,5.0,5.0,1813.8400000035763,-711.9938095211037,5.0,5.0,1720.0880000019074,-985.8510256401084,5.0,5.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,5.0,973.4,-108.46179163973008,5.0,5.0,1000.2,-83.05606819467853,5.0,5.0,911.4000000000311,-189.67173843696295,5.0,5.0,929.8000000000233,-171.68199104926168,5.0,5.0,925.9200000000186,-184.98211789841358,5.0,5.0
mweMgSlGM2VxThhwnupYxYzUbR23,5.0,957.7199999999721,-276.4640169552907,5.0,5.0,939.5999999999767,-322.52151631703674,5.0,5.0,961.9933333333117,-329.09158730160834,5.0,5.0,1097.409999999986,-170.15477661228994,5.0,5.0,1110.8279999999982,-167.65385714285244,5.0,5.0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,5.0,1011.5,-486.0737832123638,5.0,5.0,994.8900000095367,-551.1868080632373,5.0,5.0,970.1733333905538,-640.6971160796677,5.0,5.0,995.9050000429154,-675.2267459614693,5.0,5.0,1000.9720000267029,-756.5476428084903,5.0,5.0
nHy6rdfyacWW9BnyDb1dNvNYWfh1,5.0,1690.6199999995529,-62.035122720994465,5.0,5.0,1487.099999999255,-296.24350757671334,5.0,5.0,1348.0733333329358,-491.4403668267672,5.0,5.0,1408.5049999995158,-443.60698412777236,5.0,5.0,1431.6039999996124,-435.3144890117104,5.0,5.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,5.0,1281.2199999809266,-726.9441719476861,5.0,5.0,1399.5799999713897,-676.6980086821352,5.0,5.0,1594.3866666316985,-508.55111114770654,5.0,5.0,1587.7549999713897,-578.8870952687945,5.0,5.0,1760.3519999742512,-316.72196995400543,5.0,5.0
o4jXmZcjtMVF2ZInToRpVHUhpdV2,5.0,1758.2400000095367,-203.5784615294545,5.0,5.0,1702.3599999904632,-292.12686275687867,5.0,5.0,1623.9933333237966,-425.7196861627684,5.0,5.0,1579.8599999904632,-544.8793333498636,5.0,5.0,1549.3719999885557,-683.582571449431,5.0,5.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,5.0,1453.7400000000373,-473.8866693306354,5.0,5.0,1617.8,-322.2333418803483,5.0,5.0,1593.2400000000373,-386.8396212120785,5.0,5.0,1647.9000000000233,-342.6271818181531,5.0,5.0,1602.8160000000148,-458.74453968252084,5.0,5.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,5.0,996.4,-337.5840476190234,5.0,5.0,1079.8,-271.14864357861677,5.0,5.0,1026.1333333333337,-373.8684210526015,5.0,5.0,1038.6000000000117,-400.9631746031233,5.0,5.0,1036.48,-455.87588235290275,5.0,5.0
pRQimOpZtsekBI2I1kbnD3pycmo1,5.0,1112.699999976158,-650.9557231875526,5.0,5.0,1192.8099999666215,-616.0498205481737,5.0,5.0,1314.1999999841055,-513.179062065022,5.0,5.0,1303.9899999856948,-584.3556969857036,5.0,5.0,1304.9399999952316,-657.3416190497837,5.0,5.0
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,5.0,864.4400000000372,-11.536056309667833,5.0,5.0,838.7200000000419,-38.85875933702452,5.0,5.0,840.2600000000248,-37.20800291372848,5.0,5.0,833.6100000000326,-49.518095238057114,5.0,5.0,835.9520000000205,-46.207870129845745,5.0,5.0
pcbRW89vVJcviD87V3uxyG4I9st2,5.0,1176.540000000037,-329.5030207961784,5.0,5.0,1054.3900000000372,-507.9016111110888,5.0,5.0,1067.6266666666916,-544.0388095238003,5.0,5.0,1036.1150000000139,-654.8757142857205,5.0,5.0,1037.5200000000373,-739.5459267398921,5.0,5.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,5.0,1144.4,-452.8066666666733,5.0,5.0,1134.999999999965,-508.3595959596456,5.0,5.0,1143.333333333302,-551.5894444444948,5.0,5.0,1275.3499999999767,-416.5019841270291,5.0,5.0,1253.5999999999863,-511.2892857143208,5.0,5.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,1.0,1246.199999988079,-293.9408602265901,1.0,1.0,1165.9500000178814,-379.1304347638202,1.0,1.0,1417.5333333412807,-123.41941391068053,1.0,1.0,1284.9749999940395,-263.2405555612511,1.0,1.0,1241.4599999904633,-312.1579775376265,1.0,1.0
qnR5PLX1v3fPi6SwTJMwGcadwyD3,5.0,942.0399999916553,-176.83892930215063,5.0,5.0,854.7299999952317,-297.6613627508176,5.0,5.0,908.9399999956289,-252.5002976246119,5.0,5.0,946.5049999937415,-231.5137619134926,5.0,5.0,982.847999997139,-214.56066667099793,5.0,5.0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,5.0,1883.4400000000373,143.07612121218062,5.0,5.0,1503.9500000000232,-299.8901414140927,5.0,5.0,1360.6200000000185,-528.1169444443967,5.0,5.0,1275.5050000000047,-726.987261904729,5.0,5.0,1218.6799999999907,-933.088095238083,5.0,5.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,5.0,1307.480000013113,-512.4404102431275,5.0,5.0,1315.9800000071525,-539.6648548266115,5.0,5.0,1366.0000000019868,-518.6046794855519,5.0,5.0,1358.4150000005961,-567.4450724640835,5.0,5.0,1377.5360000002383,-572.6143030313785,5.0,5.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,5.0,1187.6199999928474,-313.53088517634865,5.0,5.0,1342.839999997616,-146.8605094229572,5.0,5.0,1379.6533333281675,-103.10466667483256,5.0,5.0,1347.2499999955296,-151.40013033386336,5.0,5.0,1344.3839999961854,-145.26025771072628,5.0,5.0
rUuJv5gl7dWVo7UPQWMx4bohxhK2,5.0,1313.4400000000373,-809.4784637680648,5.0,5.0,1569.940000000014,-590.0464483065651,5.0,5.0,1605.666666666682,-590.4534523809157,5.0,5.0,1508.8949999999954,-798.6166190476081,5.0,5.0,1429.4399999999907,-1049.2114436090194,5.0,5.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,5.0,1134.0,-642.0625757564287,5.0,5.0,1200.5,-630.6947272718073,5.0,5.0,1287.7200000127157,-585.8177856968035,5.0,5.0,1245.5650000035762,-730.9705769174775,5.0,5.0,1420.3880000019076,-525.9035476158346,5.0,5.0
s48aCkolCSNbBRSSRPle0r61a7H2,2.0,3066.0000000001164,788.1064814816399,2.0,2.0,3307.5,1062.3828671329015,2.0,2.0,2998.999999999961,736.2199999999937,2.0,2.0,3540.874999999971,1492.993055555562,2.0,2.0,3220.6999999999766,1141.7190217391462,2.0,2.0
s5gTyWKzfkdHXNT3qicwPmdONYv1,5.0,1166.5400000002237,-316.38628001352583,5.0,5.0,1242.7500000001862,-247.6704166664587,5.0,5.0,1240.6733333334328,-271.1718543416043,5.0,5.0,1199.6550000000746,-358.12946428560065,5.0,5.0,1217.9720000001046,-383.432512820332,5.0,5.0
sqfXvh6GJLaYAqr3RvHrixP8IOx1,5.0,1559.7400000095367,-398.8366666695276,5.0,5.0,1500.6599999904633,-511.0147222465939,5.0,5.0,1511.5466666380564,-539.2035973622438,5.0,5.0,1491.964999997616,-630.4512770756498,5.0,5.0,1577.3919999980926,-582.1530476424807,5.0,5.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,5.0,1025.160000038147,-363.0271759585931,5.0,5.0,1158.410000038147,-235.37608604894098,5.0,5.0,1155.8666666030883,-255.86966678831314,5.0,5.0,1232.8699999809264,-183.8647042645693,5.0,5.0,1229.7960000228882,-215.56813187812276,5.0,5.0
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,5.0,1483.8199999809265,-509.5162274097097,5.0,5.0,1507.7199999809266,-511.92275752923234,5.0,5.0,1635.3266666571299,-396.7943157906282,5.0,5.0,1881.356249988079,-92.6969980182327,4.0,4.0,1998.2899999976157,52.96193605425043,4.0,4.0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,5.0,1237.9799997329712,-447.67100030422205,5.0,5.0,1268.499999809265,-457.55200601332797,5.0,5.0,1276.7866665522256,-500.2963335005443,5.0,5.0,1338.1099999427795,-472.8906350184244,5.0,5.0,1375.2159999465944,-473.08483342965445,5.0,5.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,5.0,1635.0600000143052,-677.4049670167987,5.0,5.0,1551.1600000083447,-839.5864957158741,5.0,5.0,1547.4133333404857,-931.7762626163134,5.0,5.0,1559.5900000035763,-1015.6583376563328,5.0,5.0,1630.0800000047682,-1027.343333324686,5.0,5.0
u64Uf920g5VD9Byq26LT2rs5o4t1,5.0,1208.5599999904632,-377.779275208995,5.0,5.0,1233.030000001192,-383.90936508153334,5.0,5.0,1188.6333333333332,-475.34412121586956,5.0,5.0,1213.854999998212,-481.0700783475136,5.0,5.0,1218.64,-540.4668888933129,5.0,5.0
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,5.0,1304.2200000047683,-646.7485128150001,5.0,5.0,1325.0500000029801,-678.0971717132312,5.0,5.0,1275.0600000023844,-806.504363632771,5.0,5.0,1371.204999999702,-744.8298888887441,5.0,5.0,1402.5879999995232,-780.3172777777745,5.0,5.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,5.0,1500.9200000047683,-939.6087070667381,5.0,5.0,1543.9900000035764,-979.7270158701355,5.0,5.0,1630.4000000039734,-976.6888217299614,5.0,5.0,1553.4750000014901,-1219.4233333329362,5.0,5.0,1586.104000003338,-1345.0893073558498,5.0,5.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,2.0,1085.300000000745,-183.14808429062532,2.0,2.0,1599.1250000009313,386.3982142866256,2.0,2.0,1468.3666666671634,264.60873015916775,2.0,2.0,1285.1750000002794,25.111538461803548,2.0,2.0,1168.6200000002982,-160.1859999997913,2.0,2.0
wkhxvE50megJGMA1EiROSZIJWNq1,5.0,1576.6,-271.8614882146273,5.0,5.0,1581.640000000596,-291.90980574812613,5.0,5.0,1501.6066666672627,-414.7022666647848,5.0,5.0,1444.1050000011921,-529.0650396795854,5.0,5.0,1393.6560000002385,-660.8098229796503,5.0,5.0
xBGZhFOeypWnqzSQClkrwV9z2vF3,5.0,890.5600000000093,-462.96898101898967,5.0,5.0,957.1999999999767,-426.11315384620156,5.0,5.0,1025.746666666648,-378.5724747475201,5.0,5.0,1052.129999999993,-378.78068181821465,5.0,5.0,1069.0399999999906,-394.29892063496334,5.0,5.0
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,5.0,869.7600000000093,-237.93714540360514,5.0,5.0,823.490000000014,-311.1722925407737,5.0,5.0,866.7866666666544,-284.71304563493726,5.0,5.0,874.6499999999884,-305.82392961878537,5.0,5.0,879.3519999999926,-340.2152380952478,5.0,5.0
xHctBv4C2EU8rHYRouw0btT3GT02,5.0,1297.760000000056,-397.5782214451432,5.0,5.0,1312.3499999999535,-413.5307555555925,5.0,5.0,1274.90666666658,-500.41588888898,5.0,5.0,1397.4649999999442,-363.90478260875113,5.0,5.0,1362.2159999999776,-466.62494155844945,5.0,5.0
xyAILKfYP2M8GqAai11x6NT7IcP2,5.0,1393.2599999997765,-160.32385964927153,5.0,5.0,1178.5699999998324,-428.9408484849438,5.0,5.0,1104.253333333259,-570.6780392156691,5.0,5.0,1035.9299999998882,-736.783611111145,5.0,5.0,1024.2039999999106,-853.0714047619058,5.0,5.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,5.0,1072.0600000381469,-766.761476138614,5.0,5.0,1086.85,-804.6872222423553,5.0,5.0,1144.6200000127158,-790.534132570942,5.0,5.0,1333.6049999952315,-602.4663474302788,5.0,5.0,1371.6439999771117,-596.6877216652811,5.0,5.0
yGTid3RXTdQe5JNosdSxvgktWIW2,5.0,2102.079999947548,-443.4660769911273,5.0,5.0,2390.7799999833105,-142.15535356745573,5.0,5.0,2346.266666666667,-207.0903585992075,5.0,5.0,2209.1500000059605,-429.3241031805863,5.0,5.0,2202.296000013351,-494.7429285658445,5.0,5.0
yatBVTBMCSMp0wJluOCLzTFKMyP2,5.0,1080.000000000745,-628.2301515145207,5.0,5.0,1281.7000000007451,-439.67520467766315,5.0,5.0,1272.6000000009933,-477.0188339427833,5.0,5.0,1300.8000000005588,-467.3412680451265,5.0,5.0,1259.760000000447,-563.691244588251,5.0,5.0
yfjd8LbAMrYeG54927d3GiKAyXI2,5.0,1048.0,-492.0749999999957,5.0,5.0,1171.9900000000023,-391.04465734264903,5.0,5.0,1206.3800000000049,-382.88340476189273,5.0,5.0,1166.5800000000104,-480.1416827616598,5.0,5.0,1172.6920000000018,-529.1744999999883,5.0,5.0
zw1w9FipI9RjJsuhHse6UZavBxs2,5.0,925.2000000000465,-315.01417915414436,5.0,5.0,915.4000000000466,-341.8565790597915,5.0,5.0,944.0666666666821,-331.48261648745085,5.0,5.0,925.0000000000349,-380.7307923959769,5.0,5.0,983.2000000000371,-319.280588147447,5.0,5.0
zxG9mUnF7uRkaOKSoCPsiRZzr372,5.0,1431.1000000238416,-515.192790869018,5.0,5.0,1472.7800000190734,-503.5672698244869,5.0,5.0,1418.260000006358,-618.0102617097948,5.0,5.0,1378.5100000023842,-718.6439206377665,5.0,5.0,1322.3120000076294,-876.8208285921248,5.0,5.0
