participant_id,wcst_rt_slope_overall,wcst_rt_slope_within_category,wcst_acc_slope_within_category,wcst_delta_trials_first3_last3,wcst_learning_slope_trials,wcst_rt_lag1,wcst_rt_dfa_alpha,wcst_delta_clr_percent_first3_last3,wcst_learning_slope_clr_percent
JvrZiMHtAfP6gvQtlevYWafKy0z2,-1.4157354200751324,-67.44955794591725,0.05884115884115886,1.0,-0.3714285714285711,0.353748995270677,0.958454893773256,-5.167055167055182,2.12787212787213
K26uNuY0VNPjJNF26wEx3bFg0kr2,-2.9266730819690685,-52.72505106004815,0.037912087912087916,-1.333333333333334,0.45714285714285796,0.13750278917556044,0.5407336262517589,9.523809523809518,-3.4013605442176864
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-38.12200471486998,-138.07286119516502,0.05603338078310271,6.333333333333334,-2.657142857142858,0.08544949858051044,0.514037206611202,-19.19191919191919,7.792207792207796
KtKj6zUKc5Oogd2itg2jdwkchnf2,-10.49902515396991,-69.13033411037362,0.015734265734265732,2.0,-0.5142857142857138,0.2370455838252421,0.7971657190195913,-16.666666666666657,4.285714285714277
LSLmd8jENtONZFVkIpRDX665Bu73,-8.249866674870187,-91.29508577549869,0.05155713851366026,-2.666666666666666,0.34285714285714336,-0.004892390708056289,0.8914865164632949,5.050505050505038,-1.2987012987012965
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,-8.63446344759025,-101.08410547943168,0.04447635697635699,-1.0,0.42857142857142794,0.1668942213697765,0.6274988879147967,5.555555555555557,-2.380952380952376
LliUMEIsrCVZ88YFQfevan2Og4z1,-8.04471649484594,-61.87841577539995,0.030072256175197362,3.666666666666666,-1.1142857142857128,0.18015922457306424,0.7573418200499192,-4.884135472370758,0.9788642729819184
M4Km1Q2P2oPliChDQkwl6k20FUI3,-0.5070799724260276,-168.18244100625773,0.040351770692327975,5.333333333333334,-1.1428571428571437,0.2821269540361901,0.8323550709429604,2.0903715021362217,-0.8546448882583312
O61Eik2zvrSQLMNpFbTNEgjWwMr2,-7.958316367189332,-40.81192432553622,0.042715617715617715,2.666666666666668,-0.6285714285714284,0.468402758834923,1.2155577844600722,-16.405816405816424,3.6915465486894052
OExlWyngGfPrScDYjaRcv5PIAet1,-14.423469365425715,-170.03189144015434,0.026390276390276413,1.3333333333333321,-0.34285714285714397,0.2924359269934364,0.6598141618154295,-10.722610722610696,2.7572427572427562
ORuVuFPU5idz3fMoXTGsbwToW2j2,-6.689215773220388,-52.28787944582465,0.05182480562915346,-4.000000000000002,0.6285714285714291,0.2579382794048537,0.694138528174022,3.4161490683229943,-2.469683525584144
ORvIk1xRWIQmKuLVe6GXNouvAXx2,-2.526479906744235,-57.76548025004041,0.03510227681589582,-8.999999999999998,1.9142857142857153,0.13543066834524528,0.8067648769073639,20.75977162933684,-4.532655750047064
P8mTl71XaYNvFMTCvlKpzzUdc9W2,-7.622180027968447,-116.30160220549062,0.03839836633954281,-2.0,0.5714285714285723,0.16823185618949069,0.6641319887386334,12.5,-3.928571428571429
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,-6.056496927176189,-93.81038350617165,0.04170829170829172,-0.6666666666666661,0.17142857142857165,0.002079424748939846,0.336051686884199,5.167055167055153,-1.4818514818514814
PLreonkqaMeFc0UqxKUelH44UQu1,-44.908166033687465,-194.17443998227466,0.05219551953422922,4.666666666666666,-1.3142857142857154,-0.0358319455162207,0.40290104548156,-1.1453823953823985,0.9995361781076081
PXesLO51qlY7lJBrLdOAZiHmUR72,-35.72752872642444,-35.72752872642444,0.0022660684856253433,,,0.14316909815806114,0.6200100610199805,,
PkpTH7pWpEOG9A86xSloOSozwTk2,9.057751556390098,-20.5830083597273,0.010277768144640723,,5.0,0.02285165686159833,0.6848121529200132,,
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,3.248114031819175,-42.61390942390819,0.04920079920079921,0.0,0.1142857142857144,0.26755537729058587,0.5865132764951606,0.3885003885003897,-0.8991008991008991
QbOEVCaZLUMOgltUdXm58oZOALv2,-13.447735373523562,-70.1643928395034,0.042222934070760165,-2.0000000000000018,-0.6285714285714288,0.048259886780479704,0.7510623087938413,8.372616301005053,1.2962631084662497
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-34.51103763235365,-231.03062992100843,0.04500499500499502,0.33333333333333215,0.028571428571428914,0.04220237646331788,0.7338898436588062,-0.9379509379509443,-0.7111935683364305
