gender,mean,se,ci_lower,ci_upper,significant
Female,0.028099464157629716,0.34510133091051853,-0.6318246945678953,0.7293066955201261,False
Male,-0.6497747613265336,0.5297099134834673,-1.7802512197230498,0.3083178329954891,False
