participant_id,accuracy_slope,accuracy_r,pe_slope,pe_r,n_blocks
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.009999999999999998,0.27329719724997426,-0.0009090909090909092,-0.033709993123162106,11
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,-0.0031468531468531453,-0.07860836641340636,0.0027972027972027968,0.09793063662822574,12
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.035164835164835165,0.5799043010341999,0.0027472527472527475,0.3857583749052298,13
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.009999999999999998,0.24494897427831774,0.0033333333333333335,0.11677484162422846,9
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.027380952380952377,0.5646829085612717,-0.014285714285714282,-0.32732683535398854,8
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.015476190476190473,0.2795214191493949,0.00595238095238095,0.12948849481091762,8
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.02500000000000001,0.3321055820775359,-0.028333333333333335,-0.40832679220297224,9
foaW7wtvY3XLNdguFUK7OvOefP93,0.01785714285714286,0.4413674147523748,-0.009523809523809521,-0.21821789023599236,8
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.010909090909090912,0.18560646746692377,-0.01818181818181818,-0.4,11
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.02857142857142856,0.7559289460184544,-0.002380952380952381,-0.1091089451179962,8
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.05714285714285715,0.8669075077625111,0.009890109890109893,0.38031941462783253,13
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.02833333333333334,0.6277666039945972,-0.0033333333333333335,-0.11677484162422846,9
i1tBstVkNiVP0qro7TgGD08IGGa2,0.005952380952380947,0.13746434980705363,-0.004761904761904762,-0.1259881576697424,8
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.010714285714285711,0.25724787771376323,0.0035714285714285718,0.14433756729740646,7
iWsc4pghIEWOQUZKuQJMfe516UI3,0.025000000000000005,0.47016234598162737,0.009523809523809525,0.329914439536929,8
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.002747252747252745,0.03738010866802135,0.005494505494505493,0.1537915629802162,13
idP8RVfm74N86O0dszLXANIpjXv2,0.017857142857142853,0.682523632789935,-0.0011904761904761901,-0.05634361698190109,8
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.030952380952380953,0.3171675237082733,-0.013095238095238096,-0.2365181238956419,8
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.014285714285714282,0.3922322702763681,-7.434529182757744e-19,-3.291406376790657e-17,7
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-0.007142857142857145,-0.18898223650461365,0.007142857142857143,0.1889822365046136,8
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,-0.011818181818181816,-0.33127067443445657,0.00909090909090909,0.29361010975735174,11
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.02333333333333334,0.5715476066494082,-0.004999999999999999,-0.11736911946539272,9
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.02333333333333333,0.5653009971610737,-0.010000000000000004,-0.2598076211353317,9
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.035714285714285705,0.7216878364870322,-0.007142857142857143,-0.31622776601683794,7
kxerHPSL3bQjD74HhiebYf3blPr1,-0.04120879120879121,-0.6406279751455083,0.007967032967032968,0.2570703793644186,13
lHDkoPQu5reNCO45npeYSS9eLQl1,0.03454545454545453,0.4060051510121537,0.02,0.40574111245982464,11
lpzDdvuMkKWkPxu6xeclmdctEp42,0.01166666666666666,0.3622844186547357,-0.0016666666666666663,-0.052704627669472974,9
m69r9GQTk2b51mvxrFLt4fZeJi52,0.01,0.3286335345030996,-0.0016666666666666663,-0.06454972243679026,9
mUZzgdWKnPb2txOkJg9FHgqX5792,0.03727272727272728,0.8300207384333889,-0.009999999999999998,-0.22,11
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.032967032967032975,0.559308376721747,0.008791208791208793,0.3970333335883723,13
mweMgSlGM2VxThhwnupYxYzUbR23,0.04642857142857143,0.6749263711465147,-0.0047619047619047615,-0.13159033899195377,8
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.030952380952380946,0.7324670207647143,-0.010714285714285714,-0.3144854510165755,8
nT1qJOiMyDdJ9ui4el195A8Hsgs1,-0.010714285714285716,-0.21055872190307892,0.0035714285714285718,0.13650472655798704,8
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.03452380952380954,0.7119914934033428,-0.010714285714285713,-0.2648204488514248,8
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,-0.010000000000000004,-0.19364916731037088,0.014999999999999998,0.3080939385966559,9
pRQimOpZtsekBI2I1kbnD3pycmo1,0.025000000000000005,0.5155800469472482,0.002380952380952382,0.054554472558998125,8
pcbRW89vVJcviD87V3uxyG4I9st2,0.009523809523809521,0.4364357804719847,-0.009523809523809525,-0.5039526306789696,8
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.02857142857142857,0.7895420339517227,-0.005952380952380952,-0.2817180849095055,8
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.0315934065934066,0.6692610225699455,0.031318681318681325,0.7684481380641248,13
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.02166666666666667,0.2788561209590334,-0.020000000000000007,-0.29277002188456,9
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.017857142857142853,0.5241424183609591,-0.0011904761904761904,-0.03494282789073061,8
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.012121212121212125,0.2901294265928298,0.003030303030303031,0.07663341497861716,10
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.03881118881118881,0.5979246235431074,4.367136023438116e-19,1.4126463017911667e-17,12
rUuJv5gl7dWVo7UPQWMx4bohxhK2,-0.004999999999999999,-0.08257228238447703,0.0033333333333333335,0.09128709291752769,9
ric6cNjG25XmZJCiKZDOxzeezao1,-0.0018181818181818197,-0.021591675854376543,0.025454545454545455,0.28991037829690386,10
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.019047619047619053,0.4364357804719847,-0.0035714285714285726,-0.10482848367219187,8
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.054761904761904755,0.5646829085612718,-0.025,-0.43495883620084,8
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.008333333333333331,0.18463723646899907,-0.0033333333333333335,-0.11677484162422846,9
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.003846153846153847,0.08865108037110725,-0.003846153846153847,-0.0865337340815987,12
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.0,0.0,0.0,0.0,7
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.013333333333333334,0.27386127875258304,-0.008333333333333333,-0.17251638983558854,9
u64Uf920g5VD9Byq26LT2rs5o4t1,0.015454545454545457,0.4223683957499603,-0.013636363636363636,-0.40976877353111474,11
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.028333333333333335,0.5819552173492392,0.0033333333333333335,0.09837387536759296,9
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.008333333333333331,0.1449862787336133,0.008333333333333331,0.18128389273528467,8
wdppvL4tIkVlGjou6aYzzjlaZXB2,-0.05989010989010989,-0.6951847303464499,0.0005494505494505487,0.011344607913018783,13
wkhxvE50megJGMA1EiROSZIJWNq1,0.029999999999999995,0.35762373640756184,-0.008333333333333333,-0.14354231294080366,9
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.014285714285714282,0.3003757045930552,-0.011904761904761904,-0.31497039417435596,8
xHctBv4C2EU8rHYRouw0btT3GT02,-0.013333333333333345,-0.17829211836253092,0.011666666666666665,0.32876775281970344,9
xyAILKfYP2M8GqAai11x6NT7IcP2,0.01666666666666666,0.28708462588160716,-0.005000000000000002,-0.12990381056766584,9
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.023636363636363643,0.32653423354716343,-0.0027272727272727284,-0.04719875816456646,11
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.0303030303030303,0.413067997580508,0.0012121212121212123,0.03481553119113957,10
yfjd8LbAMrYeG54927d3GiKAyXI2,0.047619047619047616,0.91003151038658,0.0011904761904761915,0.045501575519329034,8
zw1w9FipI9RjJsuhHse6UZavBxs2,0.017272727272727273,0.6132223631495075,0.0018181818181818184,0.07669649888473706,11
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.025454545454545455,0.5222329678670936,0.003636363636363638,0.1395726315597707,10
