participant_id,pe_rate,pe_rate_predicted,pe_rate_deviation,pe_rate_deviation_z
GE4hogtdLdTFbNasENgtm6SO3hC3,4.477611940298507,10.26691772588108,-5.789305785582574,-1.105334773475397
ORvIk1xRWIQmKuLVe6GXNouvAXx2,16.483516483516482,10.283573545223465,6.199942938293017,1.1837364922621523
80UJMJbCOMgs6YVpsMgXfYTzw6o2,7.142857142857142,10.425891508803671,-3.283034365946529,-0.6268198954411046
rUuJv5gl7dWVo7UPQWMx4bohxhK2,9.30232558139535,10.462011228477712,-1.1596856470823624,-0.22141529908692872
xyAILKfYP2M8GqAai11x6NT7IcP2,10.126582278481012,10.61356225472618,-0.4869799762451681,-0.09297762489424988
pcbRW89vVJcviD87V3uxyG4I9st2,2.898550724637681,10.462011228477712,-7.56346050384003,-1.444068807614531
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,6.451612903225806,10.61356225472618,-4.161949351500374,-0.7946284950284089
yatBVTBMCSMp0wJluOCLzTFKMyP2,9.195402298850574,10.462011228477712,-1.2666089296271377,-0.24182984042713573
u64Uf920g5VD9Byq26LT2rs5o4t1,13.333333333333334,10.49502640918334,2.838306924149993,0.5419094201021344
nT1qJOiMyDdJ9ui4el195A8Hsgs1,7.142857142857142,10.206195090119236,-3.0633379472620934,-0.5848739177757566
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,7.758620689655173,10.26691772588108,-2.5082970362259083,-0.4789016229286598
kxerHPSL3bQjD74HhiebYf3blPr1,21.73913043478261,10.61356225472618,11.12556818005643,2.1241713323750915
2h5FgHUEvBS1twD5DqbTIRrMm1f2,10.989010989010987,10.206195090119236,0.7828158988917515,0.14946068947148933
lpzDdvuMkKWkPxu6xeclmdctEp42,10.843373493975903,10.49502640918334,0.3483470847925627,0.06650886312118612
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,12.0,10.512132956875359,1.4878670431246412,0.28407398779475423
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,11.25,10.318116257780405,0.9318837422195951,0.1779217652791593
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,7.894736842105263,10.206195090119236,-2.311458248013973,-0.4413197840281746
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,9.523809523809524,10.49502640918334,-0.971216885373817,-0.18543152421894765
LliUMEIsrCVZ88YFQfevan2Og4z1,13.541666666666666,10.206195090119236,3.3354715765474303,0.6368315746385607
EUhcW9kURScie1DwGPHqmNqotJB2,31.746031746031743,10.206195090119236,21.53983665591251,4.112536347631231
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,10.92436974789916,10.512132956875359,0.4122367910238012,0.07870713292762531
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,15.463917525773196,10.283573545223465,5.180343980549731,0.9890675242142818
wdppvL4tIkVlGjou6aYzzjlaZXB2,24.0,10.425891508803671,13.574108491196329,2.591663783179683
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,3.225806451612903,10.26691772588108,-7.041111274268178,-1.3443382373652086
K26uNuY0VNPjJNF26wEx3bFg0kr2,10.0,10.318116257780405,-0.31811625778040487,-0.060736982076195704
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,17.073170731707318,10.26691772588108,6.806253005826237,1.2994974532432875
DPvStUYSmohmXwFwaKRqHv89R3k1,4.761904761904762,10.425891508803671,-5.663986746898909,-1.0814079856417806
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,8.433734939759036,10.61356225472618,-2.1798273149671434,-0.4161878851528363
62fAfeQc27bZelkPX7G54T3gvci2,9.375,10.26691772588108,-0.8919177258810809,-0.17029117376225253
q0Atnpm0jZS5swcVmq0EMalQUKw1,7.042253521126761,10.318116257780405,-3.275862736653644,-0.6254506377902751
kR2rCtaPyPaj7YMizKUDn5xL2qx1,12.048192771084338,10.318116257780405,1.730076513303933,0.33031831479522944
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,9.375,10.206195090119236,-0.8311950901192358,-0.15869758321262256
mwsliuPsLFhRFjtjQwYkqcCRDvi2,10.0,10.61356225472618,-0.6135622547261796,-0.11714559930998182
iKVZi0Oo96UrMBhPQMHWFcf55uA3,5.970149253731343,10.555440337317183,-4.58529108358584,-0.87545586101462
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,8.571428571428571,10.462011228477712,-1.8905826570491406,-0.36096327096248526
