participant_id,prp_bottleneck,prp_bottleneck_predicted,prp_bottleneck_deviation,prp_bottleneck_deviation_z
UbwuSMtBsHdW3Ji41opk3GInMqi2,387.3050241545401,596.476194431179,-209.17117027663892,-1.3249420713464244
cC0BEsQjfrcuCyoaOas9zJT0MNs2,542.4391919620108,585.4408071032689,-43.00161514125807,-0.27238289560243184
Cbkx2NHyF3NrebzXGqNgSfiWent1,514.6187499997517,585.4407924181037,-70.822042418352,-0.44860438202193065
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,560.7875000053929,585.4407590163594,-24.653259010966508,-0.15615985709804067
146QT9LupyU2BAiTsB3PMIpVXM22,493.5401185773932,596.476194431179,-102.93607585378584,-0.6520226347522597
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,676.5192982460323,603.5478137952234,72.97148445080893,0.46221948096198096
87w5Le0CgZhSfYAaOH3Xd2fc98l1,714.7708333339137,590.4567400518779,124.31409328203586,0.7874362993371299
HbydnnT1hUP3WagAy2TJAc6GqVs2,390.81041668852174,595.4302110606906,-204.61979437216883,-1.2961125275313305
EoToosG69XMp4LTYdB6sB9WTrv22,528.6979166666667,633.6494983354305,-104.95158166876377,-0.6647893484718218
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,659.0500000093294,473.6163542058505,185.43364580347895,1.1745827039321208
QbOEVCaZLUMOgltUdXm58oZOALv2,417.8557624155853,573.4399254233149,-155.58416300772961,-0.9855086766093576
PkpTH7pWpEOG9A86xSloOSozwTk2,575.8356152055001,591.9612465170902,-16.125631311590155,-0.10214374822060843
8bwaafIhKVMNBoHaXFcY8HirS9u2,504.5418439976712,591.9612465170902,-87.41940251941901,-0.553736177393667
tv88wS5Nf6SjruozSmXJxQSmx6J3,962.7512531396292,485.84515829168765,476.9060948479415,3.020841487428137
SPCT9D90pRa1ihXS5jEw6vCmquI3,595.746837939316,618.153940877188,-22.40710293787197,-0.14193214743749188
3xCaqfcHxRQxuOlEzXz3PNcHODH2,499.9118794320639,595.7661030629905,-95.85422363092658,-0.6071644263255683
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,611.9925000018544,596.476194431179,15.5163055706754,0.09828412785215818
5rXSa3anB5ejmFrnwUsTB82byup1,358.1979166666366,590.4567400518779,-232.25882338524127,-1.4711849923559632
btpcu1rB1JeSTo2upeHGPdv8kYG3,494.6502325630465,557.9251625382117,-63.27492997516521,-0.4007990999654432
IaTJhUGICmO9xcL3605RW8QHneN2,663.6543961287696,595.7661030629905,67.88829306577907,0.43002128599168704
kI0YdycDU0X5hcoEPjEON3Ionyd2,809.0121281538459,591.9612465170902,217.05088163675566,1.3748541174342166
YEU5ox3jteVINfdSTg5ymqYcS9o2,469.0072222143412,590.4567388349991,-121.4495166206579,-0.7692913602891859
GEwkBw3YHaNp3TCh9YS9PKVfavz1,450.6593085006408,595.7661030629905,-145.1067945623497,-0.9191424262703561
EEodWwGh0wWq5f8JmzfKvq0lyeu1,515.3376623376638,596.476194431179,-81.13853209351521,-0.5139515863290881
c0hRe9PCPPZs3HWFqhIQargNlp52,552.2310869921808,586.8742056876052,-34.64311869542439,-0.2194381060330184
biQ16yPcCKSkJQhSxUKcDc8gm8I2,354.958841439185,590.4567400518777,-235.49789861269267,-1.491702098204874
OExlWyngGfPrScDYjaRcv5PIAet1,667.0021739213363,595.7661028911375,71.23607103019879,0.4512269419371019
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,459.73958333333337,612.8942233611314,-153.154640027798,-0.9701194754820842
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,622.4691666417652,595.7661030629905,26.70306357877473,0.16914382762483612
VwTymW8T68MfpnJvZ2X97ILqDWS2,662.4223044478113,591.283376768744,71.13892767906725,0.4506116118574569
hrRr560eFBNwJ0CcUjCqtSD8TdP2,387.67774822730047,595.7661016910325,-208.08835346373206,-1.3180832410923118
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,469.2159111933449,551.5398597349254,-82.32394854158048,-0.5214603081191441
zxG9mUnF7uRkaOKSoCPsiRZzr372,395.060676343199,596.476194431179,-201.41551808798,-1.2758158468199088
CUNlBEszJVRGK1jWlTaOaCqpDg53,687.243939394087,585.4407794040216,101.80315999006541,0.6448464646846842
06qcrpGKL6Vc3LVplFQC90VAcRm1,341.32500000018626,595.4302079072202,-254.1052079070339,-1.6095654102761432
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,625.6785326132525,591.9612460909386,33.717286522313884,0.21357365542284173
g2G9l3no7RbeRA9a1W3JnfegTnh2,557.3857431842054,595.7661030629905,-38.38035987878516,-0.24311071860220948
G1Ff3XYUZMRsPafyEQ80ussnVlf1,617.2214285532634,596.476194431179,20.745234122084412,0.13140545818015542
WnC6Uscb5VMIr43GASKiUCO3AYH2,575.840159575805,595.4302125092245,-19.59005293341943,-0.12408825402211593
e7NIVznoeNMC7bBejXnMVvFNPfx1,439.2900709274708,923.0811799835576,-483.7911090560868,-3.0644528750496955
kgSRatooJJfDaMZ2yIURqb8aJuE3,638.6270833335196,603.49173282383,35.1353505096896,0.22255602442833367
afdTz6deeYWf1qKNdUpKAYKN3hz1,513.8517857137182,595.4302110606943,-81.57842534697613,-0.5167379792992141
sqfXvh6GJLaYAqr3RvHrixP8IOx1,698.5005434967469,596.476194431179,102.02434906556789,0.6462475311484224
rNe3cRPepZUXbJhmmfQZiGsVzX22,426.0677536265465,602.0498554579592,-175.9821018314127,-1.1147142802329595
