feature,importance
pe_last_10,0.2009595894518896
trial_num_norm,0.17788174808075322
correct_streak,0.14688915862782964
rt_sd_last_5,0.11582028049860481
current_rt,0.10649494298437101
rt_last_5,0.09966626708648972
rt_change,0.08530158346708763
ucla,0.05797454389022376
gender_male,0.009011885912750655
acc_last_10,0.0
is_post_error,0.0
