feature,importance
trial_num_norm,0.1833724212643555
pe_last_10,0.16741341115526423
correct_streak,0.12921869925819182
rt_sd_last_5,0.12748338860889669
rt_last_5,0.11619410722324307
current_rt,0.10736456064342878
rt_change,0.08732028014923982
ucla,0.08163313169738014
acc_last_10,0.0
is_post_error,0.0
gender_male,0.0
