participant_id,prp_t2_cv_all,prp_t2_cv_short,prp_t2_cv_long,prp_t2_rt_sd_all,prp_t2_rt_iqr_all,prp_t2_rt_skew_all,prp_t2_rt_mssd_all,prp_t2_rt_sd_block_slope,prp_t2_rt_p90_block_slope,prp_t2_residual_sd_block_slope,prp_t2_rt_sd_soa_50,prp_t1_rt_sd_soa_50,prp_t2_rt_sd_soa_150,prp_t1_rt_sd_soa_150,prp_t2_rt_sd_soa_300,prp_t1_rt_sd_soa_300,prp_t2_rt_sd_soa_600,prp_t1_rt_sd_soa_600,prp_t2_rt_sd_soa_1200,prp_t1_rt_sd_soa_1200,prp_exg_short_sigma,prp_exg_long_sigma,prp_exg_overall_sigma,prp_exg_sigma_bottleneck,stroop_cv_all,stroop_cv_incong,stroop_cv_cong,stroop_rt_sd_all,stroop_rt_iqr_all,stroop_rt_skew_all,stroop_rt_mssd_all,stroop_cv_fatigue_slope,stroop_cv_fatigue_slope_rolling,stroop_rt_sd_block_slope,stroop_rt_p90_block_slope,stroop_residual_sd_block_slope,stroop_exg_congruent_sigma,stroop_exg_incongruent_sigma,stroop_exg_neutral_sigma,stroop_exg_sigma_interference,wcst_cv_rt,wcst_rt_sd_all,wcst_rt_iqr_all,wcst_rt_skew_all,wcst_rt_mssd_all,wcst_rt_sd_block_slope,wcst_rt_p90_block_slope,wcst_residual_sd_block_slope
23hG7h2ByUZDbmOMTDtp0HT0xRb2,0.5046210037785663,0.42149147316964586,0.633352095654041,611.2027268682856,954.6999998092651,0.8201609788336458,421509.05551197793,16.66966184586501,-104.82200001239787,0.6886292798447469,677.3306563787851,546.6848599944493,571.330430301809,463.3698294741431,466.0512525259495,400.14902867576177,567.5993509761697,504.99443057097386,572.2796804050012,463.55119049292995,111.81914035764112,124.30484189267452,166.9405947979117,-12.4857015350334,0.45309929321881565,0.47044291422818263,0.4248853563477176,516.0868702923614,463.05000019073486,1.488177320165744,465935.76263510477,0.015738570508308403,0.02400601936157141,-42.93273023820082,-249.31099997043611,-35.26284065362642,111.22259032273442,193.5395862592167,162.27973306348127,82.31699593648227,0.8426267033067087,1814.1173616290969,1342.1249996423724,2.182638835446177,4769681.863251195,-508.88430405574735,-1622.116999921798,-394.357036491365
28nQWMwCaSNFBEXlicY3eHqpwKU2,0.44022649840753814,0.3051153766845897,0.2742300061495639,443.0309770333327,681.8749999403954,0.8312797838369325,318189.119389437,33.4354058438141,112.77599995851513,35.719808375244526,426.01485176445084,307.6476151936335,329.3004771315724,284.6908793064644,449.65807681619737,343.30346746502534,209.69024869145917,104.29445735421143,171.60191934873987,160.359505840572,284.55743494909524,55.43921813813177,58.61087429230298,229.11821681096347,0.2705270324792025,0.3149606864067192,0.2011857400397891,292.83023289378923,303.4999998807907,1.8306367840939666,163115.65506611054,0.13748766835107867,0.024524712903505438,58.326248925464355,57.739999980926406,61.86430815149152,126.17939371065307,121.17805996870688,94.70772131950255,-5.001333741946198,0.3562456170830788,602.2838187495531,571.0999998450282,2.205572194463058,380191.45677496213,-169.1412552383138,-283.0899999451641,-155.75314946100914
2FHuv7L9nWPdbIiWHRIuXtcoyw83,0.497234614051204,0.3788027619390065,0.6712553967044865,446.4723753830635,510.0,1.4524317107581297,350539.7899999949,-15.825649198163362,-130.85999999999066,-11.58874951641762,421.40212074506024,363.98572485021595,479.8652861069089,417.88785749038163,279.9141450006056,283.27029831023543,218.21153426021485,276.89144272196125,440.7096795454223,526.7977773950698,119.53040927233936,10.0,96.1678331271108,109.53040927233936,0.3162009881347883,0.27932466214424784,0.26707151771995563,395.2360331979041,452.25,0.7316753463359357,300763.2524271827,0.017437254723660756,0.005148660080129933,27.750900135718283,59.139999999999816,28.237719328979935,288.3827200648401,336.3961224788873,202.95528379548185,48.01340241404722,0.4159083149373948,548.717798265005,554.5,1.514527376095277,588135.3285714159,113.93473052310259,43.97999999997213,93.20113478295943
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.4986330465444194,0.27023447499343306,0.6215330264812956,437.8049731383319,640.4750000238419,0.9691048955274599,402808.40009092435,-16.856949203622314,-146.682000014782,-23.898423856924406,259.568805778443,276.4809218916097,313.4174497535181,296.3920271406066,456.42992141943006,372.2693948928615,524.3075974476577,503.3144065990061,322.1621861617635,268.59151589162263,240.12624170672643,10.0,95.18736040951391,230.12624170672643,0.40088050487398413,0.44467575058966985,0.3309528215284193,308.74962758309067,320.1500000208616,1.3825481176549235,141374.84654685837,0.07972673354928927,0.02523613993701971,-20.733061703321503,-142.19799998164163,-13.444658962752133,131.8925932246314,127.25664513994585,26.43313910559393,-4.63594808468558,0.9322226765799655,1831.3918124220693,1222.800000011921,2.6686519546287535,5202926.365317712,50.312291663643606,-210.5549999868871,38.5703657973072
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.3675738438031962,0.21077546269447153,0.3133964067770237,408.2571639437658,704.1999999992549,0.3903780268695598,286278.3753389348,1.6422896838427283,39.71899999978018,1.2023605144523941,320.4754972376595,281.9610209212982,266.85266164167393,282.31004845756365,334.7522470997381,301.99189438711323,319.9103549425171,382.69826459114006,216.17539102247378,322.25131539957215,236.06776811526683,80.61781068049115,287.92757923030274,155.44995743477568,0.26410421159916125,0.26696037847466286,0.2316046676039969,200.67249349647852,253.80000000121072,0.5186986430814352,61018.05887854876,0.09713786586819739,0.032812488258833435,18.64863285453693,15.001999999769051,18.23559149286289,119.50697625936272,225.73479857681232,142.59610455599542,106.2278223174496,0.5281048893101306,872.0640665760824,787.6500000003725,1.6919976006410085,1321866.7819997254,-192.82138083570453,-547.9889999995562,-214.892891787788
3FSnTCSiUodLp5u3bE0xaUjLk0b2,0.4689598889298287,0.30247052157564547,0.3590757688324836,420.1466077766531,589.1250000002328,0.9222542342122818,321365.6686486242,-10.307512842098618,-118.27599999998938,-2.3873134114304744,394.8055619034743,419.468874981043,290.5340530951565,293.80333188396554,419.472957221148,476.9104088770064,392.35767868581706,549.1150772859513,182.78099147382122,537.2051782604509,203.5331434310253,115.92283822750085,157.6072448068472,87.61030520352448,0.253609576463594,0.2559870626265173,0.22755644762965563,216.77231583489274,249.07500000001164,1.1869831825941255,71554.05822430026,-0.026050658971450785,0.004630601405571609,-17.842018614345953,-87.97800000002135,-9.488678159104435,123.499270617021,135.0733733589626,124.48922448722878,11.574102741941616,0.4645555738210264,626.5533785840533,427.24999999976717,3.104299506429238,522148.17195123306,-49.13487747590333,-128.86499999999043,-50.41590643946311
3WijiOiVCoMbn80F05SPYsxl0TC2,0.36101593374217045,0.22242992327162753,0.39183408529129593,308.8840194112257,369.2000000476837,0.6283145711215793,173089.730340445,6.111670413698198,20.093000016212564,12.067457768346689,228.38568446037684,230.02953100986016,248.23427226065,189.6657666129054,258.1571950682727,164.67294061430036,211.3580487482811,250.95149275376772,221.03360751048453,321.55915403898405,89.300410647071,69.7732906997836,181.7727967856349,19.527119947287403,0.24172487426436398,0.2702447968123998,0.2319246932502959,203.5674837649339,207.69999995827675,1.5525916958598514,75233.0996272231,-0.032738573306178576,-0.008400332232865062,-14.422141809309988,-3.2520000362396932,-12.026395805663688,48.67661269428042,85.63753803261415,59.43495896328391,36.96092533833372,0.6185052393519157,961.7385368810014,722.850000053644,2.55841147304396,752545.5602476188,-180.01649876253563,-251.49999998807914,-159.2147399266375
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,0.3853000531179405,0.22791353569405126,0.21422658997738683,289.52435753088656,497.6000003814696,0.5829684881187434,153218.68562389447,17.137231169415536,25.084000005722014,15.236005626934421,204.79042186892784,178.45039177055926,218.9740559521769,216.09603461515067,323.5577898925025,289.02734151970674,219.53308403534845,288.35399891559297,112.32289614476612,458.74237660213504,235.4214944364106,29.418936544133363,48.128603302860526,206.0025578922772,0.30526279098277925,0.3394612570951177,0.2443227266524852,206.92577468994347,228.04999995231628,0.9127448041310234,82777.40294814135,-0.1251453130427696,-0.011913287666420662,-14.727960203272133,-16.138000135421713,-12.32296336246111,95.1413873035494,123.98255391116808,99.97009159778678,28.841166607618675,0.4329212993511797,539.3201641286049,507.9500000476837,2.1851147212571886,396137.16632313567,-129.03472036792851,-406.2629998683929,-128.9543362511044
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.5367931180987722,0.38934219592155817,0.30454972299679306,377.98287410933176,407.3249999955297,1.6053199014637574,212238.80692408988,-45.0784691060614,-154.8620000003278,-45.165814589705995,395.37680834897594,344.5287817421689,301.75048807903596,309.38357722646924,296.3424218950035,279.86421549236934,452.20833003326356,460.6988951702754,123.99995763265387,241.3779788595686,61.21459689682797,45.4650746581842,53.18685464002444,15.74952223864377,0.3466490084932668,0.33250085737524715,0.2713574376649324,246.3894490113808,199.8749999962747,1.8151815050154767,92355.92915838392,-0.17931722306809755,-0.035381573899263566,-41.04820204329481,-99.9330000010133,-38.156840979204354,131.20624354484494,132.43750925986495,101.6066100082116,1.2312657150200153,0.582652140211737,797.4261633287563,558.7999999970199,3.41839054393742,688579.9145546829,-256.9011846204082,-186.43500000014907,-232.92538596271845
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.4826786826767755,0.3206198621376602,0.2696559919813068,486.99365616164,719.9000000002561,0.9354580448416403,482130.39681817044,-17.54377991737247,-42.75199999991572,-17.889206258350754,342.91795504888063,322.78872681024933,471.8465867968654,450.1061690052925,356.8430702681659,344.37999917821173,543.1654366940851,452.74542394677036,133.07780019507888,279.8992943899644,229.54174308050767,10.0,143.08999447535209,219.54174308050767,0.30547606923136283,0.28889848613813585,0.2418755596624492,252.8402797171011,283.57499999992444,1.009236299073029,109343.208785045,0.02856209719980196,0.02464919886121524,12.172051506412874,15.11800000001222,14.24116319697687,122.66337652936184,173.95842852000118,106.8916829097142,51.29505199063934,0.6628973906692273,867.2953337904627,588.3500000000349,2.9647817400658316,873463.5540740339,-143.43332787106206,-238.19500000003265,-141.74832333771081
50R0P1MIMvRvK1qpqfGROchII6R2,0.44211319396570997,0.3712495624266602,0.4223827032365919,376.73326009169233,397.90000009536743,1.244427204531412,162160.9954242703,-37.40616662682536,-238.15399991989142,-37.90198635395771,376.2384543513364,419.8242934141638,403.36500962755446,399.1557693949583,237.88197758614956,291.4541929158133,345.76802959860015,404.6770995132794,280.91571725745337,618.7801601929779,69.84196331985518,62.26287486850631,107.59025951215769,7.579088451348873,0.32145425424156493,0.37485787066967363,0.23283697442652634,263.291571586354,267.049999833107,1.2659537674247074,110233.7455845389,0.13168551455408278,0.043156525108098885,36.98279877286735,-31.41099997520438,40.99047199150216,176.32843050512895,155.3985994701521,140.26977876324028,-20.929831034976843,0.42908850074289573,494.58785470384635,456.27499985694885,2.8971525140587553,353356.1097116631,-188.6512832017879,-204.59300004959115,-175.70441835866202
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.4425388734646153,0.3387773061887526,0.4460097369955067,369.9872066368422,398.04999999993004,1.3577114312031777,189271.31445378714,-73.93099560309314,-264.26299999985844,-71.99427889658156,333.19549806012884,318.4493284379788,300.1799995931932,314.72683045457234,472.594061778527,459.4451934639455,277.1245347377254,392.6281201168804,268.74502540052595,597.9509659354666,33.94763073709394,23.85311980207708,33.18031802390524,10.09451093501686,0.22839882526346014,0.23027872888224432,0.1656492092990857,190.13800390435816,237.77499999955774,0.6638092494276963,70166.77794394194,0.048012213888875444,0.011251660162392587,14.844381556786947,-9.9269999999924,12.149657002307624,69.02592391887437,210.52585906988324,107.86134791407336,141.49993515100886,0.5609455325895688,1028.0200357033084,700.2500000002328,1.9702194631116203,2160455.278405706,79.142565554802,-171.28700000002036,69.548902813208
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.5393113762649344,0.384119371994706,0.21746397457709557,402.2309441466903,596.2750000013036,1.0915099868607168,260867.52639641723,-29.306305313960962,-142.81200000012305,-28.153730432879005,263.5942114533701,265.2425276296927,486.21314347458446,357.28361746894893,370.8666189497818,375.724539371978,221.52233606437161,273.6132347189984,85.97734776685306,230.71443158019306,218.66197695431583,33.937848207022945,43.22861081710731,184.72412874729287,0.3119662106119694,0.29382865167093847,0.22553418477675727,184.59791711673074,186.8499999982305,2.000618367095219,63650.472336454506,-0.061418931235115215,0.008435644684701343,-1.0425905290740465,-30.212999999821214,-0.3661852197007652,121.58641281355357,91.4334696803231,95.13237306905027,-30.15294313323045,0.4315272776463423,480.78390778552824,465.35000000055857,2.026184760745726,300796.4395239203,-38.2565975184233,6.622999999802468,-34.5516390020906
5rXSa3anB5ejmFrnwUsTB82byup1,0.3504678715085291,0.2501941075356021,0.35884173513105433,324.27812028670684,474.5999999999767,0.6165223363513417,138250.9203418985,-16.92244430930734,-113.42400000003148,-15.813760302078183,301.83287411235267,318.4890107710234,236.76651863766415,303.76473483685,336.9725661865362,419.13498941016064,272.64416316899775,302.9870607259834,256.3565355776374,521.4681425980046,137.29420277700527,109.67067739476803,224.2592384785991,27.62352538223722,0.33634733226748365,0.30316978393649907,0.3071134559525561,289.3994733372462,379.2500000000002,0.9121887096820785,124582.76925233343,0.06870717197131176,0.01829834182033343,6.991948479587394,15.50199999989001,21.450729127991366,75.23918227677295,280.07481957954224,76.8896876693615,204.83563730276927,0.4057880684250203,389.785219199522,340.5,3.511875728388218,119178.76047619304,-114.70972324428254,-183.63999999994883,-98.97084195381436
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.3992869708835561,0.2991008965395896,0.2951634916500773,329.07889709791067,444.2750000357627,0.8233748461164724,189667.20600239764,-11.833126610745527,-109.37200003862397,-15.127150307505682,301.2230832868189,266.7953028271387,314.19873659524336,295.7100958582842,305.62725101259184,269.6272116815217,225.45161039269428,286.59421801347384,161.3769495166206,360.2231433053103,87.06751821197727,43.942312631401286,65.58951233133493,43.12520558057599,0.2812258185295782,0.3618796543931655,0.18576050740866187,179.8894799461756,157.20000010728836,3.39754192605747,63261.64775859989,-0.21533894499736247,-0.03801407825789826,-53.36888041812132,-87.32999999880789,-47.99885686056494,59.36092786816215,10.0,61.81573760092389,-49.36092786816215,0.5115729847107916,634.0566440035958,482.4999999701978,3.689844687608323,492284.0862440086,-224.4011666745629,-85.1799999845031,-195.16704664850857
62fAfeQc27bZelkPX7G54T3gvci2,0.3358258552258487,0.24088168222852438,0.26096012602109425,425.3993592192103,449.70000000018626,0.794497479864909,286462.80830507143,3.6362141242658126,-30.02399999975215,3.092617377936458,298.05095129062335,301.88514081145826,427.38505597289554,352.1597525077614,346.1241800620033,360.1698878344389,382.6751333219505,371.8114716288569,211.23526134160684,308.18191900122656,158.4290588270679,178.16663112807652,272.1265547694819,-19.73757230100861,0.3501783559592048,0.40767837587422956,0.2568021755960094,356.8458173105658,291.1999999997206,1.7721915543005635,216100.72773583085,0.22125448656674712,0.04313606890847474,71.1513806244913,116.31000000011163,59.65243079693038,140.81466233813418,182.81273495201023,109.32522480142634,41.99807261387608,0.8441869952484501,1556.4605965437634,611.7000000001865,2.8715543470934155,3806433.4985294067,266.29207689009763,-262.01100000012633,277.590452290557
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.37647628662003946,0.22789551134713154,0.4075473606520213,437.13842115944726,697.3499999046326,0.25807928674098896,385525.3598137897,-8.371969463559383,6.645000066757298,-12.7007292458455,305.52495793944104,193.64246070389524,351.4395757027587,311.82103936902524,359.9967741021354,348.7772329685025,325.13815924226066,341.18886253003456,287.9440971035304,328.4219859624756,226.8126550615228,102.13801201641532,391.2971210751503,124.67464304510747,0.21113879986192596,0.26117800602130264,0.19411202119754223,222.26913810079233,228.2749996185305,1.4629046716075926,98463.1755186689,0.04431344102760659,0.010976882015534145,25.826122048700405,44.1020000457763,26.97658560927676,20.4770802463506,167.2231078241504,128.32356237960985,146.7460275777998,0.4213034029015381,835.6088605333043,710.8249998092651,2.255006567976121,1212831.920239313,-175.1213560202363,-257.98700007915437,-161.92021106619342
6OwhwWQDThSPHTVAeXugohrYuje2,0.41451107263220505,0.2809039446286356,0.4381500677416986,558.8609409622857,931.6000000238419,0.21808797747917053,528125.4358428528,32.841028134620046,-60.059999984503044,27.341307338720263,462.6093140812101,464.46795693599483,523.3401197580539,521.7562209611531,360.9808179697474,363.3718731540592,356.9716085108141,362.38197129650075,356.8865651740417,363.26237777368067,475.7206555692993,10.0,539.2361462137646,465.7206555692993,0.3065920780790767,0.266313650574528,0.25219079810241213,320.4517432956785,485.4000000357628,0.6518507622793225,200812.592145243,0.004944839155815783,-0.002883450267234171,6.073534638513077,-19.80200000762929,11.807389550156191,10.0,310.0513956303979,158.55094754883595,300.0513956303979,0.4848394674505382,853.991313812834,971.9250000417233,1.578232805013221,783413.7883630067,-33.39172421920284,-469.0869999921321,-55.60492278216648
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.4777549380352271,0.4541351937604566,0.22066496360239565,319.54950609397383,322.15000009536743,1.9324637366931252,130832.46863535265,-19.054987485997533,37.80499997138969,-15.112580630557334,457.2591581800806,461.69636026004025,226.4496367765283,203.56760070740154,205.53291000837396,196.64438207481848,263.1457336088692,318.2501599965531,104.80818241537585,224.61610255471015,72.3888732750115,51.29009627331523,34.49448861757271,21.09877700169628,0.20329033604537983,0.2439555404815936,0.20527408441219103,138.82791164668672,138.22499990463257,1.1672665843904502,37276.80449486509,0.047094255275027835,0.014154479673256238,3.0890693327214955,6.571999959945622,5.1972833334520265,79.9297628737785,77.62299636072208,71.93659847030935,-2.306766513056417,0.5327461984045171,687.9884405746774,389.0,2.6985310677004657,595526.1255657347,-145.52850534563348,-63.73500000476831,-124.59062789843
