gender,n,beta_linear,p_linear,beta_quadratic,p_quadratic,r2_linear,r2_quadratic,delta_r2,optimal_threshold,roc_auc
남성,31,0.3945990576071261,0.33397156331926015,-0.003715668526367387,0.4294645595805898,0.05046707891201252,0.07177518060874666,0.02130810169673414,43.0,0.5854166666666667
