correct,trial,letterColor,type,text,userColor,participant_id,stim_onset_ms,task,block_index,timeout,cond,extra,is_timeout,rt,resp_time_ms,trial_index
True,106,red,neutral,가방,red,9l7DjYLs0XdgwykPZR5E01KTZfu2,505083.60000002384,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,555.3000000715256,505638.90000009537,106.0
True,107,green,neutral,학교,green,9l7DjYLs0XdgwykPZR5E01KTZfu2,506250.40000009537,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,625.7999999523163,506876.2000000477,107.0
True,0,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,602662.7999999821,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1684.9000000059605,604347.6999999881,0.0
True,1,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,604993.5,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,1711.2999999821186,606704.7999999821,1.0
True,2,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,607329.7999999821,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1073.4000000059605,608403.1999999881,2.0
True,3,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,609027.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1122.9000000059605,610149.900000006,3.0
True,4,red,neutral,기차,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,610771.400000006,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,1509.0,612280.400000006,4.0
True,5,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,612920.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1738.5,614658.5,5.0
True,6,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,615297.7999999821,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1326.600000023842,616624.400000006,6.0
True,7,blue,incongruent,빨강,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,617262.7999999821,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'blue', 'userColor': 'blue'}",False,1271.4000000059605,618534.1999999881,7.0
True,8,red,incongruent,초록,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,619166.599999994,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,1124.0999999940395,620290.6999999881,8.0
True,9,red,incongruent,노랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,620905.400000006,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,1296.5999999940395,622202.0,9.0
True,10,yellow,incongruent,빨강,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,622842.7999999821,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1260.9000000059605,624103.6999999881,10.0
True,11,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,624733.7999999821,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1197.7000000178814,625931.5,11.0
True,12,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,626555.900000006,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,866.8999999761581,627422.7999999821,12.0
True,13,yellow,neutral,기차,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,628045.400000006,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1355.5,629400.900000006,13.0
True,14,green,incongruent,노랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,630018.7999999821,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,1237.800000011921,631256.599999994,14.0
True,15,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,631892.5,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1304.7999999821186,633197.2999999821,15.0
True,16,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,633822.900000006,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1174.0,634996.900000006,16.0
True,17,green,incongruent,파랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,635639.2999999821,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,1051.300000011921,636690.599999994,17.0
True,18,blue,incongruent,초록,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,637319.900000006,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,831.0,638150.900000006,18.0
True,19,red,incongruent,파랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,638777.7999999821,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,679.1000000238419,639456.900000006,19.0
True,20,green,neutral,기차,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,640100.599999994,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,1341.699999988079,641442.2999999821,20.0
True,21,blue,neutral,가방,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,642074.1999999881,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,884.5999999940395,642958.7999999821,21.0
True,22,blue,neutral,학교,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,643606.1999999881,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,964.5,644570.6999999881,22.0
True,23,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,645200.6999999881,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,879.4000000059605,646080.099999994,23.0
True,24,green,incongruent,노랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,646720.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,814.7999999821186,647534.7999999821,24.0
True,25,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,648174.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,930.1999999880792,649104.1999999881,25.0
True,26,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,649742.400000006,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,932.1999999880792,650674.599999994,26.0
True,27,blue,neutral,가방,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,651306.5,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,1580.4000000059605,652886.900000006,27.0
True,28,green,neutral,학교,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,653513.900000006,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,831.2999999821186,654345.1999999881,28.0
True,29,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,654981.400000006,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,869.0,655850.400000006,29.0
True,30,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,656485.599999994,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1015.4000000059604,657501.0,30.0
True,31,green,neutral,기차,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,658131.6999999881,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,2073.7000000178814,660205.400000006,31.0
True,32,yellow,incongruent,빨강,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,660829.900000006,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1064.899999976158,661894.7999999821,32.0
True,33,red,neutral,학교,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,662516.5,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,766.5,663283.0,33.0
True,34,yellow,incongruent,초록,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,663922.400000006,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1015.1999999880792,664937.599999994,34.0
True,35,yellow,incongruent,빨강,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,665558.599999994,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,781.4000000059605,666340.0,35.0
True,36,blue,neutral,가방,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,666979.900000006,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,1167.0,668146.900000006,36.0
True,37,green,incongruent,빨강,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,668780.7999999821,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,1005.7000000178814,669786.5,37.0
True,38,blue,incongruent,초록,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,670413.400000006,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,712.7999999821186,671126.1999999881,38.0
True,39,blue,neutral,학교,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,671756.900000006,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,528.5999999940395,672285.5,39.0
True,40,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,672931.1999999881,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,1281.0,674212.1999999881,40.0
True,41,yellow,neutral,기차,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,674839.1999999881,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,930.5999999940396,675769.7999999821,41.0
True,42,yellow,incongruent,파랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,676393.099999994,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,587.4000000059605,676980.5,42.0
True,43,red,neutral,기차,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,677613.599999994,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,733.5999999940395,678347.1999999881,43.0
True,44,yellow,neutral,가방,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,678986.099999994,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,756.8000000119209,679742.900000006,44.0
True,45,blue,incongruent,빨강,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,680380.1999999881,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'blue', 'userColor': 'blue'}",False,733.0999999940395,681113.2999999821,45.0
True,46,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,681742.5,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,963.0999999940396,682705.599999994,46.0
True,47,red,neutral,가방,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,683336.2999999821,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,948.8000000119208,684285.099999994,47.0
True,48,green,incongruent,파랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,684917.7999999821,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,1833.800000011921,686751.599999994,48.0
True,49,red,neutral,학교,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,687375.1999999881,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,734.5,688109.6999999881,49.0
True,50,yellow,neutral,학교,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,688757.7999999821,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,2320.600000023842,691078.400000006,50.0
True,51,red,incongruent,초록,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,691711.1999999881,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,1030.4000000059605,692741.599999994,51.0
True,52,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,693366.1999999881,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,421.90000000596046,693788.099999994,52.0
True,53,red,neutral,학교,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,694412.400000006,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,347.89999997615814,694760.2999999821,53.0
True,54,green,incongruent,파랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,695373.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,1012.0,696385.0,54.0
True,55,green,incongruent,빨강,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,697021.2999999821,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,399.10000002384186,697420.400000006,55.0
True,56,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,698041.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,942.6999999880792,698983.6999999881,56.0
True,57,blue,neutral,기차,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,699613.5,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,785.6999999880791,700399.1999999881,57.0
True,58,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,701028.099999994,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,764.4000000059605,701792.5,58.0
True,59,green,neutral,가방,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,702420.099999994,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,951.6999999880792,703371.7999999821,59.0
True,60,green,neutral,기차,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,703996.5,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,587.7999999821186,704584.2999999821,60.0
True,61,red,incongruent,노랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,705207.5,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,842.5999999940395,706050.099999994,61.0
True,62,blue,incongruent,초록,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,706680.2999999821,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,1223.7000000178814,707904.0,62.0
True,63,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,708529.2999999821,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,475.10000002384186,709004.400000006,63.0
True,64,yellow,neutral,기차,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,709641.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,626.9000000059605,710267.900000006,64.0
True,66,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,712176.400000006,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1500.699999988079,713677.099999994,66.0
True,67,blue,incongruent,빨강,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,714306.6999999881,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'blue', 'userColor': 'blue'}",False,1641.5,715948.1999999881,67.0
True,68,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,716589.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,942.7999999821186,717531.7999999821,68.0
True,69,yellow,neutral,학교,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,718161.2999999821,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,708.9000000059605,718870.1999999881,69.0
True,70,green,neutral,학교,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,719518.099999994,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,800.5999999940395,720318.6999999881,70.0
True,71,red,incongruent,파랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,720950.900000006,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,872.8999999761581,721823.7999999821,71.0
True,72,blue,incongruent,노랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,722451.099999994,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1188.199999988079,723639.2999999821,72.0
True,73,yellow,neutral,가방,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,724277.5,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,830.0999999940395,725107.599999994,73.0
True,74,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,725753.7999999821,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,757.0,726510.7999999821,74.0
True,75,green,neutral,가방,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,727129.400000006,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,666.2999999821186,727795.6999999881,75.0
True,76,green,incongruent,노랑,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,728431.400000006,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,562.3999999761581,728993.7999999821,76.0
True,77,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,729640.599999994,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,821.8000000119209,730462.400000006,77.0
True,78,yellow,incongruent,파랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,731081.5,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1060.9000000059605,732142.400000006,78.0
True,79,yellow,incongruent,초록,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,732771.900000006,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,633.0999999940395,733405.0,79.0
True,80,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,734030.5,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,744.2999999821186,734774.7999999821,80.0
True,81,red,neutral,기차,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,735401.2999999821,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,576.0,735977.2999999821,81.0
True,82,yellow,neutral,학교,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,736607.6999999881,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,831.4000000059605,737439.099999994,82.0
True,83,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,738069.099999994,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,710.6999999880791,738779.7999999821,83.0
True,84,green,neutral,학교,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,739406.400000006,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,778.5999999940395,740185.0,84.0
True,85,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,740813.400000006,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,723.6999999880791,741537.099999994,85.0
True,86,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,742162.1999999881,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,789.8000000119209,742952.0,86.0
True,87,yellow,neutral,가방,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,743590.2999999821,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,812.8000000119209,744403.099999994,87.0
True,88,blue,neutral,기차,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,745027.400000006,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,860.7999999821186,745888.1999999881,88.0
True,89,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,746511.7999999821,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,843.5,747355.2999999821,89.0
True,90,yellow,incongruent,파랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,747984.5,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,609.7999999821186,748594.2999999821,90.0
True,91,blue,neutral,학교,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,749222.6999999881,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,885.5999999940395,750108.2999999821,91.0
True,92,red,neutral,가방,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,750731.400000006,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,833.5,751564.900000006,92.0
True,93,red,congruent,빨강,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,752187.1999999881,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,527.0999999940395,752714.2999999821,93.0
True,94,blue,neutral,기차,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,753330.5,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,1036.5,754367.0,94.0
True,95,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,754994.6999999881,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,700.4000000059605,755695.099999994,95.0
True,96,red,incongruent,초록,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,756318.1999999881,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,911.5,757229.6999999881,96.0
True,97,red,incongruent,노랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,757855.900000006,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,1000.0999999940396,758856.0,97.0
True,98,blue,incongruent,노랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,759472.6999999881,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,895.7000000178814,760368.400000006,98.0
True,99,red,neutral,가방,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,760997.5,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,1056.2999999821186,762053.7999999821,99.0
True,100,green,incongruent,빨강,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,762679.6999999881,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,644.8000000119209,763324.5,100.0
True,101,green,congruent,초록,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,763949.5,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,455.2999999821186,764404.7999999821,101.0
True,102,red,incongruent,파랑,red,rFV2EUbp64f5ORSh7DqwmCQmeqT2,765043.1999999881,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,639.0,765682.1999999881,102.0
True,103,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,766300.599999994,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,789.4000000059605,767090.0,103.0
True,104,yellow,congruent,노랑,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,767716.599999994,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1073.800000011921,768790.400000006,104.0
True,105,blue,congruent,파랑,blue,rFV2EUbp64f5ORSh7DqwmCQmeqT2,769429.400000006,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1048.0,770477.400000006,105.0
True,106,green,neutral,가방,green,rFV2EUbp64f5ORSh7DqwmCQmeqT2,771109.5,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,711.4000000059605,771820.900000006,106.0
True,107,yellow,incongruent,초록,yellow,rFV2EUbp64f5ORSh7DqwmCQmeqT2,772453.1999999881,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1642.5,774095.6999999881,107.0
True,0,yellow,incongruent,초록,yellow,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1146709.1999999955,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,971.60000000149,1147680.799999997,0.0
True,1,green,congruent,초록,green,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1148293.3999999985,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1128.2999999970198,1149421.6999999955,1.0
True,2,yellow,incongruent,빨강,yellow,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1150031.5,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1087.7999999970198,1151119.299999997,2.0
True,3,blue,neutral,가방,blue,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1151728.3999999985,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,757.5,1152485.8999999985,3.0
True,4,blue,incongruent,노랑,blue,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1153109.099999994,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1138.0,1154247.099999994,4.0
True,5,red,neutral,학교,red,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1154872.599999994,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,982.10000000149,1155854.6999999955,5.0
True,6,blue,congruent,파랑,blue,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1156469.6999999955,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1031.2000000029802,1157500.8999999985,6.0
True,7,yellow,incongruent,빨강,yellow,h52Mz0cZjnOsmXT02EgU3JzzRKs2,1158114.6999999955,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1037.2000000029802,1159151.8999999985,7.0
