t2_stim,t1_resp,t1_stim,t1_correct,t2_correctResp,idx,t2_resp,t2_correct,t1_correctResp,t1_rt,t2_resp_ms,participant_id,t1_rt_ms,t1_resp_ms,t2_onset_ms,task,block_index,t2_pressed_while_t1_pending,soa,t1_timeout,t2_timeout,soa_measured_ms,response_order,t1_onset_ms,trial_index,t2_rt,soa_bin
red,O,3,True,R,93,R,True,O,,729292.3000000007,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1334.7999999988824,729129.0,727958.7000000011,prp,,False,150.0,False,False,164.5,T1→T2,727794.2000000011,93.0,1333.5999999996277,short
red,E,2,True,R,94,R,True,E,,731403.2000000011,2zDXvJKvjeejeOSNbtDbtSI5cdz1,951.0,731249.6000000015,730357.1000000015,prp,,False,50.0,False,False,58.5,T1→T2,730298.6000000015,94.0,1046.0999999996277,short
blue,E,6,True,B,98,B,True,E,,741757.0,2zDXvJKvjeejeOSNbtDbtSI5cdz1,2093.699999999255,741586.4000000004,739658.3000000007,prp,,False,150.0,False,False,165.59999999962747,T1→T2,739492.7000000011,98.0,2098.699999999255,short
red,O,5,True,R,99,R,True,O,,744607.7000000011,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1652.5999999996277,744423.4000000004,742840.9000000004,prp,,False,50.0,False,False,70.09999999962747,T1→T2,742770.8000000007,99.0,1766.800000000745,short
blue,O,9,True,B,100,B,True,O,,746876.2000000011,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1134.5,746748.7000000011,745776.0,prp,,False,150.0,False,False,161.7999999988824,T1→T2,745614.2000000011,100.0,1100.2000000011176,short
red,O,3,True,R,101,R,True,O,,749657.3000000007,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1585.5,749469.4000000004,747941.6000000015,prp,,False,50.0,False,False,57.70000000111759,T1→T2,747883.9000000004,101.0,1715.699999999255,short
red,E,2,True,R,103,R,True,E,,755811.3000000007,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1454.199999999255,755674.8000000007,754291.8000000007,prp,,False,50.0,False,False,71.19999999925494,T1→T2,754220.6000000015,103.0,1519.5,short
red,E,4,True,R,106,R,True,E,,763232.5,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1083.5999999996277,762579.3000000007,762706.8000000007,prp,,False,1200.0,False,False,1211.0999999996277,T1→T2,761495.7000000011,106.0,525.6999999992549,long
red,E,4,True,R,108,R,True,E,,767402.4000000004,2zDXvJKvjeejeOSNbtDbtSI5cdz1,857.6999999992549,767257.9000000004,766457.1000000015,prp,,False,50.0,False,False,56.90000000037253,T1→T2,766400.2000000011,108.0,945.2999999988824,short
blue,O,5,True,B,109,B,True,O,,770040.5,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1518.5999999996277,769930.0,768473.4000000004,prp,,False,50.0,False,False,62.0,T1→T2,768411.4000000004,109.0,1567.0999999996277,short
red,E,6,True,R,110,R,True,E,,772458.0,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1315.0999999996277,772369.3000000007,771108.9000000004,prp,,False,50.0,False,False,54.69999999925494,T1→T2,771054.2000000011,110.0,1349.0999999996277,short
blue,O,9,True,B,112,B,True,O,,777641.1000000015,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1341.0999999996277,777107.2000000011,776970.6000000015,prp,,False,1200.0,False,False,1204.5,T1→T2,775766.1000000015,112.0,670.5,long
red,E,8,True,R,114,R,True,E,,782842.4000000004,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1318.7000000011176,782726.2000000011,781576.2000000011,prp,,False,150.0,False,False,168.7000000011176,T1→T2,781407.5,114.0,1266.199999999255,short
blue,E,4,True,B,115,B,True,E,,785725.5,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1379.2000000011176,785234.2000000011,785061.2000000011,prp,,False,1200.0,False,False,1206.2000000011176,T1→T2,783855.0,115.0,664.2999999988824,long
blue,O,1,True,B,116,B,True,O,,788911.9000000004,2zDXvJKvjeejeOSNbtDbtSI5cdz1,818.4000000003725,787554.9000000004,787946.8000000007,prp,,False,1200.0,False,False,1210.300000000745,T1→T2,786736.5,116.0,965.0999999996276,long
blue,O,1,True,B,119,B,True,O,,795840.8000000007,2zDXvJKvjeejeOSNbtDbtSI5cdz1,1073.0999999996277,795691.0,794675.2000000011,prp,,False,50.0,False,False,57.30000000074506,T1→T2,794617.9000000004,119.0,1165.5999999996277,short
red,O,5,True,R,4,R,True,O,,227114.09999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1179.800000011921,225667.30000001192,225696.59999996424,prp,,False,1200.0,False,False,1209.0999999642372,T1→T2,224487.5,4.0,1417.5,long
blue,E,6,True,B,5,B,True,E,,230542.09999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1743.399999976158,229869.19999998808,229335.89999997616,prp,,False,1200.0,False,False,1210.0999999642372,T1→T2,228125.80000001192,5.0,1206.199999988079,long
blue,O,7,True,B,8,B,True,O,,239117.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1156.7999999523165,238692.59999996424,237599.30000001192,prp,,False,50.0,False,False,63.5,T1→T2,237535.80000001192,8.0,1518.5999999642372,short
red,E,4,True,R,9,R,True,E,,242635.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1723.600000023842,241853.19999998808,240288.59999996424,prp,,False,150.0,False,False,159.0,T1→T2,240129.59999996424,9.0,2346.900000035763,short
blue,E,8,True,B,10,B,True,E,,245170.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,977.0999999642372,244626.59999996424,243706.09999996424,prp,,False,50.0,False,False,56.59999996423721,T1→T2,243649.5,10.0,1464.300000011921,short
red,E,2,True,R,11,R,True,E,,248220.69999998808,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1660.600000023842,247844.30000001192,246338.80000001192,prp,,False,150.0,False,False,155.10000002384186,T1→T2,246183.69999998808,11.0,1881.899999976158,short
red,E,4,True,R,12,R,True,E,,251305.69999998808,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1707.399999976158,250942.09999996424,249296.80000001192,prp,,False,50.0,False,False,62.10000002384186,T1→T2,249234.69999998808,12.0,2008.899999976158,short
red,O,9,True,R,19,R,True,O,,276062.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,2189.699999988079,275240.89999997616,273115.0,prp,,False,50.0,False,False,63.80000001192093,T1→T2,273051.1999999881,19.0,2947.699999988079,short
blue,E,2,True,B,22,B,True,E,,286610.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,2520.600000023842,286213.5,284902.3000000119,prp,,False,1200.0,False,False,1209.4000000357628,T1→T2,283692.89999997616,22.0,1708.0999999642372,long
blue,O,7,True,B,23,B,True,O,,289311.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1236.5999999642372,288861.39999997616,287679.89999997616,prp,,False,50.0,False,False,55.09999996423721,T1→T2,287624.8000000119,23.0,1631.5,short
red,O,3,True,R,26,R,True,O,,300061.09999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1478.100000023842,298924.3000000119,298658.09999996424,prp,,False,1200.0,False,False,1211.899999976158,T1→T2,297446.1999999881,26.0,1403.0,long
blue,E,6,True,B,27,B,True,E,,303186.0,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1760.800000011921,302833.1999999881,301229.89999997616,prp,,False,150.0,False,False,157.5,T1→T2,301072.39999997616,27.0,1956.1000000238416,short
red,E,2,True,R,30,R,True,E,,320776.59999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1278.9000000357628,320467.3000000119,319246.5,prp,,False,50.0,False,False,58.10000002384186,T1→T2,319188.39999997616,30.0,1530.0999999642372,short
red,E,8,True,R,31,R,True,E,,323629.09999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1455.5,323244.3000000119,321847.1999999881,prp,,False,50.0,False,False,58.39999997615814,T1→T2,321788.8000000119,31.0,1781.899999976158,short
red,O,3,True,R,32,R,True,O,,326501.8000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1125.0,325766.59999996424,324796.3000000119,prp,,False,150.0,False,False,154.70000004768372,T1→T2,324641.59999996424,32.0,1705.5,short
blue,O,1,True,B,34,B,True,O,,332225.1999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1254.199999988079,331680.89999997616,331636.59999996424,prp,,False,1200.0,False,False,1209.899999976158,T1→T2,330426.6999999881,34.0,588.6000000238419,long
red,O,3,True,R,37,R,True,O,,340492.09999996424,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1758.5,340114.1999999881,339566.0,prp,,False,1200.0,False,False,1210.300000011921,T1→T2,338355.6999999881,37.0,926.0999999642372,long
blue,O,1,True,B,38,B,True,O,,343595.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1698.5,343200.8000000119,342712.59999996424,prp,,False,1200.0,False,False,1210.2999999523165,T1→T2,341502.3000000119,38.0,883.3000000119209,long
blue,O,1,True,B,39,B,True,O,,346086.1999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,932.0,345541.59999996424,344771.39999997616,prp,,False,150.0,False,False,161.80000001192093,T1→T2,344609.59999996424,39.0,1314.800000011921,short
blue,O,5,True,B,40,B,True,O,,348417.0,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1063.300000011921,348161.0,347254.59999996424,prp,,False,150.0,False,False,156.89999997615814,T1→T2,347097.6999999881,40.0,1162.4000000357628,short
red,E,4,True,R,43,R,True,E,,358486.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1322.100000023842,358205.3000000119,357039.3000000119,prp,,False,150.0,False,False,156.10000002384186,T1→T2,356883.1999999881,43.0,1447.0999999642372,short
red,O,9,True,R,45,R,True,O,,364434.0999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1748.800000011921,363848.89999997616,362154.8000000119,prp,,False,50.0,False,False,54.70000004768372,T1→T2,362100.0999999642,45.0,2279.2999999523163,short
red,E,6,True,R,46,R,True,E,,367515.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1283.699999988079,366730.5999999642,366657.5,prp,,False,1200.0,False,False,1210.600000023842,T1→T2,365446.89999997616,46.0,857.8999999761581,long
blue,E,2,True,B,47,B,True,E,,370588.3000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1441.2000000476835,369968.8000000119,368587.6999999881,prp,,False,50.0,False,False,60.10000002384186,T1→T2,368527.5999999642,47.0,2000.6000000238416,short
blue,O,3,True,B,49,B,True,O,,375733.39999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,767.7999999523163,374628.5999999642,375070.89999997616,prp,,False,1200.0,False,False,1210.0999999642372,T1→T2,373860.8000000119,49.0,662.5,long
red,E,2,True,R,50,R,True,E,,379125.5999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1968.300000011921,378714.3000000119,377955.5,prp,,False,1200.0,False,False,1209.5,T1→T2,376746.0,50.0,1170.0999999642372,long
red,E,6,True,R,51,R,True,E,,381290.8000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,881.5999999642372,381018.0999999642,380198.0,prp,,False,50.0,False,False,61.5,T1→T2,380136.5,51.0,1092.800000011921,short
red,E,6,True,R,56,R,True,E,,395728.1999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1289.399999976158,395398.6999999881,394272.5999999642,prp,,False,150.0,False,False,163.29999995231628,T1→T2,394109.3000000119,56.0,1455.600000023842,short
red,O,1,True,R,57,R,True,O,,398485.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1145.5,397885.5999999642,396897.3000000119,prp,,False,150.0,False,False,157.20000004768372,T1→T2,396740.0999999642,57.0,1588.199999988079,short
blue,E,8,True,B,58,B,True,E,,401477.0999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1570.9000000357628,401069.5,399653.39999997616,prp,,False,150.0,False,False,154.80000001192093,T1→T2,399498.5999999642,58.0,1823.699999988079,short
red,O,5,True,R,59,R,True,O,,405142.0999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1568.199999988079,404056.89999997616,403698.0,prp,,False,1200.0,False,False,1209.300000011921,T1→T2,402488.6999999881,59.0,1444.0999999642372,long
red,O,9,True,R,63,R,True,O,,427438.0,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1289.5,426662.0999999642,425530.0999999642,prp,,False,150.0,False,False,157.5,T1→T2,425372.5999999642,63.0,1907.9000000357628,short
blue,O,1,True,B,64,B,True,O,,430358.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1182.0999999642372,429632.89999997616,428614.1999999881,prp,,False,150.0,False,False,163.39999997615814,T1→T2,428450.8000000119,64.0,1744.5,short
red,O,1,True,R,65,R,True,O,,433107.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1031.100000023842,432404.0,431429.1999999881,prp,,False,50.0,False,False,56.30000001192093,T1→T2,431372.89999997616,65.0,1678.5,short
blue,O,7,True,B,66,B,True,O,,436026.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1270.4000000357628,435391.0,434278.89999997616,prp,,False,150.0,False,False,158.30000001192093,T1→T2,434120.5999999642,66.0,1748.0,short
blue,E,4,True,B,67,B,True,E,,439318.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1546.9000000357628,438585.8000000119,438249.5999999642,prp,,False,1200.0,False,False,1210.699999988079,T1→T2,437038.89999997616,67.0,1069.300000011921,long
blue,O,5,True,B,68,B,True,O,,442203.3000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,904.600000023842,441234.6999999881,441540.5999999642,prp,,False,1200.0,False,False,1210.5,T1→T2,440330.0999999642,68.0,662.7000000476837,long
blue,E,8,True,B,70,B,True,E,,447375.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1165.7000000476835,446840.3000000119,445837.0999999642,prp,,False,150.0,False,False,162.5,T1→T2,445674.5999999642,70.0,1538.800000011921,short
blue,O,9,True,B,71,B,True,O,,450166.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1331.100000023842,449719.1999999881,448447.0999999642,prp,,False,50.0,False,False,59.0,T1→T2,448388.0999999642,71.0,1719.600000023842,short
blue,E,4,True,B,80,B,True,E,,473587.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,2149.100000023842,473173.5,471178.6999999881,prp,,False,150.0,False,False,154.30000001192093,T1→T2,471024.39999997616,80.0,2409.0,short
blue,E,2,True,B,82,B,True,E,,479860.3000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1155.0,479807.3000000119,478713.5,prp,,False,50.0,False,False,61.19999998807907,T1→T2,478652.3000000119,82.0,1146.800000011921,short
blue,E,2,True,B,86,B,True,E,,488244.3000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,127.5,484771.3000000119,485851.0,prp,,False,1200.0,False,False,1207.199999988079,T1→T2,484643.8000000119,86.0,2393.300000011921,long
blue,O,7,True,B,88,B,True,O,,493881.8000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1262.5999999642372,493667.5999999642,492463.0,prp,,False,50.0,False,False,58.0,T1→T2,492405.0,88.0,1418.800000011921,short
red,O,9,True,R,89,R,True,O,,497039.5999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1921.800000011921,496817.6999999881,496106.0999999642,prp,,False,1200.0,False,False,1210.199999988079,T1→T2,494895.89999997616,89.0,933.5,long
red,E,4,True,R,90,R,True,E,,510010.5999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1885.199999988079,509941.89999997616,508112.89999997616,prp,,False,50.0,False,False,56.19999998807907,T1→T2,508056.6999999881,90.0,1897.699999988079,short
blue,O,9,True,B,92,B,True,O,,515561.3000000119,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1269.4000000357628,515444.8000000119,514235.5999999642,prp,,False,50.0,False,False,60.19999998807907,T1→T2,514175.39999997616,92.0,1325.7000000476835,short
red,E,2,True,R,93,R,True,E,,517896.0999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1266.600000023842,517840.1999999881,516627.5999999642,prp,,False,50.0,False,False,54.0,T1→T2,516573.5999999642,93.0,1268.5,short
red,E,6,True,R,94,R,True,E,,520906.0999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1077.899999976158,519986.39999997616,520121.5,prp,,False,1200.0,False,False,1213.0,T1→T2,518908.5,94.0,784.5999999642372,long
red,E,4,True,R,95,R,True,E,,522923.89999997616,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,759.5,522678.1999999881,522078.0,prp,,False,150.0,False,False,159.30000001192093,T1→T2,521918.6999999881,95.0,845.8999999761581,short
blue,O,3,True,B,96,B,True,O,,525604.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1003.399999976158,524940.1999999881,525146.0999999642,prp,,False,1200.0,False,False,1209.2999999523165,T1→T2,523936.8000000119,96.0,458.4000000357628,long
blue,O,5,True,B,100,B,True,O,,535392.6999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1326.800000011921,534862.8000000119,534746.8999999762,prp,,False,1200.0,False,False,1210.899999976158,T1→T2,533536.0,100.0,645.8000000119209,long
blue,O,7,True,B,102,B,True,O,,541959.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1694.5999999642372,541460.0999999642,539820.1999999881,prp,,False,50.0,False,False,54.69999998807907,T1→T2,539765.5,102.0,2139.300000011921,short
blue,E,8,True,B,103,B,True,E,,544494.3999999762,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1259.399999976158,544230.5999999642,543029.3000000119,prp,,False,50.0,False,False,58.10000002384186,T1→T2,542971.1999999881,103.0,1465.0999999642372,short
red,E,4,True,R,104,R,True,E,,547332.5999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,659.8999999761581,546164.5999999642,546715.3999999762,prp,,False,1200.0,False,False,1210.699999988079,T1→T2,545504.6999999881,104.0,617.1999999880791,long
blue,E,2,True,B,112,B,True,E,,564563.1999999881,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1386.0,564046.5,563869.8000000119,prp,,False,1200.0,False,False,1209.300000011921,T1→T2,562660.5,112.0,693.3999999761581,long
red,O,5,True,R,115,R,True,O,,576519.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,2598.0,575276.3000000119,573896.8999999762,prp,,False,1200.0,False,False,1218.5999999642372,T1→T2,572678.3000000119,115.0,2622.600000023842,long
blue,O,7,True,B,116,B,True,O,,579346.5999999642,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1384.0999999642372,578916.0999999642,577688.1999999881,prp,,False,150.0,False,False,156.19999998807907,T1→T2,577532.0,116.0,1658.399999976158,short
blue,E,2,True,B,118,B,True,E,,585123.5,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1699.5,584763.8000000119,583118.5999999642,prp,,False,50.0,False,False,54.29999995231629,T1→T2,583064.3000000119,118.0,2004.9000000357628,short
red,O,9,True,R,119,R,True,O,,588118.3999999762,P9bS6GGJcIXivbMWo4ibJ5jgUPG2,962.3000000119208,587099.1999999881,586296.0,prp,,False,150.0,False,False,159.10000002384186,T1→T2,586136.8999999762,119.0,1822.399999976158,short
red,O,3,True,R,0,R,True,O,,347093.3000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,1948.199999988079,346823.10000002384,346094.8000000119,prp,,False,1200.0,False,False,1219.899999976158,T1→T2,344874.90000003576,0.0,998.5,long
blue,E,6,True,B,1,B,True,E,,350348.8000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,1839.699999988079,349953.5,348170.40000003576,prp,,False,50.0,False,False,56.60000002384186,T1→T2,348113.8000000119,1.0,2178.399999976158,short
blue,O,3,True,B,3,B,True,O,,355090.10000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,1024.5999999642372,354672.5,353710.40000003576,prp,,False,50.0,False,False,62.5,T1→T2,353647.90000003576,3.0,1379.699999988079,short
red,E,8,True,R,4,R,True,E,,357325.1999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,864.5,356979.60000002384,356173.60000002384,prp,,False,50.0,False,False,58.5,T1→T2,356115.10000002384,4.0,1151.5999999642372,short
blue,E,4,True,B,7,B,True,E,,364458.3000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,1013.0,364320.10000002384,363466.3000000119,prp,,False,150.0,False,False,159.19999998807907,T1→T2,363307.10000002384,7.0,992.0,short
blue,O,7,True,B,8,B,True,O,,367309.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,707.8000000119209,366200.60000002384,366709.60000002384,prp,,False,1200.0,False,False,1216.800000011921,T1→T2,365492.8000000119,8.0,599.8000000119209,long
red,O,5,True,R,9,R,True,O,,369925.8000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,1366.5999999642372,369698.6999999881,368490.5,prp,,False,150.0,False,False,158.39999997615814,T1→T2,368332.10000002384,9.0,1435.300000011921,short
blue,E,2,True,B,10,B,True,E,,372033.5,iWsc4pghIEWOQUZKuQJMfe516UI3,868.8999999761581,371813.1999999881,371097.90000003576,prp,,False,150.0,False,False,153.60000002384186,T1→T2,370944.3000000119,10.0,935.5999999642372,short
red,E,4,True,R,11,R,True,E,,374121.0,iWsc4pghIEWOQUZKuQJMfe516UI3,876.1999999880791,373925.0,373114.60000002384,prp,,False,50.0,False,False,65.80000001192093,T1→T2,373048.8000000119,11.0,1006.399999976158,short
blue,E,8,True,B,12,B,True,E,,376066.5,iWsc4pghIEWOQUZKuQJMfe516UI3,721.0,375862.60000002384,375202.60000002384,prp,,False,50.0,False,False,61.0,T1→T2,375141.60000002384,12.0,863.8999999761581,short
red,E,2,True,R,14,R,True,E,,380912.60000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,829.3999999761581,380717.3000000119,379948.10000002384,prp,,False,50.0,False,False,60.19999998807907,T1→T2,379887.90000003576,14.0,964.5,short
red,E,6,True,R,15,R,True,E,,382821.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,746.0,382679.60000002384,381987.8000000119,prp,,False,50.0,False,False,54.19999998807907,T1→T2,381933.60000002384,15.0,833.6000000238419,short
red,E,8,True,R,16,R,True,E,,385725.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,696.5,384525.1999999881,385045.1999999881,prp,,False,1200.0,False,False,1216.5,T1→T2,383828.6999999881,16.0,680.2000000476837,long
red,O,7,True,R,19,R,True,O,,392361.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,610.6999999880791,392057.8000000119,391502.0,prp,,False,50.0,False,False,54.89999997615814,T1→T2,391447.10000002384,19.0,859.4000000357628,short
red,E,4,True,R,20,R,True,E,,395219.10000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,520.9000000357628,393910.40000003576,394596.5,prp,,False,1200.0,False,False,1207.0,T1→T2,393389.5,20.0,622.6000000238419,long
red,O,9,True,R,21,R,True,O,,397439.60000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,918.3000000119208,397170.40000003576,396409.6999999881,prp,,False,150.0,False,False,157.5999999642372,T1→T2,396252.10000002384,21.0,1029.9000000357628,short
blue,O,7,True,B,24,B,True,O,,403871.8000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,977.3000000119208,403605.8000000119,402782.1999999881,prp,,False,150.0,False,False,153.69999998807907,T1→T2,402628.5,24.0,1089.600000023842,short
red,O,7,True,R,25,R,True,O,,406474.8000000119,iWsc4pghIEWOQUZKuQJMfe516UI3,720.4000000357628,405611.90000003576,406099.6999999881,prp,,False,1200.0,False,False,1208.199999988079,T1→T2,404891.5,25.0,375.10000002384186,long
red,E,8,True,R,27,R,True,E,,411535.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,612.0,410558.40000003576,411150.5,prp,,False,1200.0,False,False,1204.0999999642372,T1→T2,409946.40000003576,27.0,384.9000000357628,long
blue,E,6,True,B,28,B,True,E,,413462.6999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,552.4000000357628,413107.10000002384,412714.3000000119,prp,,False,150.0,False,False,159.60000002384186,T1→T2,412554.6999999881,28.0,748.3999999761581,short
red,O,7,True,R,29,R,True,O,,415880.10000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,709.1000000238419,415201.8000000119,414647.10000002384,prp,,False,150.0,False,False,154.4000000357628,T1→T2,414492.6999999881,29.0,1233.0,short
blue,O,5,True,B,30,B,True,O,,428236.90000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,1054.600000023842,427968.60000002384,427068.40000003576,prp,,False,150.0,False,False,154.4000000357628,T1→T2,426914.0,30.0,1168.5,short
blue,O,9,True,B,31,B,True,O,,430812.5,iWsc4pghIEWOQUZKuQJMfe516UI3,796.5999999642372,430042.1999999881,430451.5,prp,,False,1200.0,False,False,1205.899999976158,T1→T2,429245.60000002384,31.0,361.0,long
blue,E,8,True,B,33,B,True,E,,435059.90000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,713.0999999642372,434869.1999999881,434212.90000003576,prp,,False,50.0,False,False,56.80000001192093,T1→T2,434156.10000002384,33.0,847.0,short
blue,O,9,True,B,34,B,True,O,,437804.6999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,528.0,436606.10000002384,437294.8000000119,prp,,False,1200.0,False,False,1216.699999988079,T1→T2,436078.10000002384,34.0,509.8999999761581,long
red,O,3,True,R,37,R,True,O,,445483.1999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,781.3000000119209,444403.5,444840.1999999881,prp,,False,1200.0,False,False,1218.0,T1→T2,443622.1999999881,37.0,643.0,long
red,E,6,True,R,39,R,True,E,,450785.0,iWsc4pghIEWOQUZKuQJMfe516UI3,532.8999999761581,449683.0,450370.1999999881,prp,,False,1200.0,False,False,1220.0999999642372,T1→T2,449150.10000002384,39.0,414.8000000119209,long
blue,E,8,True,B,40,B,True,E,,453381.10000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,647.1000000238419,452439.10000002384,453006.1999999881,prp,,False,1200.0,False,False,1214.199999988079,T1→T2,451792.0,40.0,374.9000000357628,long
blue,O,5,True,B,47,B,True,O,,468253.5,iWsc4pghIEWOQUZKuQJMfe516UI3,609.8000000119209,467951.60000002384,467498.40000003576,prp,,False,150.0,False,False,156.60000002384186,T1→T2,467341.8000000119,47.0,755.0999999642372,short
blue,O,5,True,B,48,B,True,O,,470314.6999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,667.5999999642372,469943.6999999881,469433.8000000119,prp,,False,150.0,False,False,157.69999998807907,T1→T2,469276.10000002384,48.0,880.8999999761581,short
blue,E,4,True,B,49,B,True,E,,472517.6999999881,iWsc4pghIEWOQUZKuQJMfe516UI3,869.5,472205.90000003576,471491.60000002384,prp,,False,150.0,False,False,155.19999998807907,T1→T2,471336.40000003576,49.0,1026.0999999642372,short
blue,E,8,True,B,50,B,True,E,,475407.5,iWsc4pghIEWOQUZKuQJMfe516UI3,513.8000000119209,474052.5,474754.8000000119,prp,,False,1200.0,False,False,1216.100000023842,T1→T2,473538.6999999881,50.0,652.6999999880791,long
red,O,7,True,R,51,R,True,O,,477478.40000003576,iWsc4pghIEWOQUZKuQJMfe516UI3,780.6999999880791,477197.1999999881,476474.90000003576,prp,,False,50.0,False,False,58.40000003576279,T1→T2,476416.5,51.0,1003.5,short
blue,E,6,True,B,52,B,True,E,,480153.10000002384,iWsc4pghIEWOQUZKuQJMfe516UI3,586.7000000476837,479086.40000003576,479716.10000002384,prp,,False,1200.0,False,False,1216.4000000357628,T1→T2,478499.6999999881,52.0,437.0,long
