gender,mean,se,ci_lower,ci_upper,significant
Female,-0.001703579366029863,0.016455904468631443,-0.038628217520430726,0.03277746840301675,False
Male,0.02326310496141854,0.025611231329031103,-0.02224199732629665,0.08010104861592192,False
