path,female_beta,female_se,male_beta,male_se
UCLA -> PRP Bottleneck Effect,1.892120651499293,13.785608693764733,31.833034773147794,14.441701102525167
PRP Bottleneck Effect -> DASS Stress,-0.0010974296073374761,0.0006242834965727332,0.0007577707488264083,0.0006883814261604949
UCLA -> DASS Stress (direct),0.4456996200239165,0.09010061246157748,0.6115134973839631,0.09329130292998739
