gender,mean,se,ci_lower,ci_upper,significant
Female,2.57818898279638,5.293167673785872,-7.622009854580599,13.467195605466596,False
Male,-1.7229152249881718,9.575128508779262,-22.338147397778293,15.701205485189657,False
