task,metric,beta_ucla,se_ucla,p_ucla,r_squared,n
stroop,rt_fatigue_slope,-12.02796329247463,15.130002476061241,0.4266284455966193,0.07308157433178686,171
stroop,cv_fatigue_slope,0.015336415746162606,0.011592202294238086,0.18583732541807696,0.03979297896084888,171
stroop,accuracy_fatigue_slope,0.005809128803476173,0.0033201863428095535,0.08018055850264166,0.0733092990275197,171
wcst,rt_fatigue_slope,-16.13876924097593,25.149027384637193,0.5210515049576945,0.01783615653800341,171
wcst,cv_fatigue_slope,-0.022979554326896322,0.011723583219327987,0.04998251979353474,0.055079724093600846,171
wcst,accuracy_fatigue_slope,-0.020884445546779703,0.019222520234523848,0.2772767659445764,0.023949836631265042,171
prp,rt_fatigue_slope,-5.192629024411207,30.401954239924084,0.8643816694725455,0.05774565132813203,169
prp,cv_fatigue_slope,-0.009162231732391658,0.012291915958187929,0.4560379296797915,0.08753695026210384,169
