Group,N,Mean_CSE,SD_CSE,UCLA_CSE_r,UCLA_CSE_p
Overall,158,1.256770141351261,136.05476710903636,0.03487115046511141,0.6635802386634305
Males,58,-12.279379799947346,140.7517230650431,-0.03301962962262534,0.8056335547993738
Females,100,9.107737107304457,133.34055209976773,0.05813098799815013,0.565637949039326
