participant_id,wcst_initial_slowing,wcst_recovery_tau,wcst_recovery_delta,wcst_recovery_r2,wcst_rt_lag1,wcst_rt_lag2,wcst_rt_lag3,wcst_rt_lag4,wcst_rt_lag5,stroop_cse,stroop_reactive_index
7QYZfcjgZHcVB941oHiLGGPTk7U2,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,,,,,,,,,,,
GE4hogtdLdTFbNasENgtm6SO3hC3,154.95000001291442,6.801434722652538,246.79251874641312,0.3668018842557158,154.95000001291442,262.4500000129144,185.15000001092744,121.05000000695395,84.01666667560744,155.13999999971952,47.79678571357249
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1030.9366666674614,,,,1030.9366666674614,487.31000001033135,419.82999997536353,170.9899999817212,266.683333337307,-65.52714284488138,26.49166668665532
80UJMJbCOMgs6YVpsMgXfYTzw6o2,580.7799999997019,,,,580.7799999997019,304.2399999994784,167.1599999994039,-4.279999999701886,-97.68000000007441,16.811038961101872,-6.697222222056553
rUuJv5gl7dWVo7UPQWMx4bohxhK2,1492.1000000002095,,,,1492.1000000002095,1068.887500000128,203.2750000001397,171.9000000001688,114.86250000013388,-293.3828282828533,-164.40404040404042
xyAILKfYP2M8GqAai11x6NT7IcP2,1004.4875000000468,,,,1004.4875000000468,99.47500000009336,264.0125000000701,318.2000000001865,197.51250000007008,-118.7595238095771,-33.119285714346574
pcbRW89vVJcviD87V3uxyG4I9st2,,,,,,,,,,-34.15694444446444,1.0158730158818798
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1305.199999332428,,,,1305.199999332428,794.1499991416931,130.76666609446215,288.4999992052715,-17.800000508626226,9.542500090599106,-33.95999998365119
yatBVTBMCSMp0wJluOCLzTFKMyP2,466.7500000009313,9.999999999999998,499.99999999999994,-1.0927843625249123,466.7500000009313,722.625,572.5,527.625,325.62499999953434,118.91666666602202,33.52777777808819
u64Uf920g5VD9Byq26LT2rs5o4t1,758.5285714226106,,,,758.5285714226106,577.5499999778608,155.74285711986658,68.09285712667861,146.9571428384097,-134.7824675255007,-28.672222221891047
nT1qJOiMyDdJ9ui4el195A8Hsgs1,516.8599999427797,,,,516.8599999427797,45.639999961853164,99.05999999046344,-95.86000001430489,30.479999923706373,43.017307736170665,9.893174617158138
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,850.2111111134291,,,,850.2111111134291,637.3444444479214,574.555555558039,342.52222222586465,499.51111111293244,206.6219780197838,76.86893939384913
dGL2zPQyEvdibcvxeTencpgoWbg2,,,,,,,,,,-49.31282051281937,38.05714285713293
ric6cNjG25XmZJCiKZDOxzeezao1,69.61666666680128,2.8381638228454724,123.25476138024769,0.4409975061105744,69.61666666680128,71.90000000011389,92.07777777790204,19.505555555638466,-25.244444444361534,60.758974358972296,17.949999999998795
kxerHPSL3bQjD74HhiebYf3blPr1,323.240000000028,9.999999999999998,381.73912528797183,-0.8659170439063706,323.240000000028,297.75000000001944,272.75000000003877,266.50000000004854,285.1250000000291,-139.25974025972357,0.29999999998688054
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1457.140000009537,,,,1457.140000009537,496.2900000095369,574.8400000333788,396.08000001311325,281.5000000238422,36.93409090556884,29.86158729980866
lpzDdvuMkKWkPxu6xeclmdctEp42,786.9166666401757,,,,786.9166666401757,538.7388888994853,710.5833333333333,90.26111112700573,64.10555550787194,69.30333333412807,21.786428573964145
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1447.6111111111113,,,,1447.6111111111113,810.1666666666151,412.94444444439273,531.7222222222481,360.5,181.8545454545581,158.88636363634646
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,540.1777776877086,,,,540.1777776877086,250.72222208976746,323.7555554442936,-83.40000006887658,137.55555547608265,-46.73090904625985,-37.901507913498676
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,299.25,2.381004590657992,418.70233318081864,0.37147957383903163,299.25,149.33333325386047,18.599999944369074,260.93333327770233,-13.783333381016973,-120.80277784665418,41.02349204430493
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,579.4833334287009,,,,579.4833334287009,-115.89999993642164,231.80000007152557,-552.3999998172123,111.31666680177045,182.45000003576274,10.513492097362587
wJqgthfmzIMG17pc6WTECny3DVu2,,,,,,,,,,-4.831249999939814,24.512698412742452
LliUMEIsrCVZ88YFQfevan2Og4z1,498.6384615384113,9.999999999999998,477.74314123822614,-0.05835222824546382,498.6384615384113,299.4230769230412,222.21538461537034,390.0999999999499,398.23846153839713,-79.8896969696774,-31.635130718935216
EUhcW9kURScie1DwGPHqmNqotJB2,500.6850000321865,,,,500.6850000321865,693.512500035763,467.5679487631869,456.11410259589184,488.7679487558512,-142.62222223811682,-23.77674602459342
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,61.95769232511498,0.9168446173365034,237.2240373813318,0.024630427318570014,61.95769232511498,138.18076923718786,-160.34230766388112,-76.94999996973945,195.3038461712688,-99.91999999284747,0.8333333366447278
nHy6rdfyacWW9BnyDb1dNvNYWfh1,,,,,,,,,,,
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,698.5466666976613,,,,698.5466666976613,1097.1666666865349,384.32666669289256,592.4333333690961,599.3733333627383,-166.2888888617356,-166.94823230667566
vpFmF3TtdQTW3MyS8ouwz3urZVs2,,,,,,,,,,190.13006992948124,107.43484126961539
wdppvL4tIkVlGjou6aYzzjlaZXB2,310.5655172426126,8.378576035732374,293.16078127703514,0.20364735856288996,310.5655172426126,171.01379310468167,213.52068965663705,102.30689655321441,244.6206896572279,-301.82500000074515,-126.46764705903536
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,,,,,,,,,,-156.72142856934715,-116.42843137136083
K26uNuY0VNPjJNF26wEx3bFg0kr2,810.4428571426042,,,,810.4428571426042,152.31428571411243,26.97142857120207,26.242857142683988,13.87142857130857,84.02083333339158,-21.12026143786761
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,739.4285714285381,,,,739.4285714285381,500.42857142853813,400.4999999999834,5.7857142856976225,340.5000000000166,141.39285714286677,43.77777777776805
DPvStUYSmohmXwFwaKRqHv89R3k1,1685.3499999841056,,,,1685.3499999841056,615.1499999761581,150.38333336512255,903.9166667064032,58.41666670640302,14.513492008996536,-31.641038978564325
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,763.1428571429738,,,,763.1428571429738,113.57142857151166,-33.999999999950205,-41.1428571427075,-144.42857142845492,-107.60989010991693,-57.24285714287373
