gender,n,congruent_rt_sd_r,congruent_rt_sd_p,incongruent_rt_sd_r,incongruent_rt_sd_p,variability_ratio_sd_r,variability_ratio_sd_p,congruent_rt_cv_r,congruent_rt_cv_p,incongruent_rt_cv_r,incongruent_rt_cv_p,variability_ratio_cv_r,variability_ratio_cv_p
male,27,0.08116874749657488,0.6873359265243258,0.0916004557062392,0.6495373086440259,0.015918172137481396,0.9371884130641037,-0.018380731495932737,0.9274948510739167,-0.013709618248053636,0.9458895922144364,0.004822971542813682,0.9809522249913645
female,45,-0.20204014709459625,0.1832018606198634,-0.05596050551860843,0.7150239580241412,0.1560300903678865,0.306065125050618,-0.18966651566764808,0.2120742422641575,-0.006890854194084799,0.9641671205228496,0.15845167466238608,0.2985253697118929
