feature,importance
dass_depression,1.0199913443428212
wcst_mean_rt,0.9813995612597145
dass_stress,0.5261016193164322
wcst_accuracy,0.46617802324146584
pe_rate,0.4530865020379023
dass_anxiety,0.42979932207398036
t2_rt_mean_long,0.11373777315736289
t2_rt_mean_short,0.10109344911808057
prp_bottleneck,0.04978858782039983
stroop_effect,0.03546202142632241
stroop_interference,0.034073687034707076
