participantId,correct,trial,rt,letterColor,type,text,userColor,participant_id,stim_onset_ms,task,block_index,timeout,cond,extra,is_timeout,rt_ms,resp_time_ms,trial_index
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,24,928.2999999523163,yellow,incongruent,초록,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,25,745.1999999284744,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,26,847.0,red,incongruent,노랑,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,27,570.3999999761581,red,neutral,기차,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,28,756.7999999523163,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,29,869.3999999761581,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,30,757.1000000238419,yellow,neutral,기차,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,31,949.8999999761581,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,32,738.6000000238419,red,neutral,학교,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,33,994.1000000238419,green,incongruent,노랑,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,34,597.7000000476837,green,incongruent,빨강,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,35,1068.6000000238419,yellow,incongruent,파랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,36,912.0,green,neutral,기차,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,37,538.6000000238419,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,38,579.6000000238419,green,neutral,학교,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,39,986.5999999046326,yellow,neutral,가방,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,40,449.10000002384186,yellow,neutral,학교,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,41,517.5,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,42,808.7999999523163,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,43,737.3999999761581,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,44,860.2000000476837,blue,incongruent,초록,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,45,699.0,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,46,856.6999999284744,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,47,943.0,green,incongruent,파랑,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,48,2216.1999999284744,yellow,incongruent,빨강,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,49,771.0,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,50,1224.3999999761581,green,neutral,기차,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,51,999.5,blue,incongruent,빨강,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,52,937.7000000476837,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,53,829.0,green,neutral,학교,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,54,845.3000000715256,blue,incongruent,빨강,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,55,797.7999999523163,yellow,neutral,가방,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,56,875.6000000238419,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,57,706.8000000715256,green,neutral,학교,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,58,791.1000000238419,yellow,neutral,기차,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,59,900.5,yellow,neutral,학교,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,60,486.2000000476837,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,61,845.1000000238419,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,62,1338.3000000715256,red,incongruent,파랑,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,63,920.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,64,1193.5,red,incongruent,노랑,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,65,922.1000000238419,green,incongruent,파랑,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,66,765.5,yellow,neutral,학교,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,67,1013.2999999523163,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,68,1590.2000000476837,blue,incongruent,노랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,69,567.6999999284744,blue,neutral,학교,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,70,790.1000000238419,red,neutral,가방,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,71,1636.6000000238419,red,incongruent,초록,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,72,781.8999999761581,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,73,1366.9000000953674,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,74,1423.5,blue,incongruent,초록,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,75,733.8000000715256,green,incongruent,파랑,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,76,532.5,green,incongruent,빨강,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,77,412.6999999284744,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,78,888.5,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,79,847.7000000476837,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,80,614.3999999761581,red,neutral,학교,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,81,377.39999997615814,red,incongruent,파랑,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,82,899.3999999761581,yellow,incongruent,초록,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,83,823.5,red,neutral,가방,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,84,659.6000000238419,yellow,neutral,기차,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,85,923.1999999284744,red,neutral,학교,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,86,718.7999999523163,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,87,845.2999999523163,yellow,incongruent,초록,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,88,1075.5,yellow,incongruent,빨강,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,89,722.6999999284744,red,incongruent,초록,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,90,738.3999999761581,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,91,687.8000000715256,blue,neutral,학교,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,92,479.6999999284744,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,93,755.7999999523163,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,94,776.3000000715256,blue,congruent,파랑,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,95,670.1999999284744,red,incongruent,초록,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,96,768.6000000238419,yellow,congruent,노랑,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,97,1175.0,red,congruent,빨강,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,98,760.1999999284744,green,neutral,가방,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,99,686.8999999761581,red,neutral,가방,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,100,1234.0,red,incongruent,노랑,red,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,101,990.2000000476837,green,congruent,초록,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,102,932.8999999761581,yellow,neutral,가방,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,103,903.9000000953674,green,incongruent,빨강,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,104,872.1999999284744,yellow,incongruent,빨강,yellow,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,105,957.8000000715256,blue,incongruent,초록,blue,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,True,106,847.3999999761581,green,neutral,가방,green,,,,,,,,,,,
7QYZfcjgZHcVB941oHiLGGPTk7U2,False,107,1060.7000000476837,blue,neutral,가방,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,0,1053.0,yellow,neutral,기차,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,1,843.0,yellow,incongruent,파랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,2,754.0,red,incongruent,파랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,3,851.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,4,731.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,5,708.0,red,neutral,가방,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,6,1255.0,green,incongruent,파랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,7,721.0,blue,neutral,학교,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,8,687.9999999999418,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,9,723.0,green,incongruent,파랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,10,772.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,11,564.0,green,incongruent,노랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,False,12,659.0,yellow,neutral,기차,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,13,682.0,green,neutral,기차,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,14,656.0,yellow,neutral,가방,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,15,648.0,red,incongruent,초록,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,16,598.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,17,681.9999999999418,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,18,644.0,blue,incongruent,노랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,19,607.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,20,621.0,green,incongruent,파랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,21,666.0,blue,neutral,기차,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,22,806.0,red,incongruent,파랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,23,610.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,24,559.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,False,25,597.0,yellow,incongruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,26,1399.9999999999418,red,neutral,가방,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,27,624.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,28,865.0,yellow,incongruent,파랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,29,578.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,30,531.0,red,neutral,학교,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,31,973.0,yellow,incongruent,초록,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,32,1886.0,green,neutral,학교,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,33,921.0,red,neutral,기차,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,34,806.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,35,639.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,36,909.9999999999418,green,neutral,학교,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,37,670.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,38,938.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,39,756.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,40,573.9999999999418,green,neutral,가방,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,41,590.9999999999418,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,42,608.0,blue,incongruent,노랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,43,621.9999999999418,red,neutral,학교,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,44,576.0,red,incongruent,파랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,45,913.0,yellow,neutral,학교,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,46,656.0,yellow,neutral,가방,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,47,674.0,yellow,neutral,학교,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,48,424.9999999999418,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,49,634.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,50,788.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,51,701.9999999999418,yellow,incongruent,빨강,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,52,487.0,green,neutral,기차,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,53,903.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,False,54,842.0,green,incongruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,False,55,1167.0,blue,neutral,기차,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,56,1193.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,57,826.0,blue,neutral,학교,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,58,1076.0,blue,incongruent,빨강,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,59,1513.0,yellow,incongruent,파랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,60,1169.0,green,incongruent,빨강,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,61,771.0,blue,neutral,가방,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,62,909.0,red,incongruent,초록,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,63,1177.9999999999418,blue,neutral,학교,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,64,501.9999999999418,blue,incongruent,빨강,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,65,424.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,66,733.9999999999418,green,incongruent,노랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,67,511.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,68,1075.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,69,635.0,green,neutral,가방,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,70,778.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,71,1098.0,yellow,incongruent,초록,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,72,1342.0,blue,incongruent,노랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,73,685.0,red,neutral,기차,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,74,1223.9999999999418,green,neutral,가방,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,75,676.0,blue,incongruent,빨강,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,76,1076.9999999999418,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,77,448.0,red,incongruent,노랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,78,840.0,yellow,incongruent,빨강,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,79,743.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,80,800.9999999999418,green,neutral,기차,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,81,673.0,red,incongruent,노랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,82,932.0,blue,incongruent,초록,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,83,914.9999999999418,green,neutral,학교,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,84,670.9999999999418,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,85,789.0,blue,neutral,가방,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,86,582.0,blue,congruent,파랑,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,87,783.0,yellow,neutral,기차,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,88,572.9999999999418,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,89,687.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,90,558.0,green,incongruent,노랑,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,91,1035.0,red,incongruent,초록,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,92,734.0,blue,incongruent,초록,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,93,650.0,yellow,incongruent,초록,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,94,1392.0,green,congruent,초록,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,95,960.0,blue,neutral,가방,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,96,1246.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,97,1328.0,blue,neutral,기차,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,98,1167.9999999999418,green,incongruent,빨강,green,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,99,1284.0,blue,incongruent,초록,blue,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,100,1033.0,red,neutral,기차,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,101,898.0,red,incongruent,노랑,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,102,992.0,red,congruent,빨강,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,103,490.0,red,neutral,가방,red,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,104,1323.0,yellow,neutral,학교,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,105,976.0,yellow,neutral,가방,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,106,511.0,yellow,congruent,노랑,yellow,,,,,,,,,,,
CJINye92gDQlrSU7mv9XjlJBXo62,True,107,1127.0,red,neutral,학교,red,,,,,,,,,,,
GE4hogtdLdTFbNasENgtm6SO3hC3,True,0,,yellow,neutral,기차,yellow,GE4hogtdLdTFbNasENgtm6SO3hC3,1070399.199999988,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1810.199999988079,1072209.3999999762,0.0
GE4hogtdLdTFbNasENgtm6SO3hC3,True,1,,yellow,incongruent,파랑,yellow,GE4hogtdLdTFbNasENgtm6SO3hC3,1072831.599999994,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1316.4000000059605,1074148.0,1.0
GE4hogtdLdTFbNasENgtm6SO3hC3,True,2,,green,incongruent,빨강,green,GE4hogtdLdTFbNasENgtm6SO3hC3,1074781.0,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,1200.699999988079,1075981.699999988,2.0
GE4hogtdLdTFbNasENgtm6SO3hC3,True,3,,red,neutral,기차,red,GE4hogtdLdTFbNasENgtm6SO3hC3,1076608.5,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,1185.5,1077794.0,3.0
GE4hogtdLdTFbNasENgtm6SO3hC3,True,4,,blue,neutral,기차,blue,GE4hogtdLdTFbNasENgtm6SO3hC3,1078412.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,1648.0999999940395,1080060.099999994,4.0
