predictor,beta,se,p
Intercept,-0.5837525423799393,0.014196600854053385,0.0
C(gender_male)[T.1],0.08079247323662514,0.023137894927926346,0.00047981059303920336
z_ucla,0.0012150400467711257,0.017594958318703776,0.9449449264358475
z_ucla:C(gender_male)[T.1],-0.03470265760982525,0.021127294698262005,0.10047587994545591
z_dass_dep,0.018255028176602614,0.015798014491369396,0.24787478909964356
z_dass_anx,-0.0036115284404531055,0.01729649093260863,0.8346034174615902
z_dass_str,-0.0024803157718310057,0.018446284773194724,0.8930376251840142
z_age,-0.00031236467873851524,0.04875155417439585,0.9948877681245414
