participant_id,linear_slope,linear_intercept,linear_r,linear_r2,linear_p,n_soas
CUNlBEszJVRGK1jWlTaOaCqpDg53,-0.6326779125024694,1371.711384264602,-0.937868421590686,0.8795971762170046,0.01841675051225057,5
Cbkx2NHyF3NrebzXGqNgSfiWent1,-0.46870668027984674,1139.0500729284065,-0.9345962608337204,0.8734701707643715,0.01988064916281372,5
Co587hoelyeANqFX7AYvuVQW0lZ2,-0.4528035297504732,895.0379570206374,-0.9063842398530323,0.8215323902539592,0.03389712743452602,5
CtJe4bZZnYUBNrcPk00d3YQFSGp2,-0.699797744068418,1571.0444622714645,-0.9845666914220973,0.9693715698578553,0.002296225145351311,5
DAKDKPH698P12JfTbbjemLI6PIH2,-0.5807946324365548,1044.7438642534532,-0.9307655030331201,0.8663244216364971,0.02163990259779786,5
DPvStUYSmohmXwFwaKRqHv89R3k1,-0.6735314566376306,1295.9036367080557,-0.9866944194022119,0.9735658772794681,0.001838721358364142,5
DaRehVxIOhXtEtUExdgvUl0mKcx2,-0.6104316287082084,1799.1004694970252,-0.9923969606774766,0.9848517275618931,0.0007949115346629848,5
Df83JuPuJkXqTGbENhM2gw5SJM43,-0.5754074928312858,1866.601397640346,-0.9101811723060893,0.828429766420487,0.03187466042419744,5
DzB19GqCB7fyrlEPexogWkjFzEx2,-0.8357396625299204,1613.348347525198,-0.9648264302570221,0.9308900405225083,0.007876872657303385,5
EEodWwGh0wWq5f8JmzfKvq0lyeu1,-0.4850200395718172,1248.2276964639104,-0.9703068506259721,0.9414953843716926,0.00611468958204361,5
EUhcW9kURScie1DwGPHqmNqotJB2,-0.7351810704481541,1383.2733516793219,-0.9609034197008424,0.9233353819927732,0.009225259510910478,5
EmfmKFDgWJdW47a6CNTNjnbYaPh2,-0.7770730323908672,1679.0616383714687,-0.995326383325535,0.9906746093438898,0.0003832735048657772,5
EoToosG69XMp4LTYdB6sB9WTrv22,-0.4804037825665275,1143.0565732980413,-0.9323148509320411,0.8692109812684341,0.02092256046291144,5
Fz7EUjZCLuUBxLDUVtN6djaBTy42,-0.46993942047373327,1105.5129667500587,-0.890644902722773,0.7932483427460577,0.04269108706796222,5
G1Ff3XYUZMRsPafyEQ80ussnVlf1,-0.5907285102807169,1259.1551147259509,-0.9801056231325418,0.9606070324960281,0.003358374395966721,5
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-0.6541617074762972,1188.02938545062,-0.9729476503354648,0.9466271302933019,0.005319504258866651,5
GE4hogtdLdTFbNasENgtm6SO3hC3,-0.4459068455882675,1078.1938156381639,-0.8801091665569863,0.7745921450576332,0.04892652418809292,5
GEwkBw3YHaNp3TCh9YS9PKVfavz1,-0.41033766043506126,976.592823802115,-0.9288607513686439,0.8627822954331217,0.022532448326891483,5
HSggdq91WiQp16bOj7V3dABkcgk2,-0.618117658502974,1240.6707895798227,-0.908431407052303,0.825247621319027,0.03280173451835114,5
HbydnnT1hUP3WagAy2TJAc6GqVs2,-0.39192099379385004,1222.992823820977,-0.8730995655167354,0.7623028513055121,0.053221127880084346,5
HyQM2xKwwuVfqidmRYF6TiRk90C2,-0.3091143523940171,928.5626021009251,-0.9058647825486895,0.8205910042619845,0.03417690414676511,5
IaTJhUGICmO9xcL3605RW8QHneN2,-0.6374552703171951,1209.25025767974,-0.9197330809026582,0.8459089401066955,0.026967429735310692,5
JntnHLHjYhc0xJJQALM3h9R5Ozv1,-0.676532932135302,1462.762757481951,-0.9687164899910037,0.9384116379804903,0.006610869446525961,5
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,-0.5955339298725362,1225.3594845554055,-0.9598550566481663,0.9213217297730545,0.009597265547048454,5
K26uNuY0VNPjJNF26wEx3bFg0kr2,-0.47566710212568797,1121.4007800213003,-0.9653871747324838,0.9319723971379672,0.00768991753192954,5
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-0.5491783352780756,1102.9553675612442,-0.9429692562227232,0.8891910181812358,0.016208652497592475,5
LSLmd8jENtONZFVkIpRDX665Bu73,-0.5795893031130055,1286.2235959154782,-0.9069993105312935,0.8226477493042417,0.03356680723193603,5
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,-0.46271484829951975,920.772996882757,-0.8939422707337555,0.7991327834046231,0.04079574394863992,5
LliUMEIsrCVZ88YFQfevan2Og4z1,-0.3206514002333594,897.3646441073477,-0.9376701242071943,0.8792252618307352,0.018504426470999667,5
M4Km1Q2P2oPliChDQkwl6k20FUI3,-0.48389886769840884,1111.0121154762942,-0.8764991780022523,0.768250809038624,0.0511240411509694,5
MMSYeiMQi3gMr4PrXQcpXzFiegj2,-0.625528504113112,1472.0880361306267,-0.9660499416889471,0.9332524898372181,0.007470859377559046,5
O61Eik2zvrSQLMNpFbTNEgjWwMr2,-0.8151016099300245,1618.6437695533107,-0.9823084694331168,0.9649299291200325,0.0028172546502636493,5
OExlWyngGfPrScDYjaRcv5PIAet1,-0.6309854311558577,1309.222573686947,-0.9943334554979344,0.9886990207224626,0.0005116133008915912,5
ORuVuFPU5idz3fMoXTGsbwToW2j2,-0.07122102289522546,618.0775038460636,-0.8165689261702209,0.6667848111867877,0.09166793666058402,5
ORvIk1xRWIQmKuLVe6GXNouvAXx2,-0.6163261292529606,1262.379548442897,-0.9374353422222462,0.8787850208473399,0.018608408503822945,5
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,-0.5533936405981594,1728.9851185286846,-0.7685600802474647,0.5906845969499893,0.1289163604884986,5
PLreonkqaMeFc0UqxKUelH44UQu1,-0.5205014099561631,1088.345648580431,-0.9797885895997342,0.9599856803098364,0.003438806510135604,5
PkpTH7pWpEOG9A86xSloOSozwTk2,-0.5855211599531437,1785.7046610937905,-0.9168282734486122,0.8405740829947632,0.028431762266978692,5
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,-0.6561202839359904,1219.7836639437276,-0.976224750345622,0.9530147631873719,0.004384969572603693,5
QbOEVCaZLUMOgltUdXm58oZOALv2,-0.4189269253239761,1220.397218983654,-0.9520612631115055,0.9064206487174753,0.012508808246460031,5
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-0.5677751665019783,1909.65557856414,-0.8845761429781072,0.7824749527260246,0.04624997467961849,5
QreA2rLiUhV3YHeMfuHMPdGbpJ53,-0.628529190553618,1318.321362428358,-0.9709975008875706,0.9428361467299078,0.005903214763021365,5
Qv0jhW3sqicqQvd7LfReAsI7nD73,-0.39032098405405113,930.4493193284507,-0.9151762938188813,0.8375476487680634,0.02927557223329548,5
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-0.622267113867459,1403.201205728259,-0.9470405772592271,0.89688585497549,0.01451337214441826,5
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,-0.4306761474203202,1237.0626944923324,-0.8939237812905636,0.7990997267568194,0.04080629525782079,5
Ru3Qf6pXZua1DfNkQdhbor6iJ403,-0.4780941754181793,1364.8866540257015,-0.8682268633397873,0.7538178862248457,0.05627275510586282,5
SOhR7IO689NQCPQu56SjATO8FR92,-0.615393655585215,1712.175517386964,-0.9597678416197465,0.9211543098074267,0.009628430016771794,5
SPCT9D90pRa1ihXS5jEw6vCmquI3,-0.5587759880247021,1063.8624617352261,-0.8637923971577339,0.7461373053875043,0.059095941202154154,5
SdDjNMBD2ZMTEwUphkohi2cZwUx1,-0.35865052520602836,797.1784082741555,-0.8624475523122628,0.7438157804894132,0.05996065471851846,5
SpSfX0ZcfcPLdlOENlfdfvEPwru2,-0.7502868533644457,1377.5486192143107,-0.9832161096776803,0.9667139183297122,0.0026036128566802857,5
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,-0.544763700046597,1449.113946948571,-0.9321884886823836,0.8689753784319464,0.020980771936634043,5
Ub7nV8F55kPruh35ZpUcKoBUyn63,-0.7464497848024212,1785.8265386908972,-0.9996177539503639,0.9992356540127703,8.970640725402224e-06,5
UbwuSMtBsHdW3Ji41opk3GInMqi2,-0.38903223453911423,1052.3881612213413,-0.8944574591722911,0.8000541462689509,0.040502092519310286,5
VwTymW8T68MfpnJvZ2X97ILqDWS2,-0.6586269194080221,1583.6516127396885,-0.9608503216450685,0.9232333406054315,0.009243984892813691,5
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-0.6098930377285177,1598.7424640217873,-0.9617027063593799,0.9248720954189558,0.008944896107159183,5
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-0.2639036430574886,769.4149873997017,-0.9741425289936487,0.9489536667941417,0.004971887170605541,5
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-0.6183096557772363,1324.1249416570074,-0.9931721995243187,0.9863910179079731,0.0006765654228276831,5
WeHQDy9BWldTlaQDVVlsJNCqwxA2,-0.7207900622325913,1366.6967619603247,-0.976141247304568,0.9528517346893177,0.0044080354230693446,5
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,-0.589000291709351,1213.071800870452,-0.9854868209448036,0.9711842742558953,0.0020942570038628675,5
WnC6Uscb5VMIr43GASKiUCO3AYH2,-0.5380438059143279,993.1584840521856,-0.8702131721466172,0.757270964977478,0.05502233329389138,5
WqoZv41KTtTCuPKBPyClregrKAi1,-0.6829645248845848,1510.2462901425633,-0.9837220911618256,0.9677091526397952,0.0024869583833598352,5
XehZHBpwr5MYzUXkj0FAYCsFG922,-0.6409821081286212,1471.2280378554397,-0.9706674920577119,0.9421953801376081,0.006003956531232044,5
YEU5ox3jteVINfdSTg5ymqYcS9o2,-0.42619078178852743,899.6077596256036,-0.9027801961595585,0.8150120825778909,0.035853301828740754,5
Yco8O7tmHlbsUBfKW2ywcZByGO32,-0.42852377479679343,1264.2476030728442,-0.7804990908685718,0.6091788308466671,0.11930137249414675,5
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,-0.5236594224174355,1096.968334318378,-0.9184358121679944,0.8435243410726835,0.027618311125308846,5
aM2995jJmJWvr6cneaGH58HauIg2,-0.5617095974373741,1268.3680814869647,-0.9782378279532014,0.9569492480385972,0.003841178094485786,5
afdTz6deeYWf1qKNdUpKAYKN3hz1,-0.46548731038472957,1441.9058294437418,-0.9945221106789329,0.9890742286292797,0.0004862913708202083,5
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-0.5259501653133618,1299.1979093850296,-0.9553893940259356,0.9127688942172444,0.011234749609086162,5
azdL1gX79EVd9iepyCAVQrqIaQF3,-0.5790051050175549,1192.16068164141,-0.965495283419493,0.932181142305287,0.007654043528867865,5
bXpFswkI7TfIfL6G4FqWrbaxTGx2,-0.30579044484467266,780.4551263676824,-0.9543097326837262,0.9107070658948849,0.01164314667243587,5
biQ16yPcCKSkJQhSxUKcDc8gm8I2,-0.3310722967545284,1320.055756505096,-0.9786349284245618,0.9577263231325471,0.0037367467543780748,5
btpcu1rB1JeSTo2upeHGPdv8kYG3,-0.490202001993457,1372.5365732855162,-0.879112097110883,0.7728380792866946,0.049530421629248735,5
c0hRe9PCPPZs3HWFqhIQargNlp52,-0.5681911578018088,1652.5521095676156,-0.9769096473027291,0.9543524589931426,0.004197297653916131,5
cC0BEsQjfrcuCyoaOas9zJT0MNs2,-0.5345752012715987,1487.8847737378596,-0.9712295392625285,0.9432868179361035,0.005832717417747692,5
cEIs6U87xfbSL5eFTXDK77MmvNf1,-0.5627785690633674,1304.5528156849218,-0.9219011926928797,0.8499018090885542,0.025890848702475575,5
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,-0.3506201380775762,916.4810968485218,-0.9907647438292967,0.9816147776151319,0.0010639096285879085,5
cec6NLR2ZLVVw6h0TEKSNIH11v02,-0.6046803286658945,1140.8112845196642,-0.932141213815849,0.8688872424940843,0.021002563576210137,5
d9rwc0NXArcNlJvFsgKhQqkGxJq2,-0.3934409551349348,1278.9189625512274,-0.9711094567821631,0.9430535770517479,0.0058691657595336955,5
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,-0.6992323998256631,1455.8777372525424,-0.905815624210078,0.8205019450630933,0.03420341863883952,5
e7NIVznoeNMC7bBejXnMVvFNPfx1,-0.38055844030019514,1118.4577158716218,-0.8512338912538377,0.7245991376191505,0.06732141049231989,5
fEq0OghbLpfD1jigl1Mbz96aMbg2,-0.633368873977262,1204.5255153627,-0.9905128877654386,0.9811157808294283,0.0011076840943354575,5
foaW7wtvY3XLNdguFUK7OvOefP93,-0.43664658693117636,1163.6965966550142,-0.9417562347133679,0.8869048056215001,0.01672541775586924,5
g2G9l3no7RbeRA9a1W3JnfegTnh2,-0.5280468689268639,1161.5165597089401,-0.9442240595094771,0.8915590745565565,0.0156796729432618,5
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,-0.4923462998664035,1290.7513993878208,-0.9528141992239533,0.9078548982427833,0.01221667099836786,5
h5RYP03wJuVN0xo7qAR8CKFxLaj1,-0.4828796813429279,1459.605010560391,-0.9306215633475962,0.866056494167524,0.021706942627475873,5
hrRr560eFBNwJ0CcUjCqtSD8TdP2,-0.35643373201112,894.2753500586534,-0.9780033169835535,0.9564904880308329,0.003903296043348812,5
i1tBstVkNiVP0qro7TgGD08IGGa2,-0.7479417251381268,1597.5090960678233,-0.9822365607835395,0.9647886613398758,0.002834417777315763,5
iKVZi0Oo96UrMBhPQMHWFcf55uA3,-0.6702785880980137,1499.7364838584012,-0.9258369126228788,0.8571739887750641,0.023973109226921977,5
iWsc4pghIEWOQUZKuQJMfe516UI3,-0.4961570400509365,1009.7014050911903,-0.910303350415085,0.8286521897769291,0.03181024591764564,5
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,-0.320837806303044,1169.5245575674576,-0.7560245614276283,0.5715731374818377,0.13924627687801625,5
idP8RVfm74N86O0dszLXANIpjXv2,-0.5353940693035738,1105.7204023171262,-0.9427894103642113,0.8888518722948971,0.016284935900948372,5
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,-0.2780838821731666,1261.1488558918788,-0.9271125808706063,0.8595377376085566,0.023361820592094913,5
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,-0.5648376118274097,1263.3628014416017,-0.9693692166165474,0.9396766781237788,0.006405683591323288,5
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-0.5121206242566512,1121.8979871584568,-0.959019390506679,0.919718191367802,0.009897230446433637,5
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,-0.53881854672256,1389.5912054191733,-0.8195778360362147,0.6717078293218044,0.08946464684159784,5
kI0YdycDU0X5hcoEPjEON3Ionyd2,-0.7954896252079735,2033.0263476788975,-0.9878300389705723,0.9758081858926024,0.0016086932779300388,5
kR2rCtaPyPaj7YMizKUDn5xL2qx1,-0.6833015638476257,1370.0129585003192,-0.9296133269063466,0.864180937561886,0.022178405776882768,5
kgSRatooJJfDaMZ2yIURqb8aJuE3,-0.601232740178984,1291.083727149372,-0.9333938158840813,0.8712240155306463,0.020427652133477855,5
lHDkoPQu5reNCO45npeYSS9eLQl1,-0.8389783009891426,1618.9719024866815,-0.9954195717403199,0.9908601238036819,0.00037187276473295657,5
lpzDdvuMkKWkPxu6xeclmdctEp42,-0.43669753987019005,1239.6558683343271,-0.8277741682611727,0.6852100736404763,0.08354702147033792,5
m69r9GQTk2b51mvxrFLt4fZeJi52,-0.5337682004971668,1202.5159809243492,-0.9811392270352811,0.9626341828273889,0.0031005632489545785,5
mUZzgdWKnPb2txOkJg9FHgqX5792,-0.5612791486622382,1352.547963715251,-0.9494318145776836,0.9014207705322729,0.013546527891964474,5
mweMgSlGM2VxThhwnupYxYzUbR23,-0.4812064858032062,1247.4216501361568,-0.8419359750694126,0.7088561861160826,0.07362219896839264,5
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-0.5121882050425013,1190.379074329882,-0.995813096375987,0.9916437229139309,0.00032501272397924804,5
nT1qJOiMyDdJ9ui4el195A8Hsgs1,-0.797405581481607,1553.913234148802,-0.9873071233748913,0.974775355866803,0.001713347081790198,5
ohl9pXqpeSMfepC3w9h0tW5SbJw1,-0.6205433197199577,1363.729093737853,-0.8716811615579212,0.7598280474149667,0.05410390150702723,5
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,-0.7108223678647602,1788.6301389508217,-0.9920731013130542,0.9842090383489014,0.0008461975308377386,5
pRQimOpZtsekBI2I1kbnD3pycmo1,-0.3142970760857311,725.1502781896302,-0.8087448724620511,0.6540682687336592,0.09747302711467873,5
pcbRW89vVJcviD87V3uxyG4I9st2,-0.30184582847142016,885.944914430212,-0.8242860618373788,0.6794475117393751,0.08605018181406501,5
q0Atnpm0jZS5swcVmq0EMalQUKw1,-0.5622092570983969,1060.0912582652677,-0.9448736866206706,0.8927862836681373,0.015408067654189544,5
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,-0.4945234640515505,1008.5220253482938,-0.9091333237975464,0.8265234004391744,0.032428816783266395,5
qnR5PLX1v3fPi6SwTJMwGcadwyD3,-0.5413025742848588,1094.5542928683694,-0.9286389162274655,0.8623702367321218,0.02263715426388396,5
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,-0.4641312232594485,1115.6011960326923,-0.9751813966299179,0.9509787563330772,0.004676020940105217,5
rFV2EUbp64f5ORSh7DqwmCQmeqT2,-0.7237973835538782,1700.1014407046182,-0.9676259726528939,0.9363000229524588,0.006958388457911288,5
rNe3cRPepZUXbJhmmfQZiGsVzX22,-0.3681303206370269,1110.3771576374263,-0.7444200216899037,0.5541611686927967,0.14901524585769257,5
rUuJv5gl7dWVo7UPQWMx4bohxhK2,-0.8297008514178202,2009.5446739488482,-0.969596528388835,0.940117427863681,0.006334729128236195,5
ric6cNjG25XmZJCiKZDOxzeezao1,-0.6427881174640243,1255.6625340334442,-0.9690782246517105,0.939112605494111,0.006496894395642862,5
roaf78tUWxWSEjAUcUu8O7mrQbl1,-0.41211593893754755,1488.635387248281,-0.8690204977087296,0.7551966254379281,0.05577208706948093,5
sqfXvh6GJLaYAqr3RvHrixP8IOx1,-0.6362147105395548,1644.1009901515195,-0.9934624211938126,0.9869675823242723,0.0006339177606594261,5
ssPK6ISW0HerTGke9hznqJ2LpKu1,-0.4544315441046092,895.5618436389377,-0.885031135635041,0.7832801110434503,0.04598003491665516,5
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,-0.6379335957813378,1487.3365063628523,-0.942851081336826,0.8889681615780222,0.016258764416114596,5
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,-0.65096805711425,1495.3753062995759,-0.9417884187119845,0.8869654256200202,0.016711638873580185,5
tv88wS5Nf6SjruozSmXJxQSmx6J3,-0.785414286556801,1771.845579343975,-0.987530372344017,0.9752162363019128,0.0016683996623738633,5
u64Uf920g5VD9Byq26LT2rs5o4t1,-0.49417454297914787,972.3761231016551,-0.9196376651072098,0.8457334350838406,0.027015132410829513,5
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,-0.7634973259485509,1475.3196032695178,-0.9760629869758317,0.9526989545441826,0.004429689323851472,5
v8nNKiWvPdcjiHXZci39OuFTY6M2,-0.5601918514195477,1596.2932516531907,-0.9631443052547909,0.9276469527447339,0.008446468440365586,5
wdppvL4tIkVlGjou6aYzzjlaZXB2,-0.3613262772057031,981.0104136019628,-0.9578936339267576,0.9175602139174092,0.010306076294575363,5
wkhxvE50megJGMA1EiROSZIJWNq1,-0.7876072053689669,1619.849314469973,-0.9968378595887302,0.993685718309441,0.00021335335711271378,5
xBGZhFOeypWnqzSQClkrwV9z2vF3,-0.6103104421389259,1388.644578746227,-0.9186039160885996,0.8438331546533109,0.027533686460310635,5
xHctBv4C2EU8rHYRouw0btT3GT02,-0.40011197005056387,1309.208172889913,-0.9476667921954328,0.8980723490299817,0.014258078928627014,5
xyAILKfYP2M8GqAai11x6NT7IcP2,-0.8618362991053882,1526.7688642550938,-0.9348459615575534,0.8739369718404666,0.019767662960592996,5
y1EHXv8tUTa4BRS4fRio7bULYfA2,-0.6016450754680073,1485.9946332424772,-0.8283702810630288,0.6861973225484413,0.08312151301045242,5
yatBVTBMCSMp0wJluOCLzTFKMyP2,-0.8943423664941387,1782.2618712831559,-0.9108603165868004,0.8296665163326064,0.031517133345243455,5
yfjd8LbAMrYeG54927d3GiKAyXI2,-0.7520728231275189,1369.3691870444545,-0.9646111814290805,0.9304747313380065,0.007949028678696823,5
zxG9mUnF7uRkaOKSoCPsiRZzr372,-0.4214553126166029,1583.6580669940818,-0.8866830488389242,0.7862068290982901,0.045004202742536616,5
