gender,mean,se,ci_lower,ci_upper,significant
Female,-6.897386344414481,5.554051706323423,-18.458787808407312,3.3621465615612642,False
Male,6.761635210377087,9.37505153651383,-9.930059894875697,26.725682678452117,False
