feature,importance
pe_last_10,0.17519370995434116
trial_num_norm,0.16240716203894448
correct_streak,0.14644678365164832
rt_sd_last_5,0.12827093525437125
current_rt,0.115212844357037
rt_change,0.10906704222581397
rt_last_5,0.09945869373435726
ucla,0.06394282878348663
acc_last_10,0.0
is_post_error,0.0
gender_male,0.0
