feature,importance
pe_last_10,0.2192108245123258
trial_num_norm,0.1873615588010906
correct_streak,0.1689879515636481
rt_sd_last_5,0.10438364429028227
current_rt,0.09651952877303949
rt_last_5,0.0912883058602113
rt_change,0.07101291901324984
ucla,0.054619937903993956
gender_male,0.006615329282158723
acc_last_10,0.0
is_post_error,0.0
