feature,importance
pe_last_10,0.1903832109351134
trial_num_norm,0.18742789124461906
correct_streak,0.1570783012521568
rt_sd_last_5,0.11714095182724725
rt_last_5,0.10757755649417218
current_rt,0.0972840454916243
rt_change,0.07341578547030528
ucla,0.06969225728476187
acc_last_10,0.0
is_post_error,0.0
gender_male,0.0
