outcome,outcome_column,n,quantile,intercept,z_age,gender_male,z_dass_depression,z_dass_anxiety,z_dass_stress,z_ucla_score,ucla_x_gender
WCST Perseverative Error Rate,pe_rate,212,0.1,5.173895586472843,0.6999345523384274,-0.692070304659921,0.8262512101826632,0.02746175037848202,-0.33613326098962687,-0.5948707760958819,-1.6933712530381166
WCST Perseverative Error Rate,pe_rate,212,0.3,8.240070552531877,-0.22858715339084795,-0.5878287372176791,-0.22628418783434306,0.06404059789669604,-0.098496063341979,-0.1322525171269588,-0.5948314594072651
WCST Perseverative Error Rate,pe_rate,212,0.5,10.023749469526233,-0.4407866911462864,-0.42267882215827457,-0.65654918230907,-0.4623672854254943,0.08407320381871802,0.38564108779447925,0.044576343619378074
WCST Perseverative Error Rate,pe_rate,212,0.7,11.692937386422425,-0.32269808251424503,-0.22024662514236532,-0.5515714478570728,-0.18625191803124536,0.057045872843387586,0.014035191596099525,0.34048426987100205
WCST Perseverative Error Rate,pe_rate,212,0.9,18.857763728691417,0.2763003576498117,-2.869979007274929,-0.5061171848645876,-0.5287908028499276,-0.5139524271741391,-2.708544849108795,2.092984981146806
WCST Accuracy (%),wcst_accuracy,212,0.1,67.05535946736858,1.5269682263413693,0.06769080388816774,-12.70589223139709,4.642965497303931,3.6434482325888817,3.2577291811299616,-4.220123663150234
WCST Accuracy (%),wcst_accuracy,212,0.3,79.607253802348,0.40227443562102116,2.2792492146201515,-0.39109172480787796,1.1385033046845787,-1.6166637322150486,2.312144783403568,-1.3842900922405876
WCST Accuracy (%),wcst_accuracy,212,0.5,83.47550134312749,0.6774842459565908,1.3906876969003537,0.515490937681968,0.3344093567223925,-0.07448938734955239,0.4710464119603532,-1.1263879298440742
WCST Accuracy (%),wcst_accuracy,212,0.7,86.28320314500733,0.537102046577404,0.7273924974826199,0.2299281993981205,0.030080730926558698,0.03824017960612128,1.0229651112542204,-0.989820967544926
WCST Accuracy (%),wcst_accuracy,212,0.9,89.71413128248982,-0.5318478837721988,0.9180745019311067,-0.0563967587740962,-0.6256342837750122,0.3938956746185407,0.6552977576099965,1.1162579101886687
WCST Mean Reaction Time (ms),wcst_mean_rt,212,0.1,1278.413842072291,-53.25882812172133,-187.5295908556081,11.188394324680068,31.015766806073007,-51.32677223140678,-68.79274473152758,106.58494011487839
WCST Mean Reaction Time (ms),wcst_mean_rt,212,0.3,1464.2210814077105,6.845102636389422,-137.54634583860377,68.75231704117864,-0.9020067398531912,-43.56458339233988,-51.13068914779015,98.64945340924562
WCST Mean Reaction Time (ms),wcst_mean_rt,212,0.5,1685.930589570078,-15.216735021414175,-214.44623529574605,23.304894901422184,-44.489018878709224,-43.22788219706015,10.851234120332437,77.72487817405359
WCST Mean Reaction Time (ms),wcst_mean_rt,212,0.7,1946.1827718332547,5.873735584953768,-258.19247258071636,54.4077965608834,-3.1025905605333706,-128.270639433269,79.44097516714989,53.02484444330707
WCST Mean Reaction Time (ms),wcst_mean_rt,212,0.9,2247.8308066335867,35.24954029448736,-105.48725801549162,109.01702105053427,-61.44788865919315,-182.8983766146247,278.04888688028814,-227.27289906609704
WCST Reaction Time SD,wcst_sd_rt,212,0.1,556.4511330441123,-9.155364973895956,6.965255158134207,-2.865907939847372,-1.9182531290427631,-26.369102469548114,-49.79089076779375,158.28387491993723
WCST Reaction Time SD,wcst_sd_rt,212,0.3,769.7161442859453,-32.40925084576115,17.909612491306152,22.161860270140494,-68.7926712632403,-16.1269035867344,-3.004002086629469,104.20292623606102
WCST Reaction Time SD,wcst_sd_rt,212,0.5,987.3224034448605,-15.380453550214936,-4.834183004101249,90.89005051024313,-87.5983171615403,-35.71315716071121,3.3219042441505935,156.14024661234478
WCST Reaction Time SD,wcst_sd_rt,212,0.7,1326.5452883474704,11.02493048188333,-35.391320494147095,198.10759606590395,-87.06211725006473,-131.53036203064772,2.198238219178621,-15.545940560008322
WCST Reaction Time SD,wcst_sd_rt,212,0.9,2412.682304374267,108.48714652722502,-437.63570356027844,-1.0394546802656326,3.981376469077247,-189.31226975620007,249.41091639112543,106.72171839429306
WCST Perseverative Error Count,pe_count,212,0.1,3.503461903949153,0.4816439240880165,-0.20008961229881242,0.7108179267605936,0.08248257057594975,-0.11899461784087344,-0.37094556090779035,-1.7324705851058422
WCST Perseverative Error Count,pe_count,212,0.3,6.8351840548170815,-0.37761309983884267,-0.6887228320590479,-0.15024941153797686,0.06551539225142165,0.023441800468771194,-0.2315227145238037,-0.3524302247758202
WCST Perseverative Error Count,pe_count,212,0.5,8.433765230621963,-0.42779028710302835,-0.5777919535351003,-0.5288056757355948,-0.3151814120234823,0.05364027885055946,0.19227814807000967,0.0252414997910858
WCST Perseverative Error Count,pe_count,212,0.7,10.123613840290295,-0.2619408562010566,0.3425168880166616,-1.0674345026385608,-0.11611955863060279,-0.27238742048220316,0.8724522094929987,-0.6550066472526814
WCST Perseverative Error Count,pe_count,212,0.9,21.747749912970832,0.31871161773518647,-5.9161936921256055,-0.444525110530784,-1.0579690225841962,-0.4481293541303807,-2.588015550314467,1.889784540353242
WCST Post-Error Slowing (ms),wcst_pes,211,0.1,251.46651119917237,4.410959811156472,23.53501548799883,-87.38269009690072,49.08905618265474,-35.15999084417704,-55.80431517209459,173.58436963700788
WCST Post-Error Slowing (ms),wcst_pes,211,0.3,602.9031580120296,-73.26436748755391,92.54590737477727,17.240794633383697,3.7930072783356996,-40.65230368130666,-89.0919560444001,263.01860010049467
WCST Post-Error Slowing (ms),wcst_pes,211,0.5,858.110147702776,-29.725409231131245,101.91432974735663,-42.653220143493094,-21.62880359892399,-11.33284131346494,-47.066950864553476,275.1713197534632
WCST Post-Error Slowing (ms),wcst_pes,211,0.7,1256.8517798662424,-14.207578821089882,21.15305083961193,-121.10772656765411,119.58540921299941,-133.11817691470918,201.9753806040725,92.52353004270958
WCST Post-Error Slowing (ms),wcst_pes,211,0.9,2761.4484719403144,100.0019715438721,-518.86359236102,-182.55716092677642,281.75581196446393,152.76168621034904,307.9784070422993,-111.81554904369469
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,209,0.1,0.2234394923995191,0.01429110251249382,-0.05916210896975618,0.001652404333903667,-0.03012541643400883,0.012495132328465115,-0.011807799910127712,-0.02883876540327641
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,209,0.3,0.3081823501950322,0.002305745665555252,-0.04401059978924569,-0.007021459484298431,-0.01263861565536013,0.00022382952294110114,-0.026435650451327144,0.025175705117674252
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,209,0.5,0.36688492209110424,0.0006256248827815047,-0.04910352290033941,-0.01321527184297285,0.011497635545639576,-0.01641599050037557,-0.023498037695376905,0.0374508344458375
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,209,0.7,0.44550687418473045,0.004316242721178386,-0.06452287579953403,-0.03141996988458231,-0.008339834452944676,0.006669226916348586,-0.005969022730767088,0.015120737430023798
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,209,0.9,0.5751712680103359,-0.013148942195525284,-0.09180285207801732,-0.019380668004912557,-0.02723883307914137,-0.007199814720703741,-0.0007939805169100828,0.048054669475246455
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,212,0.1,0.38829331544234186,-0.019154912732524537,0.0625658898448494,-0.022597109731571474,-0.0037994730852847383,-0.006815573636377975,-0.025738992302277892,0.08475056094073104
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,212,0.3,0.48096712733682284,-0.011859356287864086,0.06630631239960268,0.011017913144433775,-0.016843687298406365,-0.00331277611199289,-0.0013095982350257427,0.050410768987885525
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,212,0.5,0.6069140227600061,-0.002812964906847794,0.07043051874854535,0.0770010272480308,-0.028497938276864372,-0.024557591998103055,-0.0055081913846905285,0.038958246805102195
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,212,0.7,0.7848760611337159,0.013313824248186586,0.03010045420822871,0.06700674421792169,-0.029946206273236704,-0.039927040449777636,0.039659990546523353,-0.022864573479887337
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,212,0.9,1.1004897642294074,0.03865447867608427,0.054522185775674165,0.08346870217746787,-0.041918518227738524,-0.023008231068425578,-0.019213039927042926,-0.06224533430240782
WCST Valid Trial Count,wcst_trials,212,0.1,69.92472870053801,-0.6696958781640909,0.035672409977924334,0.006564818872543621,2.1839032679945074,-0.6009313634215011,-0.10472729928133559,-1.875865817469916
WCST Valid Trial Count,wcst_trials,212,0.3,77.7123440990002,-0.9303332448139106,-2.707535606059488,-0.18955006219214224,0.7625016202257735,0.8508437831863578,-1.976393015571924,-0.4265958917362977
WCST Valid Trial Count,wcst_trials,212,0.5,83.51197345047174,-0.39422054845565496,-1.0199173329884765,-1.8129173891016135,1.5849509649301088,0.11325342402111305,-0.48791058057310194,-1.6863677314888645
WCST Valid Trial Count,wcst_trials,212,0.7,94.11770248810556,0.17453855167961477,-0.3327871394411659,5.107353669703466,-4.466917721782728,2.9573385660944527,-5.537608653244238,1.0056054095551576
WCST Valid Trial Count,wcst_trials,212,0.9,120.1923319240168,2.8620648715695167,6.295155787549555,7.194298214168051,-8.712070246387011,0.183928412517743,0.7701685027033955,0.2802207505153656
WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,212,0.1,1.546262555123232,-0.37209308205687464,0.1358549482322935,-0.010912915002792036,0.5009704603152454,-0.1389903650155118,0.06667442395704021,-0.391547628568742
WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,212,0.3,5.896549555406688,-1.8952837788496284,0.6301120254227474,-0.8701280962502276,1.1695278390735593,0.07991872645379368,1.220257585517858,-1.2156842278974616
WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,212,0.5,10.527215190011399,-1.433713337726014,3.775240856109689,-1.8567043751773744,1.1648014740778612,-0.7915420138089595,2.90318277457789,0.3944298666434878
WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,212,0.7,17.80185361688326,-0.973365197361093,3.167506984710543,-2.44495442500455,4.236822951462863,-1.4405085210220778,0.21798076504075437,3.444681752259149
WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,212,0.9,26.27306473449296,-0.11300220871117937,4.933597178460214,-6.024869889525344,2.602244374729456,2.4456640523180595,2.454208540184813,1.3139095333466084
WCST HMM P(Focus->Lapse),wcst_hmm_trans_to_lapse,212,0.1,0.0025847507475092314,-0.00493572870015947,0.005782691438040919,-0.0015600485722023132,0.0025513295283038045,0.002827139438570389,-0.0018617518502721572,0.0013814372749129879
WCST HMM P(Focus->Lapse),wcst_hmm_trans_to_lapse,212,0.3,0.03366809065819193,-0.010096739015562326,0.00754960122741538,-0.01237855542260068,0.005622028729373903,0.007237030845268836,0.007833363894291031,-0.0033304146398909816
WCST HMM P(Focus->Lapse),wcst_hmm_trans_to_lapse,212,0.5,0.08968330241638854,-0.007455639806657544,-0.0016707042894100188,-0.0035066758403316084,-0.0036731664529865526,0.003821581041586176,0.0011587612300948708,0.010400375668112789
WCST HMM P(Focus->Lapse),wcst_hmm_trans_to_lapse,212,0.7,0.1316244194756726,-0.0037162514864582273,-0.0027860841579307946,-0.020168315188218097,0.004171186626516629,0.0065662503067594555,0.007774452284646536,0.01975622554926521
