task,parameter,beta_ucla,pval_ucla,ci_lower,ci_upper,beta_interaction,pval_interaction,N
wcst,mu,49.86278243106189,0.5424653600883096,-112.08876791009781,211.81433277222158,34.07492875745149,0.753515169515659,102
wcst,sigma,333.5168876211809,0.31291934114957876,-319.18453987664395,986.2183151190058,-221.7925828515441,0.6122111731286015,102
wcst,tau,12.169460463942217,0.7131452093423812,-53.357093706320754,77.69601463420518,-30.772904173864553,0.48383766720376475,102
prp,mu,-0.9017623498773375,0.9765247718457273,-61.476178646372254,59.67265394661758,32.40863499882877,0.4399606897508078,122
prp,sigma,0.7542984744684773,0.9542814442023039,-25.252098444666366,26.76069539360332,21.955856349590928,0.22389612136857956,122
prp,tau,2.191777214924644,0.6068109208180081,-6.221741796570177,10.605296226419464,-0.48308613263702005,0.9338630344069616,122
stroop,mu,16.63439119636976,0.48732260029341457,-30.62075539183108,63.88953778457059,23.936374679793104,0.45115001988763503,134
stroop,sigma,18.011193440565098,0.10203822874869815,-3.629606831773387,39.65199371290358,-3.209574547909238,0.8252095758405422,134
stroop,tau,-5.46057210091646,0.23386787837303172,-14.494501697369033,3.573357495536113,3.0737256451577526,0.6125452079773996,134
