,congruent,congruent,incongruent,incongruent,interference,interference,interference
,mean,std,mean,std,mean,std,sem
quartile,,,,,,,
Q1,921.45,192.16,1067.32,222.83,145.88,156.05,18.39
Q2,857.06,180.05,994.69,229.84,137.63,174.9,20.61
Q3,808.57,174.22,942.51,223.56,133.94,152.83,18.01
Q4,827.06,208.08,992.03,267.58,164.97,165.03,19.45
