participant_id,ucla_total,gender_male,pe_rate,npe_rate,pe_npe_dissociation,z_ucla_dissoc
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,32.0,0,8.333333333333332,5.555555555555555,2.777777777777777,-0.7891373832164168
2h5FgHUEvBS1twD5DqbTIRrMm1f2,65.0,1,13.131313131313131,9.090909090909092,4.04040404040404,1.8894203632438782
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,50.0,0,8.536585365853659,2.4390243902439024,6.097560975609756,0.671894114852835
5zxa5CMLGQSSonWOXqXf0QNS3PH3,54.0,1,8.045977011494253,6.896551724137931,1.1494252873563227,0.9965677810904465
62fAfeQc27bZelkPX7G54T3gvci2,49.0,0,8.571428571428571,2.857142857142857,5.7142857142857135,0.5907256982934321
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,57.0,0,7.894736842105263,7.894736842105263,0.0,1.2400730307686552
80UJMJbCOMgs6YVpsMgXfYTzw6o2,56.0,0,7.042253521126761,7.042253521126761,0.0,1.1589046142092523
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,42.0,0,6.122448979591836,22.448979591836736,-16.3265306122449,0.022546782377611974
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,38.0,1,10.975609756097562,8.536585365853659,2.439024390243903,-0.30212688385999953
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,25.0,0,10.638297872340424,10.638297872340424,0.0,-1.357316299132237
AsXBOflrszVNKoFqbN61bMJqS0k2,42.0,0,18.09523809523809,0.9523809523809524,17.14285714285714,0.022546782377611974
AyAnuCaltBbpEYbudoyNzTvXlcC2,62.0,0,11.607142857142858,11.607142857142858,0.0,1.6459151135656696
CDEoAyvS8feXLKMKsaZah9agEhF3,33.0,0,8.823529411764707,0.0,8.823529411764707,-0.7079689666570139
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,30.0,1,12.087912087912088,9.89010989010989,2.197802197802197,-0.9514742163352226
CtJe4bZZnYUBNrcPk00d3YQFSGp2,45.0,0,13.750000000000002,6.25,7.500000000000002,0.2660520320558206
DPvStUYSmohmXwFwaKRqHv89R3k1,52.0,1,4.761904761904762,0.0,4.761904761904762,0.8342309479716408
DzB19GqCB7fyrlEPexogWkjFzEx2,25.0,0,10.126582278481012,6.329113924050633,3.7974683544303787,-1.357316299132237
EUhcW9kURScie1DwGPHqmNqotJB2,36.0,0,32.03125,7.8125,24.21875,-0.4644637169788053
Fz7EUjZCLuUBxLDUVtN6djaBTy42,49.0,1,11.904761904761903,4.761904761904762,7.1428571428571415,0.5907256982934321
GDZGRW51kbWtAdUIHCtEd8sAtqY2,26.0,0,12.048192771084338,9.63855421686747,2.4096385542168672,-1.276147882572834
GE4hogtdLdTFbNasENgtm6SO3hC3,56.0,0,4.477611940298507,5.970149253731343,-1.4925373134328357,1.1589046142092523
HyQM2xKwwuVfqidmRYF6TiRk90C2,21.0,1,8.433734939759036,3.614457831325301,4.819277108433735,-1.6819899653698485
K26uNuY0VNPjJNF26wEx3bFg0kr2,43.0,0,10.0,0.0,10.0,0.10371519893701485
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,39.0,0,7.526881720430108,18.27956989247312,-10.752688172043012,-0.22095846730059665
LSLmd8jENtONZFVkIpRDX665Bu73,20.0,0,10.975609756097562,7.317073170731707,3.658536585365855,-1.7631583819292513
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,34.0,1,8.450704225352112,2.8169014084507045,5.633802816901408,-0.626800550097611
LliUMEIsrCVZ88YFQfevan2Og4z1,28.0,1,13.402061855670103,5.154639175257731,8.247422680412372,-1.1138110494540283
ORvIk1xRWIQmKuLVe6GXNouvAXx2,54.0,0,16.831683168316832,6.930693069306932,9.9009900990099,0.9965677810904465
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,49.0,1,8.108108108108109,5.405405405405405,2.7027027027027035,0.5907256982934321
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,64.0,1,10.144927536231885,1.4492753623188406,8.695652173913045,1.8082519466844753
QreA2rLiUhV3YHeMfuHMPdGbpJ53,44.0,0,11.578947368421051,10.526315789473683,1.0526315789473681,0.1848836154964177
Rc706mP0TSeIoIpMYH1SpRXjOxA2,46.0,0,1.639344262295082,0.0,1.639344262295082,0.3472204486152235
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,49.0,0,6.8181818181818175,1.1363636363636365,5.681818181818181,0.5907256982934321
WbOfW9KmUkPQK8o5hlHJnJFdpp92,22.0,1,6.122448979591836,11.224489795918368,-5.102040816326531,-1.6008215488104456
WcTsIpSoEhYeIBSNjAbbdaNSBya2,30.0,0,13.829787234042554,7.446808510638298,6.382978723404256,-0.9514742163352226
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,54.0,0,10.92436974789916,9.243697478991598,1.6806722689075624,0.9965677810904465
azdL1gX79EVd9iepyCAVQrqIaQF3,32.0,0,9.876543209876544,4.938271604938271,4.938271604938273,-0.7891373832164168
cEIs6U87xfbSL5eFTXDK77MmvNf1,62.0,1,10.679611650485436,4.854368932038835,5.825242718446601,1.6459151135656696
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,40.0,1,8.403361344537815,5.88235294117647,2.5210084033613454,-0.13979005074119377
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,59.0,0,10.95890410958904,4.10958904109589,6.8493150684931505,1.402409863887461
fEq0OghbLpfD1jigl1Mbz96aMbg2,31.0,0,21.59090909090909,2.272727272727273,19.318181818181817,-0.8703057997758197
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,60.0,0,5.555555555555555,5.555555555555555,0.0,1.4835782804468638
h5RYP03wJuVN0xo7qAR8CKFxLaj1,29.0,0,7.936507936507936,26.984126984126984,-19.047619047619047,-1.0326426328946254
i1tBstVkNiVP0qro7TgGD08IGGa2,26.0,0,10.0,3.75,6.25,-1.276147882572834
iKVZi0Oo96UrMBhPQMHWFcf55uA3,33.0,1,5.88235294117647,5.88235294117647,0.0,-0.7079689666570139
iWsc4pghIEWOQUZKuQJMfe516UI3,27.0,1,7.5,6.25,1.25,-1.1949794660134312
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,54.0,1,15.873015873015872,17.46031746031746,-1.587301587301587,0.9965677810904465
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,23.0,0,11.39240506329114,8.860759493670885,2.531645569620254,-1.5196531322510427
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,41.0,0,3.125,3.125,0.0,-0.0586216341817909
jzdk8E3tVXTXIozlfK5oeEb7wWp2,37.0,1,10.256410256410255,0.0,10.256410256410255,-0.3832953004194024
kR2rCtaPyPaj7YMizKUDn5xL2qx1,53.0,1,11.904761904761903,4.761904761904762,7.1428571428571415,0.9153993645310436
lHDkoPQu5reNCO45npeYSS9eLQl1,36.0,0,14.678899082568808,17.431192660550458,-2.75229357798165,-0.4644637169788053
lpzDdvuMkKWkPxu6xeclmdctEp42,52.0,0,10.714285714285714,4.761904761904762,5.952380952380952,0.8342309479716408
mUZzgdWKnPb2txOkJg9FHgqX5792,33.0,0,14.95327102803738,8.411214953271028,6.542056074766352,-0.7079689666570139
mg2WZiRBn4NQDKiMK43Y8dBqyG53,54.0,0,9.523809523809524,15.873015873015872,-6.349206349206348,0.9965677810904465
mwsliuPsLFhRFjtjQwYkqcCRDvi2,49.0,1,9.722222222222223,4.166666666666666,5.555555555555557,0.5907256982934321
nT1qJOiMyDdJ9ui4el195A8Hsgs1,62.0,0,8.860759493670885,2.5316455696202533,6.329113924050632,1.6459151135656696
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,29.0,0,16.470588235294116,1.1764705882352942,15.294117647058822,-1.0326426328946254
pcbRW89vVJcviD87V3uxyG4I9st2,33.0,1,2.8169014084507045,2.8169014084507045,0.0,-0.7079689666570139
q0Atnpm0jZS5swcVmq0EMalQUKw1,24.0,0,7.042253521126761,7.042253521126761,0.0,-1.4384847156916398
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,40.0,1,8.860759493670885,2.5316455696202533,6.329113924050632,-0.13979005074119377
rUuJv5gl7dWVo7UPQWMx4bohxhK2,43.0,0,10.112359550561797,6.741573033707865,3.370786516853932,0.10371519893701485
roaf78tUWxWSEjAUcUu8O7mrQbl1,58.0,0,11.538461538461538,3.8461538461538463,7.692307692307692,1.321241447328058
ssPK6ISW0HerTGke9hznqJ2LpKu1,41.0,1,9.63855421686747,6.024096385542169,3.6144578313253017,-0.0586216341817909
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,65.0,0,7.246376811594203,1.4492753623188406,5.797101449275362,1.8894203632438782
u64Uf920g5VD9Byq26LT2rs5o4t1,34.0,1,13.084112149532707,2.803738317757009,10.280373831775698,-0.626800550097611
v8nNKiWvPdcjiHXZci39OuFTY6M2,31.0,0,11.842105263157894,5.263157894736842,6.578947368421052,-0.8703057997758197
wdppvL4tIkVlGjou6aYzzjlaZXB2,44.0,1,23.4375,35.15625,-11.71875,0.1848836154964177
xBGZhFOeypWnqzSQClkrwV9z2vF3,43.0,1,10.256410256410255,7.6923076923076925,2.564102564102563,0.10371519893701485
xyAILKfYP2M8GqAai11x6NT7IcP2,35.0,1,9.876543209876544,6.172839506172839,3.703703703703705,-0.5456321335382082
y1EHXv8tUTa4BRS4fRio7bULYfA2,35.0,0,15.84158415841584,7.920792079207921,7.920792079207919,-0.5456321335382082
yatBVTBMCSMp0wJluOCLzTFKMyP2,35.0,0,10.989010989010987,15.384615384615383,-4.395604395604396,-0.5456321335382082
