participant_id,incong_rt,cong_rt,neutral_rt,overall_acc,incong_acc,cong_acc,interference,high_accuracy,ucla_total,gender,interference_neutral,gender_male
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1134.7388888994853,822.9888888862398,960.4611111117733,0.9629629629629629,0.9166666666666666,1.0,311.75000001324554,False,54.0,female,174.277777787712,0
PLreonkqaMeFc0UqxKUelH44UQu1,664.7333333330849,682.7305555567145,586.1138888899651,0.9722222222222222,0.9722222222222222,1.0,-17.997222223629592,False,44.0,male,78.61944444311985,1
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,804.1333333332506,637.758333333561,744.9805555555763,0.9907407407407407,1.0,0.9722222222222222,166.37499999968952,True,49.0,male,59.15277777767426,1
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1242.138888908757,1146.9472222129505,1158.0666666560703,1.0,1.0,1.0,95.19166669580659,True,64.0,male,84.07222225268674,1
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1214.6111111243565,892.741666674614,1151.608333349228,0.9722222222222222,0.9166666666666666,1.0,321.86944444974256,False,44.0,female,63.00277777512861,0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1048.0416667461395,957.658333407508,923.4055553807152,0.9814814814814815,0.9722222222222222,0.9722222222222222,90.38333333863147,False,46.0,female,124.63611136542431,0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,893.3861111104488,877.9416666660044,938.3944444441133,1.0,1.0,1.0,15.444444444444457,True,47.0,female,-45.008333333664496,0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1051.7222222221997,960.6944444444541,1005.1944444444412,1.0,1.0,1.0,91.02777777774554,True,49.0,female,46.5277777777585,0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,1158.8083333344096,1137.2205882339792,1229.1444444428716,0.9811320754716981,1.0,0.9705882352941176,21.58774510043031,False,22.0,male,-70.33611110846209,1
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1047.350000001904,1041.4111111122702,1073.9305555543137,1.0,1.0,1.0,5.938888889633745,True,30.0,female,-26.580555552409805,0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,829.7527777718174,864.2722222175863,744.1611111097866,1.0,1.0,1.0,-34.519444445768954,True,54.0,female,85.59166666203078,0
azdL1gX79EVd9iepyCAVQrqIaQF3,800.036111111093,728.6194444444651,701.5750000000311,0.9814814814814815,0.9722222222222222,1.0,71.41666666662786,False,32.0,female,98.46111111106188,0
cEIs6U87xfbSL5eFTXDK77MmvNf1,924.3583333094915,879.0500000185436,841.9583333068424,1.0,1.0,1.0,45.30833329094787,True,62.0,male,82.40000000264911,1
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,814.0861111111525,599.3222222220567,677.827777777488,0.9629629629629629,0.9166666666666666,1.0,214.76388888909582,False,40.0,male,136.2583333336645,1
dGL2zPQyEvdibcvxeTencpgoWbg2,871.2777777777842,821.6388888888921,757.7142857143024,0.9719626168224299,0.9722222222222222,0.9722222222222222,49.6388888888921,False,37.0,male,113.56349206348182,1
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,893.1000000006622,753.1777777771155,788.566666662693,1.0,1.0,1.0,139.92222222354678,True,59.0,female,104.53333333796922,0
fEq0OghbLpfD1jigl1Mbz96aMbg2,708.586111113843,625.3583333339128,709.4916666663355,0.9537037037037037,0.9444444444444444,0.9444444444444444,83.2277777799302,False,31.0,female,-0.9055555524925012,0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1051.1944444444462,749.3888888888873,870.6666666666683,0.9629629629629629,0.9166666666666666,0.9722222222222222,301.80555555555884,False,60.0,female,180.52777777777783,0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1216.0611111124356,920.7249999990066,937.0666666709715,0.9907407407407407,0.9722222222222222,1.0,295.33611111342896,True,29.0,female,278.9944444414641,0
i1tBstVkNiVP0qro7TgGD08IGGa2,1249.2685714176723,1113.4250000052982,1198.6388888756435,0.9906542056074766,0.9714285714285714,1.0,135.8435714123741,False,26.0,female,50.62968254202883,0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1276.333333333327,1146.3235294117785,1278.1666666666829,0.9811320754716981,0.9444444444444444,1.0,130.00980392154838,False,33.0,male,-1.833333333355995,1
iWsc4pghIEWOQUZKuQJMfe516UI3,705.0277777761221,579.3638888812727,641.9222222202354,0.9814814814814815,0.9444444444444444,1.0,125.66388889484938,False,27.0,male,63.10555555588667,1
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1569.5714285646166,1327.5666666693157,1295.600000007285,0.9906542056074766,0.9714285714285714,1.0,242.00476189530082,False,54.0,male,273.9714285573316,1
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1253.8285714285482,867.833333333343,942.9444444444315,0.9906542056074766,0.9714285714285714,1.0,385.9952380952052,False,23.0,female,310.88412698411673,0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1180.1485714214189,1014.9166666732895,1140.9611111167405,0.9906542056074766,1.0,1.0,165.2319047481294,False,41.0,female,39.187460304678325,0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,883.7444444398085,846.6722222202354,945.6722222235468,1.0,1.0,1.0,37.072222219573064,True,37.0,male,-61.92777778373829,1
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1034.5555555555684,765.5749999999729,829.819444444412,0.9722222222222222,0.9166666666666666,1.0,268.9805555555955,False,53.0,male,204.73611111115633,1
kxerHPSL3bQjD74HhiebYf3blPr1,841.3611111110918,709.7777777777778,699.9166666666731,0.9907407407407407,0.9722222222222222,1.0,131.58333333331393,True,43.0,female,141.44444444441865,0
lHDkoPQu5reNCO45npeYSS9eLQl1,849.6416666507721,742.7194444073571,739.25,0.9814814814814815,0.9444444444444444,1.0,106.92222224341504,False,36.0,female,110.3916666507721,0
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,1176.4916666666459,1035.3638888887233,1131.320000000298,0.9813084112149533,0.9722222222222222,1.0,141.12777777792257,False,43.0,female,45.171666666347846,0
lpzDdvuMkKWkPxu6xeclmdctEp42,905.6444444523918,802.3500000172191,805.213888903459,1.0,1.0,1.0,103.29444443517264,True,52.0,female,100.43055554893283,0
mUZzgdWKnPb2txOkJg9FHgqX5792,1199.0166666573948,1063.0944444404709,1013.1722222268581,1.0,1.0,1.0,135.92222221692396,True,33.0,female,185.84444443053667,0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,878.0833333333301,733.9722222222271,764.527777777781,0.9907407407407407,1.0,1.0,144.111111111103,True,54.0,female,113.55555555554906,0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,704.2861111031639,748.0055555502573,708.6500000158945,0.9907407407407407,0.9722222222222222,1.0,-43.71944444709345,True,49.0,male,-4.363888912730658,1
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1036.6666666666667,924.977777775791,1009.8583333426052,1.0,1.0,1.0,111.68888889087577,True,62.0,female,26.80833332406155,0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,832.083333333343,763.6111111110853,772.694444444438,1.0,1.0,1.0,68.47222222225776,True,29.0,female,59.38888888890506,0
pRQimOpZtsekBI2I1kbnD3pycmo1,858.983333332671,734.6222222215599,806.7833333313465,1.0,1.0,1.0,124.36111111111109,True,25.0,male,52.2000000013245,1
pcbRW89vVJcviD87V3uxyG4I9st2,700.9916666666492,610.4055555555387,636.3222222222183,0.9907407407407407,1.0,1.0,90.58611111111043,True,33.0,male,64.66944444443084,1
q0Atnpm0jZS5swcVmq0EMalQUKw1,801.2222222222239,744.9166666666679,707.4444444444455,0.9907407407407407,0.9722222222222222,1.0,56.305555555556,True,24.0,female,93.7777777777784,0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,777.3694444444328,651.0861111111057,678.9361111111131,0.9629629629629629,0.8888888888888888,1.0,126.28333333332716,False,40.0,male,98.43333333331975,1
rUuJv5gl7dWVo7UPQWMx4bohxhK2,1454.0342857142878,1073.5750000000019,1396.134285714271,0.9905660377358491,0.9714285714285714,1.0,380.4592857142859,False,43.0,female,57.90000000001669,0
ric6cNjG25XmZJCiKZDOxzeezao1,800.658333333345,739.399999999978,704.8027777777882,0.9907407407407407,1.0,1.0,61.25833333336698,True,44.0,male,95.85555555555686,1
roaf78tUWxWSEjAUcUu8O7mrQbl1,869.791666669978,769.1638888849152,761.1972222228845,1.0,1.0,1.0,100.62777778506279,True,58.0,female,108.59444444709345,0
ssPK6ISW0HerTGke9hznqJ2LpKu1,904.8333333598243,771.1888888412052,828.7611112329695,1.0,1.0,1.0,133.64444451861914,True,41.0,male,76.07222212685485,1
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,932.2333333492279,840.8638888200124,883.6638888518015,1.0,1.0,1.0,91.36944452921546,True,65.0,female,48.56944449742639,0
tSvrYUUA5nbPdK6C5D73giKnIDv2,876.5833333333301,870.1111111111209,966.722222222219,0.9814814814814815,0.9444444444444444,1.0,6.472222222209211,False,37.0,female,-90.13888888888891,0
u64Uf920g5VD9Byq26LT2rs5o4t1,782.6083333376381,684.308333337307,758.0138888888889,1.0,1.0,1.0,98.30000000033112,True,34.0,male,24.594444448749186,1
uhq0lYdK12b2vJDJLS0EPTVe9nP2,983.2222222222222,838.9722222222232,897.3055555555588,0.9722222222222222,0.9444444444444444,0.9722222222222222,144.24999999999898,False,51.0,female,85.91666666666333,0
v8nNKiWvPdcjiHXZci39OuFTY6M2,1315.5388888849152,1098.0083333328366,1112.7750000018214,1.0,1.0,1.0,217.53055555207857,True,31.0,female,202.76388888309384,0
vpFmF3TtdQTW3MyS8ouwz3urZVs2,1058.949999999876,773.4861111111111,846.1833333331678,0.9907407407407407,1.0,1.0,285.4638888887648,True,25.0,male,212.76666666670815,1
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,865.9027777781916,772.3833333330435,707.6583333332092,1.0,1.0,1.0,93.51944444514811,True,29.0,female,158.2444444449825,0
wdppvL4tIkVlGjou6aYzzjlaZXB2,855.9083333330022,746.6833333332712,787.2972222222015,0.9629629629629629,0.9444444444444444,1.0,109.22499999973104,False,44.0,male,68.61111111080072,1
xBGZhFOeypWnqzSQClkrwV9z2vF3,1143.8777777777739,935.5305555555452,1026.4638888888876,1.0,1.0,1.0,208.34722222222865,True,43.0,male,117.41388888888628,1
xyAILKfYP2M8GqAai11x6NT7IcP2,1135.3499999999897,931.2555555555477,877.344444444416,1.0,1.0,1.0,204.09444444444193,True,35.0,male,258.00555555557366,1
y1EHXv8tUTa4BRS4fRio7bULYfA2,943.3416666454739,767.4499999682108,866.2777777910233,1.0,1.0,1.0,175.89166667726306,True,35.0,female,77.06388885445062,0
yatBVTBMCSMp0wJluOCLzTFKMyP2,990.2499999997931,956.4166666662527,926.444444444341,1.0,1.0,1.0,33.833333333540395,True,35.0,female,63.80555555545209,0
