participant_id,ucla_total,gender,age,pe_mean_rt,pe_sd_rt,pe_cv_rt,pe_iqr_rt,pe_range90_rt,n_pe,npe_mean_rt,npe_sd_rt,npe_cv_rt,correct_mean_rt,correct_sd_rt,correct_cv_rt,correct_iqr_rt,correct_range90_rt,n_correct,all_sd_rt,all_cv_rt,sd_diff_pe_correct,cv_diff_pe_correct,gender_coded,z_ucla,z_age,ucla_x_gender
mUZzgdWKnPb2txOkJg9FHgqX5792,33.0,female,19,1849.2333333333333,484.0423190914738,0.26175297101040457,583.3000000119209,1125.2199999809268,15,,,,1654.4455696163297,593.6456844493281,0.35881850412703276,578.9499999880791,1343.9800000905993,79,634.8077820757497,0.36946323350068994,-109.60336535785427,-0.09706553311662819,-1,-0.8581207308858475,-0.5226860598407826,0.8581207308858475
fEq0OghbLpfD1jigl1Mbz96aMbg2,31.0,female,19,1470.0611111091243,650.6605188183103,0.44260780310513975,932.2749999985099,1499.459999997914,18,,,,1264.9313432832262,552.9339609891589,0.43712567004148734,543.5,1277.6399999946357,67,571.1257929014928,0.4374543311219707,97.72655782915137,0.005482133063652417,-1,-1.0304075185540487,-0.5226860598407826,1.0304075185540487
cEIs6U87xfbSL5eFTXDK77MmvNf1,62.0,male,19,1892.4000000520186,1047.774304883099,0.553674859889187,1046.7499997615814,2287.4000000953674,11,,,,1307.7977011231171,525.9203374988844,0.40214196511221256,463.2000002861023,1003.9400001525881,87,711.7696485128954,0.5058187738183144,521.8539673842146,0.1515328947769744,1,1.640037690303068,-0.5226860598407826,1.640037690303068
AsXBOflrszVNKoFqbN61bMJqS0k2,42.0,female,19,1179.3368420851857,383.19002569337766,0.3249199143273259,404.5999999642372,649.3199999809262,19,,,,1330.1329411702998,661.4880273417676,0.49730971008038205,536.1999999284744,1056.6200000286108,85,619.3793881566788,0.47683868211460745,-278.29800164838997,-0.17238979575305613,-1,-0.08283018637894268,-0.5226860598407826,0.08283018637894268
Fz7EUjZCLuUBxLDUVtN6djaBTy42,49.0,male,19,1653.9399999976158,319.87027299873716,0.1933989582446753,323.00000008940697,739.6799999713896,10,,,,1749.640579716019,422.1552109799718,0.241281104173116,636.8000000715256,1088.039999985695,69,413.9791609678501,0.23578054107819155,-102.28493798123463,-0.0478821459284407,1,0.5201735704597611,-0.5226860598407826,0.5201735704597611
y1EHXv8tUTa4BRS4fRio7bULYfA2,35.0,female,19,1597.9625000059605,513.7203440132953,0.3214846055595041,844.8250000476837,1175.5500001907349,16,,,,1512.3373333485922,729.3673124195552,0.48227819041179276,760.3499996662142,1519.5399998664857,75,689.0670019225292,0.4437424096241673,-215.64696840625993,-0.16079358485228867,-1,-0.6858339432176465,-0.5226860598407826,0.6858339432176465
lHDkoPQu5reNCO45npeYSS9eLQl1,36.0,female,20,1482.281250089407,631.7683786966963,0.4262135668643113,939.9250000715256,1271.3000001907349,16,2183.7944445610046,696.844403656297,0.31909798350841556,1469.0797297310185,788.6538033809203,0.5368352632061155,617.6249998807908,1510.5299999237063,74,792.8448001156288,0.49859603923145734,-156.88542468422395,-0.11062169634180424,-1,-0.5996905493835459,-0.09800363622014646,0.5996905493835459
WcTsIpSoEhYeIBSNjAbbdaNSBya2,30.0,female,19,1637.2153846163017,406.57849764191775,0.24833537570086028,176.09999999403954,928.5400000065565,13,,,,1707.6671232875078,474.44311128874426,0.27783114450044116,528.6000000089407,1104.1800000041726,73,517.9625442785709,0.2987939610269861,-67.86461364682651,-0.02949576879958088,-1,-1.1165509123881492,-0.5226860598407826,1.1165509123881492
mg2WZiRBn4NQDKiMK43Y8dBqyG53,54.0,female,21,900.3333333333334,93.28191224194951,0.10360819575188765,60.74999999982538,190.80000000000007,12,1350.7222222222222,716.3145715113673,0.5303196761898824,955.4301075268943,237.38339919656835,0.24845710568094723,267.0,557.7999999999998,93,367.9047991308534,0.3650202488714754,-144.10148695461885,-0.14484890992905958,-1,0.9508905396302638,0.32667878740048967,-0.9508905396302638
CtJe4bZZnYUBNrcPk00d3YQFSGp2,45.0,female,22,1197.436363636262,353.19214111511747,0.2949569194997359,147.75,245.70000000018592,11,,,,1458.378125000032,809.1094389981022,0.5548008607151074,453.7499999997668,1137.2399999997115,64,785.8946885574445,0.5363546631376959,-455.9172978829847,-0.25984394121537147,-1,0.17559999512335892,0.7513612110211259,-0.17559999512335892
GDZGRW51kbWtAdUIHCtEd8sAtqY2,26.0,female,21,1859.05,595.5993158067434,0.320378320005779,509.0249999165542,1036.6799999952314,10,,,,1725.6830768988682,449.47685271161026,0.26046315150713584,477.0999999046328,924.4199999809266,65,528.225837298313,0.2915018258779701,146.12246309513318,0.059915168498643145,-1,-1.4611244877245513,0.32667878740048967,1.4611244877245513
QreA2rLiUhV3YHeMfuHMPdGbpJ53,44.0,female,21,1058.890909129923,164.21835134099373,0.15508524053335185,221.84999990463257,341.60000014305115,11,2118.500000023842,961.0168503900758,0.45363080027342945,1408.0054054131379,489.19145953321424,0.34743578231482386,513.8000001311302,926.1500000000003,74,586.4397311557134,0.4065805009537567,-324.9731081922205,-0.192350541781472,-1,0.08945660128925839,0.32667878740048967,-0.08945660128925839
AyAnuCaltBbpEYbudoyNzTvXlcC2,62.0,female,22,2232.407692326949,1302.298732034648,0.583360618452805,1770.1000000238419,2991.8600000023844,13,3434.71818183227,1121.631196795519,0.32655698005394385,1742.9156626527567,1004.526403213129,0.5763482563948145,747.6000000238419,2152.3799999952316,83,1167.3495562210398,0.5906711956166132,297.77232882151907,0.0070123620579904955,-1,1.640037690303068,0.7513612110211259,-1.640037690303068
