variable,bridge_strength
ucla_score,0.6455964301837196
dass_depression,0.5098713064696948
dass_anxiety,0.10801031101936448
dass_stress,0.0
pe_rate,0.6744963629498514
prp_bottleneck,0.13572512371402465
stroop_interference,0.0
wcst_accuracy,0.782506673969216
