,PC1,PC2,PC3
pe_rate,-0.49023110023662464,-0.8715075902002017,0.012165055866121929
prp_bottleneck_effect,-0.6174410310315723,0.33739752401007816,-0.7105839035543501
stroop_interference_effect,-0.6151748056930304,0.3558615334864196,0.703507304457627
