participant_id,cluster,ucla_tertile,pe_rate,wcst_accuracy,stroop_interference,prp_bottleneck
GE4hogtdLdTFbNasENgtm6SO3hC3,1,High,4.477611940298507,89.55223880597015,167.11220778804818,479.6929347863341
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0,High,16.483516483516482,76.92307692307693,292.52020203224345,596.461904778367
80UJMJbCOMgs6YVpsMgXfYTzw6o2,1,High,7.142857142857142,87.14285714285714,74.12777777787096,497.4832688588325
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0,Medium,9.30232558139535,83.72093023255815,396.93382352941126,981.2900000000024
xyAILKfYP2M8GqAai11x6NT7IcP2,0,Low,10.126582278481012,86.07594936708861,204.09444444444196,931.4046195652066
pcbRW89vVJcviD87V3uxyG4I9st2,1,Low,2.898550724637681,97.10144927536231,90.58611111111044,383.6859929078204
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0,Medium,6.451612903225806,74.19354838709677,317.49015896660944,740.3583334088324
yatBVTBMCSMp0wJluOCLzTFKMyP2,0,Low,9.195402298850574,75.86206896551724,33.833333333540395,924.6498599442854
u64Uf920g5VD9Byq26LT2rs5o4t1,1,Low,13.333333333333334,84.76190476190476,98.30000000033112,500.03333333258826
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1,High,7.142857142857142,90.0,111.68888889087576,861.2743434326817
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,1,Medium,7.758620689655173,86.20689655172413,217.75353535370093,389.9799999989974
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1,High,10.989010989010987,81.31868131868131,144.23261904314393,566.4108695763608
lpzDdvuMkKWkPxu6xeclmdctEp42,1,High,10.843373493975903,84.33734939759037,103.29444443517264,501.90948617505467
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0,Low,12.0,80.0,408.75490196075066,354.81111111112284
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1,Medium,11.25,81.25,127.23888889948536,590.0685283607202
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,1,High,7.894736842105263,84.21052631578947,145.64166670375403,751.6369564896045
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1,High,9.523809523809524,88.88888888888889,95.1916666958066,635.6783838329893
LliUMEIsrCVZ88YFQfevan2Og4z1,1,Low,13.541666666666666,81.25,106.88666666665053,379.01521317829065
EUhcW9kURScie1DwGPHqmNqotJB2,0,Medium,31.746031746031743,60.31746031746032,130.55682537650296,778.649032876616
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1,High,10.92436974789916,79.83193277310924,-34.519444445768954,598.9130555639664
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0,High,15.463917525773196,75.25773195876289,229.22450979355904,383.5816836211552
wdppvL4tIkVlGjou6aYzzjlaZXB2,0,Medium,24.0,42.4,119.58725490167228,447.9112903228156
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1,Medium,3.225806451612903,95.16129032258064,165.2319047481294,601.5916666698953
K26uNuY0VNPjJNF26wEx3bFg0kr2,1,Medium,10.0,90.0,88.84373015874098,483.9463414633898
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0,Low,17.073170731707318,81.70731707317073,68.47222222225776,682.2403381642495
DPvStUYSmohmXwFwaKRqHv89R3k1,1,High,4.761904761904762,95.23809523809524,217.89949495804436,742.3512681169788
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1,Medium,8.433734939759036,79.51807228915662,82.41666666667959,574.1693262411102
62fAfeQc27bZelkPX7G54T3gvci2,1,High,9.375,89.0625,189.75063492074943,705.5187500001242
q0Atnpm0jZS5swcVmq0EMalQUKw1,1,Low,7.042253521126761,85.91549295774648,57.683333333333735,581.5929292929186
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0,High,12.048192771084338,84.33734939759037,289.2462121212492,712.3007077856687
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1,High,9.375,87.5,139.92222222354678,749.4389610237631
mwsliuPsLFhRFjtjQwYkqcCRDvi2,1,High,10.0,87.14285714285714,-47.75412698700313,559.0801383831756
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1,Low,5.970149253731343,89.55223880597015,129.70588235292053,652.4703557312234
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1,Low,8.571428571428571,88.57142857142857,1.7555555535686835,478.0284420227011
ssPK6ISW0HerTGke9hznqJ2LpKu1,1,Medium,9.75609756097561,84.14634146341463,133.64444451861914,464.2132751461148
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1,Medium,8.108108108108109,90.54054054054052,92.9482638888827,532.3706521739374
5zxa5CMLGQSSonWOXqXf0QNS3PH3,1,High,8.235294117647058,85.88235294117646,128.31587302400953,472.4424999905957
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0,Low,7.317073170731707,65.04065040650406,295.93500000167467,490.5690476247119
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0,Low,12.22222222222222,78.88888888888889,398.0202381048885,632.9666666487852
v8nNKiWvPdcjiHXZci39OuFTY6M2,1,Low,9.090909090909092,87.87878787878788,217.53055555207857,619.1841085271029
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0,High,1.0869565217391304,43.47826086956522,164.60000000003492,831.4254545454561
LSLmd8jENtONZFVkIpRDX665Bu73,0,Low,10.975609756097562,81.70731707317073,230.52777778440063,673.3059090841899
mUZzgdWKnPb2txOkJg9FHgqX5792,0,Low,14.563106796116504,76.69902912621359,135.92222221692396,551.7397233217131
WbOfW9KmUkPQK8o5hlHJnJFdpp92,1,Low,6.185567010309279,83.50515463917526,-0.6522727249321179,304.22795030891155
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0,Low,7.246376811594203,88.40579710144928,232.2356349206161,784.977083330353
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1,High,8.641975308641975,88.88888888888889,178.52222222223645,786.0796066252478
fEq0OghbLpfD1jigl1Mbz96aMbg2,0,Low,20.689655172413797,77.01149425287356,141.4588235314278,650.2330426338253
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1,High,8.108108108108109,86.48648648648648,164.8961904758736,630.9367424240336
cEIs6U87xfbSL5eFTXDK77MmvNf1,1,High,10.891089108910892,86.13861386138613,45.30833329094787,641.0780807861174
AsXBOflrszVNKoFqbN61bMJqS0k2,0,Medium,18.09523809523809,80.95238095238095,89.18207070682979,666.4474637649846
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1,High,12.195121951219512,84.14634146341463,88.76666666732899,487.2655797253052
DzB19GqCB7fyrlEPexogWkjFzEx2,0,Low,10.256410256410255,84.61538461538461,180.5805555718396,858.7031620297979
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1,High,5.88235294117647,92.94117647058825,91.02777777774554,648.6595744680926
xBGZhFOeypWnqzSQClkrwV9z2vF3,0,Medium,10.256410256410255,82.05128205128204,208.34722222222865,745.3799033816597
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1,High,7.352941176470589,91.17647058823528,91.36944452921546,665.9562499523164
y1EHXv8tUTa4BRS4fRio7bULYfA2,0,Low,16.49484536082474,77.31958762886599,175.89166667726306,629.1045453997042
HyQM2xKwwuVfqidmRYF6TiRk90C2,1,Low,8.433734939759036,87.95180722891565,43.21388889145521,322.6666666688397
roaf78tUWxWSEjAUcUu8O7mrQbl1,1,High,9.58904109589041,86.3013698630137,100.6277777850628,461.5775757356123
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1,Medium,1.694915254237288,98.30508474576273,67.33714286259249,682.3757574377638
i1tBstVkNiVP0qro7TgGD08IGGa2,0,Low,10.126582278481012,86.07594936708861,140.23382351289388,796.6460106013516
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1,High,5.714285714285714,90.0,320.37056277056456,538.4130434782659
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1,Low,7.042253521126761,87.32394366197182,145.47500000009313,708.7215579710024
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0,Low,9.090909090909092,90.9090909090909,424.573232328952,559.5739926767874
iWsc4pghIEWOQUZKuQJMfe516UI3,1,Low,7.59493670886076,86.07594936708861,132.71258170591068,521.5583333236475
lHDkoPQu5reNCO45npeYSS9eLQl1,0,Medium,14.814814814814811,68.51851851851852,107.9393790968104,948.787549369891
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1,Low,13.978494623655912,78.49462365591397,5.938888889633745,580.4253875984731
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1,Low,9.89010989010989,80.21978021978022,88.57119048512175,658.616287864519
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0,Medium,13.924050632911392,81.0126582278481,107.90833333330612,748.9229206963054
CDEoAyvS8feXLKMKsaZah9agEhF3,1,Low,9.230769230769232,90.76923076923076,194.08888888889408,682.4707446807851
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1,Low,12.195121951219512,79.26829268292683,-9.897222207652137,686.6049999694028
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0,Medium,11.578947368421051,77.89473684210526,334.1583333485055,640.1031358914923
AyAnuCaltBbpEYbudoyNzTvXlcC2,0,High,12.149532710280374,77.57009345794393,226.72796536023495,672.3533333429268
azdL1gX79EVd9iepyCAVQrqIaQF3,1,Low,9.876543209876544,85.18518518518519,67.23769841266449,628.1186170213375
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1,Medium,10.256410256410255,89.74358974358975,37.07222221957306,552.8689969414514
ORuVuFPU5idz3fMoXTGsbwToW2j2,1,High,12.5,80.68181818181817,-28.81277779624577,68.33926493840238
pRQimOpZtsekBI2I1kbnD3pycmo1,1,Low,10.95890410958904,83.56164383561644,124.36111111111109,352.10222437015125
yfjd8LbAMrYeG54927d3GiKAyXI2,0,Medium,8.974358974358974,82.05128205128204,102.80222222222336,833.8703463203402
HSggdq91WiQp16bOj7V3dABkcgk2,1,Medium,7.865168539325842,85.39325842696628,79.67777778042682,609.6291666726271
PLreonkqaMeFc0UqxKUelH44UQu1,1,Medium,15.384615384615383,78.02197802197803,-16.9934126996568,545.5812252951941
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1,Medium,10.526315789473683,88.1578947368421,15.444444444444455,525.3494444411662
foaW7wtvY3XLNdguFUK7OvOefP93,1,Low,10.526315789473683,88.1578947368421,152.90277777777453,462.165124884393
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0,High,10.975609756097562,86.58536585365853,198.8666666713026,808.5013888772992
6ABZuv4jbjgE0B8TeyUk6nwVb122,1,Medium,8.13953488372093,88.37209302325581,114.30833327770222,726.2240248026577
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0,High,12.149532710280374,75.70093457943925,162.5000000000291,758.6156126482214
0d841i8KPjdjwCYfDuUUXj0SEjH2,1,High,4.545454545454546,87.87878787878788,278.45655465887376,515.5922925839783
0oa5NYVnIBS9NmrmRAZrahXDctP2,1,Low,8.333333333333332,87.5,0.3989915963230714,339.8889534888544
5OOi73igsahMZ5IVKQwwyhnj4Cn2,1,Medium,4.3478260869565215,89.85507246376811,149.40865079371247,334.59791666669
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1,High,8.974358974358974,85.8974358974359,-94.169444443658,878.2245454544202
Ub7nV8F55kPruh35ZpUcKoBUyn63,0,High,11.25,83.75,138.06388889137236,807.8434782565937
Co587hoelyeANqFX7AYvuVQW0lZ2,1,High,10.975609756097562,81.70731707317073,26.858888890156663,459.2084219808697
cec6NLR2ZLVVw6h0TEKSNIH11v02,1,Low,0.7874015748031495,59.84251968503938,68.28611111114469,662.677083333343
M4Km1Q2P2oPliChDQkwl6k20FUI3,1,Medium,8.60215053763441,86.02150537634408,160.44999999470178,518.0738225786582
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,1,High,7.6923076923076925,89.23076923076924,134.45428571838215,441.4771980671203
Ru3Qf6pXZua1DfNkQdhbor6iJ403,1,Low,8.641975308641975,86.41975308641975,106.68536796536364,443.3876773050188
6WFCyGwk71XLPBmbe4Vav3eotVm1,1,Medium,5.797101449275362,89.85507246376811,30.483333415455263,371.66589361458006
ASGvwW80q7VY7xFaLGZhVuErUQu2,1,Low,8.860759493670885,88.60759493670885,146.64671730272698,702.3000000544957
SpSfX0ZcfcPLdlOENlfdfvEPwru2,1,Medium,8.333333333333332,87.5,1.8055555555619092,800.8478260869508
